difficulty-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-7,size-btc-sma-90,size-btc-wma-7,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,top100cap-btc-sma-90,top100cap-btc-std-90,top100cap-btc-trx-90
0.793,4.66,-1.239,202591772,-0.205,4201,3755,94.905,0.34,0.339,0.249,0.016,334360,297195,341774,74701,91064,1395061258,2073181725,20.081,0.385,0.013
0.788,4.664,-1.238,203115619,-0.206,4233,3758,95.101,0.341,0.338,0.248,0.015,335506,298240,326578,76549,87737,1464922319,1924432034,20.09,0.409,0.013
0.783,4.66,-1.238,202966741,-0.207,4288,3753,94.993,0.341,0.337,0.248,0.015,339473,298963,333039,72407,88727,1310696451,1968121139,20.1,0.431,0.014
0.778,4.652,-1.237,204103303,-0.208,4383,3766,95.153,0.342,0.339,0.248,0.015,349260,300440,351993,70795,91940,1252984630,2113240318,20.112,0.464,0.014
0.773,4.682,-1.237,206594371,-0.209,4456,3787,95.651,0.343,0.34,0.248,0.015,351088,302138,362500,72946,92938,1330293694,2159381228,20.124,0.5,0.014
0.768,4.667,-1.236,208657695,-0.21,4487,3804,95.597,0.345,0.343,0.249,0.015,369937,304628,393214,86235,99010,1859122397,2450760961,20.137,0.535,0.015
0.763,4.685,-1.236,210406244,-0.21,4469,3810,95.624,0.347,0.344,0.249,0.015,374575,305805,395382,85648,99977,1833886587,2498848344,20.15,0.568,0.015
0.758,4.728,-1.235,212585895,-0.211,4393,3835,95.9,0.348,0.344,0.247,0.015,374000,307231,382724,86056,97273,1851424491,2365523138,20.168,0.628,0.016
0.753,4.707,-1.234,213294482,-0.211,4327,3834,96.136,0.346,0.343,0.245,0.015,381575,308056,370874,86347,96654,1863942123,2335492312,20.189,0.712,0.016
0.747,4.716,-1.234,213566980,-0.212,4425,3845,96.052,0.346,0.343,0.245,0.015,380060,308657,363167,86319,97035,1862752766,2353947543,20.21,0.786,0.017
0.742,4.743,-1.233,217449722,-0.212,4647,3885,96.313,0.346,0.344,0.245,0.015,371031,308653,356173,80941,97027,1637877021,2353571912,20.231,0.846,0.018
0.737,4.735,-1.232,219010877,-0.213,4658,3900,96.471,0.346,0.344,0.245,0.015,366411,309230,353153,80055,97597,1602218113,2381317112,20.252,0.897,0.018
0.731,4.721,-1.231,220797245,-0.213,4696,3922,96.782,0.347,0.345,0.244,0.015,348453,310697,348610,80046,95917,1601855216,2300032373,20.272,0.942,0.019
0.726,4.739,-1.23,221702566,-0.213,4635,3925,96.766,0.348,0.344,0.244,0.015,341119,311641,343314,79382,94873,1575373024,2250217268,20.292,0.98,0.02
0.72,4.698,-1.229,222828037,-0.214,4522,3943,96.797,0.349,0.344,0.242,0.015,342432,313328,341318,79110,90855,1564584615,2063645621,20.312,1.015,0.02
0.714,4.658,-1.228,223691993,-0.214,4415,3950,97.077,0.349,0.342,0.242,0.015,336387,313434,326781,81230,90696,1649593002,2056461441,20.331,1.044,0.021
0.709,4.635,-1.228,224002719,-0.214,4290,3949,96.816,0.349,0.342,0.242,0.015,338798,314309,334591,81306,91250,1652667463,2081651454,20.351,1.07,0.022
0.703,4.621,-1.227,225160631,-0.215,4160,3959,97.045,0.35,0.344,0.242,0.015,347157,315579,352540,81622,93368,1665518367,2179418306,20.37,1.094,0.023
0.697,4.602,-1.226,226391397,-0.215,4021,3967,97.205,0.352,0.345,0.242,0.015,357852,317727,374205,85996,95239,1848818145,2267612225,20.389,1.116,0.024
0.692,4.569,-1.225,227257137,-0.216,3956,3963,96.966,0.354,0.348,0.243,0.015,374066,320228,400176,94271,98360,2221755189,2418689451,20.408,1.136,0.024
0.686,4.532,-1.224,228191800,-0.216,3942,3961,97.175,0.356,0.35,0.242,0.015,388295,322513,413378,96709,98611,2338153224,2431038128,20.427,1.153,0.025
0.68,4.522,-1.222,228255436,-0.216,3822,3940,97.812,0.358,0.352,0.241,0.015,397622,324625,415909,97305,96865,2367086902,2345709059,20.444,1.168,0.026
0.674,4.499,-1.221,227484514,-0.217,3810,3913,98.459,0.36,0.352,0.239,0.014,411876,326471,412519,97617,94974,2382283669,2255029179,20.461,1.182,0.027
0.668,4.488,-1.22,227680264,-0.217,3789,3924,98.141,0.36,0.352,0.239,0.014,409711,327486,397668,97676,94106,2385139843,2213971945,20.477,1.195,0.028
0.662,4.502,-1.219,228749346,-0.218,3562,3916,98.339,0.36,0.351,0.239,0.014,401399,327963,383344,90924,94171,2066773158,2217052317,20.489,1.191,0.029
0.656,4.488,-1.218,230279936,-0.219,3540,3904,98.565,0.361,0.352,0.239,0.014,395376,329144,380907,90603,94670,2052214821,2240624893,20.5,1.187,0.029
0.65,4.47,-1.217,230954557,-0.219,3410,3902,98.633,0.361,0.351,0.239,0.014,370998,329228,354837,94414,94521,2228486469,2233552005,20.514,1.189,0.03
0.644,4.454,-1.215,231474658,-0.22,3455,3914,98.592,0.348,0.348,0.09,0.002,343626,328397,320904,105172,96475,2765313206,2326863050,20.529,1.192,0.031
0.638,4.44,-1.214,232174309,-0.22,3373,3911,99.111,0.35,0.352,0.096,0.002,325971,328203,303707,109443,96835,2994449630,2344253925,20.544,1.193,0.031
0.632,4.408,-1.213,232861520,-0.221,3341,3909,99.664,0.351,0.354,0.098,0.002,312661,327785,294936,112040,97150,3138268058,2359550809,20.559,1.195,0.032
0.626,4.4,-1.211,232859704,-0.221,3360,3903,99.392,0.351,0.352,0.099,0.002,302299,327311,286755,114968,97662,3304386888,2384464294,20.574,1.197,0.033
0.62,4.363,-1.21,233319368,-0.222,3347,3902,99.266,0.351,0.352,0.098,0.002,292537,327167,282202,114033,97878,3250882080,2395042897,20.588,1.196,0.033
0.614,4.337,-1.209,234401276,-0.222,3401,3909,99.679,0.351,0.352,0.098,0.002,279606,327177,284351,115651,97867,3343771853,2394464814,20.602,1.195,0.034
0.608,4.323,-1.207,235536995,-0.223,3412,3916,99.887,0.351,0.351,0.099,0.002,276545,326853,281865,117064,98432,3426016781,2422205785,20.616,1.194,0.035
0.602,4.286,-1.206,234862008,-0.223,3318,3906,99.725,0.35,0.348,0.104,0.003,269707,325703,259580,129371,102422,4184196218,2622559777,20.631,1.191,0.035
0.596,4.267,-1.204,235181376,-0.224,3310,3902,100.189,0.349,0.347,0.105,0.003,268309,325574,258417,122457,102699,3748920013,2636774974,20.646,1.187,0.036
0.59,4.226,-1.203,235037029,-0.225,3339,3889,100.354,0.349,0.345,0.104,0.003,268906,325873,265106,122141,102183,3729614810,2610331404,20.658,1.183,0.036
0.584,4.182,-1.201,234468899,-0.225,3324,3877,100.412,0.351,0.349,0.109,0.003,269224,325898,268420,123422,102140,3808247870,2608133170,20.67,1.182,0.037
0.578,4.145,-1.2,234953953,-0.226,3311,3873,100.269,0.351,0.35,0.109,0.003,280194,326161,291333,123887,102377,3837000904,2620241820,20.681,1.181,0.037
0.572,4.108,-1.198,235235070,-0.227,3282,3871,100.231,0.351,0.35,0.109,0.003,282044,326227,299806,123836,102338,3833825033,2618260953,20.692,1.179,0.038
0.567,4.039,-1.197,236093873,-0.228,3334,3869,100.27,0.351,0.35,0.109,0.003,292481,326696,314975,123664,102249,3823184202,2613697349,20.703,1.175,0.038
0.561,4.019,-1.195,237291355,-0.229,3325,3863,100.288,0.352,0.352,0.111,0.003,321523,327867,339529,125164,102739,3916508592,2638829138,20.712,1.17,0.039
0.555,3.996,-1.194,238638251,-0.23,3362,3867,100.459,0.354,0.354,0.111,0.003,341697,329616,360716,127918,102657,4090756653,2634624361,20.72,1.166,0.039
0.55,3.955,-1.192,239837886,-0.231,3350,3866,100.898,0.355,0.355,0.111,0.003,356446,330863,374869,130005,103237,4225348542,2664485508,20.728,1.161,0.039
0.544,3.935,-1.191,240631269,-0.232,3405,3865,100.569,0.355,0.355,0.111,0.003,363743,331273,369068,130005,102978,4225332018,2651111189,20.736,1.155,0.04
0.539,3.886,-1.189,240931878,-0.233,3387,3848,99.975,0.361,0.367,0.162,0.007,367666,331498,375216,129900,103386,4218527966,2672173612,20.745,1.148,0.04
0.533,3.832,-1.187,243018291,-0.234,3392,3825,99.888,0.363,0.37,0.164,0.007,390449,333459,401691,138306,107320,4782152981,2879390281,20.754,1.143,0.04
0.528,3.768,-1.186,245667002,-0.235,3437,3816,99.903,0.364,0.371,0.165,0.007,401549,334966,409185,138994,108350,4829846084,2934912733,20.764,1.136,0.041
0.523,3.702,-1.184,249252290,-0.237,3568,3810,100.044,0.365,0.373,0.166,0.007,406111,336435,414454,138073,109472,4766030133,2996044299,20.774,1.128,0.041
0.518,3.649,-1.183,251377873,-0.239,3639,3815,100.385,0.367,0.374,0.164,0.007,404370,338314,411449,132300,107543,4375832748,2891385668,20.783,1.119,0.041
0.513,3.598,-1.182,252492448,-0.241,3599,3812,100.432,0.368,0.374,0.164,0.007,403325,339193,408105,129771,107958,4210119839,2913709471,20.793,1.11,0.041
0.509,3.535,-1.18,252297753,-0.243,3512,3796,100.091,0.368,0.374,0.164,0.007,401539,339001,387458,128018,108027,4097159964,2917440888,20.802,1.101,0.041
0.504,3.479,-1.179,252600013,-0.245,3435,3789,99.719,0.368,0.374,0.164,0.007,403590,340008,387746,129112,108692,4167459789,2953466910,20.811,1.092,0.041
0.5,3.423,-1.177,253324641,-0.247,3388,3778,99.514,0.37,0.377,0.165,0.007,400243,341793,399383,135277,110574,4574936335,3056655622,20.82,1.085,0.042
0.495,3.348,-1.176,254102399,-0.25,3328,3758,99.218,0.37,0.376,0.165,0.007,390764,342305,387840,135298,110369,4576356421,3045340538,20.833,1.082,0.042
0.491,3.295,-1.175,255145679,-0.252,3266,3757,99.292,0.371,0.377,0.165,0.007,387022,343714,389257,135550,109858,4593422103,3017193743,20.847,1.079,0.042
0.487,3.239,-1.173,255808397,-0.255,3195,3736,99.046,0.373,0.378,0.165,0.007,386485,345099,390085,135403,109030,4583472755,2971910723,20.861,1.073,0.042
0.483,3.202,-1.172,256452138,-0.257,3256,3726,99.141,0.373,0.378,0.165,0.007,383809,345533,386528,129558,109148,4196320731,2978330337,20.876,1.065,0.042
0.478,3.153,-1.171,256951241,-0.259,3186,3706,98.734,0.374,0.379,0.165,0.007,403347,347114,404953,132291,111443,4375227413,3104909022,20.89,1.056,0.042
0.474,3.133,-1.169,261299061,-0.262,3374,3728,98.844,0.375,0.382,0.167,0.007,416016,348644,426959,138849,115470,4819792987,3333312544,20.901,1.043,0.042
0.471,3.1,-1.168,262285053,-0.264,3293,3729,98.79,0.375,0.382,0.167,0.007,406654,349367,419106,135731,115546,4605697903,3337730103,20.913,1.029,0.042
0.466,3.079,-1.166,262282232,-0.266,3170,3730,98.868,0.375,0.379,0.168,0.007,395151,349089,385831,136614,116153,4665873346,3372893428,20.925,1.013,0.043
0.462,3.039,-1.165,262411966,-0.269,3033,3700,98.935,0.375,0.378,0.167,0.007,378842,349401,357609,137940,115278,4756868651,3322241639,20.936,0.998,0.043
0.458,3.0,-1.164,262987359,-0.271,2935,3692,99.197,0.375,0.376,0.167,0.007,367746,350179,341064,134860,113314,4546831582,3210020101,20.947,0.98,0.043
0.454,2.97,-1.162,263564899,-0.273,2905,3689,99.281,0.375,0.375,0.167,0.007,359534,350170,327822,119335,113326,3560228382,3210669187,20.958,0.962,0.043
0.45,2.919,-1.161,263590201,-0.276,2879,3669,99.194,0.374,0.373,0.168,0.007,337087,350133,313032,115840,113388,3354732016,3214198956,20.968,0.941,0.043
0.446,2.894,-1.159,262955731,-0.278,2910,3651,99.266,0.374,0.372,0.169,0.007,310940,350183,305847,114779,113311,3293569211,3209824674,20.978,0.921,0.043
0.442,2.859,-1.158,263408279,-0.28,2927,3648,99.339,0.374,0.373,0.169,0.007,313708,350778,329107,110456,113871,3050119869,3241629152,20.986,0.904,0.043
0.437,2.851,-1.156,264172573,-0.283,2913,3651,99.376,0.373,0.371,0.169,0.007,319057,350348,328428,112739,114176,3177540894,3259021628,20.994,0.889,0.043
0.433,2.831,-1.154,264532937,-0.285,2922,3647,99.333,0.373,0.37,0.17,0.007,321305,349897,323164,114008,114677,3249474346,3287711608,21.003,0.871,0.042
0.429,2.816,-1.153,265113225,-0.288,2912,3645,99.591,0.373,0.367,0.17,0.007,313900,349845,308045,120503,114834,3630237133,3296716814,21.011,0.855,0.042
0.425,2.776,-1.151,265062237,-0.29,2787,3634,99.555,0.371,0.366,0.171,0.007,309627,349500,300786,124035,115426,3846179798,3330769282,21.018,0.839,0.042
0.42,2.752,-1.15,263838351,-0.292,2717,3608,99.011,0.371,0.366,0.171,0.007,324798,350166,325022,124048,116042,3846971810,3366420820,21.026,0.823,0.042
0.416,2.727,-1.148,263603842,-0.295,2463,3596,98.559,0.371,0.366,0.171,0.007,333058,349949,335364,123489,115848,3812380903,3355162485,21.034,0.805,0.042
0.412,2.685,-1.147,261842909,-0.297,2376,3565,97.935,0.371,0.366,0.171,0.007,332128,350238,351467,123400,116190,3806916968,3375015028,21.041,0.788,0.042
0.408,2.673,-1.145,256937905,-0.299,2325,3503,97.101,0.37,0.366,0.171,0.007,337376,349868,355368,123356,116007,3804183826,3364406018,21.048,0.768,0.042
0.404,2.649,-1.143,255463215,-0.301,2284,3475,96.808,0.371,0.368,0.171,0.007,354986,350944,376343,118634,116837,3518522164,3412700226,21.055,0.753,0.041
0.4,2.669,-1.142,255448227,-0.304,2258,3453,96.488,0.373,0.37,0.172,0.007,389320,353313,412886,126949,120229,4028997451,3613752450,21.062,0.732,0.041
0.396,2.681,-1.14,254814689,-0.306,2237,3432,96.165,0.374,0.37,0.171,0.007,408046,354418,419543,126583,120682,4005814240,3641040761,21.068,0.719,0.041
0.393,2.701,-1.138,253883036,-0.308,2243,3414,95.533,0.373,0.371,0.171,0.007,416931,355542,434723,131453,123014,4319991525,3783118164,21.074,0.706,0.041
0.389,2.712,-1.137,252220753,-0.31,2175,3386,94.953,0.374,0.371,0.171,0.007,423889,356550,434208,132249,123455,4372478874,3810266266,21.08,0.691,0.041
0.386,2.717,-1.135,251587038,-0.312,2071,3360,94.394,0.375,0.372,0.171,0.007,430764,357739,439636,133593,124793,4461792200,3893352406,21.086,0.677,0.04
0.382,2.739,-1.133,250339121,-0.314,1998,3334,93.862,0.374,0.372,0.171,0.007,432657,357743,422189,133259,124794,4439515555,3893376502,21.093,0.663,0.04
0.379,2.751,-1.131,247778404,-0.315,1896,3290,93.342,0.373,0.371,0.171,0.007,417595,357172,392986,131624,125085,4331196731,3911551584,21.099,0.647,0.04
0.375,2.745,-1.13,247529011,-0.317,1861,3270,92.809,0.374,0.371,0.17,0.007,400639,358471,384204,131599,123672,4329573230,3823705933,21.105,0.63,0.04
0.372,2.759,-1.128,247548663,-0.319,1865,3258,92.693,0.375,0.371,0.17,0.007,398565,359225,384402,131747,123883,4339318869,3836759427,21.11,0.612,0.039
0.369,2.768,-1.126,246319863,-0.32,1835,3234,92.101,0.374,0.37,0.171,0.007,382483,359330,373808,131606,123857,4330064361,3835129296,21.116,0.594,0.039
0.366,2.756,-1.124,245000096,-0.322,1834,3207,91.406,0.375,0.371,0.171,0.007,381021,359620,379348,132237,124158,4371686926,3853776186,21.121,0.575,0.039
0.363,2.746,-1.122,244041589,-0.323,1824,3174,90.876,0.376,0.373,0.171,0.007,379586,360660,392980,130518,125113,4258710905,3913310531,21.126,0.56,0.038
0.36,2.73,-1.12,243744709,-0.325,1811,3147,90.351,0.376,0.373,0.171,0.007,378834,360766,387012,122389,125080,3744758959,3911229823,21.131,0.543,0.038
0.357,2.703,-1.118,242123969,-0.326,1867,3112,89.569,0.377,0.373,0.171,0.007,385707,361166,383292,122160,124888,3730758949,3899229927,21.133,0.539,0.038
0.354,2.683,-1.116,243218406,-0.327,1974,3101,89.079,0.378,0.373,0.169,0.007,384715,362299,380747,117517,123531,3452531998,3814994205,21.134,0.536,0.037
0.351,2.678,-1.114,241828993,-0.328,1971,3071,88.633,0.379,0.373,0.169,0.007,390515,363195,395074,116115,124656,3370693849,3884805286,21.135,0.533,0.037
0.349,2.68,-1.112,241621771,-0.329,2076,3055,87.823,0.378,0.374,0.169,0.007,396009,362966,396109,114198,124348,3260291176,3865592562,21.134,0.534,0.037
0.346,2.68,-1.11,242391441,-0.33,2304,3051,86.931,0.379,0.374,0.169,0.007,396555,363157,399222,112527,124574,3165573462,3879645169,21.133,0.536,0.036
0.344,2.698,-1.108,241479443,-0.331,2366,3030,86.547,0.378,0.374,0.168,0.007,392370,362404,401648,109113,122692,2976436021,3763337342,21.131,0.538,0.036
0.341,2.69,-1.106,240219903,-0.331,2405,3013,86.125,0.378,0.375,0.168,0.007,398929,362660,403962,105822,122922,2799547927,3777447328,21.131,0.538,0.036
0.339,2.705,-1.103,239539466,-0.332,2493,2995,85.663,0.379,0.377,0.168,0.007,415052,364359,423434,110684,124943,3062731717,3902704074,21.124,0.536,0.035
0.337,2.707,-1.101,239597109,-0.332,2526,2990,85.365,0.381,0.379,0.168,0.007,417348,365081,417570,106984,124813,2861417935,3894584665,21.115,0.518,0.035
0.334,2.709,-1.099,239864113,-0.332,2646,2981,84.78,0.381,0.378,0.168,0.007,409547,365488,410088,101391,124863,2570054113,3897680351,21.104,0.5,0.035
0.332,2.717,-1.096,240256588,-0.332,3059,2987,83.855,0.381,0.378,0.168,0.007,403429,365486,395657,90212,124864,2034548341,3897757579,21.087,0.516,0.034
0.33,2.728,-1.094,239876167,-0.332,3143,2972,83.146,0.381,0.379,0.169,0.007,408810,366454,406333,81890,125994,1676491583,3968608475,21.07,0.536,0.034
0.328,2.755,-1.091,239702170,-0.332,3248,2949,82.438,0.382,0.379,0.168,0.007,407977,367034,404236,81869,126133,1675626031,3977407284,21.052,0.557,0.033
0.326,2.759,-1.088,239583718,-0.331,3304,2940,81.817,0.383,0.38,0.168,0.007,408779,367923,404051,80841,126127,1633828404,3977005738,21.036,0.574,0.033
0.324,2.78,-1.086,239897271,-0.331,3344,2929,81.522,0.384,0.381,0.168,0.007,406627,369352,417296,83541,127426,1744787589,4059350973,21.018,0.595,0.032
0.322,2.801,-1.083,240182714,-0.33,3288,2926,81.084,0.385,0.381,0.167,0.007,404009,370340,408955,81698,126145,1668649261,3978139347,21.002,0.615,0.032
0.32,2.825,-1.08,240452325,-0.329,3348,2925,80.741,0.385,0.381,0.166,0.007,404960,370634,406473,81588,126242,1664146923,3984232130,20.985,0.635,0.031
0.318,2.832,-1.077,239216318,-0.328,3225,2910,79.955,0.385,0.38,0.167,0.007,404726,369963,392779,75581,126027,1428140212,3970684396,20.968,0.651,0.031
0.316,2.838,-1.074,238850756,-0.327,3065,2902,79.311,0.385,0.381,0.167,0.007,402475,369925,399192,76170,125951,1450471198,3965935298,20.952,0.665,0.03
0.314,2.839,-1.071,237643735,-0.325,3033,2886,78.849,0.384,0.382,0.166,0.007,404044,369366,401426,71952,124757,1294256634,3891088604,20.935,0.677,0.029
0.312,2.856,-1.068,238476702,-0.324,3146,2889,77.929,0.384,0.382,0.166,0.007,399802,368818,394799,72052,124174,1297864669,3854782249,20.919,0.69,0.029
0.311,2.854,-1.065,238539762,-0.323,3124,2886,76.804,0.385,0.384,0.167,0.007,399130,369469,409113,73190,125397,1339184823,3931131695,20.904,0.704,0.028
0.309,2.849,-1.062,238425019,-0.321,3101,2880,75.836,0.386,0.386,0.168,0.007,404364,369756,411806,72041,125648,1297465203,3946848056,20.888,0.715,0.027
0.307,2.859,-1.058,238199841,-0.32,2987,2857,75.408,0.386,0.386,0.168,0.007,397408,369677,397061,68168,125700,1161731588,3950122255,20.873,0.727,0.027
0.305,2.868,-1.055,236404647,-0.318,2583,2835,74.35,0.386,0.385,0.167,0.007,403154,370100,395311,67955,125720,1154465203,3951408743,20.864,0.747,0.026
0.303,2.869,-1.052,235315290,-0.317,2527,2814,73.566,0.387,0.387,0.169,0.007,401107,370371,398536,68190,126010,1162462024,3969637561,20.855,0.763,0.025
0.302,2.873,-1.048,235428064,-0.315,2494,2807,73.154,0.388,0.386,0.168,0.007,384152,370389,371440,76966,125965,1480936462,3966794035,20.842,0.777,0.024
0.3,2.876,-1.045,235775667,-0.313,2501,2791,72.71,0.389,0.386,0.165,0.007,374857,371247,353520,82897,123296,1717962465,3800465886,20.829,0.789,0.023
0.298,2.88,-1.042,236281131,-0.312,2446,2785,71.896,0.388,0.386,0.163,0.007,362128,372281,351794,82101,121594,1685128262,3696245150,20.817,0.8,0.023
0.296,2.879,-1.038,236741053,-0.31,2419,2782,71.237,0.387,0.385,0.163,0.007,346574,372394,336518,87606,121310,1918696861,3679038585,20.804,0.806,0.022
0.294,2.881,-1.035,236081226,-0.309,2365,2770,70.754,0.387,0.384,0.162,0.007,346064,373081,335327,88886,119900,1975183919,3593979525,20.791,0.812,0.021
0.292,2.882,-1.031,234925829,-0.307,2339,2753,70.003,0.387,0.383,0.162,0.007,340668,373843,336972,89785,118491,2015329709,3510035136,20.78,0.818,0.02
0.29,2.881,-1.028,233947424,-0.305,2296,2730,69.063,0.388,0.384,0.163,0.007,340574,375113,355652,88223,117794,1945839598,3468858999,20.767,0.825,0.02
0.289,2.883,-1.024,233140073,-0.304,2262,2708,68.402,0.389,0.385,0.162,0.007,355947,376565,370593,88294,115763,1948975484,3350275313,20.755,0.832,0.019
0.287,2.862,-1.021,234311960,-0.302,2128,2704,68.241,0.393,0.388,0.158,0.006,378349,379697,398928,92646,110244,2145810772,3038408700,20.742,0.838,0.018
0.285,2.863,-1.017,233845438,-0.301,2061,2692,67.46,0.394,0.387,0.157,0.006,378228,380831,396117,92872,107571,2156284342,2892854474,20.729,0.845,0.017
0.283,2.857,-1.014,233086589,-0.299,2041,2678,66.887,0.395,0.388,0.155,0.006,393762,382105,404000,93053,106185,2164695949,2818800767,20.717,0.853,0.016
0.281,2.85,-1.01,231228592,-0.298,2005,2651,66.142,0.394,0.387,0.154,0.006,393494,382747,390543,88973,104444,1979033117,2727160169,20.705,0.86,0.016
0.279,2.837,-1.006,229188966,-0.296,1990,2629,65.472,0.393,0.387,0.154,0.006,397102,382936,386645,88988,104347,1979737782,2722071480,20.692,0.865,0.015
0.277,2.819,-1.003,227786401,-0.295,1953,2608,64.872,0.395,0.39,0.155,0.006,404738,384655,404580,93912,104851,2204887193,2748434234,20.68,0.87,0.014
0.275,2.809,-0.999,226110292,-0.293,1895,2583,64.259,0.396,0.391,0.155,0.006,403821,385224,401875,92961,104490,2160447685,2729527222,20.669,0.876,0.013
0.274,2.792,-0.995,224198463,-0.291,1849,2562,63.7,0.397,0.393,0.156,0.006,402823,386020,416495,94446,105727,2230011503,2794568929,20.66,0.881,0.012
0.272,2.76,-0.991,222978923,-0.29,1806,2543,63.077,0.398,0.397,0.16,0.006,413110,386385,425568,96026,106230,2305264206,2821200361,20.65,0.887,0.012
0.27,2.752,-0.988,222490212,-0.288,1781,2538,62.354,0.402,0.404,0.174,0.008,408181,386129,416104,96002,106225,2304112709,2820930973,20.642,0.893,0.011
0.269,2.73,-0.984,220418694,-0.287,1756,2514,62.053,0.403,0.406,0.175,0.008,415642,386783,412099,92262,105638,2128048863,2789826096,20.633,0.898,0.01
0.267,2.696,-0.98,218609049,-0.285,1739,2497,61.835,0.398,0.407,0.136,0.005,414689,386593,400996,92307,105687,2130161738,2792450873,20.624,0.903,0.009
0.266,2.694,-0.976,216314550,-0.284,1731,2472,61.141,0.397,0.407,0.135,0.005,406852,385931,400821,92764,104236,2151283073,2716302347,20.614,0.905,0.009
0.264,2.66,-0.973,213604109,-0.282,1743,2444,60.636,0.397,0.408,0.135,0.005,407191,385663,398180,91699,104004,2102167234,2704202998,20.605,0.906,0.008
0.263,2.629,-0.969,209668341,-0.281,1704,2414,59.857,0.398,0.41,0.137,0.005,405191,385948,408457,92968,104547,2160778148,2732536338,20.597,0.906,0.007
0.261,2.611,-0.965,208647089,-0.28,1770,2401,59.306,0.398,0.41,0.137,0.005,394615,385626,398430,93072,104624,2165614154,2736533744,20.589,0.906,0.007
0.26,2.58,-0.962,208846529,-0.278,1824,2402,59.172,0.399,0.411,0.137,0.005,401389,385978,405444,93737,104906,2196650494,2751339145,20.581,0.905,0.006
0.259,2.575,-0.958,208333367,-0.277,1859,2394,58.912,0.399,0.41,0.137,0.005,397932,386503,397088,90716,104065,2057361893,2707376991,20.574,0.904,0.005
0.257,2.561,-0.954,208321303,-0.276,1951,2398,58.675,0.398,0.409,0.137,0.005,397427,386114,389529,90597,104082,2051932352,2708242378,20.566,0.902,0.005
0.256,2.546,-0.951,208012613,-0.275,2005,2392,58.532,0.398,0.41,0.136,0.005,394324,385471,388238,89337,103203,1995290588,2662705972,20.558,0.901,0.004
0.254,2.523,-0.947,207601069,-0.274,2058,2385,58.776,0.398,0.409,0.136,0.005,392149,385771,384923,89363,102993,1996435008,2651876647,20.546,0.886,0.003
0.253,2.516,-0.943,207735813,-0.273,2107,2381,58.836,0.398,0.41,0.136,0.005,384274,385735,385180,88761,102980,1969625510,2651221560,20.534,0.869,0.003
0.251,2.495,-0.939,207731684,-0.272,2150,2380,59.078,0.399,0.411,0.137,0.005,397509,386483,403543,85174,104077,1813636259,2708012816,20.522,0.851,0.002
0.25,2.49,-0.936,208642451,-0.271,2195,2373,59.365,0.401,0.413,0.139,0.005,407594,387828,427482,87326,106408,1906435763,2830647092,20.51,0.834,0.002
0.248,2.494,-0.932,208279667,-0.27,2245,2367,59.584,0.422,0.457,0.438,0.048,401971,386396,407734,90236,106087,2035626438,2813620507,20.499,0.814,0.001
0.247,2.476,-0.928,204582441,-0.269,2337,2335,59.236,0.421,0.455,0.438,0.048,403533,385143,401901,83278,103736,1733796087,2690273741,20.49,0.805,0.001
0.245,2.467,-0.924,204302832,-0.268,2393,2332,59.175,0.422,0.455,0.438,0.048,409834,385718,410110,81450,104290,1658513171,2719096629,20.482,0.792,0.0003333333333333
0.243,2.46,-0.92,205377919,-0.267,2441,2331,59.109,0.423,0.454,0.437,0.048,410540,386968,404152,79580,101543,1583242828,2577744741,20.474,0.782,-0.0003333333333333
0.242,2.446,-0.916,206070235,-0.266,2500,2331,58.964,0.426,0.456,0.437,0.048,425082,389331,425260,86005,101587,1849220818,2579955524,20.467,0.772,-0.001
0.24,2.44,-0.913,206799261,-0.265,2488,2332,58.716,0.428,0.457,0.437,0.048,422319,390728,428585,86731,100785,1880548296,2539428396,20.46,0.762,-0.001
0.238,2.444,-0.909,207901848,-0.264,2515,2341,58.772,0.429,0.455,0.436,0.048,400216,390992,407641,87041,100110,1894040794,2505520146,20.453,0.754,-0.001
0.236,2.426,-0.905,208141455,-0.263,2535,2341,58.577,0.43,0.453,0.435,0.047,406317,391780,400416,86821,98346,1884454514,2417962391,20.447,0.746,-0.002
0.235,2.424,-0.901,207990442,-0.261,2525,2338,58.315,0.43,0.451,0.435,0.047,401618,392196,385271,89207,97242,1989494254,2363997294,20.441,0.739,-0.002
0.233,2.412,-0.897,207798038,-0.26,2550,2334,57.912,0.431,0.451,0.435,0.047,401809,392571,394295,87123,97680,1897612736,2385332770,20.436,0.732,-0.003
0.231,2.414,-0.893,207850775,-0.259,2545,2328,57.776,0.432,0.451,0.434,0.047,401763,393400,390261,86850,96150,1885749116,2311224338,20.431,0.724,-0.003
0.229,2.424,-0.889,207900205,-0.258,2531,2321,57.768,0.433,0.449,0.433,0.047,382940,394125,380624,84720,94228,1794365200,2219709408,20.425,0.716,-0.003
0.227,2.406,-0.885,208999549,-0.257,2554,2324,57.689,0.435,0.449,0.432,0.047,380429,395903,390091,84958,90045,1804453119,2027032335,20.419,0.708,-0.003
