difficulty-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-7,size-btc-sma-90,size-btc-wma-7,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,top100cap-btc-sma-90,top100cap-btc-std-90,top100cap-btc-trx-90
1.559,926.621,-0.511,68671954,0.3,2004,1639,67.688,0.826,0.889,1.096,0.3,139818,122300,138429,45265,46378,512228189,537730941,20.329,0.579,0.018
1.574,907.219,-0.518,68786082,0.299,1992,1640,67.112,0.823,0.882,1.098,0.301,139058,122515,134843,40278,46256,405583252,534913409,20.326,0.591,0.018
1.588,890.621,-0.525,68925098,0.298,2039,1646,66.694,0.818,0.872,1.1,0.303,133373,122505,126864,41913,46269,439178579,535209472,20.322,0.605,0.017
1.603,877.066,-0.532,68989112,0.297,1788,1648,66.354,0.816,0.865,1.102,0.303,129341,122323,122095,42832,46269,458639639,535194570,20.317,0.621,0.017
1.616,869.243,-0.539,69371036,0.296,1805,1655,66.386,0.812,0.855,1.105,0.305,122759,122371,114977,44753,46170,500702312,532921805,20.312,0.638,0.017
1.629,860.775,-0.546,69514901,0.296,1762,1660,66.24,0.808,0.845,1.108,0.307,113231,122189,106783,46632,46550,543628660,541716461,20.306,0.656,0.016
1.643,845.69,-0.552,69399032,0.295,1672,1657,65.717,0.804,0.84,1.108,0.307,114434,122151,113419,43119,46487,464810100,540269986,20.301,0.675,0.016
1.658,829.049,-0.559,69562393,0.295,1648,1659,65.363,0.804,0.845,1.108,0.307,119865,122285,125189,44319,46869,491046871,549178612,20.294,0.696,0.015
1.674,817.23,-0.566,69729556,0.295,1570,1658,64.843,0.862,0.966,1.606,0.645,125597,122345,136622,45743,47075,523100835,554011182,20.287,0.717,0.015
1.689,806.018,-0.573,69876068,0.294,1544,1660,64.555,0.871,1.0,1.633,0.667,133723,122408,146229,44255,47283,489628090,558917336,20.28,0.738,0.015
1.705,789.898,-0.579,70182040,0.294,1544,1661,64.02,0.881,1.02,1.647,0.678,136937,122460,146997,43820,47336,480037941,560176813,20.274,0.752,0.014
1.721,774.65,-0.586,70643546,0.294,1558,1667,63.88,0.873,1.01,1.647,0.678,141246,122609,145520,43805,47359,479723522,560708641,20.268,0.766,0.013
1.736,754.598,-0.592,70866836,0.294,1532,1668,63.603,0.87,1.0,1.648,0.679,146160,122805,141304,43934,47240,482538306,557914561,20.262,0.78,0.013
1.75,740.647,-0.599,70849092,0.294,1544,1666,63.076,0.864,0.989,1.649,0.68,142290,122553,132935,44564,47211,496486724,557229018,20.255,0.8,0.012
1.765,727.901,-0.605,71358580,0.294,1527,1670,62.795,0.863,0.984,1.649,0.68,138964,122667,131923,44602,47313,497323951,559627751,20.248,0.818,0.012
1.778,719.733,-0.612,71898039,0.294,1555,1675,62.547,0.859,0.975,1.65,0.681,134158,122793,130170,44452,47351,494002445,560526640,20.241,0.837,0.011
1.791,707.049,-0.618,72337836,0.294,1544,1683,62.421,0.858,0.967,1.651,0.681,127504,122682,125992,44253,47354,489592928,560596406,20.232,0.857,0.011
1.805,690.044,-0.625,72626080,0.295,1540,1687,62.211,0.853,0.96,1.65,0.681,130933,122965,134316,42520,47953,451987715,574880924,20.224,0.875,0.01
1.821,671.99,-0.631,73019528,0.295,1540,1693,62.487,0.867,0.979,1.662,0.69,129842,123161,132429,41222,47814,424820264,571537380,20.216,0.891,0.009
1.836,657.23,-0.637,73325379,0.295,1536,1697,62.716,0.865,0.971,1.663,0.691,128285,123394,128341,41616,47419,432970218,562139003,20.208,0.907,0.009
1.852,639.21,-0.643,73232639,0.295,1588,1695,62.449,0.865,0.963,1.663,0.691,128600,123411,124991,41762,47405,436007996,561808656,20.2,0.921,0.008
1.867,619.527,-0.65,73646032,0.295,1627,1702,62.714,0.861,0.955,1.663,0.692,127925,123591,126219,40240,47434,404815798,562493279,20.191,0.934,0.007
1.883,603.044,-0.656,74348069,0.295,1710,1707,62.258,0.864,0.953,1.663,0.691,129007,124186,129121,38270,46872,366145295,549255092,20.182,0.945,0.007
1.897,585.479,-0.662,74995297,0.295,1743,1711,62.323,0.867,0.95,1.661,0.69,135357,124905,137343,38657,47179,373588950,556467678,20.175,0.95,0.006
1.911,565.566,-0.668,75244682,0.295,1742,1706,62.195,0.867,0.945,1.661,0.69,133130,125516,139806,38897,46789,378247486,547304064,20.168,0.951,0.005
1.925,556.229,-0.674,75705368,0.295,1764,1711,62.312,0.866,0.937,1.662,0.691,134085,126025,139041,38584,45973,372182965,528371380,20.161,0.95,0.005
1.937,547.077,-0.68,75752658,0.295,1774,1707,62.21,0.867,0.926,1.661,0.69,131626,126249,129588,40558,45185,411229600,510425309,20.153,0.949,0.004
1.949,535.264,-0.686,75609305,0.295,1773,1703,61.865,0.865,0.916,1.663,0.691,131332,126453,124889,40652,44773,413140252,501160507,20.145,0.946,0.004
1.962,525.937,-0.692,75593646,0.294,1774,1701,61.635,0.866,0.914,1.663,0.691,133047,126923,128436,39870,44677,397406207,499005594,20.136,0.944,0.003
1.975,513.844,-0.698,75583880,0.294,1781,1699,61.069,0.864,0.904,1.664,0.692,131307,127305,127012,39875,44093,397502948,486041162,20.128,0.942,0.003
1.989,499.417,-0.704,75753898,0.294,1802,1702,60.152,0.863,0.899,1.664,0.692,127170,127502,127420,39825,44033,396502607,484725551,20.119,0.939,0.002
2.002,488.142,-0.71,75729182,0.293,1805,1700,59.613,0.861,0.893,1.665,0.693,126087,127343,130035,39881,43781,397627348,479202312,20.11,0.939,0.002
2.015,474.576,-0.716,75884208,0.293,1817,1699,59.29,0.857,0.884,1.667,0.694,125735,127478,130414,38958,43709,379432771,477619435,20.104,0.938,0.001
2.028,462.611,-0.722,76201320,0.293,1827,1702,59.083,0.858,0.878,1.666,0.694,127328,127590,125836,39428,43450,388633055,471975526,20.099,0.937,0.001
2.039,449.959,-0.728,76422790,0.293,1836,1703,58.712,0.858,0.871,1.666,0.694,128114,127739,123587,38136,43229,363586433,467189399,20.094,0.937,0.0003333333333333
2.05,437.474,-0.734,76714551,0.292,1827,1702,58.154,0.854,0.863,1.667,0.695,123515,127766,119890,35592,43190,316694165,466340360,20.089,0.938,-0.0003333333333333
2.06,433.051,-0.739,76977549,0.292,1821,1701,58.008,0.853,0.857,1.668,0.696,119714,127765,114198,37203,43192,346014476,466386984,20.084,0.937,-0.001
2.07,425.753,-0.745,77513110,0.292,1861,1708,58.06,0.852,0.858,1.668,0.696,117502,127770,113633,35698,43188,318580058,466290056,20.074,0.931,-0.001
2.082,412.842,-0.751,77991926,0.293,1921,1716,57.975,0.857,0.859,1.666,0.694,116892,128176,117596,33124,42702,274300864,455859746,20.065,0.928,-0.001
2.095,402.409,-0.756,78949203,0.293,1955,1728,58.047,0.86,0.857,1.665,0.693,119107,128844,124152,30896,41723,238641210,435199579,20.058,0.924,-0.002
2.109,393.967,-0.762,80124208,0.294,2071,1746,58.319,0.862,0.853,1.663,0.692,122321,129365,126856,30722,40574,235967886,411566332,20.051,0.919,-0.002
2.124,384.546,-0.767,80510175,0.295,2152,1750,58.102,0.859,0.846,1.665,0.693,122791,129496,126679,30761,40397,236552589,407986363,20.044,0.914,-0.002
2.138,377.121,-0.773,81434128,0.296,2225,1758,58.064,0.86,0.843,1.664,0.692,126569,129669,130925,31074,40438,241400706,408816604,20.036,0.911,-0.003
2.153,370.692,-0.778,82813182,0.298,2326,1774,58.374,0.858,0.84,1.664,0.693,131385,129775,132898,30660,40438,235010731,408811422,20.027,0.908,-0.003
2.167,364.917,-0.784,84218355,0.301,2440,1798,58.918,0.857,0.839,1.664,0.692,133856,129715,133739,30535,40392,233096983,407876180,20.018,0.905,-0.003
2.18,358.356,-0.789,85456721,0.304,2541,1811,59.008,0.862,0.842,1.663,0.691,137506,130307,140002,32448,40524,263215774,410540839,20.009,0.903,-0.004
2.192,353.115,-0.794,90196382,0.307,2995,1891,59.201,0.864,0.842,1.662,0.691,135222,130667,137407,32168,39821,258702446,396437099,20.011,0.909,-0.004
2.207,347.679,-0.799,90831023,0.31,3048,1903,59.178,0.866,0.841,1.661,0.69,134779,130921,135307,29991,39427,224871876,388614470,20.014,0.916,-0.004
2.225,341.211,-0.805,91002457,0.314,3069,1908,58.759,0.873,0.85,1.663,0.691,134053,130985,130744,30242,39313,228638541,386382714,20.015,0.921,-0.004
2.243,334.349,-0.81,91207228,0.318,3092,1910,58.536,0.872,0.847,1.663,0.692,133453,131381,131125,29858,38769,222871427,375766751,20.016,0.924,-0.004
2.263,329.027,-0.815,93853306,0.323,3397,1964,58.621,0.87,0.847,1.663,0.691,135043,131610,134161,29983,38859,224738709,377511512,20.016,0.923,-0.005
2.284,324.142,-0.82,94088325,0.328,3414,1973,59.121,0.867,0.842,1.664,0.692,133588,131489,131540,30009,38879,225128330,377886279,20.017,0.926,-0.005
2.305,318.65,-0.825,94474728,0.333,3400,1980,58.971,0.867,0.836,1.664,0.692,130210,131662,131957,29858,38805,222870055,376452743,20.018,0.929,-0.005
2.325,313.915,-0.83,94986237,0.338,3437,1996,60.12,0.867,0.833,1.664,0.692,127226,131450,125966,28432,39148,202097348,383140030,20.02,0.936,-0.004
2.345,309.884,-0.835,95542828,0.344,3473,2020,60.771,0.865,0.824,1.666,0.694,124193,131365,120556,28707,39340,206017587,386907259,20.023,0.942,-0.004
2.364,305.764,-0.84,95767774,0.35,3548,2040,61.259,0.868,0.825,1.665,0.693,122397,131167,115496,29752,39708,221296872,394179540,20.026,0.952,-0.004
2.381,299.906,-0.845,97001334,0.357,3684,2078,62.875,0.87,0.83,1.665,0.693,120178,131103,114910,27815,39761,193419052,395233779,20.034,0.983,-0.004
2.398,298.352,-0.85,98585877,0.364,3804,2119,64.903,0.874,0.836,1.665,0.693,121755,131341,124023,29418,40111,216353349,402230290,20.043,1.016,-0.004
2.416,296.255,-0.855,100050244,0.371,3831,2152,66.901,0.902,0.893,1.751,0.767,130402,131993,139858,35445,41648,314085067,433638328,20.052,1.05,-0.003
2.435,293.692,-0.859,102630195,0.38,4022,2202,69.384,0.93,0.95,1.831,0.838,142418,133185,162098,48052,45283,577237503,512629863,20.062,1.085,-0.003
2.455,292.575,-0.864,105218887,0.39,3826,2254,72.297,0.959,0.997,1.885,0.888,160058,134487,183924,59504,49387,885176217,609763888,20.072,1.12,-0.003
2.474,293.051,-0.869,107713025,0.4,4042,2304,75.595,0.968,1.008,1.887,0.89,173481,135806,193798,63834,49924,1018684173,623109869,20.081,1.15,-0.002
2.493,292.354,-0.873,109055245,0.412,4186,2332,76.4,0.975,1.009,1.884,0.887,183488,136249,193929,65058,50561,1058122677,639092406,20.088,1.175,-0.002
2.51,290.461,-0.878,109794457,0.425,4309,2352,76.829,0.982,1.016,1.884,0.887,187859,136382,185718,64120,50648,1027828695,641310521,20.093,1.194,-0.001
2.527,290.95,-0.882,111924168,0.438,4308,2396,77.835,0.976,1.003,1.887,0.89,185695,136338,174124,63600,50623,1011237403,640681655,20.099,1.215,-0.0003333333333333
2.542,289.631,-0.886,115444049,0.453,4613,2462,79.131,0.966,0.993,1.886,0.889,185685,136581,173957,64635,51342,1044412972,659003567,20.105,1.235,0.0003333333333333
2.556,291.346,-0.891,118528007,0.47,4924,2520,81.058,0.959,0.982,1.888,0.891,180571,136594,173427,64180,51387,1029766871,660146427,20.112,1.256,0.001
2.568,295.753,-0.895,128364147,0.487,5971,2695,83.182,0.957,0.97,1.89,0.893,172841,137104,172186,64104,52010,1027323480,676269804,20.121,1.278,0.002
2.578,301.497,-0.899,134023225,0.507,6710,2832,86.134,0.95,0.955,1.895,0.898,161101,136957,158319,64848,52157,1051300991,680097483,20.13,1.301,0.002
2.586,305.238,-0.902,138175108,0.527,7224,2932,88.568,0.942,0.942,1.899,0.902,156268,136538,153088,64883,51437,1052456344,661432717,20.139,1.324,0.003
2.595,309.253,-0.906,148257304,0.55,7938,3079,94.214,0.941,0.937,1.899,0.902,171195,137691,177805,75125,57059,1410943248,813941701,20.149,1.347,0.004
2.603,317.19,-0.91,160358275,0.576,8629,3218,100.291,0.943,0.933,1.899,0.901,195617,139629,213113,93846,67807,2201773633,1149439770,20.161,1.373,0.005
2.61,320.359,-0.913,168187438,0.603,9126,3327,104.348,0.942,0.926,1.899,0.902,202495,140745,222503,97348,70566,2369176143,1244893337,20.172,1.397,0.005
2.617,324.578,-0.917,180673514,0.632,10037,3515,107.782,0.942,0.921,1.899,0.902,215407,142311,240368,104843,75867,2747998627,1438939195,20.184,1.419,0.006
2.622,332.375,-0.92,197217265,0.663,11142,3736,111.578,0.941,0.913,1.9,0.902,222737,143375,243245,106413,77870,2830937464,1515948897,20.205,1.474,0.007
2.625,340.949,-0.923,208446371,0.698,11875,3896,115.263,0.938,0.904,1.902,0.904,235879,144114,239903,107322,79090,2879480589,1563793825,20.222,1.51,0.008
2.628,349.595,-0.926,218872520,0.735,12836,4076,117.158,0.931,0.893,1.905,0.907,242050,144476,226775,106181,79506,2818587627,1580292858,20.239,1.543,0.009
2.629,362.825,-0.928,228916526,0.773,13594,4221,118.78,0.926,0.883,1.908,0.91,232774,144634,213815,104983,79811,2755341943,1592459895,20.256,1.573,0.01
2.628,374.867,-0.931,262599664,0.814,15926,4641,123.11,0.871,0.878,1.637,0.67,224042,145650,218448,106197,82832,2819426743,1715284914,20.272,1.6,0.011
2.626,393.795,-0.933,293301814,0.858,17635,4930,130.285,0.873,0.874,1.636,0.669,228584,147116,228680,109253,86477,2984062046,1869555596,20.289,1.621,0.011
2.622,411.879,-0.935,325732218,0.905,19487,5275,137.638,0.871,0.87,1.637,0.67,224955,148335,233671,110752,89031,3066502581,1981636981,20.307,1.644,0.012
2.617,427.288,-0.937,352003916,0.955,20296,5570,144.369,0.871,0.864,1.636,0.669,228247,150022,239922,110509,90894,3053085964,2065448860,20.323,1.661,0.013
2.612,446.126,-0.938,372176334,1.008,21233,5843,149.911,0.871,0.855,1.636,0.669,226943,151191,232921,108588,90741,2947851266,2058498349,20.339,1.673,0.014
2.606,458.85,-0.939,385823007,1.062,21853,6034,155.034,0.866,0.845,1.639,0.672,227700,152109,223352,103718,90568,2689365790,2050642174,20.355,1.685,0.015
2.6,470.361,-0.94,398596354,1.116,22053,6205,159.699,0.865,0.838,1.64,0.673,233524,153222,224171,98819,91945,2441284736,2113462690,20.372,1.695,0.016
2.593,488.042,-0.941,409956168,1.172,22080,6349,163.655,0.862,0.828,1.643,0.675,224101,153649,212125,92376,92180,2133328520,2124304758,20.387,1.705,0.017
2.585,501.695,-0.942,423747072,1.228,22543,6526,168.532,0.859,0.821,1.644,0.676,219510,154653,214308,87665,93629,1921296745,2191587658,20.404,1.713,0.018
2.576,515.999,-0.943,438590308,1.284,22548,6717,175.065,0.857,0.814,1.645,0.677,218026,155666,218970,86355,95234,1864301415,2267379434,20.421,1.719,0.018
2.567,531.453,-0.943,449090730,1.34,22121,6869,179.848,0.854,0.804,1.648,0.679,206445,155802,206687,87151,95274,1898833116,2269293938,20.439,1.727,0.019
2.556,539.714,-0.943,467045513,1.392,22798,7139,185.362,0.855,0.804,1.648,0.679,201369,156172,196254,88458,95150,1956222891,2263397009,20.457,1.735,0.02
2.545,548.275,-0.944,475962710,1.441,22896,7326,188.477,0.851,0.791,1.652,0.682,191626,156139,176029,93262,95199,2174443154,2265695460,20.476,1.738,0.021
2.533,554.333,-0.944,486220677,1.488,23042,7496,191.612,0.849,0.782,1.654,0.684,183274,156661,171251,93907,95036,2204638179,2257954825,20.496,1.74,0.022
2.52,563.866,-0.944,493426040,1.533,21063,7600,194.377,0.848,0.773,1.655,0.684,184180,157601,173353,93409,94730,2181321884,2243450775,20.519,1.747,0.022
2.509,569.783,-0.944,502940978,1.577,19888,7745,196.867,0.846,0.765,1.656,0.686,178896,158507,176268,91425,94616,2089630685,2238044610,20.543,1.756,0.023
2.498,573.591,-0.943,510487156,1.618,18525,7876,198.757,0.846,0.756,1.657,0.686,169229,159280,174167,89331,93854,1994999771,2202126635,20.569,1.765,0.024
2.488,579.419,-0.943,518284189,1.656,17437,8008,201.391,0.846,0.747,1.657,0.687,170410,160249,176150,89614,92766,2007674308,2151388103,20.596,1.774,0.025
2.478,582.64,-0.943,523400440,1.692,16248,8110,204.203,0.842,0.736,1.661,0.69,170768,160554,175351,90328,92675,2039806761,2147175418,20.622,1.778,0.026
2.468,583.174,-0.943,526509255,1.725,15404,8174,206.156,0.833,0.726,1.665,0.693,178118,160670,175640,90496,92706,2047359039,2148588448,20.648,1.779,0.026
2.458,584.846,-0.942,543258487,1.755,15842,8425,209.287,0.766,0.717,1.188,0.353,179141,160826,176029,85104,92786,1810680654,2152307263,20.675,1.778,0.027
2.448,583.752,-0.942,553809739,1.781,15892,8581,212.173,0.741,0.708,1.13,0.319,175877,160879,173452,82713,92799,1710353424,2152903019,20.701,1.774,0.028
2.438,579.63,-0.942,564518435,1.803,15618,8715,215.482,0.724,0.7,1.106,0.306,177041,161626,180481,80801,93093,1632206813,2166553868,20.727,1.773,0.029
2.427,573.895,-0.941,572581622,1.82,15152,8832,217.849,0.721,0.691,1.109,0.307,173878,161818,173307,73028,92910,1333281492,2158075055,20.752,1.77,0.03
2.416,570.719,-0.941,578562236,1.834,14797,8933,220.171,0.719,0.684,1.111,0.309,174730,162471,175620,72232,92674,1304382707,2147123332,20.777,1.765,0.03
2.405,564.193,-0.941,584382684,1.845,13748,9037,221.596,0.716,0.676,1.113,0.31,175676,163151,175396,67076,92099,1124794181,2120553082,20.803,1.751,0.031
2.396,553.681,-0.941,589389598,1.853,13176,9138,222.605,0.711,0.667,1.117,0.312,174259,163415,171977,67047,91948,1123839907,2113603285,20.828,1.736,0.032
2.388,542.781,-0.941,593167941,1.858,12580,9211,223.592,0.708,0.659,1.121,0.314,172653,163820,170521,67337,91711,1133584309,2102721290,20.854,1.717,0.033
2.38,532.74,-0.94,598431581,1.86,12496,9304,224.786,0.704,0.65,1.124,0.316,172423,164373,169163,67854,91184,1151052007,2078649015,20.88,1.696,0.033
2.374,522.16,-0.94,603757378,1.861,12188,9402,226.941,0.7,0.643,1.127,0.317,168458,164545,170118,68068,91215,1158309490,2080042847,20.901,1.669,0.034
2.367,513.111,-0.94,607569218,1.859,11835,9477,228.321,0.683,0.635,1.104,0.305,171005,165020,169547,64757,90797,1048366901,2061025804,20.923,1.641,0.035
2.361,497.287,-0.94,611606344,1.857,11457,9551,229.545,0.68,0.627,1.108,0.307,165731,165384,163348,59767,90229,893031955,2035316492,20.944,1.611,0.035
2.354,480.398,-0.94,615647369,1.852,11402,9637,230.32,0.676,0.62,1.11,0.308,166282,166082,166338,54767,89625,749852220,2008179587,20.964,1.581,0.036
2.347,467.086,-0.94,621137042,1.847,11703,9741,230.402,0.673,0.614,1.112,0.309,168093,166539,168438,48561,89376,589531271,1997005723,20.984,1.55,0.036
2.34,450.164,-0.94,626046950,1.84,10779,9835,231.657,0.667,0.607,1.115,0.311,169042,166934,170184,47937,89209,574499147,1989554814,21.005,1.519,0.037
2.333,439.448,-0.94,628340513,1.832,10192,9895,232.667,0.66,0.599,1.118,0.312,165788,166740,164033,49271,89328,606905622,1994858303,21.023,1.493,0.037
2.325,431.467,-0.94,631638544,1.824,9867,9979,233.712,0.654,0.589,1.122,0.315,155624,166294,148859,51494,90150,662906699,2031733236,21.036,1.473,0.038
2.317,412.733,-0.94,636289026,1.814,9709,10068,235.588,0.653,0.585,1.123,0.315,162309,167215,163197,53328,90344,710961430,2040513664,21.05,1.452,0.038
2.311,400.148,-0.94,643293277,1.804,9825,10185,238.091,0.651,0.58,1.124,0.316,169502,168330,171760,49395,89284,609960200,1992920927,21.064,1.43,0.038
2.304,385.73,-0.94,648340353,1.794,9772,10281,240.188,0.65,0.575,1.126,0.317,170536,169131,175616,43249,88569,467626956,1961114415,21.078,1.406,0.039
2.298,373.886,-0.94,656173223,1.784,9978,10414,242.373,0.644,0.569,1.127,0.318,169307,169359,174502,43276,88430,468192714,1954970734,21.092,1.38,0.039
2.292,368.556,-0.94,665305700,1.774,10363,10546,245.071,0.646,0.57,1.126,0.317,173298,170200,182928,44757,88255,500794645,1947239676,21.107,1.353,0.039
2.286,360.551,-0.94,672995954,1.763,10548,10664,247.035,0.643,0.565,1.128,0.318,177869,170683,183712,40520,87909,410460596,1932010344,21.122,1.323,0.039
2.28,352.757,-0.94,678595927,1.753,10555,10763,248.808,0.639,0.559,1.13,0.32,185401,170907,178700,40913,87674,418478255,1921660813,21.137,1.292,0.04
2.273,343.968,-0.939,682364114,1.742,10534,10833,250.521,0.636,0.553,1.133,0.321,175227,171065,167789,41807,87413,436965394,1910241403,21.15,1.264,0.04
2.266,336.97,-0.939,686313185,1.73,10554,10909,252.392,0.632,0.546,1.136,0.322,168097,171501,160645,41709,86526,434918640,1871672288,21.164,1.235,0.04
2.258,332.575,-0.939,689121551,1.718,10353,10962,254.188,0.629,0.539,1.139,0.324,161718,171744,153688,43033,86047,462961719,1851037612,21.177,1.205,0.04
2.25,327.204,-0.939,691599759,1.707,10028,11017,255.557,0.625,0.533,1.142,0.326,156041,171889,144844,45512,85697,517835625,1836001017,21.19,1.172,0.04
2.242,316.809,-0.939,694698518,1.694,9835,11082,257.0,0.622,0.527,1.144,0.327,150810,172618,147433,45513,84370,517851067,1779572073,21.203,1.137,0.04
2.236,310.598,-0.939,699544320,1.682,10065,11172,258.255,0.616,0.524,1.143,0.327,150529,173252,153347,45558,83556,518881994,1745395347,21.217,1.098,0.04
2.23,303.837,-0.939,703517687,1.669,9992,11235,259.69,0.611,0.521,1.143,0.327,151147,173572,156251,45350,83162,514158513,1728979695,21.231,1.055,0.04
2.225,299.028,-0.939,707218816,1.656,9923,11307,261.275,0.605,0.516,1.144,0.327,153675,173753,158328,45413,82966,515579777,1720851570,21.246,1.015,0.04
2.22,295.898,-0.939,708902181,1.643,9510,11342,262.466,0.602,0.513,1.145,0.328,159847,174419,167374,44112,82509,486465114,1701944964,21.261,0.974,0.04
2.214,292.697,-0.939,710676583,1.629,9205,11379,263.713,0.599,0.508,1.147,0.329,160448,174673,163531,44337,81997,491450846,1680863722,21.276,0.929,0.04
2.209,289.86,-0.939,713736953,1.615,8921,11455,264.718,0.594,0.503,1.149,0.33,162758,174704,159046,44601,81947,497312580,1678824113,21.292,0.873,0.04
2.204,289.377,-0.939,718405822,1.601,8676,11534,265.874,0.59,0.499,1.15,0.331,165306,175257,164414,45051,81524,507395896,1661533924,21.309,0.804,0.04
2.198,287.268,-0.939,721569910,1.586,8270,11571,266.466,0.585,0.496,1.15,0.331,171798,176203,178066,49202,81598,605219832,1664561548,21.327,0.728,0.04
2.192,286.459,-0.939,723659562,1.572,7962,11606,267.573,0.578,0.492,1.149,0.33,173169,176346,178053,49233,81521,605980916,1661438357,21.344,0.635,0.04
2.185,284.422,-0.939,722869566,1.557,7839,11586,269.111,0.573,0.489,1.148,0.33,176877,176993,181113,49690,80871,617279725,1635015677,21.35,0.62,0.04
2.179,282.252,-0.939,727931323,1.542,7881,11661,271.171,0.568,0.486,1.149,0.33,174162,177482,179607,49599,80180,615003862,1607227113,21.358,0.607,0.04
2.173,277.602,-0.939,730904448,1.527,7915,11715,272.712,0.557,0.481,1.14,0.325,177258,178034,177603,49599,79172,615005693,1567068909,21.366,0.593,0.039
