Date,bitcoin-price_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-3,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-7,difficulty-btc-var-30,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-7,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-30,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-sma-30,transactionfees-btc-wma-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-trx-3,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-roc-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-std-30,confirmationtime-btc-var-30,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,transactionvalue-btc-sma-7,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-30,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-90,size-btc-ema-7,size-btc-wma-7,size-btc-wma-14,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-trx-7,transactions-btc-trx-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-7,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-wma-90,activeaddresses-btc-var-30,activeaddresses-btc-trx-90,price-btc-sma-14,price-btc-std-30,price-btc-mom-30,price-btc-trx-3,price-btc-trx-30,price-btc-trx-90,bitcoin-price_raw_90d
2014-12-31,312.724,3.218220778862945e+17,3.704,39562367377,39794422161,38187225198,40119948405,39814326280,39716222587,39655414390,40143466919,39814019650,39650413864,39697675328,39263110011,1009163740.0,634579916,4463635545,1183283709.0,1.006729175171072e+17,0.164,0.608,2.999,3.188335006051371e+17,3.1365414771788435e+17,2.956903507081904e+17,2.881893311792844e+17,3.168031529087967e+17,3.027639403649187e+17,2.94191047759283e+17,2.7398443266365827e+17,3.1716655674606906e+17,2.9430798598598854e+17,2.875105693704296e+17,5.119551273908904e+16,4.531076503807762e+16,6.5524513115456e+32,5.0873279187287e+32,0.119,0.535,3.871,3.992,4.088,4.323,4.713,3.86,4.082,4.259,5.875,3.838,4.17,4.509,0.859,-1.561,0.185,0.313,-0.475,-0.455,-1.207,217216799,231995359,264896352,235536995,246975991,157209681,164542148,6178720949643856.0,6768529609716008.0,0.195,-0.163,0.052,0.052,0.052,0.0019056603773584,0.001,-3.601,0.077,-0.316,-0.364,-21.985,0.005,-0.516,-0.232,-0.256,-17.203,9.963,1.744,0.761,-0.306,0.07,-0.469,-0.207,-0.223,3378,3412,3916,3494,3660,3939,3530,-0.879,99.887,105.875,116.722,32.413,42.133,39.009,262.648,380.433,0.46,-0.067,0.361,0.365,0.351,0.36,0.351,0.352,0.358,0.14,0.123,0.099,0.005,0.004,0.002,-0.002,0.11,0.092,276545,326853,291057,281865,298841,337353,117064,98432,3426016781,2422205785,0.19,0.252,82695,-0.905,0.134,143144,28177,198481957,0.093,0.188,20.742,21.215,21.343,20.908,0.518,1.194,0.067,0.356,0.028,0.107,0.035,43.718,56.311,1.24,198034,187912,192373,686789334,0.101,319.965,46.168,-66.923,-0.552,-0.232,-0.25,245.298
2015-01-01,315.626,3.221646474025638e+17,4.049,39646887642,39805981357,38253664410,40380451711,40020983464,39839520244,39718997656,40490817944,40057492542,39794225549,39752290351,39317038139,849303538.0,681472907,4429613505,1183283709.0,1.1610133086339072e+17,0.157,0.602,2.999,3.156138027257552e+17,3.134821583424306e+17,2.999540257400875e+17,2.896742913252525e+17,3.1948390015568026e+17,3.053507013032714e+17,2.959957961233656e+17,2.750433384820957e+17,3.188321301447823e+17,2.964999418713614e+17,2.884101894190794e+17,4.932816052097938e+16,4.529329038318041e+16,6.0831685509588e+32,5.412784672608e+32,0.128,0.53,3.919,4.012,4.102,4.286,4.696,3.955,4.078,4.246,5.835,3.927,4.153,4.494,0.804,-1.538,0.162,0.309,-0.484,-0.455,-1.206,207586918,218777822,255721192,234862008,239419789,155526011,165767759,6047085038136864.0,6869737472971968.0,0.155,-0.161,0.052,0.052,0.052,0.0018301886792452,0.001,-4.882,0.04,-0.31,-0.365,-27.415,0.005,-0.514,-0.24,-0.256,-14.07,9.934,1.796,0.806,-0.347,0.07,-0.465,-0.215,-0.223,3151,3318,3906,3246,3585,3908,3448,-0.882,99.725,105.273,111.072,40.205,44.185,39.184,404.101,383.852,0.445,-0.063,0.345,0.359,0.35,0.349,0.348,0.33,0.354,0.159,0.137,0.104,0.006,0.005,0.003,-0.154,0.089,0.092,269707,325703,265143,259580,280659,334289,129371,102422,4184196218,2622559777,0.148,0.25,82520,-1.208,0.111,138133,29996,224934743,0.068,0.186,20.753,21.214,21.333,20.922,0.503,1.191,0.063,0.355,0.021,0.104,0.035,48.384,57.13,1.02,194691,187475,190770,895526879,0.101,320.177,44.392,-65.691,-0.309,-0.24,-0.251,243.148
2015-01-02,314.346,3.30205084335504e+17,3.938,39731407907,39827097515,38320103622,40510703364,40175976352,39946378214,39778478776,40640955017,40258705302,39926767866,39806159619,39369506064,2896.0,741731883,4391309142,1183283709.0,1.3754154638167245e+17,0.152,0.596,2.999,3.247306032081207e+17,3.1944035671123405e+17,3.058987902596166e+17,2.9250722982772563e+17,3.2484449224559206e+17,3.0866461904090246e+17,2.9820284697576166e+17,2.76255684544808e+17,3.261277709496566e+17,2.9911483174299046e+17,2.8946664479965274e+17,4.185137115261962e+16,4.600087106805262e+16,4.3788431683858e+32,5.2212919804717e+32,0.138,0.526,3.897,3.963,4.072,4.267,4.681,3.946,4.059,4.226,5.793,3.936,4.13,4.478,0.81,-1.322,0.164,0.312,-0.49,-0.454,-1.204,212574411,216348293,250937692,235181376,237660897,151717184,165480553,5754525979099784.0,6845953388595144.0,0.117,-0.159,0.052,0.051,0.051,0.001754716981132,0.001,-4.035,-0.009,-0.305,-0.365,-28.187,0.005,-0.509,-0.248,-0.257,-9.116,9.811,1.594,0.635,-0.389,0.069,-0.458,-0.222,-0.224,3131,3310,3902,3154,3539,3885,3397,-0.901,100.189,105.704,112.287,40.399,39.916,39.37,408.013,387.502,0.433,-0.06,0.335,0.353,0.349,0.345,0.347,0.322,0.353,0.154,0.133,0.105,0.006,0.004,0.003,-0.297,0.066,0.092,268309,325574,265121,258417,275111,332956,122457,102699,3748920013,2636774974,0.107,0.248,82660,-1.24,0.089,137150,29525,217930264,0.045,0.185,20.763,21.21,21.319,20.934,0.492,1.187,0.061,0.352,0.014,0.102,0.036,43.344,55.828,0.643,194079,187870,190704,896434235,0.101,320.32,42.535,-64.354,-0.179,-0.248,-0.251,248.23
2015-01-03,303.591,3.337177272510912e+17,3.695,39815928172,39848213673,38386542834,40575829190,40292221018,40038988454,39834122405,40640955017,40417657929,40048040814,39858666555,39420513787,3238.0,795210608,4348609295,1183283709.0,1.580899776289833e+17,0.147,0.59,2.999,3.2869581966305286e+17,3.220995723404346e+17,3.0975370185839046e+17,2.943726481119571e+17,3.292811097483416e+17,3.120050334689276e+17,3.0049412957417005e+17,2.775185865823088e+17,3.306213329711417e+17,3.017735735122399e+17,2.905816877483591e+17,4.144674901949068e+16,4.715677129031612e+16,4.2945825107116e+32,5.6800548220932e+32,0.15,0.521,3.894,3.94,4.057,4.226,4.672,3.821,4.011,4.192,5.747,3.835,4.093,4.456,0.795,-0.847,0.158,0.322,-0.506,-0.455,-1.203,219855240,218621656,247727730,235037029,237507389,148803465,165457287,5535617816175256.0,6844028421313528.0,0.082,-0.157,0.051,0.051,0.051,0.0016792452830188,0.001,-3.632,-0.079,-0.304,-0.365,-21.961,0.005,-0.509,-0.256,-0.257,-3.866,9.779,1.627,0.662,-0.423,0.068,-0.459,-0.229,-0.225,3181,3339,3889,3128,3508,3867,3361,-0.917,100.354,105.531,110.152,40.769,38.096,39.8,415.519,396.004,0.417,-0.056,0.33,0.349,0.349,0.341,0.345,0.316,0.352,0.155,0.133,0.104,0.006,0.004,0.003,-0.423,0.041,0.091,268906,325873,272608,265106,274834,332285,122141,102183,3729614810,2610331404,0.068,0.246,82826,-1.076,0.07,135696,29523,217899622,0.024,0.183,20.771,21.198,21.301,20.945,0.489,1.183,0.06,0.35,0.008,0.099,0.036,36.251,53.787,0.191,195019,187762,191327,910618119,0.101,318.811,41.639,-70.579,-0.533,-0.256,-0.252,253.57
2015-01-04,274.82,3.3119770886163923e+17,3.586,39900448437,39869329832,38452982046,40608392103,40379404518,40119250662,39886176122,40640955017,40534350424,40158044393,39909811158,39470061308,2896.0,843200153,4301383065,1183283709.0,1.7774662460296397e+17,0.142,0.584,2.999,3.3170684014941126e+17,3.248265242380298e+17,3.140019482470348e+17,2.9551862341606496e+17,3.3023940930499046e+17,3.1456405685462246e+17,3.024750056572326e+17,2.786983475115248e+17,3.318722775704347e+17,3.0414938388318714e+17,2.9163178451368026e+17,3.692929140998763e+16,4.820514526078701e+16,3.4094314101095e+32,6.1169566126575e+32,0.163,0.517,3.74,3.84,4.032,4.182,4.66,3.703,3.954,4.152,5.7,3.681,4.052,4.432,0.785,-1.046,0.154,0.335,-0.534,-0.457,-1.201,230000710,226309790,246266543,234468899,239710079,146962902,164597148,5399523638966608.0,6773055285392912.0,0.056,-0.154,0.053,0.052,0.052,0.0016037735849056,0.001,3.68,-0.04,-0.293,-0.366,33.852,0.006,-0.53,-0.266,-0.258,-14.773,9.75,1.694,0.717,-0.464,0.067,-0.48,-0.239,-0.225,3287,3324,3877,3258,3517,3862,3364,-0.891,100.412,105.493,109.198,37.546,35.253,39.958,352.421,399.163,0.399,-0.053,0.341,0.356,0.351,0.352,0.349,0.339,0.355,0.179,0.144,0.109,0.008,0.005,0.003,-0.393,0.032,0.091,269224,325898,274996,268420,273684,331324,123422,102140,3808247870,2608133170,0.031,0.243,82911,-0.766,0.054,135893,29450,216819477,0.006,0.181,20.779,21.194,21.285,20.956,0.497,1.182,0.062,0.349,0.002,0.095,0.037,41.073,54.524,-1.411,195358,188283,191805,916883943,0.101,315.302,44.134,-98.114,-1.854,-0.266,-0.253,252.689
2015-01-05,272.076,3.350928767299913e+17,3.18,39984968702,39890445990,38519421258,40624673560,40444792143,40188811243,39934871534,40640955017,40608782787,40256778604,39959593428,39518148626,2709.0,886592324,4249479543,1183283709.0,1.965114873044009e+17,0.138,0.578,2.999,3.333361042809071e+17,3.25293543622213e+17,3.189136008665615e+17,2.966335349269688e+17,3.326661430174909e+17,3.1730123283800506e+17,3.0457938443612026e+17,2.7993778771412845e+17,3.335652958607245e+17,3.067025615163437e+17,2.9275524814276525e+17,2.72954792924047e+16,4.9256431048589176e+16,1.8626079745052e+32,6.614053843845e+32,0.176,0.513,3.487,3.737,3.897,4.145,4.65,3.442,3.851,4.09,5.644,3.401,3.987,4.399,0.862,-0.942,0.186,0.356,-0.588,-0.463,-1.2,238051085,226883227,249339041,234953953,242505448,146052571,164909219,5332838340046408.0,6798762605724648.0,0.037,-0.152,0.053,0.051,0.052,0.0015283018867924,0.001,1.563,-0.04,-0.285,-0.366,-17.44,0.006,-0.566,-0.278,-0.259,-17.129,9.707,1.679,0.705,-0.484,0.067,-0.515,-0.25,-0.226,3308,3311,3873,3249,3498,3848,3343,-0.862,100.269,105.165,106.295,40.014,34.19,40.212,400.285,404.256,0.376,-0.05,0.346,0.358,0.351,0.356,0.35,0.349,0.356,0.183,0.145,0.109,0.008,0.005,0.003,-0.322,0.028,0.091,280194,326161,296467,291333,283700,332093,123887,102377,3837000904,2620241820,0.003,0.241,83094,-0.237,0.043,135046,29611,219209937,-0.006,0.179,20.788,21.193,21.269,20.967,0.483,1.181,0.058,0.349,-0.003,0.092,0.037,40.857,54.471,-2.907,196666,188618,192241,897315525,0.101,311.302,45.722,-102.862,-2.559,-0.278,-0.254,255.001
2015-01-06,276.104,3.168286111599005e+17,3.453,40069488967,39911562148,38585860470,40632814288,40493832861,40249097079,39980425307,40640955017,40640955017,40344243446,40008013365,39564775742,2896.0,926033619,4192725028,900822437.0,2.1438456573434266e+17,0.135,0.572,2.267,3.277063989171768e+17,3.272898190895691e+17,3.188395244889446e+17,2.985191618793292e+17,3.247473770886957e+17,3.172382166142578e+17,3.05369657127977e+17,2.807485750426069e+17,3.253115493002209e+17,3.080054696604038e+17,2.934608975141527e+17,2.731207679942305e+16,4.869446225119043e+16,1.864873847744e+32,6.2734288537653e+32,0.189,0.509,3.406,3.658,3.862,4.108,4.631,3.447,3.798,4.049,5.596,3.384,3.943,4.373,0.883,-1.698,0.195,0.369,-0.643,-0.47,-1.198,240442103,225617087,251665880,235235070,245715157,146488501,165212448,5364720240687248.0,6823788271845576.0,0.025,-0.149,0.052,0.051,0.051,0.0014528301886792,0.001,-2.084,-0.091,-0.283,-0.366,-25.141,0.006,-0.606,-0.291,-0.26,-18.576,9.63,1.565,0.612,-0.493,0.066,-0.554,-0.262,-0.227,3260,3282,3871,3362,3511,3845,3352,-0.8,100.231,105.068,105.181,30.607,32.567,39.637,234.201,392.778,0.352,-0.047,0.342,0.358,0.351,0.354,0.35,0.346,0.356,0.182,0.145,0.109,0.008,0.005,0.003,-0.282,0.023,0.091,282044,326227,300871,299806,287396,331828,123836,102338,3833825033,2618260953,-0.023,0.239,83194,0.159,0.036,133735,29616,219278597,-0.015,0.178,20.796,21.189,21.254,20.977,0.463,1.179,0.054,0.348,-0.007,0.089,0.038,41.078,54.499,-2.993,194705,188739,192081,838216694,0.101,307.256,45.659,-98.92,-2.387,-0.291,-0.254,257.67
2015-01-07,287.178,3.104985586696799e+17,3.249,40154009232,39932678306,38651224281,40636884652,40530613400,40301344804,40023040127,40640955017,40640955017,40420438919,40055070969,39609942655,2508.0,962010104,4135022366,836689536.5,2.3136585989174067e+17,0.132,0.567,2.100833333333333,3.2080668218652365e+17,3.256721734871956e+17,3.196631606025402e+17,2.99426146798521e+17,3.176229678791878e+17,3.1633959555498074e+17,3.0570055400163526e+17,2.814024208366085e+17,3.167076291764724e+17,3.087783339694587e+17,2.9400813024996896e+17,2.55007369868471e+16,4.763442177357618e+16,1.6257189671809e+32,6.2357187888337e+32,0.199,0.505,3.294,3.593,3.792,4.039,4.602,3.348,3.725,3.997,5.544,3.306,3.887,4.343,0.813,-2.581,0.165,0.373,-0.704,-0.479,-1.197,250424627,233820713,244515521,236093873,251071322,103491253,166340244,2677609840434336.0,6917269169426976.0,0.024,-0.147,0.052,0.05,0.05,0.001377358490566,0.001,-3.818,-0.171,-0.285,-0.367,-33.327,0.006,-0.638,-0.304,-0.26,-21.22,9.679,1.553,0.603,-0.464,0.065,-0.582,-0.274,-0.228,3291,3334,3869,3530,3545,3849,3383,-0.696,100.27,105.28,106.196,28.178,32.781,39.487,198.502,389.799,0.332,-0.044,0.348,0.357,0.351,0.355,0.35,0.349,0.356,0.18,0.145,0.109,0.008,0.005,0.003,-0.238,0.018,0.091,292481,326696,311334,314975,295649,332190,123664,102249,3823184202,2613697349,-0.042,0.237,83273,0.471,0.03,134639,29604,219102903,-0.023,0.176,20.802,21.169,21.235,20.985,0.451,1.175,0.051,0.345,-0.012,0.086,0.038,29.848,51.622,-3.155,193519,188889,191839,834932185,0.101,304.256,44.271,-81.768,-1.426,-0.304,-0.255,253.059
2015-01-08,287.542,2.7859953053112128e+17,3.81,40238529497,39953794464,38713873980,40638919835,40558198804,40346626166,40062905604,40640955017,40640955017,40485365023,40100766241,39653673000,2896.0,994897723,4082519287,772556636.0,2.4745536977738138e+17,0.129,0.561,1.9346666666666663,3.019755667869004e+17,3.194485853627038e+17,3.164653718525675e+17,2.9924017414290835e+17,2.9811124920515456e+17,3.113075868851328e+17,3.0395210087450534e+17,2.8134081885187258e+17,2.95604053348771e+17,3.074346813070458e+17,2.9383516970020474e+17,3.297330629021802e+16,4.755407964771951e+16,2.7180973192713e+32,6.3024608046507e+32,0.204,0.5,3.504,3.559,3.785,4.019,4.587,3.579,3.736,3.985,5.506,3.563,3.872,4.325,0.804,-1.384,0.162,0.376,-0.735,-0.486,-1.195,286178945,246882932,246572538,237291355,259398017,111433971,168899403,3104382469523064.0,7131752073951320.0,0.037,-0.143,0.052,0.05,0.05,0.0013018867924528,0.001,-3.348,-0.252,-0.289,-0.367,-24.877,0.006,-0.662,-0.316,-0.261,-20.63,9.667,1.544,0.596,-0.421,0.064,-0.603,-0.286,-0.229,3500,3325,3863,3638,3572,3851,3415,-0.57,100.288,105.321,106.118,20.969,32.483,39.231,109.925,384.777,0.311,-0.042,0.363,0.36,0.352,0.36,0.352,0.361,0.358,0.175,0.148,0.111,0.008,0.005,0.003,-0.142,0.021,0.091,321523,327867,331174,339529,309806,333597,125164,102739,3916508592,2638829138,-0.054,0.235,83563,1.02,0.033,138399,29795,221941481,-0.027,0.175,20.805,21.139,21.211,20.991,0.448,1.17,0.05,0.342,-0.018,0.082,0.039,22.553,48.914,-3.443,193646,189198,192051,835708140,0.1,302.006,44.222,-65.184,-0.634,-0.316,-0.256,248.466
2015-01-09,283.794,3.059590811838109e+17,3.261,40323049762,39974910622,38776523680,40639937426,40578887857,40385870013,40100199114,40640955017,40640955017,40539021759,40145099180,39696026430,2896.0,1024993845,4025433842,708423735.5,2.6265309539021616e+17,0.126,0.555,1.7685,2.9835239012820384e+17,3.1598487062674765e+17,3.177126136689912e+17,2.98833824061577e+17,3.020351651944827e+17,3.1059445279162323e+17,3.0408158347510566e+17,2.8188187956246464e+17,2.9759581054722605e+17,3.078681591806524e+17,2.942617090297023e+17,2.98172956240144e+16,4.762232273082141e+16,2.2226777958247e+32,6.1966689157351e+32,0.208,0.496,3.44,3.462,3.713,3.996,4.57,3.42,3.673,3.938,5.457,3.442,3.823,4.296,0.849,-1.513,0.18,0.395,-0.774,-0.495,-1.194,298449128,255511770,246077998,238638251,261891580,110379114,168882597,3045887186440400.0,7130332852915656.0,0.053,-0.14,0.049,0.05,0.049,0.0012264150943396,0.001,-2.806,-0.336,-0.296,-0.367,-26.54,0.006,-0.68,-0.329,-0.262,-21.034,9.674,1.554,0.603,-0.36,0.063,-0.619,-0.297,-0.23,3593,3362,3867,3611,3569,3844,3421,-0.463,100.459,105.298,105.585,13.965,31.343,38.326,48.752,367.218,0.291,-0.039,0.357,0.363,0.354,0.365,0.354,0.371,0.36,0.161,0.15,0.111,0.006,0.006,0.003,-0.022,0.029,0.091,341697,329616,349949,360716,324561,335320,127918,102657,4090756653,2634624361,-0.057,0.233,83977,1.462,0.04,140746,29369,215633976,-0.027,0.173,20.808,21.105,21.186,20.995,0.447,1.166,0.05,0.34,-0.025,0.078,0.039,20.071,47.788,-3.518,194010,189887,192485,842736706,0.1,299.196,44.451,-65.495,-0.341,-0.329,-0.257,243.593
2015-01-10,280.21,2.898963884782202e+17,3.567,40407570027,39996026781,38839173380,40640446221,40594404647,40419881347,40135086592,40640955017,40640955017,40581409127,40188069786,39737002943,3072.0,1052537955,3963568042,644290835.0,2.769590367307694e+17,0.123,0.55,1.6023333333333332,2.91485000064384e+17,3.097246793734804e+17,3.1591212585695776e+17,2.9945070626823206e+17,2.959657768363515e+17,3.078347108831695e+17,3.0316640960433894e+17,2.820580226155581e+17,2.93367809722234e+17,3.072915504333391e+17,2.9432688098029075e+17,3.3094228078549108e+16,4.700924239044357e+16,2.7380698302876e+32,5.96843348241e+32,0.209,0.492,3.546,3.444,3.692,3.955,4.55,3.493,3.659,3.914,5.415,3.505,3.796,4.274,0.806,-1.795,0.162,0.399,-0.798,-0.504,-1.192,299794307,259824773,246106064,239837886,260782302,110377267,167498189,3045785291399216.0,7013910820312416.0,0.064,-0.136,0.047,0.05,0.049,0.0011509433962264,0.001,-2.578,-0.425,-0.305,-0.368,-35.231,0.007,-0.695,-0.341,-0.263,-22.71,9.676,1.554,0.604,-0.299,0.062,-0.636,-0.309,-0.231,3520,3350,3866,3343,3503,3816,3365,-0.439,100.898,105.482,106.493,15.149,30.905,38.257,57.372,365.899,0.273,-0.036,0.355,0.366,0.355,0.368,0.355,0.378,0.361,0.156,0.151,0.111,0.006,0.006,0.003,0.095,0.039,0.092,356446,330863,362039,374869,337002,336830,130005,103237,4225348542,2664485508,-0.055,0.232,84437,1.805,0.052,143221,29595,218967437,-0.023,0.172,20.809,21.069,21.16,20.999,0.449,1.161,0.05,0.337,-0.032,0.074,0.039,18.053,46.818,-3.505,195954,190165,193705,925461277,0.101,296.444,44.318,-71.662,-0.373,-0.341,-0.258,237.873
2015-01-11,273.146,2.9806282063192806e+17,3.563,40492090292,40017142939,38901823080,40640700619,40606042239,40449357836,40167723265,40640955017,40640955017,40612527125,40229678059,39776602539,2896.0,1077725742,3896694208,580157934.5,2.903731937995653e+17,0.121,0.544,1.4361666666666666,2.979727634313196e+17,3.0499112391209306e+17,3.149088240750617e+17,2.9945006332524166e+17,2.970142987341398e+17,3.06531792183004e+17,3.0283714579966726e+17,2.824097764181157e+17,2.966567200060058e+17,3.072020094245453e+17,2.9456201525860186e+17,3.432341740102234e+16,4.674143638349019e+16,2.945242455212e+32,5.9684512008905e+32,0.209,0.488,3.464,3.44,3.64,3.935,4.527,3.528,3.646,3.892,5.375,3.514,3.771,4.252,0.814,-2.065,0.166,0.396,-0.809,-0.511,-1.191,305748751,267874730,249471001,240631269,264172488,112199614,168205177,3147188368733816.0,7073245352427056.0,0.079,-0.133,0.046,0.049,0.048,0.0010754716981132,0.001,-2.193,-0.512,-0.315,-0.369,-35.94,0.007,-0.711,-0.353,-0.264,-27.871,9.646,1.547,0.598,-0.254,0.061,-0.656,-0.321,-0.232,3523,3405,3865,3425,3513,3812,3385,-0.395,100.569,104.655,101.337,30.192,35.653,41.254,227.887,425.476,0.246,-0.034,0.359,0.366,0.355,0.367,0.355,0.377,0.361,0.152,0.15,0.111,0.006,0.006,0.003,0.161,0.046,0.092,363743,331273,354839,369068,339743,336882,130005,102978,4225332018,2651111189,-0.052,0.23,84578,1.75,0.063,143169,29578,218707417,-0.021,0.171,20.812,21.04,21.137,21.003,0.444,1.155,0.049,0.334,-0.039,0.07,0.04,24.268,47.588,-3.353,197524,190619,194443,936268682,0.101,293.423,44.538,-77.689,-0.694,-0.353,-0.259,235.894
2015-01-12,269.036,3.200912429780926e+17,3.011,40613469488,40055459931,38970206391,40898840335,40743776692,40543707465,40231546283,40898967534,40769961275,40701179093,40303215937,39826166429,486513068.0,1152752366,3836115436,516025034.0,3.322095045960008e+17,0.119,0.539,1.27,3.026834840294136e+17,3.028480333761075e+17,3.1407078849916045e+17,3.0062152167026765e+17,3.085527708561162e+17,3.083397189556824e+17,3.039503133595657e+17,2.83237940518335e+17,3.077159597793921e+17,3.085336984344065e+17,2.9527238272415174e+17,3.318454991734065e+16,4.64881316009775e+16,2.7530358830412e+32,6.0266393012196e+32,0.21,0.484,3.381,3.416,3.577,3.886,4.501,3.27,3.561,3.835,5.323,3.288,3.711,4.219,0.854,-2.343,0.182,0.414,-0.841,-0.521,-1.189,302112196,270081640,251012672,240931878,263747322,111328691,168228575,3098519386817720.0,7075213388678384.0,0.091,-0.129,0.049,0.051,0.051,0.001,0.001,12.447,-0.366,-0.303,-0.369,36.6,0.007,-0.729,-0.366,-0.265,-33.09,9.655,1.555,0.605,-0.199,0.061,-0.678,-0.334,-0.233,3465,3387,3848,3273,3468,3791,3350,-0.395,99.975,103.767,95.886,39.127,41.4,44.45,382.736,493.962,0.21,-0.033,0.399,0.388,0.361,0.403,0.367,0.452,0.373,0.327,0.247,0.162,0.027,0.015,0.007,0.569,0.095,0.095,367666,331498,363214,375216,349324,338136,129900,103386,4218527966,2672173612,-0.045,0.229,84773,1.668,0.076,144396,29572,218626549,-0.017,0.17,20.814,21.016,21.117,21.007,0.44,1.148,0.048,0.33,-0.045,0.066,0.04,25.408,47.723,-3.07,198327,190559,194330,896920719,0.101,290.153,45.019,-78.464,-0.991,-0.366,-0.26,235.993
