Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-std-30,difficulty-btc-var-30,hashrate-btc-ema-3,hashrate-btc-wma-3,hashrate-btc-var-14,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-roc-14,transactionfees-btc-mom-14,median_transaction_fee-btc-std-14,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,confirmationtime-btc-trx-90,marketcap-btc-sma-90,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-wma-3,marketcap-btc-mom-7,marketcap-btc-trx-3,marketcap-btc-rsi-14,marketcap-btc-rsi-90,top100cap-btc-trx-14,price-btc-sma-3,price-btc-ema-3,price-btc-ema-7,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-rsi-14,price-btc-rsi-90,bitcoin-price_raw_1d
2016-06-17,11658519372,744.823,0.119,1.4574394056833428e+18,4064970974,4.130997254674711e+18,1.4609177532930412e+18,1.4576741687468083e+18,5.7391344368377e+33,1.761,1.621,1.656,1.506,1.826,1.544,1.36,0.353,0.031,2.277,36.068,0.103,0.049,0.055,86.904,75.007,0.027,7340806750,9999537256,9031952950,11443306905,2703654345,3.218,94.375,76.779,0.1,720.828,724.811,686.218,497.107,731.186,703.485,598.349,93.98,75.465,748.164
2016-06-18,11713617009,748.164,0.12,1.419672940255884e+18,3937445260,3.87586879363272e+18,1.4402953467744625e+18,1.4467664014951345e+18,4.7727896653352e+33,1.844,1.68,1.718,1.546,1.915,1.589,1.378,0.391,0.038,2.558,65.274,0.09,0.052,0.059,87.014,75.098,0.027,7401110200,10228081223,9204963534,11659960428,2655062535,2.788,94.484,76.922,0.085,742.659,736.488,701.705,502.625,744.855,720.768,611.093,94.09,75.606,753.295
2016-06-19,11796923421,753.295,0.136,1.7425896778570094e+18,3801835034,3.613487406436581e+18,1.591442512315736e+18,1.587425719960919e+18,9.0631476076184e+33,1.893,1.695,1.747,1.571,1.939,1.62,1.391,0.412,0.042,2.595,12.051,0.084,0.057,0.074,89.933,77.755,0.027,7462411057,10437260183,9372186753,11746087276,1815148399,2.26,94.652,77.137,0.07,748.761,744.892,714.602,508.134,750.173,733.312,623.526,94.264,75.821,747.682
2016-06-20,11712326841,747.682,0.135,1.6768348373961428e+18,3657241088,3.343853093086298e+18,1.6341386748559396e+18,1.6558928013596173e+18,9.0733148531106e+33,1.89,1.722,1.763,1.59,1.931,1.645,1.403,0.427,0.045,2.406,25.008,0.093,0.06,0.074,88.629,77.248,0.027,7521813211,10607269070,9523163533,11740740729,970888900,1.603,91.605,76.405,0.054,749.714,746.287,722.872,513.399,749.634,740.351,634.926,91.108,75.089,681.946
2016-06-21,10685379671,681.946,0.0962,1.5638604180943048e+18,4680081710,5.475791202529837e+18,1.5989995464751222e+18,1.6313067678219295e+18,9.2718688504556e+33,1.904,1.741,1.749,1.594,1.873,1.655,1.41,0.432,0.047,1.927,18.675,0.078,0.058,0.035,55.388,61.644,0.026,7569497627,10617683817,9598145219,11212952686,-42659626,-0.066,64.476,68.427,0.042,727.641,714.117,712.641,517.103,715.75,728.785,641.427,64.062,67.385,649.939
2016-06-22,10186275903,649.939,0.116,1.4614294693487887e+18,6098401135,9.2976241022966e+18,1.5302145079119557e+18,1.5314740136050808e+18,9.0457333530258e+33,1.836,1.741,1.711,1.586,1.764,1.652,1.413,0.432,0.047,1.213,0.524,0.092,0.056,0.054,62.967,65.242,0.026,7611818435,10560162762,9636089134,10606985649,-494261814,-1.558,55.824,65.087,0.033,693.189,682.028,696.965,520.023,676.898,709.356,645.347,55.433,64.144,588.926
2016-06-23,9231949637,588.926,0.094,1.4315791950377748e+18,7142768519,1.2754785530261e+19,1.4808968514748652e+18,1.463576156984095e+18,9.3602444504006e+33,1.78,1.735,1.679,1.579,1.673,1.649,1.415,0.432,0.047,0.507,-5.845,0.055,0.052,0.032,52.347,59.033,0.026,7643597215,10383067679,9610015618,9792296731,-2269923162,-3.188,43.737,59.474,0.027,640.27,635.477,669.955,521.537,624.767,675.843,644.882,43.426,58.703,652.469
2016-06-24,10230318989,652.469,0.113,1.352973472218776e+18,8098898386,1.6398038767979e+19,1.4169351618468206e+18,1.3972513793466708e+18,1.0730086425407e+34,1.73,1.746,1.668,1.58,1.626,1.652,1.421,0.435,0.047,0.015,10.683,0.071,0.047,0.051,58.791,62.168,0.026,7686300586,10362701187,9650035190,9890188691,-1428200383,-2.572,54.77,62.862,0.022,630.445,643.973,665.584,524.415,630.866,663.433,648.207,54.484,62.09,669.287
2016-06-25,10496178979,669.287,0.107,1.5534428642609052e+18,8902304158,1.9812754832423e+19,1.485189013053863e+18,1.4663091220428997e+18,1.0951639701039e+34,1.68,1.762,1.681,1.592,1.636,1.666,1.43,0.443,0.049,-0.15,14.88,0.072,0.04,0.046,56.13,60.64,0.026,7731396565,10380498226,9704625112,10196854092,-1217438030,-1.32,57.178,63.68,0.018,636.894,656.63,666.51,527.599,650.288,658.525,652.177,56.886,62.904,640.632
2016-06-26,10049382873,640.632,0.1,1.578276602782445e+18,9591440710,2.299893372361e+19,1.531732807918154e+18,1.5324481681812124e+18,1.1344695052675e+34,1.618,1.756,1.658,1.586,1.592,1.661,1.433,0.443,0.049,-0.394,-5.55,0.033,0.032,0.036,53.322,59.055,0.026,7770826229,10336349512,9726867548,10228470927,-1747540548,-0.964,52.153,61.383,0.014,654.129,648.631,660.04,530.083,652.156,649.271,653.83,51.864,60.659,637.878
2016-06-27,10008507423,637.878,0.0957,1.5534355920199434e+18,10189519212,2.5956575441521e+19,1.5425841999690486e+18,1.5617171409808294e+18,1.1472068454464e+34,1.571,1.731,1.641,1.583,1.571,1.658,1.437,0.443,0.049,-0.601,-18.587,0.007,0.027,0.022,51.462,58.026,0.026,7810722146,10292637233,9745037863,10103411166,-1703819417,-0.834,51.705,61.179,0.01,649.266,643.254,654.5,532.452,644.031,643.352,654.942,51.394,60.45,647.563
2016-06-28,10162849953,647.563,0.0878,1.5359451443500088e+18,10711802834,2.868567998615e+19,1.5392646721595287e+18,1.5488305366452846e+18,1.1445042914536e+34,1.561,1.732,1.634,1.583,1.574,1.657,1.442,0.445,0.049,-0.707,1.562,-0.014,0.029,-0.015,48.255,56.272,0.026,7853183714,10275332263,9771993482,10092491263,-522529718,-0.507,53.334,61.666,0.005,642.024,645.409,652.765,534.982,643.179,643.775,656.376,53.006,60.93,633.786
2016-06-29,9948974840,633.786,0.0859,1.4820478914386918e+18,11168929646,3.1186247357529e+19,1.51065628179911e+18,1.511911592505897e+18,9.7573769700008e+33,1.578,1.707,1.627,1.583,1.581,1.656,1.447,0.446,0.05,-0.741,-18.554,-0.045,0.031,-0.036,47.498,55.866,0.025,7892888453,10231817940,9783411634,10030188641,-237301064,-0.516,50.778,60.601,0.0004999999999999,639.742,639.597,648.02,537.154,639.06,641.983,656.651,50.443,59.884,651.127
2016-06-30,10223574118,651.127,0.0883,1.587078191179697e+18,11568626116,3.3458277555634e+19,1.5488672364894034e+18,1.5435459167943045e+18,1.000345962629e+34,1.591,1.686,1.619,1.582,1.578,1.654,1.451,0.447,0.05,-0.749,-15.782,-0.05,0.032,-0.029,48.591,56.267,0.025,7935600474,10230718763,9811809213,10121920331,991624482,-0.162,53.837,61.465,-0.004,644.159,645.362,648.797,539.659,644.753,645.102,657.829,53.491,60.742,674.251
2016-07-01,10589176604,674.251,0.0906,1.730302739381948e+18,11916672452,3.5501770580465e+19,1.6395849879356756e+18,1.641185415323878e+18,1.2178452275457e+34,1.583,1.656,1.608,1.579,1.563,1.648,1.455,0.446,0.05,-0.764,-21.169,-0.043,0.033,-0.028,49.706,56.661,0.025,7981847795,10278513142,9861961948,10360608815,358857615,0.534,57.614,62.57,-0.008,653.055,659.807,655.161,542.617,659.799,651.782,660.251,57.265,61.842,683.826
2016-07-02,10742208270,683.826,0.0927,1.500607785654544e+18,12217483609,3.7316726432029e+19,1.57009638679511e+18,1.591584504484427e+18,1.113127811869e+34,1.575,1.628,1.623,1.588,1.598,1.655,1.462,0.452,0.051,-0.59,-18.748,-0.042,0.032,-0.027,50.748,57.016,0.025,8029806587,10340339159,9918752034,10604758689,246029292,1.04,59.122,63.019,-0.013,669.735,671.816,662.327,545.72,675.185,660.077,662.984,58.757,62.285,673.449
2016-07-03,10581703695,673.449,0.0881,1.5830387099137623e+18,12474477161,3.8903145110318e+19,1.576567548354436e+18,1.5801057400719432e+18,8.5120856561287e+33,1.597,1.608,1.627,1.592,1.618,1.656,1.469,0.456,0.052,-0.412,-14.585,-0.045,0.027,-0.048,48.391,56.005,0.025,8075865405,10372521097,9961523109,10636450705,532320822,0.936,56.838,62.227,-0.017,677.175,672.633,665.108,548.527,677.042,665.258,664.727,56.456,61.503,668.624
2016-07-04,10508455195,668.624,0.0852,1.5927291168449743e+18,12697957203,4.0309529279193e+19,1.584648332599705e+18,1.574145426002721e+18,7.3636584075261e+33,1.608,1.59,1.625,1.593,1.621,1.654,1.474,0.457,0.052,-0.3,-13.665,-0.058,0.019,-0.05,46.877,55.363,0.025,8120679398,10390645644,9996809050,10571830208,499947772,0.602,55.779,61.869,-0.021,675.3,670.628,665.987,551.167,672.766,668.061,665.897,55.37,61.142,669.77
2016-07-05,10528996251,669.77,0.0867,1.4527224868718305e+18,13216056481,4.3666037228538e+19,1.5186854097357678e+18,1.521110734036423e+18,7.7436796982488e+33,1.624,1.592,1.634,1.6,1.643,1.657,1.48,0.462,0.053,-0.144,2.379,-0.036,0.02,-0.009,47.811,55.636,0.024,8165648920,10409092391,10031143708,10530933806,366146298,0.358,56.027,61.931,-0.025,670.614,670.199,666.932,553.773,670.001,670.053,666.932,55.589,61.197,670.711
2016-07-06,10546232361,670.711,0.0882,1.5769473949439716e+18,13650138222,4.6581568371947e+19,1.5478164023398697e+18,1.538169379236647e+18,7.5259282033375e+33,1.613,1.595,1.618,1.595,1.615,1.648,1.483,0.461,0.053,-0.169,2.926,-0.044,0.016,-0.028,48.72,55.891,0.024,8211011452,10427377721,10064375234,10534190797,597257521,0.223,56.248,61.984,-0.027,669.702,670.455,667.877,556.344,670.05,671.486,667.821,55.78,61.242,640.923
2016-07-07,10080075893,640.923,0.0854,1.5006688455628536e+18,14008015235,4.9056122709404e+19,1.5242426239513615e+18,1.5181039689079442e+18,6.8068771522904e+33,1.602,1.597,1.601,1.588,1.584,1.637,1.485,0.461,0.053,-0.288,1.095,-0.016,0.016,-0.009,47.016,55.27,0.024,8251125573,10381070810,10065388180,10310281442,-143498225,-0.413,49.06,59.725,-0.029,660.468,655.689,661.138,558.202,655.66,664.154,666.595,48.634,59.036,644.648
2016-07-08,10140878193,644.648,0.0844,1.4978145495727053e+18,14116265730,4.9817239539467e+19,1.5110285867620334e+18,1.5119547891311872e+18,4.2985825969753e+33,1.61,1.596,1.598,1.587,1.579,1.633,1.489,0.462,0.053,-0.33,-0.388,-0.028,0.012,-0.029,46.42,55.059,0.024,8292476987,10349045128,10070258503,10188169788,-448298410,-0.673,49.959,59.918,-0.028,652.094,650.169,657.016,560.102,647.75,658.118,665.477,49.506,59.222,649.595
2016-07-09,10221044765,649.595,0.0873,1.560641106638422e+18,14103162553,4.9724798497636e+19,1.5358348467002276e+18,1.5297035441038095e+18,4.3037191129197e+33,1.552,1.564,1.561,1.57,1.507,1.611,1.487,0.462,0.053,-0.584,-25.447,-0.031,0.009,-0.019,48.53,55.574,0.024,8334365544,10331978413,10079986649,10170827763,-521163505,-0.578,51.181,60.172,-0.026,645.055,649.882,655.161,562.069,646.5,654.376,664.527,50.701,59.468,645.327
2016-07-10,10155909026,645.327,0.0845,1.645409993104809e+18,13994910789,4.8964382001358e+19,1.5906224199025183e+18,1.5925544570272166e+18,4.8517353618858e+33,1.427,1.512,1.457,1.519,1.314,1.554,1.474,0.478,0.057,-1.408,-48.13,-0.039,0.006,-0.016,46.613,54.956,0.024,8375308162,10308502495,10084884867,10175115800,-425794668,-0.493,50.11,59.86,-0.022,646.523,647.604,652.702,563.899,646.637,650.789,663.14,49.61,59.156,646.33
2016-07-11,10172943711,646.33,0.0869,1.5610945306190264e+18,13789269749,4.7535990050617e+19,1.5758584752607724e+18,1.5891241141174067e+18,4.8516174956421e+33,1.306,1.457,1.365,1.47,1.148,1.499,1.46,0.496,0.061,-2.365,-50.222,-0.012,0.004,-0.009,48.47,55.381,0.024,8415789278,10290427990,10090566083,10175282325,-335511484,-0.369,50.402,59.915,-0.019,647.084,646.967,651.109,565.711,646.54,648.457,661.662,49.883,59.207,653.631
2016-07-12,10289039251,653.631,0.0784,1.5404305327136205e+18,13481783657,4.5439622645419e+19,1.5581445039871964e+18,1.564815108747174e+18,4.8390464422686e+33,1.175,1.4,1.287,1.426,1.017,1.445,1.447,0.512,0.065,-3.224,-50.763,-0.025,0.006,-0.009,42.829,53.584,0.023,8457568985,10290242825,10103370803,10228152367,-239957000,-0.115,52.447,60.289,-0.015,648.429,650.299,651.74,567.643,649.813,648.747,660.512,51.925,59.578,659.574
2016-07-13,10383763482,659.574,0.0886,1.4872884566331935e+18,13065263837,4.2675279785766e+19,1.522716480310195e+18,1.5173034943241943e+18,4.7840312177023e+33,1.065,1.339,1.214,1.382,0.907,1.391,1.432,0.529,0.07,-3.952,-53.462,-0.012,0.006,0.003,50.359,55.357,0.023,8500447751,10302712246,10121460653,10317052110,-162468878,0.159,54.109,60.593,-0.01,653.178,654.937,653.698,569.663,655.386,651.099,659.713,53.583,59.878,655.688
2016-07-14,10323646101,655.688,0.0855,1.4063964340824182e+18,12528840564,3.9242961471641e+19,1.4645564571963064e+18,1.455699458037763e+18,6.2075659671423e+33,0.974,1.288,1.165,1.347,0.853,1.347,1.421,0.537,0.072,-4.386,-45.752,-0.002,0.006,-0.003,48.251,54.706,0.024,8542084072,10305503427,10134504876,10337917420,243570207,0.205,52.847,60.297,-0.004,656.298,655.312,654.196,571.554,656.641,652.877,658.721,52.313,59.586,658.89
2016-07-15,10375223239,658.89,0.087,1.393598055047143e+18,11856250285,3.5142667703069e+19,1.4290772561217244e+18,1.4134792483231288e+18,4.8347549315865e+33,0.865,1.237,1.12,1.313,0.816,1.302,1.409,0.548,0.075,-4.616,-46.233,-0.021,0.006,-0.004,49.32,54.957,0.024,8583716961,10314799402,10150035093,10359454233,234345046,0.236,53.842,60.465,0.001,658.051,657.101,655.369,573.474,657.937,654.928,658.001,53.295,59.75,660.703
2016-07-16,10404883846,660.703,0.0844,1.6272804232576627e+18,11022594700,3.0374398480041e+19,1.5281788396896937e+18,1.5125723023248343e+18,5.523043821698e+33,0.793,1.173,1.079,1.281,0.804,1.26,1.397,0.56,0.078,-4.686,-52.522,0.002,0.005,-0.008,47.49,54.429,0.024,8625990780,10326810661,10166476948,10381457353,183839081,0.256,54.438,60.561,0.007,658.427,658.902,656.703,575.391,659.263,656.924,657.449,53.875,59.843,667.464
2016-07-17,10512671584,667.464,0.0859,1.6365213446240402e+18,9987623101,2.4938153802541e+19,1.582350092156867e+18,1.592953822572317e+18,6.1146918818989e+33,0.793,1.11,1.039,1.249,0.8,1.217,1.384,0.572,0.082,-4.669,-52.983,0.014,0.005,-0.002,48.679,54.684,0.024,8669530980,10351592117,10188812086,10453834281,356762558,0.363,56.628,60.913,0.01,662.353,663.183,659.393,577.414,663.782,660.214,657.493,56.065,60.191,675.134
2016-07-18,10634722743,675.134,0.0915,1.601038719437027e+18,8679766595,1.8834587034382e+19,1.591694405796947e+18,1.6172398784693563e+18,6.1886877722163e+33,0.799,1.053,1.008,1.22,0.803,1.178,1.372,0.583,0.085,-4.53,-49.933,0.007,0.006,0.006,53.052,55.643,0.024,8714171025,10389342867,10217580515,10555732541,461779032,0.528,59.029,61.308,0.012,667.767,669.159,663.328,579.562,670.172,664.63,658.198,58.473,60.583,668.951
2016-07-19,10538561679,668.951,0.0907,1.4750776414421624e+18,6950762810,1.2078275911574e+19,1.5333860236195548e+18,1.543971951303982e+18,5.9595635079892e+33,0.795,0.985,0.974,1.19,0.792,1.139,1.358,0.596,0.089,-4.369,-55.59,0.012,0.006,0.004,52.339,55.467,0.024,8756379014,10409238709,10238288977,10566300351,249522428,0.435,56.38,60.818,0.013,670.516,669.055,664.734,581.527,670.764,666.472,658.662,55.816,60.1,667.413
2016-07-20,10515412802,667.413,0.0905,1.5180665838339604e+18,4311268649,4.646759341561479e+18,1.5257263037267576e+18,1.5175656256370903e+18,5.8488133711054e+33,0.811,0.938,0.958,1.168,0.806,1.109,1.347,0.604,0.091,-4.028,-43.625,0.014,0.006,0.002,52.109,55.413,0.024,8797168248,10423395255,10256167934,10543014085,131649320,0.274,55.732,60.7,0.013,670.499,668.234,665.404,583.414,669.212,667.382,659.207,55.146,59.98,662.495
2016-07-21,10439159647,662.495,0.0907,1.445845769451768e+18,3919655606,3.840925018389217e+18,1.4857860365892628e+18,1.4747913529107822e+18,6.2954051550956e+33,0.803,0.888,0.935,1.144,0.801,1.077,1.335,0.615,0.095,-3.685,-46.907,0.016,0.007,0.005,52.333,55.456,0.024,8836703870,10425497174,10267973851,10481144371,115513546,0.06,53.548,60.311,0.013,666.286,665.364,664.677,585.152,665.21,666.783,659.608,52.953,59.595,659.521
2016-07-22,10393391222,659.521,0.104,1.4236596748728246e+18,3878696627,3.761071881206104e+18,1.4547228557310438e+18,1.4467895245592123e+18,6.9833105169469e+33,0.796,0.831,0.914,1.12,0.794,1.046,1.323,0.626,0.098,-3.36,-50.959,0.019,0.011,0.02,62.403,57.683,0.025,8875648405,10421216380,10276065294,10428984293,18167983,-0.115,52.225,60.076,0.014,663.143,662.442,663.388,586.787,661.827,665.197,659.859,51.617,59.362,653.666
2016-07-23,10302181746,653.666,0.103,1.3358310937906872e+18,3818355838,3.6449603263922176e+18,1.3952769747608655e+18,1.3834430667614636e+18,9.127353101637e+33,0.798,0.796,0.903,1.102,0.803,1.02,1.312,0.635,0.101,-2.957,-37.094,0.034,0.013,0.016,61.445,57.483,0.025,8912402378,10405345095,10277750226,10355414555,-102702100,-0.293,49.595,59.61,0.015,658.56,658.054,660.957,588.257,657.089,662.125,659.711,48.995,58.904,656.306
2016-07-24,10344863558,656.306,0.0935,1.372760970473848e+18,3737694666,3.492590353964335e+18,1.3840189726173568e+18,1.368934128979174e+18,8.665569111673e+33,0.796,0.795,0.885,1.08,0.795,0.991,1.299,0.646,0.104,-2.641,-1.863,0.029,0.013,0.009,52.284,55.433,0.026,8948794388,10397280890,10282080119,10338724231,-167808027,-0.295,50.842,59.758,0.017,656.497,657.18,659.794,589.752,655.962,659.964,659.595,50.223,59.048,656.119
2016-07-25,10342929594,656.119,0.104,1.408953139011016e+18,3635360760,3.303961963914068e+18,1.3964860558141865e+18,1.3847020752951217e+18,8.601119917807e+33,0.795,0.797,0.873,1.062,0.795,0.966,1.288,0.654,0.107,-2.323,4.086,0.021,0.015,0.017,59.184,57.064,0.026,8984163968,10390034051,10286005891,10336782941,-291793148,-0.24,50.781,59.748,0.018,655.363,656.649,658.875,591.211,655.772,658.155,659.458,50.131,59.033,651.943
2016-07-26,10278167804,651.943,0.103,1.3729009011068764e+18,3509458737,3.079075156233028e+18,1.3846934784605317e+18,1.384894991969301e+18,8.9356047699912e+33,0.801,0.798,0.863,1.045,0.796,0.943,1.276,0.662,0.11,-2.009,2.456,0.041,0.014,0.025,58.6,56.929,0.027,9019550026,10375118551,10285500208,10310871027,-260393875,-0.253,48.664,59.41,0.02,654.789,654.296,657.142,592.546,654.062,655.981,659.08,48.015,58.7,652.979
2016-07-27,10295562530,652.979,0.113,1.35331757896965e+18,3357338190,2.817929930937991e+18,1.3690055287150907e+18,1.3691179463555023e+18,9.6929387497908e+33,0.795,0.803,0.856,1.029,0.797,0.922,1.265,0.671,0.112,-1.697,9.404,0.046,0.017,0.024,64.282,58.416,0.028,9057591453,10364511082,10286149390,10297658799,-219850272,-0.216,49.276,59.473,0.021,653.68,653.638,656.101,593.874,653.157,654.674,658.745,48.595,58.758,654.826
2016-07-28,10325726358,654.826,0.105,1.3970020099615565e+18,3175233086,2.520526288012181e+18,1.3830037693383237e+18,1.3784236814883564e+18,9.764141008298e+33,0.801,0.802,0.852,1.017,0.806,0.905,1.255,0.678,0.115,-1.367,-2.131,0.027,0.017,0.019,57.128,56.738,0.029,9095097541,10359339785,10288702743,10307745323,-113433288,-0.128,50.38,59.581,0.021,653.249,654.232,655.783,595.213,653.73,654.343,658.496,49.672,58.863,655.218
2016-07-29,10333025242,655.218,0.113,1.533767043916174e+18,2957610000,2.1868642274639872e+18,1.4583854066272486e+18,1.458103788440096e+18,9.8494113724095e+33,0.806,0.801,0.847,1.004,0.81,0.887,1.244,0.685,0.117,-1.083,-0.985,0.036,0.018,0.026,61.819,57.989,0.029,9132222982,10355831180,10291562259,10324348495,-60365980,-0.052,50.659,59.608,0.021,654.341,654.725,655.641,596.532,654.714,654.385,658.257,49.912,58.886,655.252
2016-07-30,10334765682,655.252,0.122,1.4133001350567242e+18,2695881117,1.816943749293408e+18,1.4358427708419866e+18,1.450739417160561e+18,7.9082364393382e+33,0.791,0.794,0.831,0.985,0.788,0.866,1.231,0.696,0.121,-1.023,-11.899,0.032,0.02,0.038,65.9,59.201,0.03,9169671802,10353022446,10294349577,10332678981,32583936,-0.007,50.731,59.614,0.019,655.099,654.989,655.544,597.823,655.17,654.589,657.974,49.935,58.888,636.085
2016-07-31,10033407872,636.085,0.127,1.4681650567495785e+18,2375512453,1.4107648534752788e+18,1.452003913795783e+18,1.4608104140462743e+18,5.2816372423567e+33,0.805,0.801,0.835,0.978,0.807,0.856,1.222,0.701,0.123,-0.784,11.075,0.053,0.023,0.041,68.114,59.906,0.031,9204392313,10310407170,10277514628,10183796703,-311455686,-0.353,39.956,58.01,0.016,648.852,645.537,650.679,598.664,645.663,649.944,656.446,39.31,57.325,620.444
2016-08-01,9787886474,620.444,0.112,1.5528550551220342e+18,1968072702,9.683275400599306e+17,1.5024294844589084e+18,1.5013659023202117e+18,4.307313431031e+33,0.805,0.8,0.83,0.966,0.804,0.842,1.211,0.709,0.126,-0.626,-1.447,0.023,0.022,0.021,56.766,57.054,0.032,9236345440,10240737744,10245925715,9960873474,-555043121,-0.83,33.679,56.753,0.012,637.261,632.991,643.121,599.142,631.459,642.112,653.991,33.117,56.096,595.245
2016-08-02,9391485032,595.245,0.119,1.688811000224791e+18,1652700802,6.828549851504968e+17,1.5956202423418496e+18,1.6067180279445512e+18,8.6012845642266e+33,0.792,0.796,0.813,0.949,0.78,0.825,1.199,0.719,0.129,-0.682,-6.167,0.007,0.022,0.028,59.831,57.916,0.033,9263765931,10127504049,10190800509,9630605986,-886682772,-1.475,26.454,54.812,0.007,617.258,614.118,631.152,599.057,610.451,629.253,650.046,26.009,54.204,552.184
2016-08-03,8713151821,552.184,0.099,1.574361435891787e+18,4219998531,4.4520969008452726e+18,1.5849908391168184e+18,1.608926893874377e+18,9.3673613970976e+33,0.784,0.789,0.805,0.936,0.771,0.813,1.187,0.727,0.132,-0.722,-11.523,-0.016,0.02,0.008,48.478,54.522,0.033,9283685632,9938923752,10095468336,9118385333,-1582410709,-2.496,18.959,51.751,0.001,589.291,583.151,611.41,598.026,577.914,607.655,643.491,18.644,51.217,572.822
2016-08-04,9040006079,572.822,0.104,1.576887829391257e+18,5793826766,8.392107147478958e+18,1.5809393342540378e+18,1.5946995600302367e+18,1.0373020014736e+34,0.768,0.784,0.794,0.923,0.755,0.8,1.175,0.736,0.135,-0.805,-8.798,-0.012,0.018,0.013,50.841,55.147,0.033,9306390096,9819068062,10027373997,8989634485,-1285720280,-2.381,29.347,53.029,-0.006,573.417,577.986,601.763,597.473,569.68,594.816,638.518,29.018,52.486,573.026
2016-08-05,9044317298,573.026,0.0942,1.6433708467690422e+18,6939145872,1.2037936359336e+19,1.61215509051154e+18,1.6097082724967852e+18,1.2361148612191e+34,0.76,0.783,0.79,0.912,0.753,0.793,1.164,0.743,0.138,-0.8,-1.879,-0.007,0.019,-0.01,46.199,53.63,0.033,9327998322,9715767960,9963950984,8987685979,-1288707944,-1.883,29.475,53.046,-0.013,566.011,575.506,594.579,596.935,569.484,584.956,633.767,29.114,52.498,575.443
2016-08-06,9083680326,575.443,0.078,1.7401703053524124e+18,7845912193,1.5389584536401e+19,1.6761626979319762e+18,1.6806900731643105e+18,1.4991647872181e+34,0.758,0.775,0.779,0.899,0.74,0.783,1.152,0.752,0.141,-0.857,-15.019,-0.025,0.025,-0.025,39.517,51.182,0.033,9350092573,9631489609,9907159329,9063280275,-1251085355,-1.296,30.713,53.198,-0.022,573.764,575.474,589.795,596.463,574.2,578.636,629.382,30.32,52.646,589.396
2016-08-07,9305154715,589.396,0.106,1.519426694353804e+18,8590006212,1.8447051678672e+19,1.59779469614289e+18,1.61366525675576e+18,1.3607838035851e+34,0.741,0.773,0.774,0.889,0.736,0.777,1.141,0.76,0.144,-0.845,-2.844,0.024,0.024,0.012,52.231,54.751,0.033,9374538915,9587978290,9868320321,9187857016,-728253157,-0.527,37.375,54.048,-0.026,579.288,582.435,589.695,596.308,582.016,578.655,626.038,36.981,53.489,589.032
2016-08-08,9300512555,589.032,0.11,1.4525248383220726e+18,9210936497,2.1210337786158e+19,1.5251597672324813e+18,1.5227663681709197e+18,1.3058866173909e+34,0.74,0.772,0.775,0.882,0.747,0.776,1.131,0.766,0.147,-0.711,-1.226,0.026,0.024,0.006,53.942,55.294,0.033,9399490197,9549649525,9831687562,9265921237,-487373919,-0.056,37.294,54.028,-0.027,584.624,585.734,589.529,596.148,586.889,580.25,622.789,36.882,53.464,586.113
2016-08-09,9255504750,586.113,0.113,1.4693547379139512e+18,9732305556,2.3679442858851e+19,1.4972572525732165e+18,1.4720900974565138e+18,1.1642276057301e+34,0.731,0.761,0.758,0.867,0.724,0.768,1.118,0.775,0.15,-0.807,-18.943,-0.006,0.024,0.01,55.077,55.646,0.033,9424294561,9510430222,9794514478,9278782346,-135980282,0.088,36.47,53.825,-0.026,588.18,585.924,588.675,595.927,587.633,582.237,619.482,36.048,53.261,589.594
2016-08-10,9311388536,589.594,0.113,1.4556940354746609e+18,10169437919,2.585436689676e+19,1.4764756440239386e+18,1.4597194034288724e+18,9.7917469180263e+33,0.737,0.761,0.763,0.862,0.74,0.769,1.108,0.78,0.152,-0.681,-1.617,-0.026,0.024,0.012,54.814,55.566,0.033,9449971942,9483891330,9763345062,9290947944,598236715,0.183,38.294,54.041,-0.025,588.247,587.759,588.905,595.788,588.34,585.421,616.527,37.852,53.474,592.19
2016-08-11,9353505372,592.19,0.118,1.387060305027714e+18,10532826762,2.7735109899867e+19,1.4317679745258263e+18,1.4236539539909486e+18,9.9938560950201e+33,0.754,0.761,0.773,0.861,0.764,0.772,1.1,0.785,0.154,-0.387,0.506,-0.014,0.024,0.014,57.218,56.261,0.033,9475544142,9466506536,9736903792,9323132990,313499293,0.258,39.7,54.205,-0.029,589.299,589.975,589.726,595.709,590.312,587.918,613.862,39.23,53.633,586.987
2016-08-12,9272427365,586.987,0.107,1.52594805560577e+18,10829897851,2.9321671868206e+19,1.478858015065798e+18,1.4679431353911122e+18,9.9981512830155e+33,0.751,0.756,0.769,0.853,0.762,0.77,1.089,0.791,0.156,-0.244,-8.847,-0.026,0.024,-0.006,51.578,54.612,0.033,9500061923,9440629313,9706937571,9305946896,228110068,0.151,37.91,53.832,-0.035,589.591,588.481,589.042,595.517,589.156,588.422,610.993,37.439,53.264,586.74
