Date,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-30,hashrate-btc-roc-90,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,sentinusd-btc-var-30,sentinusd-btc-trx-30,transactionfees-btc-sma-14,transactionfees-btc-sma-90,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-trx-3,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-30,confirmationtime-btc-trx-30,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-wma-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-std-30,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-trx-14,sentbyaddress-btc-sma-14,sentbyaddress-btc-wma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-trx-90,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-trx-14,price-btc-sma-90,price-btc-mom-30,price-btc-mom-90,price-btc-trx-14,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2015-04-26,0.0219,3.620482818241786e+17,48255983901,48093244789,46204934507,48062135550,47420026026,2343485224,4940558269,1.3729807482347848e+18,-0.237,0.05,0.144,0.247,3.3667392978429606e+17,3.4744272437890266e+17,3.438038414114095e+17,3.452266223991944e+17,3.3870549297582285e+17,3.446792848050221e+17,3.350711102923513e+17,3.474453553588464e+17,3.4435600282895936e+17,3.4429384665647885e+17,3.4349596901416474e+17,4.8140112747576056e+16,3.782073257420671e+16,3.5760195311242e+32,-0.064,0.076,0.225,51.565,31.653,2.414,2.371,2.476,2.695,2.395,2.481,2.882,2.403,2.411,2.416,2.626,0.442,0.049,0.081,-0.487,-0.928,204582441,2266005362865052.0,-0.304,0.047,0.039,0.071,0.009,0.005,0.003,0.001,21.342,0.095,-0.365,0.023,0.023,0.023,0.022,0.023,0.023,0.023,0.004,-0.179,-0.297,34.237,10.128,9.853,9.971,9.986,1.741,0.068,3153438330,3385360046,3165670975,-376894017,-704240344,2.326483934155571e+16,8.346969872217088e+16,-0.407,-0.147,-0.269,-18.724,2013,2335,1624.0,198286,659219,0.643,-0.341,68.476,59.236,64.728,63.95,28.568,34.987,31.344,204.034,306.027,245.61,3.982,1.727,-0.13,-0.321,12.166,0.715,0.569,0.507,0.421,0.552,0.455,0.67,0.567,0.462,0.714,0.438,0.255,0.128,0.048,1.753,0.508,0.135,83278,1733796087,2690273741,0.078,0.169,0.145,164625,165305,27202,184988557,0.063,0.041,0.115,20.17,20.49,20.304,0.207,0.199,-0.775,0.001,0.989,219405,0.115,246.704,-28.597,-62.524,-0.446,-0.296,221.019,239.501,237.372,288.564
2015-04-27,0.0221,3.271501406035836e+17,48285751064,48062104126,46235827474,47945173225,47451125634,2286558583,4901161020,1.3070875384277893e+18,-0.234,0.03,0.139,0.245,3.4658406719324384e+17,3.441572746754782e+17,3.4370073307609286e+17,3.440220742935574e+17,3.3905398166307834e+17,3.4234206557816365e+17,3.348970230464443e+17,3.426834607684897e+17,3.3928285688512954e+17,3.420733532154355e+17,3.432420052257638e+17,4.827597392656003e+16,3.774498200379784e+16,3.5617091661676e+32,-0.103,0.071,0.223,48.968,10.604,2.393,2.339,2.467,2.684,2.377,2.471,2.87,2.344,2.389,2.406,2.618,0.444,0.049,0.078,-0.462,-0.924,204302832,2357712008264504.0,-0.271,0.046,0.039,0.071,0.009,0.005,0.003,0.001,-0.492,0.168,-0.36,0.023,0.023,0.023,0.022,0.023,0.023,0.023,0.004,-0.188,-0.296,36.905,10.154,9.862,9.983,10.0,1.74,0.068,3150616758,3381820658,3166093008,-336317459,-318544898,2.241472825230336e+16,8.394903325505331e+16,-0.393,-0.155,-0.268,-9.166,2041,2332,1619.0,209125,655513,0.751,-0.341,70.269,59.175,64.882,64.845,26.049,34.945,31.225,169.639,305.289,243.754,3.073,1.783,-0.07,-0.32,62.602,0.717,0.57,0.511,0.422,0.546,0.455,0.655,0.563,0.463,0.712,0.438,0.255,0.127,0.048,2.01,0.58,0.141,81450,1658513171,2719096629,0.08,0.168,0.134,164277,166624,27257,185729722,0.077,0.043,0.115,20.178,20.482,20.301,0.219,0.247,-0.78,0.0003333333333333,1.227,219323,0.123,246.257,-30.252,-40.225,-0.438,-0.295,225.576,240.104,237.443,290.788
2015-04-28,0.0226,3.536258894480108e+17,48315518226,48032972538,46266041475,47845694960,47481088928,2226586770,4794205512,1.2394221607198392e+18,-0.224,0.012,0.133,0.243,3.476081039585907e+17,3.395080028069198e+17,3.411333593160346e+17,3.4414873992161555e+17,3.394417999550205e+17,3.438465754274766e+17,3.3530864648384134e+17,3.4620437189587296e+17,3.416500105782625e+17,3.43396707398358e+17,3.4356226693532275e+17,4.160808201368734e+16,3.784740379746283e+16,3.5810649355205e+32,-0.059,0.067,0.221,50.908,10.951,2.422,2.363,2.46,2.675,2.396,2.47,2.861,2.364,2.403,2.405,2.613,0.436,0.048,0.075,-0.43,-0.92,205377919,2365417317035528.0,-0.233,0.046,0.039,0.071,0.0087647058823529,0.005,0.003,0.001,-9.223,0.222,-0.355,0.023,0.023,0.023,0.022,0.023,0.023,0.023,0.004,-0.196,-0.295,42.096,10.154,9.869,9.97,9.991,1.74,0.066,3161594628,3380621502,3173756865,-176063276,-107923987,2.220556201078579e+16,8.42348241345065e+16,-0.375,-0.162,-0.267,-3.255,2078,2331,1619.0,210964,654891,0.845,-0.341,71.276,59.109,64.982,65.533,26.09,34.247,31.113,170.169,293.207,242.003,2.25,1.778,-0.013,-0.32,84.05,0.72,0.57,0.514,0.423,0.538,0.454,0.635,0.558,0.463,0.71,0.437,0.255,0.126,0.048,2.037,0.632,0.146,79580,1583242828,2577744741,0.08,0.167,0.142,164252,167520,26127,170659951,0.091,0.046,0.114,20.186,20.474,20.3,0.235,0.246,-0.685,-0.0003333333333333,1.222,219894,0.128,245.955,-19.552,-27.212,-0.427,-0.294,225.106,235.564,237.222,291.318
2015-04-29,0.0225,3.24131116485381e+17,48345285388,48005720407,46295591432,47763700753,47509504555,2163316542,4680572955,1.1699846151085752e+18,-0.208,-0.003,0.128,0.242,3.349690488456582e+17,3.360533216029669e+17,3.413374056895043e+17,3.43898274711539e+17,3.3927516689423776e+17,3.412178475685305e+17,3.350629864838752e+17,3.3446587815926784e+17,3.378057889978778e+17,3.4112974168760435e+17,3.4322576839752845e+17,4.124294394902841e+16,3.82721419628033e+16,3.6618921260524e+32,-0.12,0.062,0.22,48.771,-4.422,2.37,2.371,2.446,2.668,2.351,2.454,2.847,2.313,2.352,2.389,2.603,0.44,0.048,0.077,-0.416,-0.916,206070235,2500838541011016.0,-0.193,0.046,0.039,0.071,0.0085294117647058,0.005,0.003,0.001,-12.359,0.258,-0.351,0.023,0.023,0.023,0.022,0.022,0.023,0.023,0.004,-0.203,-0.294,41.715,10.194,9.898,10.001,10.023,1.791,0.067,3169875809,3381910702,3179271213,-186718926,116027995,2.1906176658477056e+16,8.362547641569075e+16,-0.354,-0.167,-0.266,3.759,2095,2331,1619.0,215744,655055,0.905,-0.341,72.545,58.964,65.007,65.936,25.371,34.275,30.859,160.923,293.698,238.074,1.487,1.715,0.036,-0.319,19.462,0.736,0.572,0.517,0.426,0.538,0.456,0.63,0.559,0.465,0.709,0.437,0.255,0.126,0.048,1.972,0.672,0.151,86005,1849220818,2579955524,0.086,0.167,0.17,166014,169398,25911,167847775,0.117,0.05,0.113,20.196,20.467,20.298,0.243,0.296,-0.652,-0.001,1.474,220289,0.126,245.874,-20.024,-7.294,-0.414,-0.293,231.562,234.619,236.889,294.087
2015-04-30,0.0232,3.115371392548984e+17,48375052550,47980226479,46324491939,47699190605,47536372517,2096449285,4559764187,1.0987749015963566e+18,-0.189,-0.017,0.122,0.24,3.297647150627631e+17,3.3235229644925165e+17,3.3961281759910304e+17,3.4269571429858e+17,3.392066303908223e+17,3.372604197933796e+17,3.3454593489642515e+17,3.227499233638877e+17,3.316767434108607e+17,3.3715637282965696e+17,3.4261614141644416e+17,4.397355634197349e+16,3.995952729905753e+16,3.9919095549103e+32,-0.272,0.055,0.218,47.883,-1.942,2.403,2.383,2.44,2.668,2.389,2.457,2.839,2.399,2.385,2.393,2.599,0.433,0.047,0.077,-0.386,-0.913,206799261,2571467647589576.0,-0.152,0.046,0.039,0.071,0.0082941176470588,0.005,0.003,0.001,-12.105,0.282,-0.347,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.004,-0.208,-0.293,48.601,10.232,9.901,10.017,10.041,1.788,0.07,3180392287,3384067955,3197651114,-88125247,194152698,2.1412042349725696e+16,8.288191207149363e+16,-0.324,-0.172,-0.265,6.236,2120,2332,1619.0,218270,655145,0.941,-0.341,73.382,58.716,65.186,66.775,16.078,34.582,30.025,64.627,298.971,225.372,1.008,1.644,0.084,-0.318,16.457,0.738,0.578,0.519,0.428,0.535,0.457,0.62,0.557,0.467,0.708,0.437,0.254,0.125,0.048,1.834,0.701,0.156,86731,1880548296,2539428396,0.094,0.166,0.2,167126,170025,24791,153645598,0.136,0.055,0.113,20.206,20.46,20.296,0.25,0.305,-0.664,-0.001,1.516,220796,0.109,245.864,-13.736,-0.909,-0.394,-0.292,235.075,232.198,234.263,290.804
2015-05-01,0.0235,3.391848759939453e+17,48404819713,47956377320,46352757270,47652164515,47561692814,2025628811,4431192307,1.0257930201818726e+18,-0.169,-0.028,0.117,0.238,3.2495104391140794e+17,3.383187461088523e+17,3.410353395004463e+17,3.431473907918913e+17,3.3961106055353056e+17,3.3751701395345504e+17,3.346478896458212e+17,3.274600038294784e+17,3.3338488829703405e+17,3.3709931394896934e+17,3.426156632978315e+17,4.251340369020186e+16,3.948139146129888e+16,3.8969506793008e+32,-0.309,0.048,0.215,49.952,12.021,2.425,2.408,2.444,2.662,2.435,2.464,2.833,2.491,2.428,2.402,2.597,0.436,0.047,0.075,-0.34,-0.909,207901848,2638533766660320.0,-0.111,0.047,0.039,0.071,0.0080588235294117,0.005,0.003,0.001,-10.752,0.293,-0.343,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.004,-0.213,-0.292,51.928,10.193,9.913,10.011,10.038,1.778,0.071,3195092298,3387040608,3217827851,-34118487,267538825,2.122294745442304e+16,8.176653749649818e+16,-0.287,-0.174,-0.264,8.731,2143,2341,1622.0,237683,657818,1.0,-0.34,73.303,58.772,65.163,67.004,6.122,34.583,30.046,9.369,298.996,225.69,0.503,1.533,0.124,-0.317,0.166,0.719,0.572,0.514,0.429,0.524,0.455,0.592,0.548,0.465,0.71,0.436,0.256,0.126,0.048,1.592,0.712,0.161,87041,1894040794,2505520146,0.096,0.165,0.198,166899,167856,24926,155332037,0.123,0.056,0.112,20.217,20.453,20.295,0.255,0.342,-0.594,-0.001,1.703,220129,0.059,245.944,-8.073,7.166,-0.365,-0.291,234.385,240.039,232.298,287.751
2015-05-02,0.0234,3.4958985848199354e+17,48434586875,47934066816,46380401386,47622622485,47585465445,1950424539,4294160061,9.51038970866172e+17,-0.149,-0.037,0.111,0.236,3.3343729124361216e+17,3.3818104315599846e+17,3.4216304660429523e+17,3.433163871096534e+17,3.395888531500863e+17,3.3912672655726016e+17,3.349762845652975e+17,3.397794111147709e+17,3.362026663903192e+17,3.382399164798424e+17,3.428349775380175e+17,4.252366434358343e+16,3.954679365743707e+16,3.9098722214598e+32,-0.239,0.043,0.213,50.714,-0.568,2.389,2.41,2.426,2.662,2.445,2.465,2.825,2.512,2.44,2.403,2.593,0.384,0.037,0.074,-0.294,-0.905,208141455,2631245347219376.0,-0.08,0.047,0.039,0.071,0.0078235294117647,0.0050831024930747,0.003,0.001,-8.154,0.296,-0.339,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.004,-0.215,-0.291,51.227,10.23,9.918,10.006,10.035,1.694,0.07,3209713609,3390872576,3233083422,-129866531,344877118,2.0257321681147904e+16,7.983609874866586e+16,-0.248,-0.175,-0.263,11.633,2153,2341,1622.0,233037,657811,0.976,-0.34,73.206,58.577,64.671,65.858,18.976,35.11,30.23,90.021,308.186,228.465,-0.409,1.313,0.149,-0.316,-21.663,0.433,0.573,0.514,0.43,0.515,0.453,0.566,0.539,0.464,0.71,0.435,0.255,0.126,0.047,1.302,0.708,0.165,86821,1884454514,2417962391,0.094,0.164,0.165,167820,168620,24758,153234397,0.119,0.057,0.111,20.23,20.447,20.294,0.255,0.362,-0.543,-0.002,1.806,220379,0.049,246.12,-13.846,15.903,-0.331,-0.29,239.501,242.641,227.302,284.668
2015-05-03,0.024,3.400806352739908e+17,48464633471,47913736540,46407622180,47611682250,47607874652,1869799842,4147913898,8.740378622880645e+17,-0.13,-0.044,0.106,0.235,3.4295178991664294e+17,3.3504280793454304e+17,3.4124276615672326e+17,3.4248621230288896e+17,3.399658676804963e+17,3.392539143861576e+17,3.350884680973567e+17,3.4310108312995994e+17,3.366775644198173e+17,3.3796226163580186e+17,3.4284578593634496e+17,4.210437367451625e+16,3.8729565190041016e+16,3.7499480495241e+32,-0.174,0.038,0.211,49.995,11.083,2.433,2.423,2.424,2.657,2.456,2.467,2.818,2.499,2.465,2.408,2.589,0.382,0.036,0.074,-0.247,-0.901,207990442,2633343415587192.0,-0.06,0.047,0.039,0.071,0.0075882352941176,0.0051662049861495,0.003,0.001,-5.433,0.292,-0.336,0.023,0.023,0.023,0.024,0.023,0.023,0.023,0.004,-0.216,-0.29,55.976,10.242,9.931,10.01,10.042,1.689,0.069,3228510234,3394489431,3257649004,-105501870,325516917,1.8937002731442176e+16,7.866797056664986e+16,-0.203,-0.175,-0.261,10.609,2172,2338,1621.0,228903,657178,0.927,-0.339,73.902,58.315,64.681,66.181,18.928,34.765,29.582,89.568,302.148,218.774,-0.858,1.124,0.17,-0.315,40.977,0.429,0.572,0.513,0.43,0.504,0.451,0.537,0.529,0.463,0.712,0.435,0.255,0.127,0.047,0.98,0.691,0.168,89207,1989494254,2363997294,0.089,0.163,0.09,167430,165101,25016,156454065,0.076,0.054,0.111,20.243,20.441,20.294,0.255,0.397,-0.497,-0.002,1.981,220753,0.041,246.261,-14.069,12.706,-0.29,-0.289,240.104,241.37,224.221,280.98
2015-05-04,0.024,3.2524075649010554e+17,48495495084,47896295345,46434782089,47615980212,47629271520,1781934846,3991582283,7.93822948923015e+17,-0.11,-0.05,0.1,0.233,3.3830375008202976e+17,3.3477003877547475e+17,3.3946365672547686e+17,3.415834813723891e+17,3.402696215971047e+17,3.3738549333335066e+17,3.3487203487521926e+17,3.3424556641669094e+17,3.342270515587078e+17,3.3582866034691955e+17,3.4252215711897376e+17,4.255136978942626e+16,3.903168971892724e+16,3.8086820057865e+32,-0.187,0.032,0.209,48.875,9.177,2.44,2.416,2.412,2.655,2.436,2.461,2.808,2.429,2.451,2.404,2.583,0.362,0.033,0.074,-0.214,-0.897,207798038,2444696744537360.0,-0.034,0.047,0.039,0.071,0.0073529411764705,0.0052493074792243,0.003,0.001,-3.338,0.283,-0.332,0.023,0.023,0.023,0.024,0.024,0.023,0.023,0.004,-0.216,-0.289,56.514,10.303,9.93,10.038,10.071,1.697,0.071,3247338423,3396618279,3278466092,-104242979,191596307,1.7677268294094848e+16,7.821361646275174e+16,-0.156,-0.173,-0.26,6.0,2225,2334,1613.0,216622,650372,0.922,-0.339,73.934,57.912,64.679,66.424,18.038,33.616,28.214,81.344,282.501,199.005,-1.048,0.958,0.188,-0.314,75.68,0.431,0.574,0.516,0.431,0.502,0.451,0.523,0.526,0.464,0.71,0.435,0.255,0.126,0.047,0.709,0.671,0.171,87123,1897612736,2385332770,0.087,0.162,0.035,167294,164768,25005,156309576,0.045,0.052,0.11,20.257,20.436,20.294,0.253,0.414,-0.482,-0.003,2.066,220921,0.034,246.298,-12.585,3.274,-0.245,-0.288,235.564,241.467,226.123,280.317
2015-05-05,0.0236,3.384047084395307e+17,48450760424,47879979388,46461345076,47619965474,47649112705,1797801558,3823635179,8.080226103362847e+17,-0.093,-0.054,0.095,0.231,3.3457536673454214e+17,3.3259558434569184e+17,3.360517935763063e+17,3.407842409490983e+17,3.406107368551434e+17,3.3752138868084134e+17,3.349496760524569e+17,3.3429604559544115e+17,3.3513571897472166e+17,3.356874672421268e+17,3.424811700166094e+17,3.377979211164376e+16,3.826993939616666e+16,3.6614706534657e+32,-0.168,0.027,0.207,49.905,9.977,2.475,2.448,2.414,2.653,2.5,2.475,2.806,2.552,2.513,2.422,2.584,0.369,0.034,0.074,-0.159,-0.893,207850775,2135032245482152.0,-0.006,0.047,0.039,0.071,0.0071176470588235,0.0053324099722991,0.003,0.001,-2.465,0.268,-0.329,0.023,0.023,0.023,0.024,0.024,0.023,0.023,0.004,-0.215,-0.288,51.423,10.291,9.934,10.023,10.058,1.719,0.07,3260684098,3399581841,3289817995,-198908175,266720608,1.5270567151101952e+16,7.703422137949389e+16,-0.114,-0.17,-0.259,8.7,2267,2328,1607.0,182226,645903,0.898,-0.338,71.851,57.776,64.709,66.704,17.56,31.549,27.934,77.087,248.831,195.076,-1.05,0.819,0.204,-0.312,117.975,0.431,0.576,0.517,0.432,0.497,0.451,0.503,0.52,0.463,0.709,0.434,0.254,0.126,0.047,0.46,0.645,0.174,86850,1885749116,2311224338,0.084,0.161,0.02,168026,166420,25217,158979004,0.042,0.051,0.109,20.27,20.431,20.294,0.247,0.396,-0.494,-0.003,1.975,221235,0.035,246.412,-19.437,10.256,-0.203,-0.287,234.619,241.493,225.462,282.591
2015-05-06,0.0235,3.584477392503542e+17,48390660668,47864716074,46487324262,47623638036,47667398206,1781118500,3642466239,7.930957774494106e+17,-0.077,-0.057,0.09,0.229,3.406977347266633e+17,3.374979590264023e+17,3.3677564031468506e+17,3.412214099182368e+17,3.4117038132396096e+17,3.403115687567764e+17,3.3546611700186125e+17,3.462322318533469e+17,3.415987577008872e+17,3.3867359333199994e+17,3.428731920472734e+17,3.5204075998366616e+16,3.876422650326714e+16,3.7566631409915e+32,-0.042,0.023,0.205,51.444,16.349,2.536,2.453,2.424,2.65,2.536,2.486,2.802,2.615,2.556,2.437,2.584,0.378,0.036,0.073,-0.098,-0.889,207900205,2113288473378816.0,0.022,0.047,0.039,0.071,0.0068823529411764,0.0054155124653739,0.003,0.001,-1.963,0.248,-0.326,0.024,0.023,0.023,0.024,0.024,0.023,0.023,0.004,-0.213,-0.287,50.406,10.208,9.932,9.999,10.036,1.731,0.066,3263026181,3402668404,3297048613,-234251350,277790647,1.2321805934475264e+16,7.564460940439757e+16,-0.078,-0.167,-0.258,9.147,2294,2321,1597.0,175707,637438,0.869,-0.337,70.421,57.768,64.902,67.386,18.973,31.178,27.916,89.995,243.021,194.824,-0.785,0.73,0.222,-0.311,57.279,0.412,0.574,0.513,0.433,0.49,0.449,0.478,0.512,0.462,0.711,0.433,0.255,0.126,0.047,0.222,0.614,0.176,84720,1794365200,2219709408,0.078,0.16,0.025,168421,168358,25264,159563239,0.063,0.054,0.108,20.283,20.425,20.294,0.238,0.386,-0.515,-0.003,1.926,221770,0.048,246.547,-23.051,12.171,-0.166,-0.286,232.198,242.205,224.648,283.586
2015-05-07,0.0232,3.686861577427869e+17,48330560913,47850437490,46512732476,47626997899,47684128023,1756069456,3445990725,7.709449832958525e+17,-0.063,-0.058,0.085,0.227,3.551795351442238e+17,3.4566210452467206e+17,3.390072004869623e+17,3.4181808675237376e+17,3.413860065285053e+17,3.440948472882445e+17,3.3619622778737606e+17,3.6022644336140845e+17,3.493958073799833e+17,3.4292832898908026e+17,3.434779343861487e+17,3.886151356938708e+16,3.987002639013383e+16,3.9740475108749e+32,0.156,0.022,0.203,52.22,5.556,2.497,2.45,2.406,2.644,2.459,2.47,2.789,2.445,2.479,2.425,2.574,0.363,0.033,0.075,-0.074,-0.885,208999549,2173514111945224.0,0.053,0.047,0.039,0.071,0.0066470588235294,0.0054986149584487,0.003,0.001,-1.423,0.225,-0.323,0.024,0.023,0.023,0.023,0.024,0.023,0.023,0.004,-0.21,-0.286,47.796,10.233,9.955,10.004,10.042,1.71,0.062,3265842063,3406015815,3302686946,-167652668,301267057,1.0616003299172352e+16,7.397316667112448e+16,-0.048,-0.163,-0.257,10.029,2324,2324,1599.0,174179,639380,0.858,-0.336,68.504,57.689,65.098,68.035,19.158,31.342,27.692,91.754,245.577,191.711,-0.423,0.677,0.24,-0.309,23.942,0.405,0.571,0.514,0.435,0.488,0.449,0.462,0.508,0.463,0.71,0.432,0.256,0.126,0.047,0.028,0.581,0.178,84958,1804453119,2027032335,0.074,0.159,0.041,168720,169821,25337,160489125,0.094,0.058,0.108,20.294,20.419,20.293,0.228,0.332,-0.521,-0.003,1.655,222204,0.058,246.683,-20.86,12.262,-0.136,-0.285,240.039,236.365,225.153,282.593
2015-05-08,0.024,3.484007890298341e+17,48270461157,47837080104,46537582268,47630045061,47699302157,1722289439,3231417848,7.415702278771834e+17,-0.052,-0.059,0.08,0.226,3.585115620076583e+17,3.4697866352979904e+17,3.4264870481932614e+17,3.426905469499836e+17,3.413939574715139e+17,3.4466897285378976e+17,3.36464459902595e+17,3.5683707030421344e+17,3.5008047850627366e+17,3.441808074614633e+17,3.4363210543013395e+17,3.1436258615628816e+16,3.925782733969151e+16,3.8529425185826e+32,0.258,0.022,0.201,50.564,0.206,2.5,2.462,2.412,2.644,2.493,2.478,2.785,2.482,2.504,2.437,2.573,0.369,0.034,0.075,-0.041,-0.88,210134716,2178377061895368.0,0.081,0.048,0.039,0.071,0.0064117647058823,0.0055817174515235,0.003,0.001,0.133,0.202,-0.32,0.024,0.024,0.023,0.024,0.024,0.023,0.023,0.004,-0.207,-0.285,55.781,10.169,9.961,9.995,10.034,1.655,0.057,3278196985,3409680793,3320860912,-28272115,329847997,1.0271031477950464e+16,7.272248936150835e+16,-0.016,-0.158,-0.255,10.736,2337,2333,1593.0,171776,634173,0.821,-0.335,66.579,57.88,65.087,68.055,19.158,31.219,27.642,91.757,243.652,191.021,-0.28,0.612,0.255,-0.308,13.709,0.415,0.567,0.512,0.436,0.485,0.449,0.445,0.503,0.463,0.711,0.431,0.256,0.126,0.046,-0.133,0.547,0.18,81972,1679841091,1888565215,0.071,0.158,0.058,171200,174130,25432,161693105,0.16,0.067,0.108,20.304,20.414,20.294,0.227,0.303,-0.46,-0.004,1.503,223210,0.1,246.841,-8.427,14.176,-0.104,-0.284,242.641,237.222,224.866,279.109
2015-05-09,0.0243,3.180196804902035e+17,48210361401,47824584486,46561885911,47632779523,47712920607,1679251632,2994860262,7.049715111923548e+17,-0.042,-0.058,0.075,0.224,3.450355424209414e+17,3.4246863810240045e+17,3.4032484062919994e+17,3.4191628179442445e+17,3.4168976537657024e+17,3.4111573387197824e+17,3.3605908013528966e+17,3.365911295454858e+17,3.428407327463747e+17,3.4089693755091366e+17,3.4311838505691834e+17,3.349766754132593e+16,4.024493776405897e+16,4.0491375390824e+32,0.159,0.019,0.199,48.196,9.136,2.5,2.444,2.415,2.643,2.488,2.477,2.778,2.472,2.497,2.441,2.569,0.37,0.034,0.075,-0.016,-0.876,210848849,2170913791721216.0,0.101,0.033,0.039,0.071,0.0061764705882352,0.0056648199445983,0.0030451977401129,0.001,0.208,0.177,-0.317,0.024,0.024,0.023,0.024,0.024,0.024,0.023,0.004,-0.202,-0.284,58.073,10.18,9.964,10.02,10.061,1.677,0.056,3294548022,3413535696,3339324518,40487470,346941268,1.0710918239680512e+16,7.142412065920205e+16,0.016,-0.153,-0.254,11.302,2352,2339,1587.0,163191,630023,0.753,-0.333,65.171,58.001,64.773,67.169,14.179,31.055,27.422,50.264,241.11,187.989,-0.568,0.492,0.26,-0.306,5.252,0.42,0.426,0.507,0.437,0.48,0.448,0.424,0.497,0.463,0.711,0.431,0.003,0.126,0.046,-0.278,0.511,0.182,80925,1637217185,1890326289,0.067,0.157,0.043,169177,170513,25828,166771704,0.163,0.07,0.107,20.317,20.409,20.296,0.222,0.41,-0.435,-0.004,2.042,222580,0.107,247.038,-0.953,17.74,-0.069,-0.283,241.37,236.928,226.036,278.091
