Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-hashrate_raw,difficulty-btc--sma7,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--ema7,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma7,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--std3,difficulty-btc--std30,difficulty-btc--std90,difficulty-btc--mom90,difficulty-btc--var30,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,difficulty-btc--rsi30,difficulty-btc--roc30,hashrate-btc--sma3,hashrate-btc--sma7,hashrate-btc--ema3,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std14,hashrate-btc--std90,hashrate-btc--trx7,hashrate-btc--trx14,hashrate-btc--trx30,hashrate-btc--trx90,mining_profitability-btc--sma7,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema3,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma14,mining_profitability-btc--wma30,mining_profitability-btc--wma90,mining_profitability-btc--std90,mining_profitability-btc--mom90,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma30,sentinusd-btc--ema30,sentinusd-btc--ema90,sentinusd-btc--wma30,sentinusd-btc--var30,sentinusd-btc--var90,sentinusd-btc--trx30,sentinusd-btc--trx90,transactionfees-btc--sma14,transactionfees-btc--ema90,transactionfees-btc--wma90,transactionfees-btc--std30,transactionfees-btc--std90,transactionfees-btc--var30,transactionfees-btc--trx30,transactionfees-btc--trx90,median_transaction_fee-btc--sma3,median_transaction_fee-btc--ema3,median_transaction_fee-btc--wma3,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx30,median_transaction_fee-btc--trx90,median_transaction_fee-btc--rsi90,confirmationtime-btc--trx7,confirmationtime-btc--trx14,confirmationtime-btc--trx30,marketcap-btc--sma7,marketcap-btc--sma14,marketcap-btc--sma90,marketcap-btc--ema3,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma30,marketcap-btc--wma90,marketcap-btc--mom90,marketcap-btc--trx14,marketcap-btc--trx30,marketcap-btc--trx90,marketcap-btc--roc90,transactionvalue-btc--sma7,transactionvalue-btc--sma14,transactionvalue-btc--sma30,transactionvalue-btc--ema30,transactionvalue-btc--wma30,transactionvalue-btc--wma90,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--wma90,mediantransactionvalue-btc--var14,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--std90,fee_to_reward-btc--var90,fee_to_reward-btc--trx7,fee_to_reward-btc--trx30,size-btc--sma30,size-btc--sma90,size-btc--std14,size-btc--std90,size-btc--var90,size-btc--trx90,transactions-btc--sma30,transactions-btc--wma90,sentbyaddress-btc--sma30,sentbyaddress-btc--sma90,sentbyaddress-btc--ema30,sentbyaddress-btc--wma90,sentbyaddress-btc--std14,sentbyaddress-btc--trx14,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--sma14,top100cap-btc--ema7,top100cap-btc--wma7,top100cap-btc--wma90,top100cap-btc--std90,top100cap-btc--mom90,top100cap-btc--var3,top100cap-btc--var14,top100cap-btc--var90,activeaddresses-btc--sma14,activeaddresses-btc--sma30,activeaddresses-btc--ema30,activeaddresses-btc--ema90,activeaddresses-btc--std30,activeaddresses-btc--std90,activeaddresses-btc--var90,activeaddresses-btc--trx14,activeaddresses-btc--trx30,price-btc--sma3,price-btc--sma7,price-btc--sma14,price-btc--ema3,price-btc--ema7,price-btc--ema14,price-btc--ema90,price-btc--wma3,price-btc--wma7,price-btc--mom30,price-btc--var14,price-btc--trx14,price-btc--trx30,price-btc--trx90,price-btc--rsi30,price-btc--rsi90,price-btc--roc90,bitcoin-price_raw_7d
2015/05/23,3416143231.0,240.003,0.024,48807487245.0,3.253386903620104e+17,48724824267.0,47885065742.0,48793872139.0,48626349725.0,48356588717.0,48123830640.0,47007633055.0,48786821500.0,48452976529.0,48082975375.0,47965868602.0,28449293.222222224,947387544.0,1864647021.0,4337309955.0,2.2438578961855283e+17,0.036,0.039,0.198,71.378,2.514,3.486972556581918e+17,3.497512702177976e+17,3.385256612008383e+17,3.475331026489781e+17,3.466922953397277e+17,3.4040779906693024e+17,3.449107149916781e+17,3.497962002055102e+17,4.269238528072309e+16,4.0278348414397864e+16,-0.033,0.114,0.039,0.175,2.399,2.462,2.461,2.61,2.244,2.41,2.451,2.691,2.405,2.454,2.516,0.553,-0.72,0.029,0.076,-0.163,-0.814,223839350.0,215249340.0,216669076.0,217252744.0,1413019856065672.0,4982996109522304.0,0.1,-0.105,0.035,0.039,0.039,0.071,0.042,0.001,-0.117,-0.284,0.024,0.024,0.024,0.004,-0.117,-0.265,45.873,0.548,-0.032,0.004,3345489578.0,3366477196.0,3439627793.0,3380605156.0,3361471854.0,3354260320.0,3341250556.0,3427853984.0,3385040271.0,3355513336.0,3352613486.0,3366687764.0,173385151.0,0.091,-0.065,-0.233,5.347,2430.0,2396.0,2467.0,2413.0,2438.0,2351.0,82.502,74.315,76.16,69.622,77.806,67.232,473.867,1.026,0.52,-0.265,0.429,0.046,-0.132,0.02,392631.0,394484.0,76343.0,84186.0,1771841247.0,0.137,102765.0,102710.0,167292.0,164767.0,165778.0,165522.0,25068.0,-0.044,0.055,0.099,20.601,20.635,20.645,20.362,0.581,-0.231,0.001,0.003,0.084,223430.0,225365.0,223081.0,220860.0,29126.0,31406.0,246578654.0,-0.05,0.053,237.361,235.891,237.735,237.893,236.887,236.712,246.263,238.184,236.372,5.647,8.787,0.051,-0.117,-0.265,50.109,45.904,-0.497,234.263
2015/05/24,3421087082.0,239.853,0.024,48807487245.0,3.032958407985736e+17,48807487245.0,47924963166.0,48800679692.0,48671634105.0,48416708521.0,48167937518.0,47047190290.0,48807487245.0,48536093343.0,48142486440.0,47990284130.0,56896538.44444445,997284985.0,1866546575.0,2123110928.0,2.4864433529081037e+17,0.047,0.039,0.196,71.378,2.514,3.2477072595457824e+17,3.390189587640387e+17,3.209107509997059e+17,3.4163480106892416e+17,3.4389252407900806e+17,3.1770709163712096e+17,3.332968576368719e+17,3.434954099962258e+17,4.4339677043606024e+16,4.118410187344983e+16,-0.3,0.066,0.035,0.173,2.43,2.489,2.477,2.615,2.57,2.475,2.48,2.696,2.463,2.482,2.523,0.555,0.43,0.035,0.077,-0.157,-0.81,219870607.0,210397953.0,214985202.0,211847163.0,1589795535160296.0,5025588858824720.0,0.083,-0.105,0.035,0.039,0.038,0.071,0.042,0.001,-0.133,-0.282,0.024,0.024,0.024,0.004,-0.112,-0.264,45.858,0.656,0.02,0.008,3355382663.0,3367234717.0,3442263676.0,3400846119.0,3376375661.0,3363170555.0,3346401300.0,3427705261.0,3409651153.0,3374412712.0,3358981920.0,3366280276.0,237229446.0,0.092,-0.06,-0.232,7.451,2449.0,2343.0,2436.0,2377.0,2399.0,2339.0,80.635,72.896,74.404,69.168,76.169,66.922,546.84,0.968,0.533,-0.261,0.43,0.046,-0.138,-0.006,389482.0,394419.0,73923.0,84164.0,1770897895.0,0.135,102273.0,102535.0,167149.0,164688.0,165537.0,165463.0,23106.0,-0.073,0.049,0.098,20.611,20.634,20.644,20.368,0.573,-0.25,0.001,0.002,0.082,224749.0,226556.0,225754.0,221819.0,32334.0,32641.0,266361099.0,-0.036,0.052,238.957,236.325,237.627,238.873,237.628,237.131,246.122,239.43,237.363,8.252,8.152,0.051,-0.112,-0.263,50.026,45.889,1.582,232.298
2015/05/25,3395996535.0,238.622,0.0239,48807487245.0,3.636941620300477e+17,48807487245.0,47964860591.0,48804083468.0,48705597390.0,48468812350.0,48209198791.0,47085878135.0,48807487245.0,48608123593.0,48199423477.0,48014181194.0,85343783.66666667,1038690083.0,1867252466.0,2123110928.0,2.6971927202050867e+17,0.056,0.039,0.194,71.378,2.514,3.3077623106354374e+17,3.408479600536924e+17,3.423024565148768e+17,3.44576049197074e+17,3.451700491081074e+17,3.371688096748554e+17,3.3946565845337395e+17,3.4530176955504045e+17,4.468152389203165e+16,4.079074602627148e+16,-0.304,0.044,0.033,0.172,2.414,2.455,2.464,2.613,2.447,2.455,2.469,2.688,2.441,2.472,2.516,0.558,-0.157,0.034,0.078,-0.153,-0.805,219623264.0,208420714.0,214210819.0,209258785.0,1607745732682936.0,4994040156675368.0,0.065,-0.104,0.035,0.039,0.038,0.004,0.042,0.0010236686390532545,-0.147,-0.28,0.024,0.024,0.024,0.004,-0.106,-0.262,45.736,0.63,0.057,0.012,3364094699.0,3366077206.0,3444386648.0,3398421327.0,3381280879.0,3367547352.0,3349600992.0,3427008366.0,3407717833.0,3384566180.0,3363318901.0,3365263416.0,191067433.0,0.093,-0.055,-0.23,5.962,2432.0,2310.0,2435.0,2361.0,2379.0,2332.0,78.288,72.94,74.238,69.227,76.1,67.115,505.57,0.884,0.54,-0.256,0.43,0.046,-0.022,-0.027,392718.0,394310.0,77084.0,83975.0,1762949446.0,0.134,102528.0,102627.0,167075.0,164748.0,165837.0,165583.0,21943.0,-0.085,0.044,0.098,20.617,20.632,20.641,20.374,0.566,-0.238,0.001,0.001,0.08,223968.0,225806.0,225341.0,221765.0,31921.0,32388.0,262251512.0,-0.032,0.05,239.493,236.685,237.423,238.747,237.877,237.329,245.957,239.263,237.937,10.202,7.128,0.052,-0.106,-0.262,49.33,45.766,0.233,227.302
2015/05/26,3383513426.0,237.372,0.0237,48807487245.0,3.32258476056569e+17,48807487245.0,48004758015.0,48805785356.0,48731069853.0,48513969003.0,48247798046.0,47123715698.0,48807487245.0,48669067278.0,48253786487.0,48037559793.0,113791028.8888889,1072586779.0,1866766047.0,2123110928.0,2.8761059980659917e+17,0.063,0.04,0.193,71.378,2.514,3.330828262950633e+17,3.396086035184275e+17,3.372804662857229e+17,3.4293370611167334e+17,3.443370443951049e+17,3.379099321713679e+17,3.373182874540929e+17,3.427222184990696e+17,4.2661075886498184e+16,4.085781959007898e+16,-0.332,0.018,0.031,0.17,2.465,2.469,2.477,2.611,2.516,2.472,2.477,2.685,2.459,2.48,2.516,0.556,-0.202,0.031,0.077,-0.148,-0.8,219034792.0,207940431.0,213919951.0,208055757.0,1618956850211992.0,4973605674898352.0,0.048,-0.104,0.035,0.039,0.038,0.004,0.042,0.001047337278106509,-0.157,-0.278,0.024,0.024,0.024,0.004,-0.101,-0.261,45.612,0.509,0.078,0.014,3375447275.0,3364072355.0,3446372158.0,3390967377.0,3381839016.0,3369676162.0,3351788891.0,3426052433.0,3393936739.0,3389420861.0,3366402700.0,3363925543.0,178695942.0,0.093,-0.05,-0.228,5.576,2381.0,2305.0,2424.0,2353.0,2366.0,2328.0,76.728,73.362,74.561,69.447,76.507,67.47,466.087,0.811,0.546,-0.252,0.429,0.046,0.357,-0.043,394065.0,395013.0,78612.0,83730.0,1752691203.0,0.132,103041.0,102769.0,167755.0,164908.0,166602.0,165868.0,20433.0,-0.074,0.042,0.097,20.625,20.633,20.639,20.38,0.558,-0.255,0.001,0.001,0.078,223913.0,225620.0,225942.0,222049.0,31647.0,32051.0,256814902.0,-0.019,0.049,238.616,237.312,237.129,238.06,237.751,237.335,245.769,238.202,238.109,18.573,5.858,0.051,-0.101,-0.26,48.62,45.64,0.154,224.221
2015/05/27,3391704866.0,237.443,0.0237,48807487245.0,3.4291845292616045e+17,48807487245.0,48044655439.0,48806636301.0,48750174201.0,48553104769.0,48283907026.0,47160721666.0,48807487245.0,48718924400.0,48305575470.0,48060419929.0,142238274.1111111,1099669621.0,1865086387.0,2123110928.0,3.0231831864960614e+17,0.069,0.041,0.191,71.378,2.514,3.462903636709256e+17,3.411798141122746e+17,3.400994596059416e+17,3.429316723536049e+17,3.442455223648504e+17,3.428277454869162e+17,3.3814574980602605e+17,3.4202208218499206e+17,4.15522788775781e+16,4.078412720042869e+16,-0.312,-0.002,0.028,0.168,2.442,2.448,2.48,2.609,2.458,2.462,2.472,2.679,2.449,2.475,2.511,0.558,-0.094,0.031,0.078,-0.143,-0.796,218386707.0,209955994.0,214475153.0,209355555.0,1579822655914016.0,4964353034268216.0,0.037,-0.103,0.035,0.039,0.038,0.004,0.042,0.0010710059171597634,-0.166,-0.277,0.024,0.024,0.024,0.004,-0.096,-0.259,45.62,0.427,0.097,0.018,3386842552.0,3362327494.0,3448548940.0,3391336121.0,3384305479.0,3372613323.0,3354364116.0,3425297542.0,3389689664.0,3393485259.0,3369312689.0,3362724064.0,195910417.0,0.093,-0.045,-0.227,6.13,2403.0,2311.0,2421.0,2366.0,2374.0,2330.0,76.845,73.604,74.846,69.656,76.869,67.814,466.408,0.745,0.55,-0.248,0.429,0.046,0.639,-0.055,394113.0,395834.0,80844.0,83944.0,1761664362.0,0.131,102851.0,102904.0,167814.0,165073.0,167226.0,166118.0,21142.0,-0.051,0.041,0.096,20.63,20.63,20.634,20.386,0.549,-0.263,0.001,0.001,0.075,224629.0,226068.0,225968.0,222143.0,31291.0,31511.0,248239335.0,-0.009,0.049,237.812,237.911,236.789,237.752,237.674,237.35,245.586,237.616,238.142,16.424,3.909,0.05,-0.096,-0.259,48.664,45.649,0.623,226.123
2015/05/28,3388941638.0,237.222,0.0237,48807487245.0,3.2822909723189664e+17,48807487245.0,48084552864.0,48807061773.0,48764502462.0,48587022432.0,48317686395.0,47196914316.0,48807487245.0,48757694957.0,48354790425.0,48082761600.0,170685519.33333334,1120432824.0,1862210254.0,2123110928.0,3.1384242854926746e+17,0.074,0.041,0.189,71.378,2.514,3.344686754048752e+17,3.3448748087262925e+17,3.341642784189192e+17,3.4097132900404384e+17,3.432122046143373e+17,3.3379711226740154e+17,3.349080705859313e+17,3.395827992103371e+17,4.1670925561394936e+16,4.082742912680427e+16,-0.337,-0.027,0.025,0.166,2.436,2.439,2.478,2.606,2.427,2.454,2.467,2.673,2.443,2.47,2.506,0.559,-0.276,0.031,0.078,-0.139,-0.791,216508949.0,209807698.0,214325313.0,208663342.0,1510811447791464.0,4756227763250928.0,0.026,-0.103,0.035,0.039,0.038,0.004,0.042,0.0010946745562130178,-0.175,-0.275,0.024,0.024,0.024,0.004,-0.091,-0.258,45.598,0.442,0.125,0.022,3394249427.0,3365201023.0,3448334165.0,3390138880.0,3385464519.0,3374790431.0,3356594923.0,3424498511.0,3388958012.0,3394010030.0,3371538811.0,3361414013.0,-19329785.0,0.093,-0.04,-0.225,-0.567,2383.0,2292.0,2405.0,2354.0,2358.0,2325.0,77.548,73.908,75.087,69.853,77.191,68.143,461.453,0.684,0.552,-0.244,0.429,0.046,0.928,-0.062,396340.0,396693.0,80861.0,84674.0,1792432910.0,0.13,102778.0,103101.0,167964.0,165187.0,167761.0,166347.0,21752.0,-0.022,0.042,0.096,20.63,20.626,20.628,20.392,0.54,-0.278,0.001,0.001,0.073,225779.0,225966.0,225869.0,222193.0,31292.0,31433.0,247002910.0,-0.004,0.048,237.346,238.219,236.85,237.487,237.561,237.333,245.402,237.321,237.97,11.646,3.906,0.048,-0.091,-0.257,48.532,45.626,-5.243,225.462
2015/05/29,3379588127.0,236.889,0.0237,48807487245.0,3.6761008097787456e+17,48807487245.0,48124450288.0,48807274509.0,48775248658.0,48616417740.0,48349286450.0,47232311524.0,48807487245.0,48785378950.0,48401431353.0,48104584807.0,199132764.55555558,1135223202.0,1858132095.0,2123110928.0,3.2218292950584525e+17,0.077,0.042,0.188,71.378,2.514,3.46252543711977e+17,3.376206857690183e+17,3.5088717969839686e+17,3.445231626005546e+17,3.447862611539203e+17,3.5036781505390106e+17,3.431887206122425e+17,3.4271029270338304e+17,4.11418243576825e+16,4.111355312406062e+16,-0.194,-0.027,0.024,0.165,2.453,2.448,2.487,2.605,2.46,2.459,2.469,2.669,2.45,2.471,2.504,0.56,-0.162,0.028,0.078,-0.135,-0.786,215423519.0,210972104.0,214622690.0,209395409.0,1449655696415176.0,4687300467991480.0,0.019,-0.102,0.035,0.039,0.038,0.004,0.042,0.0011183431952662723,-0.183,-0.273,0.024,0.024,0.024,0.004,-0.087,-0.256,45.564,0.247,0.12,0.024,3396710701.0,3366612469.0,3447784989.0,3384863503.0,3383995421.0,3375430124.0,3358078356.0,3423511469.0,3384725420.0,3390344705.0,3372772565.0,3359903111.0,-49425809.0,0.091,-0.035,-0.223,-1.441,2245.0,2289.0,2392.0,2336.0,2338.0,2317.0,76.895,73.453,73.626,69.47,75.806,67.895,487.857,0.543,0.542,-0.24,0.429,0.046,1.049,-0.067,393914.0,396472.0,79775.0,84303.0,1776764695.0,0.129,103004.0,103582.0,168150.0,165263.0,168804.0,166759.0,23594.0,0.022,0.045,0.095,20.628,20.621,20.62,20.397,0.531,-0.272,0.001,0.001,0.07,229032.0,227268.0,228189.0,223064.0,33802.0,31671.0,250769167.0,0.038,0.051,237.185,238.201,236.826,237.188,237.393,237.273,245.215,237.093,237.637,11.784,3.895,0.046,-0.087,-0.256,48.327,45.592,-6.26,224.648
2015/05/30,3343346110.0,234.263,0.0234,48807487245.0,3.1687721777189203e+17,48807487245.0,48164347713.0,48807380877.0,48783308304.0,48641893674.0,48378847792.0,47266930770.0,48807487245.0,48801976380.0,48445498253.0,48125889550.0,227580009.7777778,1144272383.0,1852843972.0,2123110928.0,3.273398215190774e+17,0.079,0.043,0.186,71.378,2.514,3.375721319938875e+17,3.3641190397042995e+17,3.3388219873514445e+17,3.408370366233996e+17,3.4298567770991846e+17,3.3568015208385837e+17,3.380028536129608e+17,3.391025068141145e+17,4.282238354738891e+16,4.150659744411734e+16,-0.228,-0.045,0.02,0.163,2.517,2.458,2.488,2.604,2.493,2.468,2.472,2.666,2.46,2.473,2.502,0.56,-0.07,0.029,0.078,-0.13,-0.782,213484778.0,209473569.0,214031968.0,207609686.0,1440459154926552.0,4617520359671048.0,0.01,-0.102,0.035,0.038,0.038,0.004,0.042,0.0011420118343195267,-0.193,-0.272,0.024,0.024,0.024,0.004,-0.083,-0.255,45.294,0.182,0.123,0.026,3386311112.0,3365900345.0,3446974352.0,3364104807.0,3373833093.0,3371152256.0,3357127888.0,3421749593.0,3363026037.0,3377003558.0,3371288262.0,3357607752.0,-72957405.0,0.086,-0.031,-0.222,-2.136,2101.0,2266.0,2364.0,2294.0,2291.0,2301.0,75.587,71.964,70.716,68.57,72.907,67.119,588.766,0.28,0.512,-0.236,0.429,0.046,1.2,-0.068,395300.0,397420.0,88273.0,86100.0,1853316792.0,0.129,103498.0,104138.0,169042.0,165692.0,170653.0,167467.0,28129.0,0.093,0.052,0.095,20.628,20.615,20.613,20.403,0.522,-0.27,0.001,0.001,0.068,232354.0,229748.0,232015.0,224480.0,39683.0,34191.0,292252546.0,0.127,0.06,236.125,237.381,236.636,235.726,236.611,236.872,244.974,235.632,236.653,2.701,4.328,0.04,-0.083,-0.254,46.721,45.319,-6.846,225.153
2015/05/31,3308736481.0,232.298,0.0232,48535929332.0,3.506746101877756e+17,48768693257.0,48195193207.0,48671655105.0,48721463561.0,48627765095.0,48388982085.0,47294820848.0,48739597767.0,48771279523.0,48469471261.0,48140707523.0,256027255.0,1132728174.0,1841177791.0,1851553016.0,3.207682793115484e+17,0.078,0.043,0.185,62.745,1.944,3.450539696458472e+17,3.431802995974588e+17,3.4227840446146003e+17,3.421487130986497e+17,3.434817378697802e+17,3.4223139118080224e+17,3.41568530167297e+17,3.401149098932694e+17,3.844053439799981e+16,4.145891449923789e+16,-0.175,-0.051,0.018,0.161,2.457,2.443,2.485,2.597,2.485,2.469,2.473,2.662,2.463,2.473,2.499,0.549,-0.652,0.028,0.075,-0.125,-0.777,210907681.0,207549772.0,213276423.0,205427101.0,1408941656391944.0,3888951151425480.0,-0.001,-0.102,0.039,0.04,0.039,0.021,0.043,0.0011656804733727812,-0.163,-0.269,0.023,0.023,0.023,0.004,-0.079,-0.253,45.092,0.047,0.111,0.027,3370261026.0,3362821845.0,3444021398.0,3336420644.0,3357558940.0,3362830152.0,3354005862.0,3419265789.0,3332081632.0,3357609900.0,3367494475.0,3354569557.0,-265765827.0,0.076,-0.028,-0.22,-7.435,2155.0,2302.0,2342.0,2290.0,2283.0,2297.0,77.796,72.465,71.259,68.802,73.369,67.46,531.225,0.114,0.488,-0.233,0.447,0.05,3.339,-0.033,396670.0,397100.0,72074.0,86148.0,1855376964.0,0.128,103472.0,104046.0,169848.0,165660.0,170935.0,167672.0,23840.0,0.145,0.058,0.095,20.629,20.617,20.614,20.409,0.511,-0.307,0.001,0.001,0.065,234634.0,232229.0,234235.0,225402.0,39240.0,34979.0,305876728.0,0.221,0.073,234.483,236.301,236.313,234.012,235.532,236.262,244.695,233.718,235.382,-2.777,5.566,0.03,-0.079,-0.253,45.549,45.114,-11.501,224.866
2015/06/01,3248200255.0,227.302,0.0227,47589591154.0,3.4431677665650816e+17,48594708101.0,48194494095.0,48130623129.0,48438495460.0,48489341903.0,48337408476.0,47301299317.0,48444822241.0,48611479643.0,48430400160.0,48134274705.0,1044045665.0,1134195565.0,1824708602.0,905214837.0,3.2159989514502144e+17,0.071,0.043,0.183,43.693,-0.044,3.372895348720584e+17,3.404121016869531e+17,3.4329759055898406e+17,3.4243778823969754e+17,3.435356113398917e+17,3.4186279468613254e+17,3.418526494320592e+17,3.4054386289003725e+17,3.810980443747535e+16,4.107876530480572e+16,-0.12,-0.054,0.015,0.159,2.439,2.426,2.475,2.588,2.339,2.432,2.455,2.651,2.429,2.454,2.49,0.551,-0.753,0.031,0.076,-0.123,-0.772,213564083.0,210531803.0,214166420.0,208192493.0,1417916798655728.0,3867093966455808.0,-0.006,-0.101,0.039,0.04,0.039,0.021,0.043,0.0011893491124260356,-0.136,-0.266,0.023,0.023,0.023,0.004,-0.077,-0.252,44.58,0.083,0.116,0.03,3349147272.0,3356620986.0,3438667945.0,3292310450.0,3330219269.0,3347546166.0,3347179694.0,3415506107.0,3284236640.0,3327094707.0,3359844547.0,3350265795.0,-481810782.0,0.059,-0.026,-0.218,-12.917,2245.0,2339.0,2365.0,2320.0,2310.0,2306.0,80.924,74.726,73.798,69.721,75.83,68.49,589.787,0.118,0.48,-0.229,0.449,0.05,4.339,0.007,401993.0,398486.0,89895.0,90592.0,2051744947.0,0.128,104593.0,104614.0,171167.0,165980.0,173598.0,168695.0,30863.0,0.234,0.071,0.095,20.631,20.625,20.622,20.416,0.501,-0.238,0.001,0.001,0.063,238431.0,233061.0,236599.0,226402.0,41366.0,36318.0,329746023.0,0.317,0.087,231.288,234.684,235.685,230.657,233.475,235.068,244.313,230.128,233.132,-7.082,10.967,0.013,-0.077,-0.251,42.731,44.597,-17.454,226.036
2015/06/02,3220297204.0,224.221,0.0224,47589591154.0,3.291543848554592e+17,48420722945.0,48193515548.0,47860107141.0,48226269383.0,48369375137.0,48289162197.0,47307635401.0,48193543004.0,48463278774.0,48391374164.0,48127620833.0,892216191.0,1136228959.0,1807865594.0,905214837.0,3.227540618157752e+17,0.06,0.042,0.181,43.693,-0.062,3.413819238999141e+17,3.3996866008679456e+17,3.362259877072216e+17,3.406666677884657e+17,3.4260779027637997e+17,3.3779521967783277e+17,3.390382202241855e+17,3.390137767547221e+17,3.8563257560274136e+16,4.105851673460877e+16,-0.139,-0.064,0.012,0.157,2.436,2.45,2.478,2.586,2.453,2.45,2.462,2.649,2.448,2.46,2.49,0.55,-0.159,0.031,0.076,-0.12,-0.768,215834268.0,212055863.0,214605723.0,209520922.0,1351640050521336.0,3871406911515184.0,-0.006,-0.101,0.039,0.039,0.039,0.021,0.043,0.00121301775147929,-0.116,-0.263,0.023,0.023,0.023,0.004,-0.076,-0.25,44.266,-0.015,0.102,0.031,3325830669.0,3350638972.0,3432052473.0,3256303827.0,3302738752.0,3330579638.0,3338993727.0,3411215801.0,3244338100.0,3294882190.0,3350526270.0,3345466438.0,-595392476.0,0.037,-0.025,-0.217,-15.604,2285.0,2333.0,2371.0,2333.0,2320.0,2309.0,80.183,76.096,75.891,70.524,77.864,69.417,544.045,0.218,0.484,-0.224,0.449,0.05,4.053,0.042,406094.0,399232.0,91791.0,91781.0,2105949026.0,0.127,106046.0,105166.0,173464.0,166486.0,175969.0,169670.0,35679.0,0.34,0.087,0.095,20.631,20.625,20.623,20.422,0.485,-0.383,0.001,0.001,0.059,241698.0,234638.0,238820.0,227382.0,43380.0,37502.0,351606321.0,0.409,0.104,227.94,232.806,235.059,227.439,231.161,233.621,243.872,226.594,230.516,-15.28,19.44,-0.01,-0.076,-0.25,41.108,44.281,-19.615,229.474
2015/06/03,3238445942.0,226.123,0.0226,47589591154.0,3.546233453741335e+17,48246737790.0,48191721986.0,47724849147.0,48067099826.0,48265403939.0,48244028582.0,47313832231.0,47985760056.0,48326676915.0,48352411300.0,48120745907.0,938424361.75,1139860853.0,1790638219.0,905214837.0,3.2482069085526426e+17,0.047,0.041,0.18,43.693,-0.113,3.426981689620334e+17,3.416407875793622e+17,3.4542466654067757e+17,3.4252755813322144e+17,3.4338298737946086e+17,3.444159304149423e+17,3.4270189154602e+17,3.4099173856425837e+17,3.901015471167409e+16,4.00627495868496e+16,-0.069,-0.061,0.011,0.156,2.418,2.43,2.475,2.579,2.364,2.427,2.45,2.641,2.425,2.447,2.483,0.547,-0.714,0.032,0.075,-0.119,-0.763,215194264.0,214312741.0,215318509.0,211534032.0,1299001972699032.0,3865546800583424.0,-0.003,-0.1,0.039,0.039,0.039,0.021,0.043,0.0012366863905325443,-0.104,-0.261,0.023,0.023,0.023,0.004,-0.076,-0.249,44.51,-0.072,0.089,0.031,3303936537.0,3345389544.0,3426823517.0,3247374884.0,3286665550.0,3318295145.0,3332506773.0,3407418661.0,3234022082.0,3273036009.0,3342752338.0,3341211350.0,-470606017.0,0.012,-0.025,-0.215,-12.688,2279.0,2341.0,2358.0,2344.0,2329.0,2312.0,78.774,76.805,76.532,70.86,78.491,69.887,498.37,0.309,0.49,-0.22,0.449,0.05,3.317,0.073,407229.0,399176.0,91931.0,91598.0,2097528613.0,0.127,106832.0,105697.0,174823.0,166812.0,177887.0,170532.0,38382.0,0.444,0.106,0.095,20.626,20.614,20.613,20.428,0.472,-0.324,0.001,0.001,0.056,243432.0,235598.0,239673.0,227924.0,43603.0,37882.0,358765721.0,0.472,0.12,225.882,231.188,234.549,226.781,229.902,232.622,243.482,225.685,228.846,-13.981,24.652,-0.036,-0.076,-0.248,42.502,44.527,-16.405,229.253
