Date,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,difficulty-btc--rsi30,difficulty-btc--rsi90,hashrate-btc--trx90,mining_profitability-btc--trx7,mining_profitability-btc--trx90,transactionfees-btc--trx14,confirmationtime-btc--trx90,marketcap-btc--trx14,transactionvalue-btc--trx30,transactionvalue-btc--roc90,fee_to_reward-btc--trx30,size-btc--trx30,transactions-btc--std14,transactions-btc--var30,transactions-btc--trx14,transactions-btc--trx30,transactions-btc--trx90,sentbyaddress-btc--trx7,sentbyaddress-btc--trx90,top100cap-btc--sma14,top100cap-btc--sma90,top100cap-btc--ema14,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma14,top100cap-btc--wma90,top100cap-btc--std14,top100cap-btc--trx14,activeaddresses-btc--trx7,activeaddresses-btc--trx90,price-btc--trx30,price-btc--rsi90,bitcoin-price_raw_7d
2015/07/07,0.076,0.056,0.131,65.193,70.826,0.118,0.666,-0.593,0.697,0.017,0.373,0.193,-10.634,0.395,0.346,53150.0,431557082.0,0.681,0.307,0.155,1.128,0.125,20.82,20.552,20.806,20.759,20.631,20.816,20.663,0.049,0.033,0.806,0.124,0.095,50.49,290.261
2015/07/08,0.07,0.056,0.13,65.193,70.826,0.117,0.756,-0.587,0.928,0.016,0.39,0.165,-7.985,0.474,0.375,63474.0,614473124.0,0.929,0.349,0.158,1.432,0.127,20.822,20.56,20.811,20.764,20.636,20.819,20.67,0.051,0.032,0.888,0.125,0.107,50.611,290.258
2015/07/09,0.064,0.056,0.128,65.193,70.826,0.116,0.615,-0.581,1.122,0.016,0.406,0.134,-13.035,0.57,0.413,67531.0,744573319.0,1.183,0.398,0.162,1.51,0.129,20.82,20.568,20.812,20.768,20.64,20.818,20.675,0.05,0.03,0.916,0.126,0.12,50.802,282.262
2015/07/10,0.058,0.056,0.127,65.193,70.826,0.116,0.758,-0.576,1.264,0.015,0.431,0.108,82.081,0.665,0.452,70537.0,874684977.0,1.424,0.453,0.166,1.451,0.131,20.822,20.577,20.817,20.773,20.645,20.822,20.681,0.052,0.029,0.939,0.127,0.134,52.287,277.177
2015/07/11,0.054,0.056,0.126,69.337,71.656,0.115,0.814,-0.57,1.395,0.015,0.47,0.081,55.109,0.761,0.498,68986.0,965439540.0,1.624,0.509,0.17,1.235,0.133,20.821,20.585,20.819,20.777,20.649,20.824,20.687,0.051,0.028,0.925,0.128,0.149,53.557,277.466
2015/07/12,0.058,0.057,0.125,82.02,75.667,0.115,0.851,-0.564,1.531,0.014,0.525,0.05,-0.784,0.87,0.55,67292.0,1143726204.0,1.823,0.571,0.175,0.896,0.135,20.816,20.592,20.815,20.778,20.652,20.819,20.691,0.049,0.026,0.866,0.13,0.168,55.097,274.834
2015/07/13,0.066,0.058,0.124,82.02,75.667,0.114,0.991,-0.558,1.626,0.014,0.571,0.024,25.516,0.965,0.602,64072.0,1127183740.0,1.91,0.625,0.181,0.493,0.137,20.817,20.599,20.816,20.781,20.656,20.821,20.697,0.049,0.024,0.612,0.131,0.187,53.63,276.116
2015/07/14,0.077,0.06,0.123,82.02,75.667,0.114,0.94,-0.552,1.738,0.014,0.608,0.009,84.954,1.042,0.653,67484.0,1093540911.0,1.848,0.662,0.185,0.064,0.139,20.817,20.605,20.815,20.782,20.659,20.819,20.701,0.049,0.022,0.313,0.132,0.206,53.154,278.551
2015/07/15,0.09,0.062,0.122,82.02,75.667,0.113,0.922,-0.545,1.828,0.013,0.635,0.004,19.074,1.097,0.698,71113.0,1108485691.0,1.681,0.683,0.19,-0.349,0.141,20.817,20.611,20.814,20.784,20.662,20.818,20.706,0.049,0.02,-0.099,0.133,0.225,53.153,276.546
2015/07/16,0.101,0.064,0.122,82.02,75.667,0.113,0.677,-0.539,1.904,0.013,0.646,0.01,35.631,1.141,0.742,74423.0,1118215126.0,1.454,0.692,0.194,-0.761,0.142,20.82,20.618,20.824,20.791,20.667,20.828,20.712,0.06,0.02,-0.427,0.134,0.242,52.073,277.064
2015/07/17,0.112,0.067,0.121,82.02,75.667,0.112,0.512,-0.533,1.905,0.012,0.64,0.019,65.171,1.165,0.78,76070.0,1132196134.0,1.204,0.689,0.197,-1.208,0.143,20.831,20.626,20.838,20.8,20.673,20.842,20.719,0.079,0.02,-0.78,0.134,0.257,51.401,282.729
2015/07/18,0.122,0.07,0.12,82.02,75.667,0.112,0.286,-0.527,2.034,0.012,0.62,0.02,-24.052,1.199,0.812,72035.0,1128359199.0,0.973,0.682,0.201,-1.669,0.144,20.84,20.633,20.849,20.807,20.678,20.854,20.725,0.087,0.02,-1.041,0.135,0.27,51.437,288.564
2015/07/19,0.13,0.072,0.119,82.02,75.667,0.111,0.124,-0.521,1.986,0.012,0.588,0.011,-34.291,1.208,0.838,71091.0,1132626258.0,0.748,0.667,0.204,-1.932,0.144,20.849,20.64,20.856,20.814,20.683,20.862,20.731,0.085,0.021,-1.015,0.135,0.281,51.088,290.788
2015/07/20,0.136,0.075,0.118,82.02,75.667,0.111,0.068,-0.515,2.042,0.011,0.55,0.001,-13.892,1.22,0.847,72574.0,1094728355.0,0.542,0.648,0.207,-1.815,0.145,20.854,20.647,20.863,20.82,20.688,20.87,20.737,0.09,0.022,-0.939,0.136,0.29,51.251,291.318
2015/07/21,0.14,0.077,0.118,82.02,75.667,0.11,-0.146,-0.509,1.982,0.011,0.513,-0.011,-19.78,1.225,0.846,70579.0,1035621816.0,0.373,0.628,0.209,-1.411,0.145,20.859,20.654,20.869,20.825,20.693,20.877,20.743,0.094,0.023,-0.911,0.136,0.297,51.56,294.087
2015/07/22,0.142,0.079,0.117,82.02,75.667,0.11,-0.115,-0.502,1.87,0.01,0.476,-0.023,-8.231,1.218,0.834,65384.0,1023992862.0,0.231,0.607,0.212,-0.963,0.146,19.37,20.429,18.086,19.482,20.238,18.096,20.289,10.745,-0.215,-2.322,0.135,0.303,51.289,290.804
2015/07/23,0.143,0.082,0.116,82.02,75.667,0.11,-0.221,-0.496,1.772,0.01,0.439,-0.029,3.727,1.204,0.81,62887.0,1047662416.0,0.074,0.579,0.214,-0.744,0.146,17.883,20.203,15.675,18.225,19.793,15.513,19.84,14.602,-0.597,-4.174,0.132,0.308,51.356,287.751
2015/07/24,0.143,0.084,0.116,82.02,75.667,0.109,-0.084,-0.49,1.649,0.01,0.41,-0.027,45.357,1.175,0.774,57436.0,1053626512.0,-0.083,0.546,0.216,-0.617,0.146,16.394,19.977,13.585,17.049,19.358,13.129,19.396,17.123,-1.058,-6.029,0.129,0.312,52.083,284.668
2015/07/25,0.143,0.086,0.115,85.491,77.064,0.109,-0.062,-0.484,1.506,0.009,0.39,-0.028,-15.141,1.133,0.728,52189.0,1077894396.0,-0.249,0.509,0.217,-0.75,0.146,16.399,19.983,14.561,17.298,19.392,13.731,19.416,17.129,-1.313,-7.727,0.125,0.316,52.818,280.98
2015/07/26,0.148,0.088,0.114,88.417,78.633,0.109,-0.043,-0.478,1.39,0.009,0.379,-0.035,-29.444,1.083,0.679,31311.0,1131710328.0,-0.427,0.465,0.218,-0.838,0.146,16.408,19.989,15.407,17.531,19.426,14.332,19.436,17.138,-1.418,-9.228,0.119,0.32,53.095,280.317
2015/07/27,0.154,0.091,0.114,88.417,78.633,0.109,-0.023,-0.471,1.35,0.008,0.37,-0.041,-4.054,1.04,0.633,22438.0,1114608861.0,-0.566,0.422,0.218,-0.74,0.145,16.416,19.995,16.146,17.751,19.459,14.936,19.457,17.146,-1.413,-10.536,0.113,0.324,53.162,282.591
2015/07/28,0.16,0.094,0.113,88.417,78.633,0.109,-0.104,-0.465,1.312,0.008,0.365,-0.039,19.724,1.0,0.593,22245.0,1075910572.0,-0.666,0.381,0.219,-0.52,0.145,16.427,20.001,16.787,17.958,19.492,15.542,19.479,17.158,-1.33,-9.304,0.107,0.328,53.509,283.586
2015/07/29,0.167,0.097,0.113,88.417,78.633,0.109,0.032,-0.459,1.315,0.007,0.361,-0.04,-9.331,0.973,0.572,26037.0,1068409677.0,-0.693,0.347,0.219,-0.017,0.145,16.438,20.007,17.344,18.152,19.524,16.146,19.5,17.169,-1.194,-6.338,0.102,0.332,53.037,282.593
2015/07/30,0.172,0.1,0.112,88.417,78.633,0.109,-0.009,-0.453,1.34,0.007,0.354,-0.041,-17.124,0.956,0.563,25999.0,1068334955.0,-0.704,0.315,0.219,0.254,0.145,16.441,20.013,17.821,18.331,19.555,16.745,19.52,17.172,-1.026,-2.849,0.097,0.335,52.602,279.109
2015/07/31,0.176,0.103,0.112,88.417,78.633,0.108,0.086,-0.447,1.347,0.007,0.343,-0.047,-5.27,0.944,0.563,29681.0,1069893174.0,-0.658,0.29,0.22,0.515,0.145,16.441,20.019,18.236,18.499,19.585,17.344,19.54,17.172,-0.84,0.671,0.092,0.336,52.164,278.091
2015/08/01,0.178,0.106,0.112,88.417,78.633,0.108,0.022,-0.441,1.294,0.006,0.326,-0.062,-35.832,0.932,0.568,32298.0,1071945271.0,-0.576,0.271,0.22,0.618,0.144,16.442,20.024,18.595,18.655,19.615,17.943,19.56,17.173,-0.65,3.452,0.088,0.336,51.644,272.542
2015/08/02,0.179,0.108,0.111,88.417,78.633,0.108,-0.106,-0.435,1.181,0.006,0.306,-0.081,-36.525,0.906,0.561,33779.0,1110298086.0,-0.55,0.248,0.22,0.407,0.144,16.444,20.03,18.907,18.802,19.644,18.541,19.58,17.175,-0.463,5.162,0.084,0.335,51.55,263.326
2015/08/03,0.178,0.111,0.111,88.417,78.633,0.108,-0.056,-0.428,1.064,0.005,0.286,-0.096,-1.815,0.874,0.545,33724.0,1083549124.0,-0.531,0.224,0.22,0.248,0.144,16.447,20.036,19.179,18.941,19.673,19.142,19.6,17.178,-0.287,5.821,0.081,0.333,51.853,264.516
2015/08/04,0.176,0.113,0.111,88.417,78.633,0.109,-0.235,-0.422,0.991,0.005,0.267,-0.107,-1.471,0.854,0.541,33596.0,1065817138.0,-0.495,0.203,0.22,0.298,0.143,16.441,20.04,19.399,19.062,19.698,19.726,19.618,17.172,-0.127,5.932,0.077,0.331,51.985,265.458
2015/08/05,0.173,0.115,0.11,88.417,78.633,0.109,-0.158,-0.416,0.934,0.005,0.247,-0.113,-4.368,0.841,0.546,33839.0,1024923409.0,-0.445,0.186,0.22,0.465,0.143,17.924,20.044,19.581,19.172,19.721,20.303,19.634,14.636,0.014,5.87,0.074,0.327,51.841,267.668
2015/08/06,0.169,0.117,0.11,88.417,78.633,0.108,-0.13,-0.411,0.906,0.004,0.225,-0.118,-1.329,0.834,0.557,33860.0,928988127.0,-0.386,0.171,0.22,0.543,0.143,19.401,20.047,19.727,19.269,19.742,20.669,19.647,10.763,0.133,5.425,0.072,0.322,51.337,264.053
2015/08/07,0.164,0.118,0.11,88.417,78.633,0.108,-0.239,-0.405,0.843,0.004,0.2,-0.117,22.992,0.821,0.558,33706.0,796940446.0,-0.365,0.153,0.22,0.418,0.143,20.879,20.049,19.855,19.361,19.763,20.84,19.661,0.192,0.232,4.746,0.069,0.317,51.19,264.837
2015/08/08,0.159,0.119,0.109,89.577,79.217,0.108,-0.193,-0.399,0.749,0.004,0.168,-0.106,27.108,0.794,0.542,33525.0,708993148.0,-0.388,0.132,0.219,0.161,0.142,20.854,20.05,19.95,19.439,19.781,20.799,19.673,0.248,0.311,4.042,0.067,0.31,50.394,264.722
2015/08/09,0.156,0.121,0.109,90.346,79.649,0.108,-0.29,-0.393,0.62,0.004,0.127,-0.084,38.012,0.757,0.515,34121.0,617781724.0,-0.456,0.105,0.218,-0.292,0.141,20.856,20.054,20.081,19.535,19.806,20.809,19.692,0.25,0.377,3.306,0.065,0.301,49.111,258.969
2015/08/10,0.152,0.122,0.109,90.346,79.649,0.108,-0.332,-0.387,0.51,0.003,0.081,-0.061,22.255,0.717,0.483,34026.0,497759634.0,-0.504,0.08,0.217,-0.475,0.141,20.873,20.061,20.227,19.641,19.836,20.852,19.717,0.297,0.433,2.727,0.063,0.291,49.279,257.854
2015/08/11,0.149,0.123,0.109,90.346,79.649,0.108,-0.499,-0.382,0.4,0.003,0.036,-0.038,9.976,0.675,0.445,34223.0,254227001.0,-0.538,0.055,0.216,-0.536,0.14,20.888,20.068,20.353,19.74,19.866,20.892,19.741,0.334,0.478,2.136,0.061,0.279,49.414,253.79
2015/08/12,0.146,0.124,0.108,90.346,79.649,0.108,-0.706,-0.377,0.286,0.003,-0.005,-0.013,25.232,0.636,0.407,32368.0,203453619.0,-0.555,0.032,0.214,-0.451,0.139,20.903,20.074,20.461,19.832,19.894,20.929,19.765,0.361,0.512,1.675,0.059,0.267,49.729,231.748
2015/08/13,0.142,0.124,0.108,90.346,79.649,0.109,-0.721,-0.371,0.165,0.002,-0.043,0.017,54.319,0.596,0.367,32400.0,203361567.0,-0.559,0.011,0.213,-0.364,0.138,20.918,20.08,20.553,19.916,19.922,20.962,19.789,0.383,0.537,1.259,0.058,0.254,49.221,232.887
2015/08/14,0.138,0.125,0.108,90.346,79.649,0.109,-0.728,-0.366,0.052,0.002,-0.077,0.05,64.614,0.556,0.325,29042.0,205147737.0,-0.565,-0.009,0.211,-0.299,0.137,20.931,20.086,20.626,19.993,19.948,20.986,19.811,0.394,0.552,0.898,0.056,0.24,49.335,233.452
2015/08/15,0.133,0.125,0.108,90.346,79.649,0.109,-0.691,-0.361,-0.05,0.002,-0.106,0.081,67.476,0.512,0.28,26350.0,224028766.0,-0.601,-0.033,0.209,-0.388,0.136,20.94,20.091,20.685,20.062,19.972,21.004,19.833,0.401,0.558,0.606,0.055,0.227,49.318,229.848
2015/08/16,0.129,0.125,0.108,90.346,79.649,0.108,-0.698,-0.356,-0.151,0.002,-0.135,0.113,40.788,0.465,0.232,28875.0,251891631.0,-0.666,-0.06,0.206,-0.577,0.135,20.948,20.095,20.732,20.125,19.996,21.018,19.854,0.404,0.556,0.443,0.054,0.212,48.506,229.287
2015/08/17,0.124,0.125,0.108,90.346,79.649,0.108,-0.578,-0.351,-0.253,0.002,-0.163,0.147,31.15,0.418,0.184,28673.0,246543538.0,-0.696,-0.084,0.204,-0.531,0.134,20.954,20.1,20.772,20.184,20.018,21.029,19.875,0.406,0.547,0.349,0.052,0.197,48.349,219.892
2015/08/18,0.118,0.125,0.107,90.346,79.649,0.108,-0.59,-0.346,-0.346,0.002,-0.194,0.189,61.678,0.375,0.14,26887.0,246336660.0,-0.691,-0.105,0.202,-0.288,0.133,20.963,20.103,20.796,20.234,20.039,21.029,19.893,0.4,0.533,0.431,0.051,0.182,47.782,213.673
2015/08/19,0.113,0.124,0.107,90.346,79.649,0.108,-0.699,-0.341,-0.455,0.002,-0.245,0.228,36.82,0.332,0.096,24566.0,244520537.0,-0.661,-0.122,0.199,-0.029,0.131,20.975,20.107,20.815,20.279,20.059,21.025,19.912,0.386,0.514,0.517,0.051,0.163,44.895,225.249
2015/08/20,0.107,0.124,0.107,90.346,79.649,0.108,-0.913,-0.337,-0.555,0.001,-0.303,0.264,2.473,0.292,0.053,21252.0,235174291.0,-0.618,-0.136,0.197,0.115,0.13,20.992,20.109,20.828,20.32,20.078,21.017,19.929,0.35,0.491,0.452,0.05,0.143,45.068,225.623
2015/08/21,0.102,0.123,0.107,90.346,79.649,0.108,-0.921,-0.333,-0.654,0.001,-0.363,0.295,10.837,0.25,0.008,21334.0,228127861.0,-0.576,-0.149,0.194,0.272,0.129,21.004,20.112,20.831,20.354,20.095,20.998,19.946,0.317,0.465,0.354,0.049,0.121,45.155,227.685
2015/08/22,0.103,0.123,0.107,95.031,83.011,0.108,-1.049,-0.328,-0.744,0.001,-0.423,0.32,50.503,0.207,-0.037,20958.0,230370641.0,-0.551,-0.162,0.192,0.411,0.128,21.021,20.113,20.828,20.384,20.11,20.972,19.961,0.238,0.437,0.409,0.049,0.099,44.7,230.117
2015/08/23,0.108,0.123,0.107,95.111,83.103,0.108,-1.272,-0.324,-0.816,0.0006000000000000001,-0.482,0.335,17.158,0.166,-0.079,19951.0,244257788.0,-0.559,-0.178,0.189,0.29,0.127,21.011,20.115,20.823,20.41,20.125,20.941,19.976,0.263,0.408,0.45,0.048,0.075,44.629,229.659
2015/08/24,0.116,0.124,0.107,95.111,83.103,0.108,-1.397,-0.321,-0.889,0.00019999999999999998,-0.544,0.355,60.179,0.129,-0.117,21147.0,239300994.0,-0.526,-0.19,0.186,0.325,0.126,20.983,20.117,20.817,20.433,20.139,20.91,19.99,0.272,0.378,0.572,0.048,0.051,43.465,228.792
2015/08/25,0.125,0.125,0.106,95.111,83.103,0.109,-1.65,-0.317,-0.963,-0.0002000000000000001,-0.608,0.379,42.267,0.098,-0.15,21802.0,220877330.0,-0.473,-0.197,0.184,0.359,0.125,20.957,20.119,20.817,20.458,20.154,20.888,20.006,0.262,0.348,0.571,0.048,0.024,42.718,228.197
2015/08/26,0.133,0.126,0.106,95.111,83.103,0.109,-1.565,-0.314,-1.027,-0.0006000000000000001,-0.657,0.397,34.445,0.067,-0.182,22335.0,221675818.0,-0.406,-0.202,0.181,0.35,0.124,20.93,20.121,20.813,20.48,20.168,20.866,20.021,0.248,0.32,0.519,0.048,-0.002,44.512,228.016
2015/08/27,0.141,0.127,0.106,95.111,83.103,0.109,-1.591,-0.311,-1.084,-0.001,-0.695,0.41,35.302,0.041,-0.212,22549.0,221861448.0,-0.339,-0.205,0.178,0.311,0.123,20.906,20.123,20.813,20.501,20.182,20.85,20.036,0.223,0.292,0.372,0.048,-0.027,44.568,227.614
2015/08/28,0.147,0.128,0.106,95.111,83.103,0.109,-1.403,-0.308,-1.127,-0.001,-0.719,0.421,89.456,0.015,-0.24,22907.0,199767742.0,-0.272,-0.206,0.176,0.305,0.122,20.88,20.125,20.803,20.516,20.195,20.827,20.049,0.211,0.266,0.346,0.048,-0.051,44.882,229.058
2015/08/29,0.152,0.13,0.106,95.111,83.103,0.11,-1.244,-0.305,-1.159,-0.001,-0.731,0.42,-5.825,-0.013,-0.269,20906.0,201221504.0,-0.234,-0.208,0.173,0.153,0.121,20.856,20.126,20.792,20.529,20.206,20.806,20.062,0.197,0.24,-0.053,0.048,-0.074,45.252,231.934
2015/08/30,0.155,0.131,0.106,95.111,83.103,0.11,-1.108,-0.302,-1.18,-0.002,-0.732,0.406,-33.719,-0.044,-0.299,18292.0,177062861.0,-0.236,-0.213,0.17,-0.084,0.12,20.832,20.127,20.782,20.541,20.217,20.787,20.075,0.182,0.216,-0.186,0.048,-0.096,45.195,239.717
2015/08/31,0.157,0.132,0.107,95.111,83.103,0.11,-0.976,-0.299,-1.174,-0.002,-0.725,0.387,-7.343,-0.069,-0.323,19432.0,146092797.0,-0.204,-0.214,0.168,-0.141,0.119,20.814,20.128,20.782,20.557,20.23,20.78,20.09,0.145,0.194,-0.127,0.048,-0.117,45.084,240.53
2015/09/01,0.157,0.133,0.107,95.111,83.103,0.111,-0.76,-0.297,-1.171,-0.002,-0.712,0.366,-0.208,-0.092,-0.344,20832.0,150560064.0,-0.144,-0.211,0.165,-0.034,0.118,20.801,20.13,20.78,20.57,20.242,20.774,20.104,0.124,0.173,0.073,0.048,-0.136,45.008,243.394
2015/09/02,0.156,0.133,0.107,95.111,83.103,0.111,-0.576,-0.294,-1.009,-0.003,-0.696,0.339,-9.959,-0.086,-0.346,27187.0,189831166.0,-0.028,-0.201,0.163,0.178,0.117,20.789,20.133,20.778,20.583,20.253,20.77,20.118,0.101,0.155,0.188,0.049,-0.154,44.985,240.462
2015/09/03,0.153,0.134,0.107,95.111,83.103,0.112,-0.508,-0.292,-0.88,-0.003,-0.676,0.309,-28.164,-0.079,-0.345,27706.0,186025610.0,0.074,-0.189,0.161,0.341,0.116,20.78,20.135,20.779,20.596,20.265,20.769,20.132,0.073,0.138,0.3,0.049,-0.171,44.933,238.539
2015/09/04,0.157,0.135,0.107,97.324,86.055,0.113,-0.463,-0.29,-0.754,-0.004,-0.651,0.278,-6.672,-0.076,-0.349,28684.0,178990790.0,0.112,-0.181,0.158,0.208,0.115,20.773,20.138,20.776,20.607,20.276,20.766,20.146,0.06,0.123,0.114,0.049,-0.186,45.164,239.916
2015/09/05,0.17,0.137,0.107,97.917,87.408,0.113,-0.508,-0.287,-0.648,-0.004,-0.621,0.241,-36.266,-0.07,-0.352,27919.0,168454662.0,0.148,-0.172,0.156,0.179,0.114,20.77,20.14,20.774,20.616,20.286,20.764,20.159,0.058,0.11,0.237,0.05,-0.2,45.626,238.114
2015/09/06,0.186,0.14,0.107,97.917,87.408,0.114,-0.542,-0.285,-0.57,-0.005,-0.58,0.202,-8.927,-0.07,-0.356,25441.0,170332287.0,0.143,-0.166,0.154,-0.004,0.113,20.765,20.141,20.768,20.624,20.296,20.759,20.172,0.06,0.097,0.316,0.051,-0.212,46.849,232.617
2015/09/07,0.204,0.144,0.107,97.917,87.408,0.115,-0.348,-0.284,-0.479,-0.005,-0.531,0.161,-18.698,-0.066,-0.358,25446.0,168370807.0,0.151,-0.159,0.152,-0.032,0.112,20.759,20.142,20.758,20.628,20.305,20.749,20.184,0.07,0.085,-0.398,0.051,-0.221,46.976,230.218
2015/09/08,0.222,0.148,0.108,97.917,87.408,0.115,-0.283,-0.282,-0.415,-0.006,-0.471,0.127,17.98,-0.061,-0.346,25562.0,150425989.0,0.166,-0.151,0.15,0.067,0.111,20.75,20.143,20.749,20.632,20.313,20.74,20.196,0.071,0.073,-0.393,0.051,-0.228,47.42,230.152
2015/09/09,0.237,0.152,0.108,97.917,87.408,0.116,-0.108,-0.28,-0.363,-0.006,-0.412,0.095,2.193,-0.056,-0.321,25713.0,153771277.0,0.187,-0.141,0.148,0.122,0.11,20.742,20.144,20.739,20.635,20.321,20.73,20.208,0.077,0.063,-1.893,0.05,-0.233,47.012,228.705
2015/09/10,0.251,0.156,0.108,97.917,87.408,0.117,0.028,-0.278,-0.313,-0.006,-0.355,0.068,4.82,-0.053,-0.287,25783.0,155856690.0,0.207,-0.131,0.146,0.068,0.109,20.728,20.143,20.723,20.634,20.328,20.713,20.218,0.091,0.052,-2.467,0.049,-0.238,46.745,230.686
2015/09/11,0.261,0.16,0.109,97.917,87.408,0.118,-0.012,-0.276,-0.278,-0.007,-0.301,0.035,-30.081,-0.042,-0.246,39668.0,284099236.0,0.336,-0.109,0.144,0.099,0.108,20.72,20.143,20.709,20.633,20.334,20.699,20.229,0.106,0.042,-2.206,0.049,-0.24,46.963,233.043
2015/09/12,0.268,0.164,0.109,97.917,87.408,0.119,-0.151,-0.275,-0.254,-0.007,-0.252,-0.006,-54.187,-0.027,-0.201,38763.0,295291999.0,0.443,-0.085,0.143,-0.054,0.107,20.713,20.143,20.698,20.632,20.341,20.686,20.24,0.117,0.033,-1.654,0.048,-0.242,46.71,231.588
2015/09/13,0.272,0.168,0.11,97.917,87.408,0.119,-0.094,-0.273,-0.283,-0.008,-0.215,-0.053,-52.274,-0.016,-0.156,36100.0,314767174.0,0.545,-0.06,0.142,-0.157,0.106,20.706,20.143,20.688,20.632,20.347,20.674,20.25,0.126,0.024,-0.788,0.048,-0.244,45.948,230.94
2015/09/14,0.274,0.171,0.11,97.917,87.408,0.12,-0.207,-0.272,-0.333,-0.008,-0.187,-0.099,-53.604,-0.003,-0.105,40337.0,356876784.0,0.679,-0.028,0.141,-0.048,0.105,20.694,20.142,20.677,20.63,20.352,20.66,20.26,0.129,0.017,-0.037,0.047,-0.245,45.619,228.015
2015/09/15,0.273,0.175,0.111,97.917,87.408,0.121,-0.203,-0.271,-0.404,-0.009,-0.166,-0.145,-48.013,0.008,-0.052,42910.0,365677527.0,0.815,0.007,0.141,0.213,0.105,20.677,20.141,20.658,20.624,20.356,20.639,20.269,0.145,0.009,0.628,0.047,-0.246,45.61,228.689
2015/09/16,0.269,0.178,0.111,97.917,87.408,0.122,-0.377,-0.269,-0.507,-0.009,-0.153,-0.187,-32.813,0.017,0.002,45330.0,416567366.0,0.951,0.046,0.141,0.392,0.104,20.66,20.139,20.64,20.618,20.36,20.619,20.277,0.154,0.002,0.937,0.047,-0.247,45.409,230.404
2015/09/17,0.265,0.18,0.112,98.137,87.886,0.123,-0.372,-0.268,-0.68,-0.009,-0.141,-0.235,-68.122,0.026,0.056,76914.0,972647245.0,1.256,0.107,0.142,0.565,0.103,20.64,20.136,20.622,20.61,20.363,20.598,20.285,0.158,-0.006,1.126,0.047,-0.248,45.739,232.239
2015/09/18,0.269,0.184,0.112,98.841,90.012,0.124,-0.386,-0.267,-0.832,-0.01,-0.129,-0.28,-30.575,0.032,0.102,73363.0,994897151.0,1.455,0.165,0.144,0.667,0.103,20.622,20.132,20.606,20.603,20.366,20.58,20.293,0.158,-0.012,1.359,0.048,-0.248,46.131,235.295
2015/09/19,0.278,0.188,0.113,98.841,90.012,0.125,-0.542,-0.266,-0.931,-0.01,-0.12,-0.318,-11.335,0.035,0.136,74487.0,998662016.0,1.483,0.208,0.145,0.491,0.102,20.601,20.128,20.588,20.595,20.369,20.56,20.301,0.157,-0.019,1.258,0.048,-0.248,45.924,234.051
2015/09/20,0.288,0.192,0.113,98.841,90.012,0.126,-0.552,-0.265,-0.982,-0.01,-0.111,-0.353,-16.425,0.035,0.161,74014.0,1005336702.0,1.388,0.238,0.146,0.258,0.102,20.583,20.124,20.574,20.587,20.371,20.544,20.309,0.151,-0.024,1.326,0.049,-0.248,45.832,233.409
2015/09/21,0.298,0.197,0.114,98.841,90.012,0.126,-0.574,-0.264,-0.975,-0.01,-0.106,-0.376,24.375,0.041,0.184,73478.0,979403698.0,1.26,0.262,0.147,0.216,0.101,20.57,20.121,20.565,20.582,20.374,20.534,20.317,0.143,-0.029,1.397,0.049,-0.247,45.413,237.125
2015/09/22,0.306,0.201,0.115,98.841,90.012,0.127,-0.496,-0.264,-0.943,-0.01,-0.102,-0.391,4.033,0.044,0.199,72572.0,925650151.0,1.126,0.28,0.147,0.364,0.101,20.556,20.117,20.556,20.577,20.377,20.524,20.325,0.13,-0.033,1.641,0.05,-0.247,45.529,237.937
2015/09/23,0.313,0.206,0.116,98.841,90.012,0.128,-0.405,-0.263,-0.901,-0.01,-0.098,-0.402,6.116,0.044,0.206,72123.0,922764236.0,0.982,0.294,0.148,0.41,0.1,20.54,20.113,20.541,20.568,20.378,20.509,20.332,0.125,-0.036,1.472,0.051,-0.246,45.825,236.866
2015/09/24,0.317,0.21,0.116,98.841,90.012,0.128,-0.421,-0.262,-0.851,-0.01,-0.091,-0.411,-29.086,0.042,0.208,72075.0,920045795.0,0.826,0.301,0.149,0.389,0.1,20.523,20.108,20.52,20.556,20.378,20.489,20.339,0.139,-0.04,1.133,0.052,-0.244,46.141,236.899
2015/09/25,0.318,0.214,0.117,98.841,90.012,0.129,-0.296,-0.262,-0.774,-0.01,-0.081,-0.415,-14.888,0.037,0.202,71306.0,916376584.0,0.674,0.305,0.149,0.362,0.1,20.506,20.102,20.501,20.545,20.378,20.469,20.344,0.148,-0.044,0.817,0.053,-0.242,46.666,237.726
2015/09/26,0.317,0.218,0.118,98.841,90.012,0.13,-0.342,-0.261,-0.675,-0.01,-0.069,-0.418,0.23,0.032,0.191,73146.0,921741486.0,0.509,0.302,0.149,0.183,0.099,20.487,20.097,20.483,20.533,20.378,20.45,20.35,0.148,-0.047,0.658,0.054,-0.239,46.479,238.381
2015/09/27,0.313,0.221,0.119,98.841,90.012,0.131,-0.292,-0.261,-0.582,-0.01,-0.057,-0.426,-40.025,0.022,0.176,75750.0,938054758.0,0.33,0.292,0.149,-0.034,0.099,20.469,20.092,20.467,20.522,20.378,20.433,20.356,0.141,-0.051,0.564,0.056,-0.236,46.383,238.794
