bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-fee_to_reward_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-30,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-ema-7,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-var-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-var-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-7,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-7,transactionvalue-btc-std-14,transactionvalue-btc-std-90,transactionvalue-btc-var-7,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-90,size-btc-sma-14,size-btc-sma-90,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,transactions-btc-sma-14,transactions-btc-ema-14,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-sma-30
6880953660,445.474,0.0902,0.0445,1.181,1.277,19.017,178678307672,174155692047,169887962465,155298216856,178647038831,177682746818,175136217779,170769996248,152984719856,178678307672,176749757228,172493953770,164309384700,36051657137,65324007870,3.2493049557467e+20,0.328,94.616,94.585,57.628,1.3135804671627525e+18,1.3248671597802148e+18,1.2776436701958362e+18,1.1817090086809231e+18,1.3232966267909043e+18,1.3117256336382656e+18,1.279821349079974e+18,1.1525128602868596e+18,1.3237071553853317e+18,1.298786357729694e+18,1.2284356901367967e+18,1.596384348234247e+17,6.3711074682182e+33,1.3248087966585e+34,0.324,0.562,1.271,1.24,1.262,1.356,1.255,1.248,1.265,1.437,1.256,1.25,1.255,1.297,0.16,0.312,-0.514,0.006,0.024,-0.324,-0.331,48.18,-28.713,1751623374,289032318,5928104197,8.785604842824983e+18,0.295,0.089,0.088,0.089,0.087,0.087,0.089,0.089,0.09,0.025,0.011,0.018819209039548,0.058,0.28,50.889,14.333,0.044,0.043,0.043,0.044,0.043,0.044,0.044,0.043,0.002,0.005,0.003,0.006,0.036,0.174,58.793,53.935,14.582,9.608,9.489,9.627,9.572,9.664,0.905,0.01,6821726033,6700693395,6600415244,6285023451,6819749254,6727094979,6639344051,6539857097,6314939667,6845244529,6750412811,6666911851,6567644972,224711290,265680479,262124240,621885009,1010125941,17646529175142400,1.7177279319236608e+16,9.66852410019922e+16,0.157,0.086,0.204,79.585,65.583,57.891,7.619,17.206,5637,9098,3560.0,3907.0,28463.0,3168958,3815803,3371047,202540564,0.23,138.385,140.536,104.363,16.825,2723.0,-0.507,0.141,13.978,1.103,1.106,1.156,1.158,1.146,1.134,1.138,1.151,1.12,1.137,1.131,1.127,1.155,1.172,0.361,0.387,0.48,0.033,0.038,0.058,0.307,723809,724180,734537,727399,711033,737526,730335,726253,172696,5141020912,7456015685,0.01,212643,211631,207820,202392,205459,40240,47015,552591823,74223,352919442,1377255842,-0.167,0.137,19.087,19.225,19.447,19.482,19.11,19.204,19.336,19.484,19.051,19.076,19.152,19.304,19.465,0.381,-0.32,0.036,-0.087,-0.017,37.781,45.517,-1.656,407764
6888382990,445.852,0.0799,0.0446,0.913,1.223,19.018,178678307672,175000463075,170327344884,156024039165,178662673251,177931637031,175608496432,171280209889,153549414094,178678307672,177352772644,173061072815,164823232850,35266394106,65324007870,3.1092963831277e+20,0.326,94.616,94.585,57.628,1.3237533320156516e+18,1.3276166145721715e+18,1.2803656489649823e+18,1.1858230174007552e+18,1.3235187927013007e+18,1.3133869212108288e+18,1.2826835388446523e+18,1.1562858807296207e+18,1.3236162394723018e+18,1.301789042906252e+18,1.2315670369884792e+18,1.5993490990450048e+17,6.3947938515402e+33,1.2880204132612e+34,0.323,0.56,1.223,1.244,1.262,1.35,1.239,1.242,1.263,1.432,1.232,1.245,1.252,1.294,0.16,0.3,-0.569,0.006,0.022,-0.317,-0.333,48.012,-31.766,1465030348,289982063,2700871809,1.823677132292935e+18,0.28,0.086,0.088,0.084,0.085,0.087,0.085,0.088,0.09,0.025,0.001,0.018864406779661,0.044,0.277,50.027,0.928,0.044,0.044,0.043,0.044,0.043,0.045,0.044,0.043,0.002,0.005,0.003,0.005,0.04,0.172,58.906,53.961,12.499,9.615,9.507,9.651,9.581,9.675,0.895,0.01,6871239468,6737853365,6633924671,6295046150,6854066122,6767416982,6672549243,6562342639,6327542817,6878573007,6797335210,6705307551,6592327403,249206449,283567080,291317383,631311220,902042889,20102572167208960,2.121645436505293e+16,9.963846417983078e+16,0.178,0.09,0.202,79.856,65.761,57.94,8.012,15.068,5746,7716,3462.0,3764.0,11151.0,2995636,3541674,3572426,31086724,0.221,137.622,139.534,104.752,-59.889,2743.0,-0.498,0.136,-36.617,1.094,1.108,1.152,1.158,1.03,1.079,1.108,1.136,1.115,1.037,1.083,1.101,1.139,1.167,0.358,0.395,0.481,0.032,0.039,0.058,0.304,725194,724575,723876,722701,709792,728296,725946,724723,171893,5216236935,7386772197,0.01,211842,208090,206353,202012,204950,40497,47243,557979981,74684,361402303,1394438128,-0.16,0.134,19.074,19.197,19.421,19.478,19.087,19.179,19.316,19.474,19.026,19.059,19.124,19.277,19.455,0.392,-0.344,0.038,-0.092,-0.019,37.8,45.521,-1.779,408293
6994324237,452.604,0.0823,0.0453,0.999,1.223,18.991,178678307672,175845234103,170766727302,156749861475,178670490461,178118304691,176017804597,171757506520,154101697469,178678307672,177843151924,173599844608,165321128861,34402043253,65324007870,2.9587514500043e+20,0.324,94.616,94.585,57.628,1.3088633847456591e+18,1.313191502115859e+18,1.281181345794995e+18,1.1883228396037007e+18,1.3009395926929551e+18,1.3026955974051077e+18,1.2794911810267986e+18,1.1579763447282647e+18,1.3110276232184018e+18,1.2987462263709576e+18,1.232608333148197e+18,1.5871011512565757e+17,6.2972251607999e+33,1.2548413056046e+34,0.319,0.557,1.241,1.237,1.26,1.346,1.231,1.237,1.26,1.428,1.232,1.24,1.25,1.291,0.161,0.296,-0.386,0.006,0.022,-0.31,-0.334,48.012,-24.006,1397801868,289832964,2454113892,1.5056687492382925e+18,0.265,0.084,0.088,0.083,0.085,0.086,0.083,0.088,0.09,0.025,0.0059999999999999,0.018909604519774,0.03,0.275,50.226,0.23,0.045,0.044,0.043,0.044,0.044,0.045,0.044,0.044,0.002,0.005,0.004,0.006,0.045,0.171,60.899,54.422,14.221,9.65,9.529,9.732,9.611,9.706,0.913,0.011,6921220296,6794151085,6672728219,6306237822,6924195180,6824143796,6715452576,6590212419,6342197353,6940115392,6861452928,6753360827,6622745872,276028605,319289248,331276924,644647424,1007250515,25486405898665984,2.7436100068704256e+16,1.0389257538469888e+17,0.203,0.096,0.201,83.264,68.18,58.646,9.769,16.824,5759,7432,3621.0,3594.0,10008.0,3278364,3229312,3560272,25040541,0.212,136.749,138.42,105.0,-13.311,2756.0,-0.493,0.131,-11.969,1.113,1.124,1.156,1.157,1.014,1.059,1.094,1.127,1.113,1.001,1.059,1.087,1.129,1.163,0.311,0.387,0.482,0.024,0.037,0.058,0.301,737675,724671,724420,723040,710192,728664,726333,724797,171890,4885067515,7386577681,0.011,211574,204748,204848,201594,204400,39556,47438,562599397,74594,344440459,1391061818,-0.155,0.131,19.057,19.167,19.396,19.475,19.063,19.154,19.295,19.463,19.004,19.038,19.097,19.249,19.444,0.404,-0.309,0.041,-0.096,-0.022,37.184,45.339,-1.599,409722
7069582671,457.376,0.0911,0.0457,1.346,1.291,18.865,178678307672,176690005131,171206109721,157440897114,178674399067,178258305436,176372538340,172204009820,154641842748,178678307672,178220895066,174110269148,165803072734,33628949882,62193207472,2.8272656754703e+20,0.323,94.616,94.585,53.392,1.2899630500109926e+18,1.301226940538329e+18,1.2779351835452088e+18,1.190523212533234e+18,1.260715016703369e+18,1.2810083562490412e+18,1.2704944137821414e+18,1.1575821676734592e+18,1.2879409281009024e+18,1.2896404162380298e+18,1.2315472001620634e+18,1.659745469789173e+17,6.8868875612142e+33,1.1895348887349e+34,0.312,0.554,1.246,1.259,1.26,1.341,1.261,1.251,1.262,1.425,1.257,1.254,1.252,1.29,0.16,0.287,-0.398,0.006,0.021,-0.303,-0.335,48.246,-23.553,1364686729,289453381,2391219980,1.4294832479032228e+18,0.25,0.084,0.088,0.087,0.086,0.087,0.086,0.088,0.09,0.025,0.011,0.018954802259887,0.019,0.273,50.947,13.51,0.045,0.044,0.044,0.045,0.044,0.045,0.045,0.044,0.002,0.005,0.004,0.006,0.051,0.17,62.239,54.746,16.341,9.714,9.555,9.836,9.649,9.746,0.945,0.011,6984096633,6862083821,6715478877,6318771701,6996888925,6885503515,6762669922,6621139532,6358183844,7014296579,6930310825,6806274753,6656681090,279647903,357791571,375891864,659490684,1128049056,32003702103400448,3.532367336678195e+16,1.0873199059604275e+17,0.23,0.102,0.2,85.182,69.751,59.138,10.687,18.986,5818,7299,4057.0,3420.0,9773.0,4115819,2924495,3445678,23876859,0.204,136.534,137.949,105.076,-30.87,2760.0,-0.487,0.126,-19.553,1.107,1.128,1.169,1.159,1.18,1.131,1.127,1.141,1.118,1.158,1.118,1.117,1.142,1.167,0.321,0.383,0.483,0.026,0.037,0.058,0.299,745069,726135,744418,732805,713801,746894,735944,728088,174699,5221002094,7629931217,0.017,210685,206439,205660,201942,204616,36128,47240,557903554,73446,284065625,1348590669,-0.149,0.129,19.027,19.13,19.358,19.47,19.014,19.116,19.267,19.45,18.933,18.99,19.057,19.215,19.431,0.422,-0.444,0.045,-0.102,-0.025,34.481,44.506,-2.298,410572
7159667369,463.109,0.624,0.0463,8.217,1.513,18.874,178678307672,177534776158,171645492139,158092507858,178676353369,178363305995,176679974251,172621706455,155170116703,178678307672,178486002072,174592346435,166269829010,32970612986,58644967020,2.7176533017017e+20,0.321,94.616,94.585,48.857,1.2851308090878185e+18,1.3010091277474573e+18,1.2785337086724618e+18,1.1941916593777636e+18,1.2602570581963845e+18,1.278058333105893e+18,1.2697453020978376e+18,1.1598085636075684e+18,1.282295093719183e+18,1.2884112548915924e+18,1.2330496170882657e+18,1.6556540890605603e+17,6.8529761565574e+33,1.1172266016016e+34,0.304,0.551,1.342,1.295,1.27,1.339,1.387,1.316,1.278,1.427,1.391,1.317,1.268,1.294,0.183,0.281,-0.153,0.008,0.02,-0.29,-0.336,49.003,-9.177,1317356403,311177578,2231672408,1.245090434526711e+18,0.236,0.266,0.094,0.356,0.221,0.098,0.356,0.122,0.102,0.115,0.54,0.019,0.169,0.278,74.005,639.655,0.046,0.045,0.044,0.045,0.044,0.046,0.045,0.044,0.003,0.005,0.004,0.007,0.059,0.169,63.78,55.133,17.464,9.692,9.558,9.817,9.646,9.745,0.944,0.012,7074524759,6939590767,6760480602,6332100128,7078278147,6954044478,6815602915,6655883264,6375798866,7102081947,7004706712,6865499886,6694960338,265493564,407945439,428606660,678179178,1199558461,41604870223044608,4.592591717636506e+16,1.149817494534226e+17,0.261,0.109,0.199,87.09,71.493,59.719,11.217,20.126,5836,7090,4525.0,3566.0,9130.0,5119155,3179838,3411457,20837941,0.195,136.321,137.482,105.163,-26.937,2765.0,-0.48,0.121,-17.517,2.117,1.618,1.414,1.236,4.699,2.902,2.073,1.598,1.274,4.724,2.895,2.062,1.596,1.323,3.672,2.554,1.557,3.371,1.63,0.606,0.304,743462,726903,753575,737985,715983,755965,741063,729999,175611,5030354743,7709847275,0.026,211437,212327,208559,203012,205563,35486,47879,573102839,72874,296399111,1327669890,-0.138,0.126,18.993,19.096,19.325,19.464,18.979,19.084,19.242,19.437,18.891,18.952,19.023,19.183,19.418,0.439,-0.476,0.048,-0.106,-0.028,34.832,44.58,-2.458,413863
7093422562,458.712,0.0884,0.0459,1.41,1.179,18.847,178678307672,178379547186,172084874558,158744118603,178677330520,178442056414,176946418707,173012454921,155686780241,178678307672,178638472940,175046076469,166722264170,32246233868,58644967020,2.5995489966816e+20,0.319,94.616,94.585,48.857,1.2768260303074706e+18,1.297329993438449e+18,1.280530590869126e+18,1.1983068072924902e+18,1.2634278034384947e+18,1.2773758939137508e+18,1.2699514141666757e+18,1.162294969663772e+18,1.2785525485748326e+18,1.2880503729878738e+18,1.234780350709959e+18,1.6379282847208986e+17,6.7070226647219e+33,1.0279354222986e+34,0.295,0.547,1.328,1.268,1.26,1.335,1.283,1.282,1.272,1.421,1.309,1.288,1.262,1.29,0.164,0.278,-0.394,0.007,0.019,-0.279,-0.337,47.934,-25.035,1303301031,317271198,2223066669,1.2355063533529833e+18,0.222,0.268,0.094,0.222,0.188,0.098,0.267,0.121,0.101,0.115,0.007,0.019,0.29,0.283,50.08,9.168,0.046,0.045,0.044,0.045,0.044,0.046,0.046,0.045,0.003,0.005,0.004,0.007,0.066,0.167,61.779,54.769,19.505,9.781,9.572,9.903,9.679,9.781,0.972,0.013,7107557534,6990102177,6800806098,6346425352,7085850354,6988888999,6852645534,6684111606,6391570816,7111530849,7043164660,6909892147,6727412767,225840733,419832276,463471476,687370881,1289270183,44064785093492736,5.370145231176499e+16,1.181196820897792e+17,0.289,0.117,0.198,79.033,68.492,59.094,9.118,22.213,5844,7028,4960.0,3752.0,9116.0,6150192,3519222,3390732,20773877,0.186,135.947,136.856,105.038,8.955,2758.0,-0.473,0.116,8.117,2.17,1.64,1.425,1.237,3.054,2.529,1.984,1.586,1.277,3.669,2.719,2.034,1.596,1.326,3.663,2.551,1.557,3.355,1.626,0.606,0.31,755468,727773,769800,746842,719484,773538,749799,733260,177753,5454007079,7899070856,0.038,212577,215924,210542,203809,206258,36784,48203,580892758,71996,305584779,1295859532,-0.127,0.123,18.954,19.056,19.288,19.459,18.946,19.052,19.216,19.424,18.859,18.915,18.989,19.153,19.404,0.457,-0.486,0.052,-0.111,-0.031,34.265,44.401,-2.512,412731
6871834139,444.29,0.089,0.0444,1.45,1.297,18.788,178676574030,178677440851,172523852460,159395594509,178671751350,178498085356,177175719170,173377210873,156191821822,178675273799,178676689606,175470676316,167160111502,31450919070,58632831529,2.4729007758002e+20,0.317,94.54,94.564,48.847,1.237795361943759e+18,1.2827534406409766e+18,1.2735704080439286e+18,1.2004616047463795e+18,1.2408745601630474e+18,1.263487752103478e+18,1.2637103442421612e+18,1.162534966601639e+18,1.262003860161267e+18,1.281126775534169e+18,1.2342288786889528e+18,1.636964116603411e+17,6.699128797618e+33,9.7486911287477e+33,0.285,0.544,1.33,1.286,1.263,1.331,1.29,1.286,1.274,1.418,1.294,1.295,1.265,1.289,0.164,0.271,-0.343,0.007,0.018,-0.268,-0.337,48.337,-20.931,1285488364,321821979,2205381296,1.2159266647988237e+18,0.208,0.267,0.094,0.155,0.163,0.098,0.178,0.119,0.101,0.115,0.01,0.019,0.383,0.287,50.097,12.923,0.046,0.045,0.044,0.045,0.044,0.045,0.045,0.045,0.003,0.005,0.003,0.007,0.074,0.166,55.835,53.597,18.166,9.831,9.596,9.953,9.701,9.805,0.972,0.014,7041641356,6994023947,6825603209,6359592948,6978842247,6959625284,6855204015,6696222737,6402126054,6993669152,7013597651,6919362552,6744294524,216336100,391734169,467000043,681698866,1185083579,38363914777108480,5.45222601249833e+16,1.1617833610029466e+17,0.305,0.124,0.197,59.279,59.804,57.076,7.073,20.839,5855,6948,4422.0,3849.0,9065.0,4888570,3704142,3365127,20543222,0.177,135.411,136.057,105.156,-8.755,2764.0,-0.467,0.111,-7.277,2.217,1.666,1.425,1.241,2.252,2.259,1.913,1.577,1.28,2.564,2.539,2.009,1.598,1.331,3.652,2.551,1.558,3.335,1.626,0.606,0.315,768554,730112,786813,756555,723394,792462,759530,736988,181050,5939434531,8194744288,0.054,214010,220177,212948,204777,207136,38831,48809,595584614,71360,306581104,1273070803,-0.116,0.121,18.914,19.018,19.259,19.453,18.906,19.017,19.189,19.41,18.822,18.873,18.954,19.12,19.39,0.478,-0.559,0.057,-0.116,-0.034,33.027,44.005,-2.888,409066
6950178394,449.257,0.0857,0.0449,1.249,1.389,18.773,178673852616,178676080144,172962599882,160046993588,178665504561,178538378460,177373524317,173717988093,156685611623,178670944734,178674265196,175866508917,167583488716,30579310222,58625917121,2.33773553415e+20,0.314,94.495,94.551,48.841,1.24232750521063e+18,1.277953986186692e+18,1.2742617233737057e+18,1.2032353825367194e+18,1.2541123982378929e+18,1.2675328401513382e+18,1.2656532841273398e+18,1.1654204818952824e+18,1.2634801897374612e+18,1.282433582270847e+18,1.236280841495899e+18,1.638574899796897e+17,6.712319255611e+33,9.5664950811078e+33,0.275,0.541,1.288,1.302,1.269,1.328,1.339,1.311,1.281,1.418,1.323,1.321,1.273,1.291,0.168,0.259,-0.319,0.007,0.017,-0.255,-0.338,48.65,-18.666,1282087592,318198252,2206545221,1.2172104533810847e+18,0.195,0.088,0.094,0.121,0.144,0.098,0.087,0.118,0.101,0.115,0.01,0.019,0.453,0.291,49.996,13.099,0.045,0.045,0.044,0.045,0.044,0.045,0.045,0.045,0.003,0.005,0.004,0.007,0.08,0.165,57.299,53.941,18.771,9.808,9.612,9.899,9.688,9.794,0.935,0.014,6971811698,7003913195,6852303295,6373232026,6964510320,6957263562,6867867265,6712606973,6414171160,6947937670,7002636263,6935972577,6765254494,200506860,370528446,468786628,679294320,1227517013,34322832301514752,5.494022567214285e+16,1.1536019331380838e+17,0.315,0.131,0.196,62.818,61.586,57.594,9.602,21.45,5860,6918,2403.0,4086.0,9082.0,1443596,4174705,3348567,20618718,0.168,134.654,135.027,105.608,-40.917,2788.0,-0.465,0.105,-28.842,2.226,1.665,1.425,1.246,1.75,2.007,1.824,1.556,1.28,1.343,2.297,1.953,1.586,1.331,3.653,2.55,1.555,3.336,1.626,0.605,0.319,770002,732837,790273,760181,725358,798356,763671,738805,178542,6072166061,7969289790,0.07,217559,225717,216095,206028,208313,42498,49996,624903262,71390,334496570,1274150481,-0.103,0.119,18.879,18.983,19.229,19.446,18.873,18.984,19.162,19.396,18.79,18.838,18.921,19.089,19.375,0.499,-0.62,0.062,-0.121,-0.037,32.73,43.909,-3.198,409999
6991735540,451.828,0.0857,0.0452,1.108,1.241,18.778,178671131202,178674719437,173401347303,160698392667,178662381167,178568598288,177544955445,174036779685,157168548901,178667296024,178672022213,176234035232,167992549468,29624880606,58625917121,2.1940838772941e+20,0.312,94.495,94.551,48.841,1.2451939577899182e+18,1.2844736449027858e+18,1.2824604505389883e+18,1.206337575216362e+18,1.2766469133002967e+18,1.2777618559294945e+18,1.2707240695699313e+18,1.1693508110511557e+18,1.2723197193775703e+18,1.2869489845362534e+18,1.2393800739343775e+18,1.5200215001427917e+17,5.7761634022409e+33,9.5656594064076e+33,0.266,0.537,1.309,1.305,1.271,1.323,1.29,1.294,1.278,1.414,1.299,1.306,1.271,1.289,0.166,0.252,-0.376,0.007,0.016,-0.244,-0.339,48.174,-23.282,1284108391,314584567,2204376156,1.2148185587414167e+18,0.182,0.087,0.094,0.103,0.129,0.097,0.086,0.117,0.101,0.115,0.011,0.019,0.502,0.295,49.996,15.452,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.003,0.005,0.004,0.007,0.087,0.164,58.043,54.118,19.619,9.75,9.633,9.896,9.692,9.8,0.904,0.015,6937916024,7018677844,6878265605,6387402710,6978122930,6965881556,6884383035,6730615267,6426864883,6957899591,6999591849,6954563543,6787586172,178294066,354695225,473629843,677099327,1275361592,31452175637454848,5.608130699920179e+16,1.1461587459955917e+17,0.322,0.137,0.195,64.576,62.499,57.867,9.665,22.311,5846,6921,1139.0,4341.0,9077.0,324178,4710036,3395445,20596412,0.159,133.78,133.875,106.134,-37.282,2816.0,-0.467,0.1,-28.208,2.254,1.674,1.414,1.25,1.429,1.782,1.729,1.527,1.276,1.212,2.017,1.879,1.566,1.328,3.647,2.553,1.552,3.324,1.629,0.602,0.323,775917,735093,785899,760006,726064,796685,764106,739346,174555,5768182808,7617381007,0.084,219966,224363,216060,206238,208460,42407,49521,613091270,71446,330423022,1276133240,-0.092,0.116,18.845,18.96,19.2,19.439,18.849,18.957,19.137,19.383,18.778,18.813,18.893,19.06,19.36,0.518,-0.617,0.067,-0.125,-0.04,32.942,43.951,-3.183,410287
6964371929,449.954,0.0812,0.045,0.883,1.291,18.712,178668409788,178673358730,173805858850,161349791746,178660819470,178591263159,177693529088,174335004078,157640872173,178664327666,178669960658,176573255263,168387293756,28579333829,58625917121,2.0419458052325e+20,0.309,94.495,94.551,48.841,1.2636019507402388e+18,1.28623266774295e+18,1.289946525079261e+18,1.209684836284621e+18,1.2979996708052634e+18,1.28900133424825e+18,1.276616577553817e+18,1.1735861326394852e+18,1.2826642924998874e+18,1.2920843066511675e+18,1.2428024996069888e+18,1.4464616493913424e+17,5.2306282578998e+33,9.588554601808e+33,0.26,0.534,1.307,1.314,1.266,1.322,1.291,1.293,1.279,1.411,1.291,1.302,1.272,1.288,0.157,0.251,-0.144,0.006,0.016,-0.232,-0.339,48.35,-10.055,1271458699,313540465,2202916202,1.213209948103237e+18,0.169,0.084,0.094,0.092,0.117,0.097,0.083,0.115,0.101,0.115,-0.013,0.019,0.532,0.297,49.854,-13.683,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.003,0.005,0.003,0.008,0.093,0.164,57.29,53.965,20.554,9.746,9.637,9.857,9.683,9.792,0.9,0.016,6968761954,7014398943,6904275014,6402004974,6971247430,6965504149,6895048221,6745696342,6438678224,6971127544,6986015370,6966044386,6806827323,181829160,321147841,472979017,669514488,1314203741,25783984010027008,5.592728771135078e+16,1.1206241226576691e+17,0.323,0.143,0.194,62.481,61.504,57.62,9.168,23.26,5851,6870,1059.0,4476.0,9081.0,280585,5009206,3381059,20616487,0.15,132.679,132.485,106.941,-71.713,2859.0,-0.474,0.095,-46.146,2.238,1.676,1.397,1.244,1.156,1.557,1.616,1.485,1.267,1.019,1.675,1.773,1.532,1.32,3.645,2.56,1.554,3.322,1.638,0.603,0.326,773519,733412,764530,751337,723856,776647,756224,736940,175821,6228968562,7728271396,0.09,219895,219952,214461,205909,208064,43198,49588,614739680,71690,368288182,1284867663,-0.086,0.114,18.805,18.931,19.171,19.432,18.815,18.924,19.11,19.368,18.744,18.779,18.86,19.028,19.344,0.54,-0.664,0.073,-0.128,-0.044,31.558,43.507,-3.425,409314
