Date,difficulty-btc-trx-90,hashrate-btc-trx-90,sentinusd-btc-ema-90,transactionfees-btc-trx-90,transactionvalue-btc-ema-7,transactionvalue-btc-wma-90,transactionvalue-btc-trx-90,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-ema-90,activeaddresses-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2016-06-20,0.434,0.402,1138635883,0.358,7314,5786,-0.145,0.038,19.142,19.197,19.181,19.078,430704,0.094,681.946,637.878,667.413,607.971
2016-06-21,0.431,0.4,1147635411,0.367,7442,5837,-0.145,0.038,19.139,19.195,19.181,19.079,432628,0.095,649.939,647.563,662.495,609.926
2016-06-22,0.428,0.398,1153748238,0.376,7450,5878,-0.145,0.039,19.135,19.208,19.186,19.084,433263,0.095,588.926,633.786,659.521,608.701
2016-06-23,0.425,0.396,1162187328,0.385,7514,5925,-0.145,0.039,19.129,19.212,19.188,19.087,434646,0.096,652.469,651.127,653.666,597.916
2016-06-24,0.423,0.393,1170342933,0.394,7554,5969,-0.145,0.04,19.121,19.216,19.189,19.091,435421,0.097,669.287,674.251,656.306,597.849
2016-06-25,0.42,0.391,1168186379,0.403,7421,5999,-0.144,0.04,19.114,19.217,19.19,19.093,436646,0.097,640.632,683.826,656.119,599.46
2016-06-26,0.418,0.389,1161405395,0.412,7172,6015,-0.143,0.041,19.106,19.217,19.191,19.095,437010,0.098,637.878,673.449,651.943,603.368
2016-06-27,0.415,0.387,1158643210,0.421,6972,6029,-0.143,0.041,19.1,19.211,19.189,19.096,436290,0.099,647.563,668.624,652.979,602.605
2016-06-28,0.413,0.384,1153665150,0.43,6649,6028,-0.142,0.042,19.094,19.205,19.188,19.096,436184,0.099,633.786,669.77,654.826,604.645
2016-06-29,0.41,0.382,1147598782,0.438,6391,6025,-0.141,0.042,19.089,19.203,19.188,19.098,435611,0.1,651.127,670.711,655.218,605.886
2016-06-30,0.408,0.38,1144260645,0.446,6255,6027,-0.141,0.042,19.083,19.197,19.186,19.098,435753,0.1,674.251,640.923,655.252,604.801
2016-07-01,0.406,0.378,1142435532,0.454,6369,6047,-0.14,0.042,19.078,19.191,19.184,19.099,436063,0.1,683.826,644.648,636.085,604.65
2016-07-02,0.403,0.376,1139519148,0.461,6625,6081,-0.139,0.042,19.073,19.183,19.181,19.098,435456,0.1,673.449,649.595,620.444,604.894
2016-07-03,0.401,0.374,1133715703,0.468,6617,6098,-0.138,0.042,19.069,19.177,19.179,19.099,434324,0.1,668.624,645.327,595.245,611.559
2016-07-04,0.399,0.372,1136108689,0.475,6993,6147,-0.137,0.042,19.064,19.168,19.176,19.098,434477,0.1,669.77,646.33,552.184,610.758
2016-07-05,0.396,0.37,1134274162,0.481,6844,6157,-0.136,0.042,19.06,19.162,19.174,19.098,434296,0.1,670.711,653.631,572.822,610.721
2016-07-06,0.394,0.368,1130854648,0.487,6724,6166,-0.135,0.041,19.056,19.157,19.172,19.099,433352,0.099,640.923,659.574,573.026,609.337
2016-07-07,0.392,0.366,1136590190,0.493,7159,6221,-0.133,0.041,19.053,19.155,19.171,19.1,432419,0.099,644.648,655.688,575.443,610.478
2016-07-08,0.39,0.364,1134421179,0.498,7120,6243,-0.132,0.04,19.051,19.163,19.173,19.105,431671,0.098,649.595,658.89,589.396,611.072
2016-07-09,0.387,0.362,1128615118,0.503,6995,6256,-0.13,0.039,19.049,19.167,19.175,19.109,430894,0.098,645.327,660.703,589.032,613.763
2016-07-10,0.385,0.36,1119145763,0.507,6757,6256,-0.129,0.038,19.048,19.172,19.176,19.114,429093,0.097,646.33,667.464,586.113,617.237
2016-07-11,0.383,0.358,1115192267,0.511,6716,6268,-0.127,0.037,19.047,19.177,19.178,19.118,429095,0.096,653.631,675.134,589.594,616.581
2016-07-12,0.381,0.356,1113132066,0.515,6763,6287,-0.126,0.036,19.045,19.181,19.179,19.122,428284,0.095,659.574,668.951,592.19,616.296
2016-07-13,0.379,0.354,1109218784,0.518,6788,6304,-0.124,0.035,19.045,19.188,19.182,19.128,426845,0.093,655.688,667.413,586.987,631.621
2016-07-14,0.377,0.352,1103080492,0.52,6670,6309,-0.122,0.034,19.046,19.199,19.185,19.134,426215,0.092,658.89,662.495,586.74,637.312
2016-07-15,0.375,0.35,1110233902,0.523,7556,6400,-0.12,0.033,19.048,19.209,19.189,19.141,425460,0.091,660.703,659.521,576.272,635.764
2016-07-16,0.372,0.348,1104797353,0.525,7449,6423,-0.118,0.032,19.051,19.215,19.192,19.147,425123,0.089,667.464,653.666,569.003,636.521
2016-07-17,0.37,0.346,1103193673,0.527,7592,6464,-0.116,0.031,19.052,19.216,19.192,19.151,423936,0.088,675.134,656.306,571.996,639.211
2016-07-18,0.368,0.343,1099816443,0.529,7417,6481,-0.113,0.03,19.054,19.217,19.193,19.155,423959,0.086,668.951,656.119,574.509,639.793
2016-07-19,0.366,0.341,1097240712,0.531,7474,6515,-0.111,0.028,19.054,19.214,19.193,19.157,423331,0.085,667.413,651.943,573.871,638.715
2016-07-20,0.364,0.339,1094989973,0.533,7408,6539,-0.108,0.027,19.056,19.215,19.194,19.161,422755,0.083,662.495,652.979,574.592,637.034
2016-07-21,0.362,0.337,1091465818,0.535,7236,6553,-0.106,0.026,19.058,19.217,19.195,19.165,422544,0.081,659.521,654.826,577.708,632.653
2016-07-22,0.36,0.334,1089142737,0.536,7230,6579,-0.103,0.024,19.062,19.222,19.197,19.171,422195,0.08,653.666,655.218,580.948,628.962
2016-07-23,0.358,0.332,1081369849,0.538,6953,6581,-0.101,0.023,19.065,19.227,19.199,19.176,421603,0.078,656.306,655.252,582.629,631.236
2016-07-24,0.355,0.329,1077407214,0.539,6869,6594,-0.098,0.022,19.071,19.236,19.203,19.182,420538,0.077,656.119,636.085,584.169,641.524
2016-07-25,0.353,0.326,1070930949,0.54,6472,6578,-0.096,0.02,19.076,19.242,19.206,19.188,421023,0.075,651.943,620.444,580.74,653.664
2016-07-26,0.351,0.323,1071164477,0.542,6439,6584,-0.094,0.019,19.081,19.248,19.208,19.194,421570,0.073,652.979,595.245,575.66,650.557
2016-07-27,0.349,0.32,1073039168,0.543,6572,6605,-0.092,0.018,19.087,19.252,19.211,19.199,421691,0.072,654.826,552.184,578.283,654.64
2016-07-28,0.347,0.317,1072865374,0.544,6662,6623,-0.09,0.017,19.092,19.251,19.211,19.202,421718,0.07,655.218,572.822,574.184,665.07
2016-07-29,0.345,0.314,1070378213,0.545,6511,6622,-0.089,0.016,19.097,19.251,19.212,19.205,414941,0.068,655.252,573.026,572.17,682.275
2016-07-30,0.342,0.311,1058703153,0.547,6426,6623,-0.087,0.015,19.103,19.25,19.213,19.209,412557,0.066,636.085,575.443,574.891,685.356
2016-07-31,0.34,0.307,1052451639,0.548,6356,6623,-0.085,0.013,19.108,19.244,19.211,19.21,412739,0.063,620.444,589.396,576.744,705.335
2016-08-01,0.338,0.304,1045556336,0.55,5957,6592,-0.084,0.012,19.113,19.234,19.209,19.209,413499,0.061,595.245,589.032,574.462,704.786
2016-08-02,0.336,0.301,1055803695,0.551,6564,6641,-0.082,0.011,19.112,19.227,19.207,19.21,414756,0.059,552.184,586.113,573.069,698.831
2016-08-03,0.333,0.299,1051033332,0.552,6356,6630,-0.081,0.01,19.112,19.215,19.203,19.208,415482,0.057,572.822,589.594,573.174,720.121
2016-08-04,0.331,0.296,1054803747,0.553,6623,6657,-0.079,0.01,19.113,19.201,19.199,19.206,415962,0.056,573.026,592.19,579.773,724.827
2016-08-05,0.328,0.293,1052427480,0.553,6405,6645,-0.078,0.009,19.117,19.185,19.193,19.202,416022,0.054,575.443,586.987,604.208,724.099
2016-08-06,0.326,0.291,1041592367,0.553,5922,6606,-0.077,0.008,19.12,19.167,19.187,19.197,415387,0.052,589.396,586.74,605.63,698.792
2016-08-07,0.323,0.288,1032045420,0.553,5878,6594,-0.076,0.007,19.126,19.173,19.189,19.201,414842,0.051,589.032,576.272,606.793,702.682
2016-08-08,0.321,0.286,1023786246,0.553,5641,6564,-0.075,0.006,19.133,19.18,19.191,19.204,416044,0.049,586.113,569.003,610.021,708.671
2016-08-09,0.318,0.283,1021520570,0.553,5651,6550,-0.075,0.005,19.141,19.184,19.192,19.206,416365,0.048,589.594,571.996,621.285,703.872
2016-08-10,0.315,0.281,1019080757,0.552,5547,6526,-0.074,0.005,19.146,19.178,19.19,19.205,417950,0.047,592.19,574.509,622.603,705.761
2016-08-11,0.312,0.278,1013924813,0.552,5472,6502,-0.074,0.004,19.149,19.155,19.181,19.198,418944,0.045,586.987,573.871,623.902,724.306
2016-08-12,0.309,0.276,1009859005,0.551,5316,6470,-0.074,0.004,19.152,19.13,19.173,19.19,419362,0.044,586.74,574.592,620.306,714.235
2016-08-13,0.306,0.273,1001043592,0.55,5387,6453,-0.074,0.004,19.155,19.107,19.164,19.181,419175,0.043,576.272,577.708,607.225,714.44
2016-08-14,0.303,0.271,991749531,0.548,5276,6423,-0.074,0.003,19.158,19.085,19.155,19.173,418634,0.042,569.003,580.948,609.126,708.542
2016-08-15,0.3,0.268,988718079,0.547,5413,6411,-0.075,0.003,19.161,19.064,19.146,19.164,419582,0.042,571.996,582.629,610.447,696.136
2016-08-16,0.297,0.266,990031840,0.545,5615,6408,-0.075,0.002,19.164,19.044,19.138,19.155,421208,0.041,574.509,584.169,609.706,701.676
2016-08-17,0.295,0.263,986016992,0.543,5418,6374,-0.076,0.002,19.168,19.023,19.128,19.145,422210,0.04,573.871,580.74,608.348,709.94
2016-08-18,0.292,0.261,985715033,0.541,5457,6357,-0.076,0.002,19.171,19.003,19.119,19.135,422370,0.04,574.592,575.66,607.443,721.652
2016-08-19,0.289,0.258,982869700,0.538,5480,6338,-0.077,0.002,19.174,18.983,19.11,19.125,422437,0.039,577.708,578.283,607.971,742.568
2016-08-20,0.287,0.256,981301060,0.536,5574,6326,-0.077,0.002,19.174,18.955,19.097,19.111,423114,0.039,580.948,574.184,609.926,742.522
2016-08-21,0.284,0.254,971965588,0.533,5232,6277,-0.078,0.002,19.174,18.927,19.085,19.097,422293,0.038,582.629,572.17,608.701,747.646
2016-08-22,0.281,0.252,971428617,0.53,5189,6247,-0.079,0.002,19.174,18.901,19.073,19.083,423119,0.038,584.169,574.891,597.916,740.325
2016-08-23,0.279,0.25,972294422,0.526,5169,6218,-0.08,0.002,19.171,18.877,19.06,19.068,423757,0.038,580.74,576.744,597.849,734.423
2016-08-24,0.276,0.249,973850996,0.523,5192,6192,-0.081,0.002,19.169,18.86,19.051,19.056,424691,0.037,575.66,574.462,599.46,741.868
2016-08-25,0.274,0.247,974218315,0.519,5206,6167,-0.082,0.002,19.164,18.844,19.041,19.044,424182,0.037,578.283,573.069,603.368,742.446
2016-08-26,0.272,0.245,974560746,0.514,5238,6145,-0.084,0.002,19.157,18.829,19.032,19.032,423969,0.037,574.184,573.174,602.605,738.491
2016-08-27,0.269,0.243,968018579,0.51,5028,6103,-0.085,0.002,19.149,18.816,19.023,19.02,423677,0.036,572.17,579.773,604.645,734.983
2016-08-28,0.267,0.241,959223367,0.506,4838,6058,-0.087,0.002,19.137,18.802,19.013,19.008,422166,0.036,574.891,604.208,605.886,734.786
2016-08-29,0.265,0.239,954498011,0.501,4722,6017,-0.088,0.002,19.124,18.79,19.005,18.996,422756,0.035,576.744,605.63,604.801,732.631
2016-08-30,0.263,0.238,949876135,0.496,4588,5972,-0.09,0.002,19.109,18.772,18.994,18.983,423825,0.035,574.462,606.793,604.65,732.658
2016-08-31,0.26,0.236,946474289,0.491,4577,5935,-0.092,0.002,19.095,18.743,18.979,18.966,424356,0.035,573.069,610.021,604.894,732.374
2016-09-01,0.258,0.234,942229580,0.486,4511,5893,-0.094,0.003,19.082,18.724,18.967,18.951,424408,0.034,573.174,621.285,611.559,737.759
2016-09-02,0.256,0.233,936317664,0.48,4395,5846,-0.097,0.003,19.069,18.708,18.957,18.938,424615,0.034,579.773,622.603,610.758,747.59
2016-09-03,0.254,0.231,929650273,0.474,4337,5801,-0.099,0.003,19.058,18.693,18.946,18.925,424231,0.034,604.208,623.902,610.721,767.657
2016-09-04,0.252,0.229,919525374,0.469,4208,5749,-0.102,0.003,19.047,18.683,18.937,18.914,423264,0.033,605.63,620.306,609.337,764.483
2016-09-05,0.25,0.228,917008424,0.463,4295,5713,-0.104,0.003,19.037,18.673,18.928,18.902,424201,0.033,606.793,607.225,610.478,764.011
2016-09-06,0.248,0.226,913090811,0.457,4267,5670,-0.107,0.003,19.028,18.667,18.92,18.892,425016,0.033,610.021,609.126,611.072,754.931
2016-09-07,0.246,0.225,909011902,0.451,4175,5620,-0.11,0.003,19.02,18.664,18.914,18.883,426149,0.033,621.285,610.447,613.763,755.702
2016-09-08,0.244,0.223,905584388,0.445,4244,5583,-0.113,0.004,19.011,18.662,18.908,18.875,426287,0.033,622.603,609.706,617.237,760.565
2016-09-09,0.242,0.222,904062915,0.44,4426,5557,-0.116,0.004,19.002,18.659,18.901,18.866,426337,0.032,623.902,608.348,616.581,766.652
2016-09-10,0.241,0.22,897799400,0.434,4511,5527,-0.118,0.004,18.994,18.656,18.895,18.858,425848,0.032,620.306,607.443,616.296,768.494
2016-09-11,0.239,0.219,891271220,0.428,4678,5507,-0.121,0.005,18.987,18.654,18.889,18.849,425247,0.032,607.225,607.971,631.621,771.991
2016-09-12,0.237,0.218,888093206,0.422,4725,5481,-0.124,0.005,18.979,18.654,18.884,18.842,426000,0.032,609.126,609.926,637.312,767.304
2016-09-13,0.235,0.217,886006013,0.417,4808,5459,-0.126,0.005,18.972,18.651,18.878,18.834,427037,0.032,610.447,608.701,635.764,774.371
2016-09-14,0.234,0.216,882583232,0.411,4855,5437,-0.129,0.005,18.965,18.647,18.872,18.826,427147,0.032,609.706,597.916,636.521,777.648
2016-09-15,0.232,0.215,877036192,0.405,4662,5395,-0.131,0.006,18.959,18.643,18.865,18.817,427162,0.032,608.348,597.849,639.211,776.714
2016-09-16,0.23,0.214,876778457,0.4,4866,5384,-0.134,0.006,18.953,18.639,18.859,18.809,427183,0.032,607.443,599.46,639.793,776.708
2016-09-17,0.229,0.214,868824174,0.394,4688,5345,-0.136,0.007,18.948,18.636,18.853,18.801,427813,0.032,607.971,603.368,638.715,779.035
2016-09-18,0.227,0.213,861609011,0.388,4806,5329,-0.139,0.007,18.943,18.633,18.847,18.793,426326,0.031,609.926,602.605,637.034,786.632
2016-09-19,0.226,0.212,857549317,0.383,5019,5324,-0.141,0.007,18.937,18.631,18.842,18.786,426297,0.031,608.701,604.645,632.653,787.662
2016-09-20,0.224,0.212,859385302,0.378,5199,5322,-0.143,0.008,18.928,18.631,18.837,18.779,427229,0.031,597.916,605.886,628.962,789.416
2016-09-21,0.223,0.211,857621993,0.372,5066,5296,-0.145,0.008,18.921,18.63,18.833,18.772,427942,0.031,597.849,604.801,631.236,789.909
2016-09-22,0.221,0.21,860090564,0.367,5303,5301,-0.147,0.008,18.914,18.63,18.828,18.766,428030,0.031,599.46,604.65,641.524,811.021
2016-09-23,0.22,0.209,859912186,0.362,5490,5307,-0.148,0.009,18.907,18.63,18.823,18.759,427898,0.031,603.368,604.894,653.664,852.382
2016-09-24,0.218,0.208,854518063,0.357,5586,5309,-0.15,0.009,18.9,18.629,18.819,18.753,427822,0.031,602.605,611.559,650.557,894.707
2016-09-25,0.217,0.208,852663030,0.351,5623,5309,-0.151,0.01,18.895,18.627,18.814,18.746,427197,0.031,604.645,610.758,654.64,897.765
2016-09-26,0.216,0.208,858556896,0.346,5709,5313,-0.152,0.01,18.889,18.624,18.809,18.739,428352,0.031,605.886,610.721,665.07,871.821
2016-09-27,0.215,0.208,855690768,0.341,5400,5285,-0.153,0.011,18.882,18.622,18.804,18.733,429694,0.031,604.801,609.337,682.275,896.85
2016-09-28,0.214,0.208,864305221,0.335,5688,5303,-0.154,0.012,18.876,18.619,18.799,18.726,430415,0.031,604.65,610.478,685.356,911.027
2016-09-29,0.213,0.208,863251807,0.33,5411,5277,-0.155,0.013,18.872,18.626,18.798,18.723,431083,0.031,604.894,611.072,705.335,950.293
2016-09-30,0.212,0.208,870306200,0.325,5543,5282,-0.155,0.014,18.868,18.632,18.796,18.72,432595,0.031,611.559,613.763,704.786,965.624
2016-10-01,0.211,0.208,867046201,0.32,5254,5253,-0.156,0.015,18.864,18.638,18.794,18.716,432871,0.032,610.758,617.237,698.831,950.955
2016-10-02,0.21,0.208,860723545,0.315,5066,5227,-0.157,0.016,18.861,18.643,18.793,18.713,432250,0.032,610.721,616.581,720.121,952.778
2016-10-03,0.209,0.208,863296767,0.311,4974,5206,-0.158,0.017,18.857,18.65,18.792,18.711,435232,0.033,609.337,616.296,724.827,970.988
2016-10-04,0.209,0.208,864099833,0.306,4828,5179,-0.159,0.018,18.853,18.655,18.79,18.708,437151,0.033,610.478,631.621,724.099,1010.0
2016-10-05,0.208,0.208,867599304,0.301,4938,5171,-0.16,0.02,18.849,18.66,18.789,18.705,438725,0.034,611.072,637.312,698.792,1017.0
2016-10-06,0.207,0.209,872867757,0.296,4978,5161,-0.161,0.022,18.842,18.663,18.787,18.702,440846,0.035,613.763,635.764,702.682,1075.0
2016-10-07,0.207,0.209,877871825,0.292,5102,5160,-0.161,0.023,18.836,18.664,18.785,18.698,442253,0.036,617.237,636.521,708.671,1045.0
2016-10-08,0.206,0.209,884464082,0.287,5290,5166,-0.162,0.025,18.83,18.666,18.783,18.695,443227,0.038,616.581,639.211,703.872,927.984
2016-10-09,0.206,0.21,897573144,0.283,5943,5218,-0.162,0.027,18.824,18.668,18.781,18.693,443288,0.039,616.296,639.793,705.761,865.388
2016-10-10,0.206,0.211,906608235,0.279,6254,5255,-0.162,0.029,18.818,18.668,18.779,18.689,443016,0.04,631.621,638.715,724.306,908.784
2016-10-11,0.205,0.211,918228093,0.275,6406,5283,-0.161,0.031,18.811,18.671,18.777,18.687,444962,0.041,637.312,637.034,714.235,890.728
2016-10-12,0.205,0.212,929573317,0.271,6668,5325,-0.16,0.033,18.804,18.67,18.775,18.683,445369,0.042,635.764,632.653,714.44,899.089
2016-10-13,0.205,0.212,925211758,0.267,6445,5330,-0.159,0.035,18.796,18.669,18.772,18.68,445432,0.043,636.521,628.962,708.542,843.358
2016-10-14,0.205,0.212,929278617,0.264,6176,5327,-0.158,0.036,18.788,18.668,18.769,18.677,445824,0.044,639.211,631.236,696.136,781.292
2016-10-15,0.205,0.212,950563453,0.26,7220,5433,-0.156,0.038,18.781,18.662,18.765,18.672,445114,0.045,639.793,641.524,701.676,805.197
2016-10-16,0.206,0.213,959309797,0.257,7404,5487,-0.154,0.04,18.774,18.656,18.76,18.667,444175,0.046,638.715,653.664,709.94,825.581
2016-10-17,0.206,0.212,959518698,0.254,6823,5477,-0.152,0.041,18.767,18.65,18.756,18.663,444821,0.047,637.034,650.557,721.652,816.142
2016-10-18,0.206,0.212,967392460,0.251,6706,5496,-0.15,0.043,18.76,18.65,18.754,18.66,445483,0.048,632.653,654.64,742.568,825.861
2016-10-19,0.206,0.212,969266694,0.249,6569,5510,-0.148,0.044,18.753,18.647,18.751,18.657,445036,0.048,628.962,665.07,742.522,873.162
2016-10-20,0.207,0.212,977164179,0.246,6360,5516,-0.145,0.046,18.746,18.644,18.747,18.653,447245,0.049,631.236,682.275,747.646,882.986
2016-10-21,0.207,0.212,995724339,0.244,6657,5561,-0.143,0.048,18.738,18.639,18.743,18.65,448745,0.05,641.524,685.356,740.325,890.236
2016-10-22,0.207,0.212,988567179,0.242,5992,5528,-0.141,0.049,18.728,18.633,18.739,18.645,448725,0.051,653.664,705.335,734.423,892.331
2016-10-23,0.208,0.212,989878308,0.24,6096,5549,-0.139,0.051,18.72,18.628,18.735,18.642,447857,0.052,650.557,704.786,741.868,914.851
2016-10-24,0.208,0.212,1016140336,0.239,7250,5664,-0.136,0.052,18.711,18.625,18.731,18.638,449693,0.053,654.64,698.831,742.446,920.879
2016-10-25,0.208,0.212,1033994831,0.238,7583,5732,-0.132,0.053,18.703,18.619,18.727,18.634,452171,0.054,665.07,720.121,738.491,918.084
2016-10-26,0.209,0.212,1039066856,0.238,7331,5755,-0.129,0.054,18.695,18.615,18.723,18.631,454563,0.055,682.275,724.827,734.983,906.179
2016-10-27,0.209,0.212,1063067050,0.239,7323,5793,-0.125,0.056,18.69,18.624,18.724,18.633,458707,0.057,685.356,724.099,734.786,894.156
2016-10-28,0.209,0.211,1058360823,0.24,6560,5765,-0.122,0.057,18.684,18.63,18.724,18.633,459608,0.059,705.335,698.792,732.631,903.996
2016-10-29,0.21,0.211,1054260538,0.241,6074,5745,-0.119,0.059,18.679,18.635,18.724,18.634,459624,0.06,704.786,702.682,732.658,914.645
2016-10-30,0.21,0.211,1048732713,0.241,5691,5724,-0.116,0.06,18.675,18.64,18.723,18.634,458507,0.062,698.831,708.671,732.374,916.865
2016-10-31,0.21,0.211,1048554432,0.242,5573,5718,-0.114,0.061,18.67,18.642,18.722,18.634,459752,0.063,720.121,703.872,737.759,915.551
2016-11-01,0.21,0.212,1049833678,0.243,5527,5716,-0.112,0.062,18.666,18.644,18.721,18.635,461506,0.064,724.827,705.761,747.59,915.703
2016-11-02,0.21,0.211,1097724197,0.245,7374,5880,-0.108,0.064,18.662,18.648,18.721,18.635,462568,0.066,724.099,724.306,767.657,937.573
2016-11-03,0.21,0.211,1175287215,0.246,10070,6157,-0.103,0.065,18.66,18.655,18.722,18.638,463695,0.068,698.792,714.235,764.483,969.061
2016-11-04,0.21,0.211,1233790015,0.247,11703,6397,-0.096,0.066,18.659,18.662,18.723,18.64,463929,0.069,702.682,714.44,764.011,989.036
2016-11-05,0.21,0.211,1292056879,0.248,13058,6646,-0.087,0.068,18.653,18.669,18.724,18.642,464241,0.07,708.671,708.542,754.931,1009.0
2016-11-06,0.21,0.21,1341881153,0.249,14081,6893,-0.077,0.069,18.648,18.676,18.725,18.645,464241,0.072,703.872,696.136,755.702,1014.0
2016-11-07,0.21,0.21,1375313188,0.25,13429,7012,-0.066,0.07,18.642,18.681,18.725,18.647,465719,0.073,705.761,701.676,760.565,1016.0
2016-11-08,0.21,0.209,1393556846,0.252,12156,7060,-0.056,0.072,18.64,18.692,18.728,18.652,468306,0.075,724.306,709.94,766.652,1017.0
2016-11-09,0.21,0.209,1400250383,0.253,10923,7084,-0.046,0.073,18.64,18.702,18.731,18.656,469992,0.076,714.235,721.652,768.494,1038.0
2016-11-10,0.21,0.209,1393417408,0.254,9350,7050,-0.037,0.075,18.64,18.71,18.733,18.661,471216,0.078,714.44,742.568,771.991,1049.0
2016-11-11,0.21,0.209,1380612262,0.255,7991,7000,-0.028,0.076,18.641,18.717,18.735,18.664,471868,0.08,708.542,742.522,767.304,1020.0
2016-11-12,0.21,0.209,1362663294,0.256,6727,6929,-0.021,0.077,18.641,18.722,18.736,18.668,472633,0.081,696.136,747.646,774.371,973.244
2016-11-13,0.209,0.209,1346401040,0.257,5941,6872,-0.015,0.079,18.642,18.728,18.738,18.671,472564,0.083,701.676,740.325,777.648,1003.0
2016-11-14,0.209,0.209,1335182255,0.257,5458,6826,-0.009,0.08,18.642,18.731,18.739,18.675,474518,0.084,709.94,734.423,776.714,999.914
2016-11-15,0.209,0.209,1328577982,0.258,5207,6790,-0.004,0.081,18.642,18.732,18.739,18.677,476603,0.086,721.652,741.868,776.708,994.654
2016-11-16,0.209,0.21,1325192423,0.258,5123,6763,0.0,0.083,18.643,18.734,18.739,18.679,478187,0.088,742.568,742.446,779.035,1003.0
2016-11-17,0.208,0.21,1317239664,0.259,4915,6724,0.004,0.085,18.644,18.737,18.74,18.683,479775,0.09,742.522,738.491,786.632,1006.0
2016-11-18,0.208,0.21,1307875684,0.259,4766,6686,0.007,0.086,18.646,18.739,18.741,18.685,481300,0.092,747.646,734.983,787.662,1023.0
2016-11-19,0.208,0.211,1294740826,0.26,4411,6626,0.01,0.088,18.649,18.74,18.741,18.687,482247,0.093,740.325,734.786,789.416,1043.0
2016-11-20,0.208,0.211,1282076311,0.26,4202,6572,0.012,0.089,18.651,18.737,18.74,18.689,483016,0.095,734.423,732.631,789.909,1056.0
2016-11-21,0.208,0.211,1275044314,0.261,4157,6528,0.013,0.091,18.652,18.731,18.738,18.688,484449,0.097,741.868,732.658,811.021,1049.0
2016-11-22,0.208,0.212,1269308473,0.262,4229,6494,0.014,0.092,18.652,18.721,18.735,18.687,485130,0.099,742.446,732.374,852.382,1052.0
2016-11-23,0.208,0.212,1264742258,0.263,4326,6463,0.015,0.094,18.653,18.721,18.734,18.688,487042,0.101,738.491,737.759,894.707,1095.0
2016-11-24,0.208,0.212,1263053756,0.265,4312,6425,0.015,0.096,18.653,18.715,18.732,18.688,490123,0.103,734.983,747.59,897.765,1114.0
2016-11-25,0.208,0.212,1255507010,0.267,4087,6369,0.015,0.098,18.653,18.709,18.729,18.687,492350,0.105,734.786,767.657,871.821,1140.0
2016-11-26,0.208,0.213,1243337149,0.269,3868,6308,0.014,0.1,18.654,18.706,18.728,18.687,494278,0.107,732.631,764.483,896.85,1178.0
2016-11-27,0.209,0.213,1227949059,0.272,3633,6242,0.013,0.102,18.655,18.705,18.727,18.688,494603,0.109,732.658,764.011,911.027,1163.0
2016-11-28,0.209,0.214,1219628650,0.274,3654,6193,0.011,0.104,18.657,18.704,18.726,18.689,497353,0.111,732.374,754.931,950.293,1160.0
2016-11-29,0.21,0.215,1211939685,0.277,3642,6141,0.009,0.106,18.661,18.705,18.726,18.69,498933,0.114,737.759,755.702,965.624,1181.0
2016-11-30,0.21,0.215,1204163723,0.279,3592,6087,0.007,0.108,18.664,18.706,18.726,18.691,499925,0.116,747.59,760.565,950.955,1190.0
2016-12-01,0.21,0.216,1197906134,0.282,3873,6060,0.005,0.11,18.666,18.704,18.725,18.692,500860,0.118,767.657,766.652,952.778,1203.0
2016-12-02,0.211,0.216,1198007728,0.285,3990,6026,0.002,0.112,18.668,18.7,18.723,18.691,503689,0.12,764.483,768.494,970.988,1237.0
2016-12-03,0.211,0.217,1187213878,0.288,3811,5967,-0.001,0.115,18.669,18.693,18.72,18.69,506078,0.122,764.011,771.991,1010.0,1270.0
2016-12-04,0.212,0.218,1173877228,0.292,3570,5900,-0.004,0.117,18.67,18.687,18.718,18.688,507607,0.125,754.931,767.304,1017.0,1271.0
2016-12-05,0.212,0.219,1172684336,0.295,3845,5873,-0.007,0.119,18.67,18.681,18.715,18.686,509731,0.127,755.702,774.371,1075.0,1261.0
2016-12-06,0.213,0.219,1170490376,0.298,3859,5828,-0.011,0.121,18.669,18.675,18.712,18.684,513283,0.13,760.565,777.648,1045.0,1273.0
2016-12-07,0.213,0.22,1166330476,0.302,3843,5782,-0.014,0.123,18.669,18.67,18.71,18.683,516143,0.133,766.652,776.714,927.984,1252.0
2016-12-08,0.214,0.221,1160589862,0.305,3848,5737,-0.018,0.126,18.669,18.664,18.707,18.681,517507,0.135,768.494,776.708,865.388,1196.0
2016-12-09,0.214,0.222,1155832700,0.308,3976,5704,-0.022,0.128,18.668,18.66,18.704,18.679,517990,0.138,771.991,779.035,908.784,1175.0
2016-12-10,0.215,0.223,1146536941,0.311,3884,5654,-0.026,0.13,18.668,18.653,18.701,18.677,517344,0.14,767.304,786.632,890.728,1202.0
2016-12-11,0.215,0.224,1135274344,0.314,3800,5603,-0.03,0.131,18.666,18.647,18.698,18.674,516863,0.142,774.371,787.662,899.089,1168.0
2016-12-12,0.216,0.225,1132106288,0.317,4069,5581,-0.034,0.133,18.665,18.639,18.694,18.671,517211,0.144,777.648,789.416,843.358,1195.0
