Date,bitcoin-size_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-90,difficulty-btc-var-14,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-7,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-mom-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-90,transactionfees-btc-sma-7,transactionfees-btc-sma-90,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-std-30,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-trx-30,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-90,transactionvalue-btc-wma-14,transactionvalue-btc-wma-90,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-90,size-btc-ema-3,size-btc-std-7,size-btc-std-30,size-btc-std-90,size-btc-var-7,size-btc-var-14,size-btc-var-90,size-btc-trx-7,size-btc-trx-30,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-std-7,activeaddresses-btc-var-90,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-ema-30,price-btc-ema-90,price-btc-wma-30,price-btc-wma-90,price-btc-std-90,price-btc-trx-7,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_30d
2014-04-06,212368,19.264,5244866912,3187868619,5370591791,4623471934,3417682913,5747686258,5403615269,3853316325,760680408,2365508358,1.4465867092088832e+17,1.349,1.255,1.382,1.713,100.0,100.0,100.0,22.227,4.90759250381234e+16,4.423632439138997e+16,4.78853130933123e+16,4.704619449166294e+16,4.451324669859776e+16,3.993025725137074e+16,2.9240025103231444e+16,4.835141987893079e+16,4.82618500203643e+16,4.589464960534634e+16,4.205154634069487e+16,3.283263319443069e+16,1.2557241233856816e+16,2.0148778655079424e+16,1.969,1.601,1.422,1.655,239.351,39.76,44.353,49.176,132.738,39.739,43.418,49.485,63.165,152.295,38.862,42.104,45.505,55.418,90.952,16.198,158.236,65.591,6260.0,-3.15,-2.155,-1.912,-1.037,274844621,288814124,424710520,363834306,447200472,252928380,273275353,453555715,-4783806,8.258128898649891e+16,5.142819672444838e+16,-3.07,-2.159,-0.412,0.132,48.954,0.091,0.146,0.108,0.136,0.035,-1.712,-0.757,-0.012,0.045,0.046,0.067,0.054,0.047,0.003,0.014,-0.514,8.522,8.418,8.429,8.512,1.743,0.76,-0.264,0.009,0.04,6977264496,6704687891,7446111312,6540130284,7466916311,1235283424,1679964025,2891318720,381481284374257664,7.055697816296735e+17,2.08993098443332e+18,-1.757,47.674,-2.354,-18.655,-49.177,5059,7234,4951,5348,7383,5016,6871,10028.0,25140042,-1.869,-0.44,0.125,108.027,115.592,166.902,119.084,107.23,34.821,92.39,303.122,-0.994,0.274,0.291,0.321,0.352,0.28,0.321,0.122,0.004,-1.19,-0.735,-0.515,202732,26888,67428,84858,180737878,513604299,1800213131,-0.867,0.122,65525,64260,15174,46284755,57561326,0.054,0.113,108906,107368,108241,106548,194402381,-0.178,0.364,19.193,20.537,20.076,0.375,1.958,0.011,0.958,-0.15,33.607,-2.963,164978,18859,703848618,0.144,0.368,536.991,606.556,521.428,604.746,270.172,-1.786,0.411,47.378,427.341
2014-04-07,243620,19.267,5403847697,3240104671,5557875366,4720004460,3477068477,6026444965,5622330064,3917752753,798453918,2414043661,1.593821646554235e+17,1.652,1.313,1.384,1.706,100.0,100.0,100.0,22.227,4.8052469819312136e+16,4.465915631717532e+16,4.708426574206267e+16,4.685545046645046e+16,4.474924292422646e+16,4.034012571197992e+16,2.9614600779881588e+16,4.695506655527561e+16,4.80776556609758e+16,4.616756880526941e+16,4.252635800143891e+16,3.325034279738741e+16,1.2590897488984714e+16,2.0312782390516068e+16,1.743,1.593,1.427,1.65,252.085,37.478,42.371,47.13,129.717,38.455,41.857,47.843,61.488,149.765,37.568,40.308,43.905,53.726,88.851,14.412,155.006,51.928,6007.0,-3.239,-2.224,-1.92,-1.039,256564600,277593749,399227337,352762548,441596550,232272737,260396410,449741807,-157085259,7.429921004810454e+16,5.056692321859933e+16,-3.412,-2.274,-0.467,0.123,49.043,0.093,0.145,0.108,0.135,0.035,-1.412,-0.766,-0.02,0.046,0.046,0.067,0.053,0.047,0.003,0.014,-0.53,8.554,8.433,8.453,8.537,1.793,0.804,-0.213,0.006,0.04,6912062794,6638196910,7407165518,6456053715,7411081540,1157205573,1724784806,2896168605,334781184475480064,7.437206568531393e+17,2.0969481467875e+18,-1.632,47.391,-2.148,-20.361,-46.328,4895,7127,4509,5060,7291,4766,6782,9661.0,23331989,-2.219,-0.48,0.116,107.506,112.567,165.276,117.546,105.917,35.605,92.226,316.931,-1.007,0.287,0.298,0.321,0.353,0.291,0.322,0.123,0.004,-0.561,-0.681,-0.514,223176,40730,68042,84944,414723706,578359597,1803866629,-0.456,0.104,65566,64292,15173,42853750,57556172,0.038,0.112,108738,106976,108164,106527,189875719,-0.171,0.362,19.173,20.516,20.048,0.278,1.971,0.01,0.972,-0.135,33.721,-3.073,165162,21379,698598161,0.13,0.365,531.639,603.204,514.678,599.9,269.225,-1.651,0.399,47.246,435.189
2014-04-08,292598,19.221,5562828483,3292340723,5698338046,4810309081,3535148864,6119726089,5801299662,3981041136,916447264,2457184356,2.099688966949724e+17,1.879,1.376,1.389,1.7,100.0,100.0,100.0,10.066,4.4948957838855416e+16,4.471369224494793e+16,4.532068388786192e+16,4.603086335825314e+16,4.459029080548442e+16,4.054767257144322e+16,2.992102937886576e+16,4.470738266245011e+16,4.700181815568885e+16,4.602062823413418e+16,4.2795615562290296e+16,3.360004551043935e+16,1.2342500644612726e+16,2.0352047377859816e+16,1.382,1.544,1.425,1.645,228.572,36.892,40.902,45.821,126.664,36.663,40.11,46.114,59.77,147.24,36.265,38.433,42.27,51.978,86.767,15.274,151.493,58.32,5738.0,-3.339,-2.295,-1.929,-1.042,237635632,270519619,386304085,341165502,435693513,211383670,246451688,451416717,-99037823,7.496885686409613e+16,5.094426315686541e+16,-3.788,-2.399,-0.525,0.113,48.971,0.093,0.144,0.107,0.134,0.035,-1.094,-0.773,-0.027,0.045,0.045,0.066,0.053,0.046,0.002,0.015,-0.546,8.644,8.47,8.504,8.588,2.116,1.119,-0.108,0.011,0.04,6840284878,6573338365,7368170440,6373526403,7355537529,995449270,1752300550,2921063301,247729812261724160,7.676393041034771e+17,2.1331527016317007e+18,-1.505,47.3,-7.125,-22.303,-42.938,4789,7044,4139,4789,7197,4517,6692,9682.0,23436884,-2.736,-0.524,0.107,106.245,110.729,164.143,117.092,105.785,27.488,92.384,188.892,-1.016,0.309,0.303,0.323,0.355,0.31,0.325,0.125,0.004,0.578,-0.523,-0.513,257887,74101,72674,86100,1372751496,932253634,1853303787,0.402,0.097,65757,64364,15176,39126025,57577502,0.025,0.112,108888,106952,108426,106866,189605847,-0.152,0.36,19.156,20.495,20.02,0.192,1.986,0.007,0.986,-0.122,32.922,-2.529,165363,20714,695077044,0.117,0.362,526.463,599.868,508.116,595.109,270.358,-1.508,0.388,47.181,440.75
2014-04-09,243742,19.211,5721809269,3344576775,5803685057,4894787598,3591952759,6119726089,5940524063,4043181473,995827663,2495210268,2.4791818362310656e+17,2.001,1.435,1.396,1.694,100.0,100.0,100.0,9.326,4.553424601538241e+16,4.524176832896948e+16,4.604155075476744e+16,4.62137519241081e+16,4.487990771430956e+16,4.094862386500643e+16,3.029116977980657e+16,4.561411255385887e+16,4.678679422272416e+16,4.629379161769753e+16,4.324614935870873e+16,3.401279529954832e+16,1.2207753425966438e+16,2.048846754241505e+16,1.121,1.49,1.422,1.64,251.003,36.907,38.898,44.388,123.417,37.671,39.752,45.122,58.41,144.854,37.158,37.877,41.318,50.591,84.833,13.854,146.279,47.987,5349.0,-3.277,-2.35,-1.938,-1.044,224398737,268033895,363752130,334587859,431375239,211777772,242277344,452965198,-34800128,6.583697189593779e+16,5.129436772767613e+16,-3.757,-2.487,-0.58,0.103,49.23,0.1,0.143,0.109,0.134,0.035,-0.152,-0.77,-0.034,0.045,0.045,0.066,0.052,0.046,0.001,0.015,-0.561,8.62,8.492,8.513,8.598,2.11,1.113,-0.023,0.016,0.041,6766492896,6509767896,7329045729,6292733580,7300041936,718340038,1770484780,2940194310,129003102581305344,7.836540893079224e+17,2.1611856456346417e+18,-1.385,47.2,-3.094,-23.287,-44.229,4768,6997,4133,4699,7129,4427,6627,9324.0,21734241,-2.914,-0.567,0.098,104.968,108.75,162.87,116.017,105.12,23.466,92.704,137.658,-1.024,0.342,0.312,0.326,0.358,0.336,0.329,0.13,0.004,2.063,-0.255,-0.512,250814,74418,70100,85186,1384512325,932573938,1814170412,0.94,0.094,65565,64432,15131,37495790,57236192,0.014,0.111,109608,107210,109328,107862,195513722,-0.103,0.358,19.161,20.475,19.992,0.19,2.001,0.004,1.001,-0.11,32.751,0.734,165865,20544,686128845,0.106,0.359,521.343,596.511,501.656,590.321,271.301,-1.373,0.376,47.072,443.871
2014-04-10,254334,19.166,5880790054,3396812828,5882695315,4973815888,3647508217,6119726089,6040003268,4104173766,1045428191,2528352184,2.7323002543982182e+17,2.021,1.482,1.403,1.689,100.0,100.0,100.0,8.586,4.666746384838689e+16,4.593520587847818e+16,4.786221132229695e+16,4.708103191553769e+16,4.5520302937711816e+16,4.151212373757546e+16,3.0717361034971844e+16,4.76884254910809e+16,4.719219685585598e+16,4.688593875914513e+16,4.3852614579224136e+16,3.448156485982803e+16,1.2117770646316534e+16,2.075204835781493e+16,1.027,1.45,1.418,1.634,246.531,35.155,37.417,42.456,120.697,34.794,37.793,43.362,56.7,142.372,34.663,36.132,39.655,48.845,82.822,12.681,143.862,40.204,5174.0,-3.324,-2.411,-1.948,-1.046,227994605,261870221,354648740,333025231,428715720,233269868,247921774,453492854,-86291445,6.423991794641699e+16,5.141394219287645e+16,-3.107,-2.5,-0.628,0.094,49.508,0.1,0.142,0.108,0.133,0.035,0.078,-0.77,-0.041,0.044,0.045,0.066,0.051,0.045,0.003,0.015,-0.578,8.644,8.509,8.53,8.616,2.132,1.136,0.054,0.022,0.041,6674130592,6413677058,7278305381,6180079838,7233153005,646551201,1834942148,2978971334,104507113749311488,8.417531717276713e+17,2.2185675519292948e+18,-1.411,45.956,-7.664,-26.322,-49.889,4688,6956,4319,4723,7080,4442,6581,9301.0,21628523,-2.646,-0.606,0.089,104.638,107.903,161.893,116.335,105.906,27.744,92.597,192.439,-1.027,0.357,0.316,0.327,0.358,0.344,0.33,0.129,0.004,2.683,-0.026,-0.511,252574,65753,70286,84583,1080849101,995916669,1788589138,1.312,0.094,65293,64587,14984,33829176,56129676,0.005,0.11,109338,107388,110294,108965,200614206,-0.033,0.356,19.164,20.453,19.963,0.187,2.015,0.003,1.015,-0.1,31.97,0.488,166482,22453,672619922,0.097,0.357,514.011,592.361,493.047,584.764,273.527,-1.368,0.364,46.09,449.566
2014-04-11,223656,19.141,6039770840,3449048880,5941953009,5047745578,3701842676,6119726089,6099737277,4164018013,1069400621,2556800032,2.859044221451223e+17,1.961,1.515,1.409,1.684,100.0,100.0,100.0,7.846000000000001,4.762893096401623e+16,4.597954456066568e+16,4.715185735142307e+16,4.692114978179056e+16,4.564312966342346e+16,4.183014823067054e+16,3.106294658102849e+16,4.757544525716204e+16,4.689138037776671e+16,4.69534450927546e+16,4.420903699715648e+16,3.487046413669895e+16,1.1831483060729842e+16,2.085413512175659e+16,0.885,1.395,1.411,1.629,222.747,35.803,36.388,41.668,117.451,35.804,37.548,42.488,55.417,140.052,35.492,35.981,38.902,47.532,80.979,12.613,137.983,39.774,4760.0,-3.219,-2.455,-1.958,-1.049,235272224,255152915,343087424,330427238,425727601,249460303,252039923,453880740,-94042277,6.152744852887979e+16,5.150193142707398e+16,-2.295,-2.467,-0.672,0.085,49.44,0.099,0.141,0.106,0.132,0.034,-0.046,-0.772,-0.048,0.042,0.044,0.065,0.051,0.044,0.004,0.015,-0.595,8.664,8.528,8.53,8.616,2.122,1.126,0.101,0.027,0.042,6581204003,6326918516,7229747453,6076517842,7168551855,655223682,1868037310,2991108385,107329518305705984,8.723908475273052e+17,2.23668234323814e+18,-1.466,46.079,-8.836,-19.857,-52.14,4588,6938,4444,4736,7030,4459,6534,9232.0,21307293,-2.184,-0.642,0.08,104.805,106.423,160.79,115.828,105.944,26.82,92.75,179.835,-1.028,0.365,0.319,0.328,0.357,0.346,0.33,0.128,0.004,2.582,0.136,-0.509,238115,59959,69940,83246,898762169,997533451,1732476446,1.307,0.093,64940,64697,14865,33121736,55239939,-0.002,0.109,109165,106958,110786,109645,185825646,0.034,0.354,19.165,20.432,19.934,0.186,2.029,0.003,1.029,-0.092,31.538,0.216,166922,21862,657786903,0.089,0.354,506.871,588.207,484.624,579.219,273.646,-1.418,0.353,45.982,442.545
2014-04-12,169964,19.145,6119726089,3501284932,5986396279,5116905611,3754982971,6119726089,6119726089,4222714216,1069469726,2580709051,2.859413737390203e+17,1.844,1.532,1.414,1.678,100.0,100.0,100.0,7.106000000000001,4.861959295277601e+16,4.65062314933434e+16,4.844313046968768e+16,4.762446323333099e+16,4.618863285336064e+16,4.234010018920485e+16,3.147330827348835e+16,4.862818156913007e+16,4.75177918324817e+16,4.745409296305948e+16,4.474737181939569e+16,3.5323907723362188e+16,1.2093920925455222e+16,2.1043198795017984e+16,0.847,1.352,1.404,1.623,259.495,34.409,36.083,40.44,114.111,35.151,36.786,41.423,54.068,137.732,34.84,35.509,37.947,46.184,79.155,11.793,131.128,34.771,4299.0,-3.094,-2.49,-1.969,-1.051,219160373,253802501,332895917,319255464,419827319,229958432,238988167,456734533,-18905790,6.209520346931258e+16,5.215160833593667e+16,-2.256,-2.481,-0.718,0.075,48.919,0.098,0.139,0.105,0.131,0.035,-0.372,-0.776,-0.055,0.041,0.044,0.064,0.05,0.044,0.004,0.015,-0.612,8.666,8.55,8.539,8.625,2.11,1.113,0.138,0.032,0.042,6496562553,6262542376,7187974726,5995736187,7111017200,580812335,1857162554,2993837811,84335742099013632,8.622631877541069e+17,2.240766210243748e+18,-1.439,46.735,-6.755,-15.114,-48.936,4574,6899,4227,4581,6954,4324,6460,9262.0,21444214,-2.067,-0.678,0.071,104.459,104.669,159.781,113.801,104.523,26.373,94.067,173.89,-1.031,0.36,0.319,0.328,0.355,0.333,0.327,0.128,0.004,1.661,0.167,-0.508,204040,70546,70765,81723,1244200610,1017377949,1669663191,0.745,0.086,64105,64666,14994,42547792,56201392,-0.016,0.108,108956,105707,109305,108410,185184996,0.03,0.352,19.166,20.411,19.906,0.185,2.043,0.004,1.043,-0.085,31.664,0.186,167091,33478,643432178,0.075,0.351,501.609,584.626,478.123,574.278,272.725,-1.393,0.341,46.616,438.129
2014-04-13,162260,19.131,6119726089,3550056730,6019728731,5181603706,3806955347,6119726089,6119726089,4280262373,1045640244,2610721230,2.733408802214953e+17,1.692,1.533,1.418,1.673,100.0,100.0,100.0,6.3660000000000005,5.108260172492026e+16,4.776238470780743e+16,5.275751433797346e+16,4.998632197656306e+16,4.763973490041378e+16,4.3290538770950296e+16,3.2035914645637164e+16,5.285433419587168e+16,5.009047816988339e+16,4.886284852478158e+16,4.573219888171661e+16,3.5929848168035828e+16,1.2533410127579028e+16,2.166115713372187e+16,1.095,1.357,1.403,1.618,229.821,35.151,35.441,39.897,112.212,34.646,36.125,40.452,52.782,135.455,34.706,35.024,37.107,44.889,77.398,12.197,130.755,37.189,4274.0,-2.952,-2.516,-1.979,-1.053,217083856,245964239,325630099,308642619,414001584,213857430,225782016,459896053,-109735678,6.30473071626792e+16,5.287609478193427e+16,-2.57,-2.528,-0.767,0.065,48.909,0.096,0.138,0.103,0.13,0.035,-0.683,-0.781,-0.062,0.041,0.043,0.064,0.05,0.043,0.004,0.015,-0.628,8.562,8.541,8.521,8.607,1.986,0.986,0.131,0.033,0.042,6408046584,6190792205,7143193187,5908887939,7050802768,590664098,1852227814,3014550168,87221019286851584,8.576869691055473e+17,2.2718781782993715e+18,-1.406,46.344,-11.232,-13.322,-48.488,4441,6846,4003,4414,6874,4158,6381,9301.0,21628328,-2.177,-0.717,0.062,102.74,103.575,158.261,110.954,102.266,31.991,95.41,255.854,-1.038,0.352,0.313,0.327,0.352,0.32,0.325,0.13,0.004,0.531,0.106,-0.507,183150,86394,65282,81833,1866002184,1206073296,1674151352,-0.017,0.072,63455,64641,15079,49139826,56844210,-0.033,0.106,109716,105399,108371,107709,188945252,-0.005,0.349,19.167,20.389,19.878,0.185,2.056,0.005,1.056,-0.08,31.406,0.057,167319,31231,641268313,0.063,0.348,496.077,580.918,471.472,569.244,273.818,-1.35,0.329,46.38,437.341
2014-04-14,216048,19.146,6119726089,3598169831,6044728071,5242127731,3857785473,6119726089,6119726089,4336738623,996198658,2638622854,2.4810294159255552e+17,1.522,1.521,1.419,1.667,100.0,100.0,100.0,5.626000000000001,5.454812989915552e+16,4.8936532071917096e+16,5.479780112061421e+16,5.169926345823603e+16,4.886618196745927e+16,4.416457419884092e+16,3.25810173545958e+16,5.5732077285039016e+16,5.217380674888519e+16,5.007294228417459e+16,4.66447575956343e+16,3.652093856374633e+16,1.3074412237087024e+16,2.212924611175127e+16,1.39,1.386,1.406,1.613,295.145,35.537,35.556,38.964,109.982,36.309,36.587,40.122,51.827,133.313,36.116,35.656,36.85,43.917,75.766,10.527,128.885,27.702,4153.0,-2.646,-2.516,-1.987,-1.055,225786952,241175776,322477586,305062045,410466246,222872396,226739280,459859481,-67038483,6.319624718631698e+16,5.286768555030182e+16,-2.39,-2.529,-0.812,0.055,49.306,0.096,0.136,0.103,0.129,0.035,-0.715,-0.784,-0.068,0.043,0.043,0.064,0.049,0.043,0.004,0.014,-0.643,8.519,8.525,8.498,8.583,2.048,1.048,0.09,0.03,0.042,6334481821,6154490904,7109894920,5858570227,7002271300,575964485,1794070112,3010420924,82933772061814784,8.046718915618323e+17,2.265658535603462e+18,-1.228,47.533,-0.81,-2.94,-44.382,4347,6770,4000,4358,6811,4098,6319,9319.0,21709241,-2.129,-0.753,0.052,103.116,104.125,157.138,111.232,103.019,33.829,95.028,286.099,-1.041,0.344,0.315,0.326,0.351,0.321,0.325,0.129,0.004,-0.047,0.063,-0.506,199599,85545,64567,81423,1829484831,1204964580,1657409538,-0.365,0.059,63784,64783,15038,53246682,56533683,-0.045,0.105,110667,106762,109635,109165,192903296,0.013,0.347,19.168,20.369,19.85,0.183,2.068,0.005,1.069,-0.075,32.035,0.198,167894,32767,629571925,0.054,0.345,492.84,577.95,467.225,564.973,273.358,-1.186,0.318,47.24,441.538
2014-04-15,241539,19.124,6119726089,3646282933,6063477575,5298746980,3907498454,6119726089,6119726089,4392157442,917011576,2662757373,2.1022755785220915e+17,1.349,1.495,1.418,1.662,100.0,100.0,100.0,4.886000000000001,5.717605566153969e+16,4.982192549566729e+16,5.6207990997859496e+16,5.317899281245322e+16,5.003311515514534e+16,4.503254882311601e+16,3.313128468471687e+16,5.726710277301364e+16,5.4075198945405096e+16,5.123049545793295e+16,4.755816946499874e+16,3.71188065900306e+16,1.3488155295974712e+16,2.2608497081439344e+16,1.655,1.429,1.412,1.609,283.944,36.921,36.096,38.499,107.479,37.48,37.102,39.925,50.977,131.232,37.673,36.43,36.808,43.073,74.199,9.951,125.536,24.755,3940.0,-2.241,-2.492,-1.995,-1.058,243056080,240345856,324620769,304341412,407904180,239898716,233768141,460283651,-11618870,6.293132960913485e+16,5.2965259755308e+16,-1.724,-2.467,-0.85,0.046,49.471,0.098,0.135,0.103,0.129,0.033,-0.4,-0.783,-0.075,0.045,0.043,0.063,0.049,0.044,0.005,0.014,-0.654,8.502,8.526,8.485,8.569,2.071,1.073,0.04,0.025,0.042,6279533288,6155521874,7089248240,5847988881,6966756318,605685485,1707743103,2983063426,91713726639603712,7.290966267204895e+17,2.224666851544785e+18,-0.845,48.835,9.544,1.739,-39.854,4298,6729,4120,4374,6760,4116,6268,9311.0,21673390,-1.819,-0.786,0.043,102.337,105.498,156.224,111.997,104.243,36.784,94.738,338.274,-1.038,0.333,0.321,0.326,0.351,0.327,0.326,0.129,0.004,-0.096,0.065,-0.505,220569,67431,63033,80892,1136739676,1254760704,1635868523,-0.3,0.05,64233,64907,15110,60578711,57076778,-0.051,0.104,110953,108066,110504,110219,182798329,0.055,0.345,19.168,20.347,19.823,0.183,2.078,0.005,1.08,-0.071,31.605,0.064,168628,38424,626289356,0.05,0.342,492.506,575.966,466.071,561.717,271.002,-0.832,0.307,48.405,445.787
2014-04-16,270984,19.146,6119726089,3694396034,6077539704,5351713374,3956118841,6119726089,6119726089,4446518830,799286504,2683226439,1.597147290004603e+17,1.179,1.459,1.415,1.656,100.0,100.0,100.0,4.146000000000001,5.526511478408756e+16,5.036820363699602e+16,5.377353328588117e+16,5.271901350281562e+16,5.020724321097968e+16,4.543942151671516e+16,3.3531455913050628e+16,5.434861272919522e+16,5.390463342943009e+16,5.143278213503102e+16,4.801466842085343e+16,3.756826662183337e+16,1.3461608830524964e+16,2.2818404342159308e+16,1.622,1.437,1.414,1.605,200.551,38.941,36.313,37.606,105.349,38.84,37.877,39.962,50.281,129.232,39.312,37.456,37.035,42.419,72.72,6.244,123.508,9.746,3814.0,-1.757,-2.439,-2.0,-1.06,264490015,244444376,326948502,309819358,407494189,276447092,253621971,460152597,57379277,6.306423829251355e+16,5.293510315889382e+16,-0.309,-2.292,-0.876,0.037,49.856,0.093,0.134,0.104,0.128,0.032,-0.023,-0.778,-0.081,0.048,0.044,0.063,0.049,0.045,0.008,0.013,-0.661,8.506,8.54,8.497,8.581,1.982,0.982,0.018,0.022,0.042,6238905420,6177524935,7076222329,5861991205,6939406801,776700486,1625166907,2948870335,150815911238623232,6.602918689571717e+17,2.173959063397876e+18,-0.326,49.595,16.259,12.662,-36.199,4360,6698,4601,4597,6744,4349,6253,9311.0,21672540,-0.86,-0.81,0.034,103.101,106.127,155.443,113.145,105.811,41.026,94.438,420.778,-1.03,0.312,0.327,0.327,0.351,0.332,0.326,0.129,0.004,0.068,0.094,-0.503,245776,76001,66061,80898,1444048678,1416048598,1636141756,0.146,0.049,64306,65040,15022,61765795,56415477,-0.055,0.103,110540,108299,110750,110622,184026445,0.091,0.343,19.17,20.324,19.797,0.182,2.086,0.003,1.088,-0.067,32.518,0.19,169212,39073,614463810,0.048,0.339,494.109,574.678,467.142,559.204,267.897,-0.332,0.296,49.211,444.766
