Date,bitcoin-size_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-90,difficulty-btc-var-14,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-7,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-mom-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-90,transactionfees-btc-sma-7,transactionfees-btc-sma-90,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-std-30,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-trx-30,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-90,transactionvalue-btc-wma-14,transactionvalue-btc-wma-90,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-90,size-btc-ema-3,size-btc-std-7,size-btc-std-30,size-btc-std-90,size-btc-var-7,size-btc-var-14,size-btc-var-90,size-btc-trx-7,size-btc-trx-30,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-std-7,activeaddresses-btc-var-90,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-ema-30,price-btc-ema-90,price-btc-wma-30,price-btc-wma-90,price-btc-std-90,price-btc-trx-7,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_30d
2014-03-26,243656,19.03,4469276322,2714802237,4575793191,3989370937,2931185446,4884107390,4605109780,3313529277,530627763,2125229865,7.039145559120282e+16,1.129,1.165,1.468,1.797,100.0,100.0,100.0,17.802,4.084217430667805e+16,3.658552024438492e+16,4.037120313378296e+16,3.922687378441186e+16,3.71018933394328e+16,3.3590461252832936e+16,2.477273890931083e+16,4.067647114260353e+16,4.028005532540666e+16,3.8046848620191096e+16,3.519979478656605e+16,2.7938426314068868e+16,8791834976400123.0,1.7343398447964498e+16,1.889,1.336,1.378,1.721,293.187,59.25,65.55,69.396,165.253,59.655,64.124,69.277,82.373,181.706,58.072,62.675,66.991,73.234,116.161,14.58,183.407,53.142,8410.0,-1.76,-1.488,-1.879,-1.014,282714980,424073195,509319870,456793802,492548088,273506862,383673807,458420506,-365583638,1.1274082167491984e+17,5.253733997998422e+16,-4.831,-0.512,0.095,0.224,49.319,0.12,0.16,0.126,0.148,0.023,-0.44,-0.684,0.07,0.057,0.058,0.071,0.061,0.059,0.002,0.008,-0.401,8.757,8.451,8.467,8.547,1.908,0.91,-0.125,0.097,0.038,7481359788,7582406666,7864953692,7523599094,8078205151,571640321,896962798,2478390604,81693164123848704,2.0113556527285862e+17,1.5356049962596106e+18,-0.562,50.866,-5.22,-7.286,-15.964,7016,7894,5422,6597,8012,6359,7480,11032.0,30426093,-4.57,-0.065,0.218,106.693,145.77,179.769,134.961,124.954,31.629,90.657,250.092,-0.817,0.325,0.323,0.328,0.373,0.323,0.333,0.141,0.005,-0.315,-0.332,-0.519,234203,66121,89341,89255,1092987276,1596221237,1991614411,-0.469,0.379,69264,63258,16612,38698444,68988429,0.19,0.116,102286,115207,108597,109116,333260721,-0.504,0.382,19.799,20.774,20.417,1.767,1.736,0.001,0.754,-0.355,23.105,-10.539,160089,27497,840169180,0.322,0.391,611.323,643.963,605.178,659.327,236.444,-0.711,0.544,50.241,464.777
2014-03-27,238780,19.083,4577368132,2757312653,4683560041,4055015431,2976804680,5006860589,4739505847,3363904186,619523764,2153670242,9.595242338839347e+16,1.361,1.196,1.459,1.789,100.0,100.0,100.0,17.247,4.07125658956402e+16,3.678168378152518e+16,4.017297466524378e+16,3.941384188748504e+16,3.748494038706904e+16,3.4002350604050464e+16,2.5106848959583224e+16,4.024275708761682e+16,4.041043619904876e+16,3.849874541383372e+16,3.564514058335932e+16,2.8309446678019504e+16,8910269549567757.0,1.7496242647088352e+16,1.791,1.361,1.378,1.713,276.425,56.965,63.497,68.625,162.274,59.306,62.832,67.901,80.862,179.008,57.925,61.027,65.599,72.062,113.825,15.534,181.497,60.323,8235.0,-1.916,-1.514,-1.877,-1.016,286234192,419333809,505484963,452914109,490440626,301992758,380018523,458560011,-66351404,1.131490110657946e+17,5.25693209036704e+16,-4.698,-0.771,0.058,0.217,49.754,0.118,0.159,0.124,0.147,0.024,-0.535,-0.68,0.063,0.057,0.057,0.071,0.061,0.058,0.003,0.007,-0.401,8.736,8.457,8.464,8.544,1.914,0.915,-0.14,0.089,0.039,7498009613,7532826408,7841853889,7480537989,8038099817,630554895,825387408,2507567497,99399868791062528,1.7031609352250982e+17,1.5719736884036403e+18,-0.621,49.773,-8.463,-13.401,-22.212,6972,7869,5566,6517,7968,6223,7438,11050.0,30523159,-4.582,-0.092,0.21,105.875,141.285,178.996,134.355,123.65,33.596,91.304,282.174,-0.84,0.326,0.32,0.328,0.372,0.322,0.333,0.14,0.005,-0.088,-0.308,-0.518,236491,67122,87947,88745,1126343543,1521787262,1968937808,-0.089,0.36,68985,63470,16543,37858226,68418415,0.185,0.116,102480,114575,109854,109946,304619270,-0.438,0.381,19.736,20.749,20.38,1.731,1.768,0.001,0.782,-0.342,24.934,-8.943,160720,28062,833095348,0.303,0.39,606.928,641.749,601.202,655.573,238.982,-0.755,0.532,49.312,456.496
2014-03-28,219985,19.232,4685459942,2799823068,4764385178,4116424796,3021421294,5006860589,4846878961,3413344800,681890818,2178424191,1.1624377207901798e+17,1.514,1.228,1.452,1.782,100.0,100.0,100.0,16.558222222222224,4.17216201573334e+16,3.787735067731338e+16,4.299686824758403e+16,4.101557187309485e+16,3.859638324611641e+16,3.4764828747655228e+16,2.556209979189841e+16,4.279685505475886e+16,4.186319772488917e+16,3.9703955820286936e+16,3.644162049105722e+16,2.880178236025536e+16,9583177829184030.0,1.7877875965586828e+16,1.894,1.413,1.383,1.707,364.444,55.185,59.859,67.092,159.679,53.581,59.088,65.228,78.733,176.126,53.371,57.117,62.83,70.203,111.31,18.841,181.287,88.748,8216.0,-2.227,-1.568,-1.877,-1.018,295826590,420338647,505833404,448648594,488162779,327133865,375680498,458765288,14067729,1.130625367923391e+17,5.261639746338387e+16,-4.27,-0.966,0.023,0.209,49.719,0.115,0.158,0.122,0.145,0.026,-0.861,-0.679,0.055,0.054,0.056,0.071,0.06,0.057,0.005,0.008,-0.403,8.751,8.442,8.46,8.54,1.487,0.553,-0.156,0.081,0.039,7475724161,7454893174,7808513393,7404851000,7987721243,808586450,910403190,2553093776,163453011912777728,2.0720849209524224e+17,1.6295719566590935e+18,-0.793,48.673,-13.253,-18.973,-27.334,7015,7834,5728,6477,7929,6122,7402,11028.0,30405675,-4.247,-0.12,0.202,106.136,137.539,178.499,132.535,121.383,33.255,92.391,276.478,-0.861,0.321,0.311,0.328,0.37,0.317,0.332,0.14,0.005,-0.176,-0.317,-0.518,228238,66629,88166,88630,1109871390,935508645,1963834342,0.077,0.34,68782,63682,16223,36771128,65796947,0.179,0.117,103643,114120,110531,110318,292930163,-0.358,0.38,19.676,20.726,20.347,1.668,1.793,0.002,0.803,-0.326,29.782,-8.649,161466,26270,815791444,0.287,0.388,600.201,638.692,594.518,650.98,242.889,-0.915,0.52,48.306,450.932
2014-03-29,172899,19.236,4793551752,2842333484,4825004031,4173872266,3065057322,5006860589,4927229123,3461851119,723030293,2199616175,1.3069320108536216e+17,1.58,1.257,1.446,1.774,100.0,100.0,100.0,15.869444444444444,4.271876485236439e+16,3.848654857016815e+16,4.267882738902413e+16,4.135187553743719e+16,3.909830368402945e+16,3.525489054009452e+16,2.593130169824052e+16,4.311643824132428e+16,4.213732690207762e+16,4.030174726737372e+16,3.697361402567698e+16,2.9209294402258148e+16,9849859116277350.0,1.802501808087888e+16,1.874,1.449,1.387,1.701,358.781,52.833,58.343,65.269,156.552,52.633,57.237,63.423,76.988,173.391,51.621,55.073,60.776,68.701,108.937,19.503,178.907,95.089,8002.0,-2.457,-1.627,-1.877,-1.02,289867020,408085177,501438946,431069364,481305807,297219850,343124749,461809944,-171548582,1.1536126705791128e+17,5.331710599020762e+16,-4.424,-1.207,-0.023,0.201,48.982,0.107,0.157,0.12,0.144,0.028,-1.235,-0.681,0.048,0.052,0.055,0.071,0.059,0.056,0.006,0.009,-0.408,8.77,8.438,8.455,8.536,1.484,0.551,-0.171,0.073,0.039,7451649502,7378960462,7774874332,7327574353,7936892340,913531881,993808641,2598644219,208635124259758080,2.469139038923735e+17,1.6882379448071946e+18,-0.989,48.569,-11.339,-19.874,-27.543,6852,7747,5240,6117,7838,5690,7312,11065.0,30606127,-4.251,-0.154,0.194,105.457,135.18,178.042,129.743,118.268,34.903,93.735,304.561,-0.884,0.294,0.308,0.326,0.367,0.306,0.329,0.142,0.005,-0.668,-0.387,-0.517,200569,71863,90583,88658,1291085454,995564064,1965049941,-0.208,0.315,68196,63703,16162,46404378,65298824,0.167,0.117,103905,113231,109255,108811,309983238,-0.333,0.379,19.616,20.704,20.314,1.598,1.816,0.004,0.824,-0.308,29.919,-8.465,161648,32828,807006000,0.267,0.386,593.693,635.629,587.77,646.371,246.788,-1.097,0.508,48.224,435.888
2014-03-30,232368,19.223,4901643561,2884843899,4870468170,4227613448,3107734317,5006860589,4980556332,3509423144,746460208,2217348325,1.3930071040741376e+17,1.573,1.276,1.44,1.767,100.0,100.0,100.0,15.180666666666667,4.255576718805041e+16,3.891218557549947e+16,4.108229029639339e+16,4.088534495401856e+16,3.914996361999387e+16,3.552784942162149e+16,2.622920173132892e+16,4.1499932417023416e+16,4.155809330004234e+16,4.043497455185298e+16,3.729198123924277e+16,2.9545529169246724e+16,9934278501667490.0,1.8067527115038e+16,1.655,1.447,1.387,1.694,279.73,47.093,53.998,62.481,153.491,47.186,53.363,60.532,74.714,170.497,46.074,50.922,57.638,66.648,106.413,20.947,177.223,109.691,7852.0,-2.817,-1.713,-1.88,-1.022,302783628,410577699,500311868,420322440,476540669,290876107,323978999,462930233,34895311,1.1585600279638536e+17,5.357610012049779e+16,-4.492,-1.428,-0.073,0.193,49.301,0.104,0.156,0.118,0.143,0.03,-1.587,-0.686,0.04,0.049,0.053,0.07,0.059,0.054,0.008,0.01,-0.415,8.847,8.46,8.495,8.576,1.765,0.779,-0.13,0.071,0.04,7421649630,7286253136,7734591312,7230177412,7879262925,1053400737,1112821478,2655152411,277413278074675200,3.09592910340948e+17,1.7624585810609605e+18,-1.223,47.828,-16.694,-24.005,-33.086,6932,7685,5229,5994,7780,5469,7256,11044.0,30490988,-4.064,-0.19,0.185,106.304,131.89,176.853,127.42,115.595,28.291,95.255,200.095,-0.907,0.309,0.31,0.327,0.365,0.306,0.329,0.141,0.005,-0.829,-0.432,-0.517,216468,46909,90594,88627,550109619,870544879,1963675624,-0.216,0.293,67750,63717,16135,49170793,65082876,0.151,0.116,103920,112261,107638,106937,337147058,-0.359,0.377,19.558,20.68,20.282,1.522,1.837,0.005,0.843,-0.288,29.737,-8.342,161806,28590,806394941,0.247,0.384,585.676,631.976,579.268,641.161,251.454,-1.327,0.496,47.494,443.354
2014-03-31,209396,19.284,5006860589,2927354315,4904566275,4277887457,3149473356,5006860589,5006860589,3556060873,753833669,2231703114,1.4206630004518912e+17,1.509,1.286,1.433,1.759,100.0,100.0,100.0,14.491888888888887,4.074885484664888e+16,3.913540868190561e+16,4.074115755105654e+16,4.076401491694384e+16,3.931663844475731e+16,3.5842183317369764e+16,2.6540648392304536e+16,4.0422061225858056e+16,4.129493626286906e+16,4.063335311588235e+16,3.765203470173913e+16,2.989475467403863e+16,9980591224957462.0,1.812724582592005e+16,1.404,1.424,1.385,1.687,281.749,48.157,51.889,61.291,150.395,49.117,52.784,59.267,73.187,167.872,48.051,50.184,56.114,65.281,104.162,21.509,174.519,115.659,7614.0,-2.944,-1.784,-1.882,-1.024,298622898,410632314,497053190,413861780,473104219,295225750,311926266,463044213,764610,1.1670078357723549e+17,5.360248575577619e+16,-4.253,-1.598,-0.122,0.184,49.502,0.102,0.155,0.117,0.142,0.032,-1.875,-0.694,0.033,0.048,0.052,0.07,0.058,0.053,0.009,0.011,-0.426,8.781,8.462,8.484,8.566,1.774,0.787,-0.115,0.067,0.04,7386710048,7190277116,7692042598,7125466134,7819199960,1173633798,1241232485,2715273977,344354073173229568,3.85164520422572e+17,1.843178192130008e+18,-1.457,47.515,-18.613,-24.844,-34.467,6945,7660,5248,5902,7725,5252,7204,11080.0,30692580,-3.733,-0.227,0.177,106.235,130.034,176.057,126.295,114.182,27.779,96.274,192.913,-0.928,0.31,0.307,0.327,0.363,0.302,0.328,0.141,0.005,-0.959,-0.48,-0.516,212932,47910,90589,87691,573833970,872070580,1922443088,-0.266,0.27,67803,63897,15817,49202673,62546930,0.136,0.116,104443,112083,108091,107092,335318927,-0.353,0.375,19.502,20.658,20.251,1.432,1.855,0.007,0.86,-0.268,31.719,-8.024,162374,23329,786686101,0.228,0.382,577.375,628.131,570.175,635.75,256.423,-1.562,0.483,47.194,444.261
2014-04-01,217939,19.306,5006860589,2969864730,4930139854,4324917982,3190295053,5006860589,5006860589,3601764308,745627172,2242745393,1.3898996999867597e+17,1.407,1.285,1.425,1.752,100.0,100.0,100.0,13.80311111111111,4.170281698402815e+16,4.007508608532623e+16,4.298191524682928e+16,4.187867942335838e+16,4.010410971113661e+16,3.644737619641701e+16,2.695124233846492e+16,4.265897027383463e+16,4.223613935363416e+16,4.144498835064188e+16,3.8301417020829416e+16,3.0342691090516468e+16,1.0244768495014416e+16,1.839555414859652e+16,1.355,1.419,1.384,1.681,298.606,45.98,50.74,59.515,147.019,47.136,50.877,57.385,71.378,165.175,46.55,48.501,53.962,63.569,101.849,22.42,170.735,125.662,7288.0,-3.054,-1.859,-1.886,-1.027,303403605,320211724,498645500,406871413,469420854,296947801,297910104,463877315,-1265888251,1.160121954830906e+17,5.379554087635949e+16,-3.9,-1.733,-0.17,0.176,49.449,0.098,0.154,0.115,0.141,0.033,-2.037,-0.703,0.025,0.047,0.05,0.07,0.057,0.052,0.008,0.012,-0.437,8.719,8.478,8.483,8.565,1.604,0.643,-0.107,0.062,0.041,7358766156,7117678348,7656283336,7040194274,7765736070,1188309748,1318825969,2760235374,353020014279426048,4.348254844338749e+17,1.9047248295914447e+18,-1.58,48.152,-16.343,-20.325,-32.817,5183,7615,5227,5804,7669,5015,7149,11088.0,30734969,-3.361,-0.263,0.168,107.178,129.803,175.808,126.792,114.437,30.134,96.591,227.017,-0.942,0.298,0.308,0.328,0.362,0.3,0.327,0.138,0.005,-1.008,-0.52,-0.516,215436,44058,90759,85082,485275028,748272333,1809719690,-0.26,0.249,68052,64132,15176,39180217,57576969,0.122,0.116,106878,112684,108801,107544,332571892,-0.314,0.374,19.446,20.638,20.221,1.324,1.875,0.009,0.878,-0.247,32.412,-7.946,163291,24264,742073435,0.212,0.379,570.854,624.794,562.549,630.835,260.205,-1.693,0.471,47.713,453.541
2014-04-02,196163,19.37,5006860589,3009873496,4949320037,4368914279,3230219571,5006860589,5006860589,3646533447,721309144,2258148164,1.300717202678866e+17,1.283,1.273,1.416,1.744,100.0,100.0,100.0,13.114333333333336,4.310462644787414e+16,4.093774900138798e+16,4.333654842106496e+16,4.233180496634394e+16,4.058238596235848e+16,3.691471848021595e+16,2.731915309136241e+16,4.365315257947088e+16,4.2707716968368296e+16,4.192713441863846e+16,3.881493790300848e+16,3.074869547164277e+16,1.0148108574669856e+16,1.857420296592951e+16,1.31,1.411,1.383,1.674,271.763,49.636,49.878,57.714,145.125,49.921,51.334,56.761,70.174,162.703,49.913,48.993,53.054,62.397,99.776,20.152,171.096,101.529,7318.0,-2.92,-1.906,-1.889,-1.029,311669053,297192016,489882423,402032632,466397765,304064477,299464582,464426185,-322275912,1.1655458595368592e+17,5.392292037076077e+16,-3.378,-1.823,-0.216,0.167,49.546,0.093,0.153,0.114,0.14,0.034,-2.082,-0.713,0.018,0.047,0.049,0.069,0.056,0.051,0.006,0.013,-0.45,8.638,8.439,8.457,8.54,1.656,0.686,-0.133,0.054,0.041,7301220734,7030499237,7614747486,6937461111,7706433134,1201179720,1435877795,2811966044,360708179795689472,5.154362603975229e+17,1.976788257623212e+18,-1.682,47.499,-20.837,-24.97,-37.835,4896,7563,5214,5720,7614,5014,7096,11128.0,30958513,-2.973,-0.299,0.16,108.527,126.307,174.551,126.296,113.747,30.25,96.565,228.764,-0.953,0.282,0.303,0.327,0.36,0.294,0.326,0.137,0.005,-1.095,-0.567,-0.516,205799,41512,83927,85103,430819260,779244410,1810629005,-0.383,0.226,67572,64266,15051,35168551,56631299,0.109,0.116,108431,111772,109530,108022,293285963,-0.253,0.372,19.395,20.619,20.193,1.206,1.891,0.012,0.894,-0.225,34.475,-7.423,163759,24928,737676734,0.197,0.377,564.11,621.311,554.461,625.773,264.024,-1.766,0.459,47.469,448.574
2014-04-03,175120,19.317,5006860589,3049744376,4963705175,4410072106,3269266626,5006860589,5006860589,3690423274,679151090,2271026221,1.153115508528087e+17,1.149,1.252,1.406,1.736,100.0,100.0,100.0,12.425555555555556,4.717072362615991e+16,4.2117679095306376e+16,4.796743238082098e+16,4.489843280990221e+16,4.218451001278762e+16,3.792656350346506e+16,2.787473909683965e+16,4.839999752582231e+16,4.5251727228352616e+16,4.348187673053034e+16,3.986809284976427e+16,3.1342661603651964e+16,1.1190529592900302e+16,1.914404335092561e+16,1.605,1.458,1.39,1.669,400.77,46.715,47.496,55.497,142.204,46.103,49.072,54.831,68.375,160.057,46.237,47.094,50.997,60.617,97.516,19.617,169.03,96.21,7143.0,-2.918,-1.963,-1.893,-1.031,295745837,290990015,478454185,394494788,462415310,297446226,297865119,463166636,-86828027,1.1718425186290566e+17,5.363083315831146e+16,-2.996,-1.9,-0.263,0.159,49.377,0.091,0.152,0.112,0.139,0.034,-2.112,-0.724,0.01,0.046,0.047,0.069,0.056,0.049,0.004,0.013,-0.465,8.551,8.418,8.426,8.509,1.771,0.784,-0.188,0.042,0.041,7205812112,6927695877,7566885940,6817191848,7640748661,1281242708,1534882101,2868506610,410395719373021184,5.889657661649961e+17,2.0570825433473267e+18,-1.813,46.79,-20.207,-26.959,-43.679,4850,7489,5178,5633,7558,5037,7041,11168.0,31180263,-2.618,-0.335,0.151,107.781,122.333,172.721,125.105,112.556,27.862,95.304,194.068,-0.963,0.274,0.3,0.326,0.358,0.289,0.324,0.138,0.005,-1.197,-0.619,-0.515,190460,42386,71377,85337,449141363,893783271,1820610730,-0.687,0.2,66984,64333,15042,33402734,56567324,0.098,0.115,107753,109556,108288,106636,236363771,-0.245,0.37,19.337,20.6,20.165,1.042,1.908,0.013,0.91,-0.203,33.598,-8.144,164042,23459,733122829,0.183,0.375,555.777,617.215,544.647,620.099,268.625,-1.868,0.447,46.71,439.48
2014-04-04,197978,19.243,5006860589,3089615256,4974494029,4448574589,3307455504,5006860589,5006860589,3733436817,615498048,2281045718,9.470946175345869e+16,1.014,1.223,1.394,1.728,100.0,100.0,100.0,11.736777777777778,4.854769399437485e+16,4.299730058697474e+16,4.86605082140339e+16,4.601222061923836e+16,4.314038655071551e+16,3.866379063532194e+16,2.8346801623222228e+16,4.949142773636577e+16,4.65337126241518e+16,4.4446664057455736e+16,4.065775126035843e+16,3.1855035371541456e+16,1.1718600677795086e+16,1.9483713005476228e+16,1.828,1.51,1.399,1.664,356.29,46.336,46.948,53.403,139.66,45.06,47.808,53.389,66.803,157.506,44.888,46.225,49.467,59.056,95.358,17.724,167.97,78.533,7053.0,-2.899,-2.016,-1.898,-1.033,275033606,285430098,473597074,384644351,457566908,283963018,291308185,464984417,-77838833,1.1875169948909587e+17,5.405262709462205e+16,-2.885,-1.984,-0.311,0.15,49.219,0.091,0.151,0.111,0.138,0.035,-2.044,-0.735,0.003,0.045,0.046,0.068,0.055,0.048,0.004,0.014,-0.481,8.49,8.387,8.404,8.487,1.806,0.815,-0.249,0.028,0.04,7122202924,6839472340,7522783635,6711025328,7578801229,1302134155,1609262901,2911164940,423888339202891776,6.474317708041667e+17,2.11872032648713e+18,-1.887,47.089,-12.089,-23.74,-43.604,4830,7430,5006,5481,7491,4989,6975,11213.0,31431533,-2.445,-0.372,0.142,108.628,120.241,171.399,124.311,111.94,27.918,95.291,194.848,-0.971,0.273,0.297,0.325,0.356,0.286,0.323,0.138,0.005,-1.205,-0.66,-0.515,194219,40211,68266,85233,404227518,874946229,1816176232,-0.85,0.173,66760,64484,14812,29304599,54845210,0.087,0.115,107694,109057,109128,107394,216875940,-0.203,0.368,19.276,20.578,20.135,0.814,1.925,0.013,0.927,-0.184,32.412,-8.751,164727,22192,709870916,0.17,0.373,548.591,613.417,535.964,614.719,271.672,-1.918,0.435,46.968,434.535
2014-04-05,191975,19.215,5085886126,3135632567,5120880358,4520281992,3356962841,5283449968,5145155279,3787731852,622865125,2311238617,9.699024090594918e+16,1.066,1.217,1.385,1.72,100.0,100.0,100.0,11.048,5.160651278761841e+16,4.401699887096905e+16,5.076407309453261e+16,4.77260749581866e+16,4.443735340729095e+16,3.958016788304513e+16,2.888572110348177e+16,5.165139972669401e+16,4.856803927984988e+16,4.576270904252994e+16,4.163306850718831e+16,3.243523027146518e+16,1.2527348952301928e+16,2.000588584396016e+16,2.082,1.581,1.413,1.66,346.814,40.977,44.797,51.57,136.079,40.845,45.014,51.155,64.856,154.85,40.035,43.645,47.23,57.109,93.094,18.933,162.78,89.619,6624.0,-3.04,-2.086,-1.904,-1.035,288444630,289155825,470381519,377251018,453445606,282716541,289257198,460720773,52160177,1.1974021421807784e+17,5.306590759768938e+16,-2.756,-2.052,-0.359,0.141,49.326,0.09,0.15,0.109,0.137,0.035,-1.929,-0.747,-0.005,0.044,0.046,0.068,0.054,0.048,0.003,0.014,-0.498,8.493,8.398,8.404,8.487,1.804,0.813,-0.282,0.016,0.04,7043918406,6766934770,7483055204,6620247075,7521308226,1293618367,1646513671,2922519167,418362119949713408,6.777518175235113e+17,2.135279570203779e+18,-1.865,47.463,-8.965,-19.288,-46.017,5003,7343,5247,5546,7457,5141,6943,11208.0,31405666,-1.947,-0.404,0.134,107.711,117.717,169.335,121.654,109.546,30.651,94.8,234.872,-0.982,0.279,0.287,0.325,0.354,0.281,0.322,0.138,0.005,-1.237,-0.703,-0.515,193097,34619,68351,84855,299626961,815532669,1800102087,-0.959,0.147,66269,64452,14875,34918107,55314396,0.073,0.114,107896,108097,108647,106918,202497041,-0.184,0.366,19.213,20.558,20.105,0.443,1.943,0.012,0.944,-0.166,31.965,-8.991,164924,17235,702083254,0.156,0.37,542.347,609.865,528.228,609.598,272.903,-1.891,0.423,47.171,431.727
