Date,bitcoin-median_transaction_fee_raw,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-30,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-3,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-90,hashrate-btc-ema-7,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-30,hashrate-btc-rsi-90,hashrate-btc-roc-90,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,sentinusd-btc-std-30,sentinusd-btc-var-30,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-sma-90,transactionfees-btc-wma-30,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-30,confirmationtime-btc-var-30,confirmationtime-btc-trx-7,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-90,marketcap-btc-roc-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-trx-14,transactions-btc-trx-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-90,top100cap-btc-trx-90,activeaddresses-btc-sma-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,price-btc-sma-90,price-btc-wma-90,price-btc-std-30,price-btc-mom-30,price-btc-mom-90,price-btc-var-30,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_90d
2016-09-03,0.087,218658942515,212350619092,209319236534,220666903095,215237197504,220469884786,219398552405,212091841738,15262396732,2589928892.272727,0.207,0.081,0.254,9.343,1.5641474884428854e+18,1.6162106420941448e+18,1.6045736239776832e+18,1.5313329600899904e+18,1.5804954008638858e+18,1.5719180937635151e+18,1.513354791018361e+18,1.559593313592843e+18,1.5895981955040392e+18,1.5875446977631e+18,1.5846468811200307e+18,1.544455802979859e+18,2.0912570872228e+17,2.201550395408028e+17,2.1014095986179664e+17,1.0933390512149e+34,0.176,0.119,0.231,49.123,50.75,5.423,0.668,0.679,1.08,0.652,0.68,0.722,0.947,0.654,0.674,0.69,0.083,0.107,0.894,0.003,0.2,-0.575,-0.313,989784756,313944822,2.4640337850813056e+16,-0.426,-0.207,0.16,0.18,0.166,0.032,0.001,0.001,0.001,0.001,-0.045,0.474,0.096,0.092,0.095,0.098,0.095,0.097,0.27,0.596,43.094,50.98,9.899,9.915,9.953,1.742,0.759,0.309,-0.034,0.025,9134564196,9877777265,9630305615,190670662,142075936,225598627,-0.187,-0.135,0.284,53.193,1.572,6192,1214.0,2453.0,1504716,-1.037,-0.099,166.78,180.852,187.642,180.237,46.877,583.366,549.375,-0.097,-0.708,0.231,3.177,3.229,3.51,2.789,3.377,2.914,3.398,3.229,0.79,1.158,2.047,0.156,0.335,1.048,-0.419,0.687,0.802,176902,171329,7823610894,7338406034,-0.047,0.082,-0.05,0.049,298036,56382,794742114,0.096,0.065,0.003,19.058,18.946,18.925,0.481,-1.055,-0.014,428407,0.06,0.058,627.503,610.387,12.553,6.95,5.897,39.396,-0.199,-0.149,0.261,52.583,767.657
2016-09-04,0.0825,218900401484,212979375674,209557501432,220711405712,215593243364,220673261301,219678147847,212343197162,15299544918,2727834920.909091,0.208,0.085,0.252,9.343,1.6137913736916247e+18,1.6198522083077583e+18,1.601485926324597e+18,1.531335680064298e+18,1.60454056108649e+18,1.5786766710532434e+18,1.5169442690565138e+18,1.6158575902485512e+18,1.6047145454190784e+18,1.5971583534666496e+18,1.591242959181769e+18,1.547650156423031e+18,2.034219400939249e+17,2.2186355983286048e+17,2.101484783534057e+17,1.0345121427894e+34,0.171,0.121,0.229,52.406,51.915,0.015,0.689,0.687,1.072,0.738,0.699,0.728,0.944,0.734,0.693,0.697,0.111,0.114,0.891,0.003,0.198,-0.512,-0.316,984911738,330441282,2.729786014339776e+16,-0.443,-0.209,0.16,0.18,0.165,0.032,0.001,0.001,0.001,0.001,-0.067,0.469,0.095,0.087,0.092,0.096,0.091,0.095,0.243,0.592,41.17,50.453,9.894,9.874,9.912,1.796,0.806,0.062,-0.035,0.025,9161940001,9883411840,9623541815,238222079,525707079,507111760,-0.162,-0.137,0.28,54.939,5.813,6177,1257.0,2494.0,1554730,-1.087,-0.102,165.14,178.656,187.339,178.93,51.528,707.678,663.779,-0.599,-0.747,0.229,3.11,3.201,3.464,2.798,3.291,2.895,3.303,3.212,0.916,1.272,2.026,0.21,0.404,1.026,-0.518,0.632,0.8,189010,176353,8931209540,7775136171,-0.056,0.081,-0.112,0.04,297851,56826,807306738,0.053,0.062,0.003,19.047,18.937,18.914,0.477,-0.934,-0.014,427674,0.018,0.055,627.766,609.875,15.296,31.182,23.672,58.489,-0.174,-0.15,0.258,54.321,764.483
2016-09-05,0.0958,219141860454,213608132257,209795766330,220733657021,215926318523,220755908330,219925548760,212589315995,15321789521,2865740949.5454545,0.208,0.088,0.25,9.343,1.6464587750825905e+18,1.6201743512851064e+18,1.6029811298229768e+18,1.5345372429240248e+18,1.6439756574610842e+18,1.590522108184316e+18,1.5223362839472468e+18,1.6901023766951708e+18,1.6403217299883548e+18,1.6185976895013524e+18,1.6032903102541133e+18,1.55272587656634e+18,2.0777323676548336e+17,2.241809482747207e+17,2.1528229729944032e+17,1.0792429479001e+34,0.189,0.125,0.228,53.9,52.467,19.546,0.688,0.683,1.064,0.68,0.689,0.722,0.937,0.691,0.684,0.692,0.116,0.118,0.893,0.003,0.199,-0.48,-0.32,982876303,319848886,2.5575827472911104e+16,-0.455,-0.211,0.16,0.181,0.165,0.032,0.001,0.001,0.001,0.001,-0.085,0.463,0.094,0.091,0.093,0.096,0.092,0.094,0.218,0.588,48.565,51.955,9.894,9.883,9.921,1.756,0.771,0.014,-0.034,0.025,9189037921,9889446929,9617179024,280172956,510224511,543157950,-0.13,-0.136,0.277,55.043,5.617,6168,1253.0,2511.0,1576672,-1.106,-0.104,165.048,178.489,187.624,178.809,51.562,681.417,664.673,-0.701,-0.755,0.227,3.129,3.219,3.487,2.821,3.303,2.908,3.304,3.227,0.927,1.248,2.011,0.215,0.389,1.011,-0.561,0.583,0.798,183539,177201,8421660362,7850075631,-0.059,0.08,-0.141,0.032,298025,56766,805604170,0.036,0.061,0.003,19.037,18.928,18.902,0.475,-0.931,-0.015,427931,0.01,0.055,628.055,609.388,17.751,30.187,26.031,78.778,-0.142,-0.15,0.254,54.419,764.011
2016-09-06,0.0951,219383319423,214236888839,210066136350,220744782676,216237904962,220755908330,220140755144,212830198237,15226792298,3003646978.181818,0.206,0.092,0.248,9.343,1.6480911248734968e+18,1.6024907979231158e+18,1.5905277138149716e+18,1.5353203324571418e+18,1.6093108396661445e+18,1.5850249648357358e+18,1.5219622202622817e+18,1.619531182294537e+18,1.6116072387374093e+18,1.6055757236957993e+18,1.5987117528311055e+18,1.5520836599368302e+18,2.087930581820439e+17,2.2471470647968496e+17,2.143366317727736e+17,1.0898635286253e+34,0.181,0.127,0.226,49.111,50.7,4.912,0.682,0.686,1.055,0.695,0.691,0.721,0.932,0.7,0.688,0.692,0.116,0.117,0.892,0.003,0.199,-0.44,-0.323,980513120,313159644,2.451724064828083e+16,-0.466,-0.213,0.159,0.181,0.164,0.03,0.001,0.001,0.001,0.001,-0.103,0.457,0.092,0.093,0.093,0.096,0.092,0.094,0.195,0.583,48.238,51.875,9.901,9.899,9.936,1.776,0.789,0.104,-0.031,0.024,9215705731,9896556787,9611111884,316885865,308237356,639887269,-0.094,-0.135,0.273,55.129,3.313,6159,1249.0,2534.0,1605258,-1.118,-0.107,163.99,176.662,187.668,178.238,51.179,684.387,654.816,-0.795,-0.766,0.224,3.165,3.212,3.485,2.844,3.313,2.92,3.302,3.241,0.918,1.248,1.992,0.211,0.389,0.992,-0.566,0.539,0.795,185860,177782,8635949991,7901595451,-0.059,0.078,-0.144,0.028,298390,56927,810158076,0.041,0.062,0.003,19.028,18.92,18.892,0.426,-0.775,-0.015,428249,0.022,0.057,628.414,608.921,19.831,17.398,32.269,98.318,-0.106,-0.148,0.251,54.5,754.931
2016-09-07,0.0957,219624778393,214865645422,210340519509,220750345503,216529389051,220755908330,220323766998,213065138280,15096880601,3141553006.818182,0.203,0.095,0.246,9.343,1.631763601359115e+18,1.6092013301657582e+18,1.5939831077697695e+18,1.5363388116575762e+18,1.6139064975523973e+18,1.5877777716986662e+18,1.5242859840193997e+18,1.609332355463366e+18,1.6179079070594191e+18,1.6105311580152914e+18,1.602058835958565e+18,1.5541138388105446e+18,2.09536476465304e+17,2.206637914543008e+17,2.152097942166022e+17,1.0976383742374e+34,0.176,0.128,0.225,51.245,51.487,5.968,0.697,0.687,1.046,0.716,0.697,0.722,0.928,0.708,0.694,0.694,0.117,0.114,0.888,0.003,0.197,-0.388,-0.327,977629358,309952303,2.401760756482509e+16,-0.476,-0.215,0.159,0.181,0.163,0.025,0.001,0.001,0.001,0.001,-0.119,0.451,0.093,0.094,0.094,0.096,0.093,0.094,0.172,0.579,48.522,51.932,9.909,9.889,9.926,1.781,0.793,0.061,-0.03,0.024,9249898021,9904265789,9606035259,357209303,365057780,693810161,-0.056,-0.132,0.27,55.359,3.925,6146,1301.0,2568.0,1649026,-1.136,-0.11,163.945,175.754,187.612,177.744,51.661,675.652,667.212,-0.833,-0.774,0.222,3.115,3.209,3.444,2.865,3.308,2.927,3.287,3.25,0.917,1.196,1.966,0.21,0.357,0.966,-0.559,0.499,0.793,185040,177012,8559969518,7833302262,-0.058,0.077,-0.109,0.027,299636,56904,809525480,0.068,0.066,0.003,19.02,18.914,18.883,0.36,-0.715,-0.015,428379,0.055,0.061,628.811,608.517,22.181,20.989,35.741,122.999,-0.068,-0.145,0.248,54.725,755.702
2016-09-08,0.0932,219866237362,215494402004,210614902669,220753126917,216802067714,220755908330,220474584323,213294047924,14945705575,3279459035.454545,0.198,0.097,0.244,9.343,1.585263254797026e+18,1.622777833150117e+18,1.5966517991871263e+18,1.5381892962873697e+18,1.6161248498889477e+18,1.5900359739696297e+18,1.5264506856211402e+18,1.6048405082331072e+18,1.6213025512426289e+18,1.614370731232469e+18,1.6047122081994314e+18,1.5560136431015562e+18,2.099833762517724e+17,2.170989967219605e+17,2.152869621850403e+17,1.1023254575523e+34,0.171,0.13,0.223,51.156,51.453,11.437,0.702,0.694,1.038,0.714,0.699,0.721,0.923,0.72,0.698,0.695,0.11,0.112,0.887,0.003,0.197,-0.338,-0.33,973739232,306950895,2.3554713033716096e+16,-0.485,-0.217,0.159,0.182,0.163,0.024,0.001,0.001,0.001,0.001,-0.134,0.445,0.092,0.094,0.094,0.095,0.093,0.094,0.151,0.574,47.169,51.633,9.909,9.892,9.928,1.659,0.688,0.05,-0.029,0.024,9302585008,9914158654,9604737612,423783972,589718104,890357827,-0.013,-0.127,0.267,56.144,6.372,6131,1275.0,2592.0,1679175,-1.129,-0.113,161.628,174.07,187.422,177.234,51.024,467.131,650.86,-0.841,-0.779,0.219,3.073,3.164,3.399,2.885,3.302,2.933,3.271,3.258,0.851,1.121,1.944,0.181,0.314,0.945,-0.545,0.46,0.79,182013,176973,8282140634,7829824267,-0.056,0.076,-0.076,0.027,300316,56887,809037537,0.095,0.07,0.004,19.011,18.908,18.875,0.284,-0.812,-0.015,428117,0.075,0.065,629.347,608.351,26.226,35.172,48.238,171.948,-0.026,-0.141,0.245,55.504,760.565
2016-09-09,0.108,220107696332,216123158587,210889285829,220754517624,217057154205,220755908330,220593207119,213516927170,14772614442,3417365064.090909,0.192,0.1,0.242,9.343,1.605045809730045e+18,1.6085471629598904e+18,1.6076163132522063e+18,1.53909233613699e+18,1.6032596501868063e+18,1.5883990757187103e+18,1.5272905398070577e+18,1.5945409063747845e+18,1.6067741057251945e+18,1.6101056981515702e+18,1.6032862237875428e+18,1.5565955058442598e+18,1.8459128708820387e+17,2.117868274791648e+17,2.1504163104495942e+17,8.5184858172199e+33,0.157,0.13,0.222,50.091,51.058,5.479,0.709,0.697,1.029,0.723,0.704,0.722,0.919,0.726,0.703,0.696,0.112,0.107,0.883,0.003,0.195,-0.283,-0.333,972886961,304298110,2.314933491243123e+16,-0.489,-0.218,0.16,0.182,0.163,0.024,0.001,0.001,0.001,0.001,-0.145,0.44,0.094,0.101,0.097,0.097,0.097,0.095,0.134,0.57,55.163,53.247,9.919,9.897,9.933,1.66,0.689,0.076,-0.026,0.023,9353812535,9923143979,9603706296,481189855,555845251,808679314,0.031,-0.122,0.264,56.239,5.97,6129,1267.0,2595.0,1683274,-1.08,-0.116,161.437,174.266,187.682,177.319,51.086,355.043,652.439,-0.572,-0.746,0.217,3.149,3.15,3.385,2.91,3.311,2.945,3.275,3.27,0.824,1.109,1.913,0.17,0.308,0.915,-0.51,0.426,0.786,181368,175614,8223551212,7710080984,-0.053,0.075,-0.052,0.027,300550,56912,809743293,0.114,0.074,0.004,19.002,18.901,18.866,0.228,-0.816,-0.016,428272,0.084,0.067,629.825,608.203,29.71,33.009,43.054,220.667,0.018,-0.135,0.242,55.595,766.652
2016-09-10,0.0936,220349155301,216751915170,211163668989,220755212977,217295783504,220755908330,220679635385,213733776016,14576826500,3555271092.7272725,0.186,0.102,0.241,9.343,1.6081186019118246e+18,1.628046093081018e+18,1.6221283675875835e+18,1.540781767802131e+18,1.6116726995792287e+18,1.5915289319792128e+18,1.52969979932243e+18,1.6104739253880092e+18,1.6138652769243456e+18,1.614011769418809e+18,1.606287043428724e+18,1.5587453852205128e+18,1.5760414688384586e+17,1.9837282775601728e+17,2.156989959221773e+17,6.2097667787462e+33,0.15,0.131,0.22,51.393,51.526,10.24,0.728,0.698,1.02,0.74,0.711,0.724,0.915,0.741,0.711,0.7,0.114,0.098,0.876,0.002,0.192,-0.218,-0.336,962542776,310444388,2.409392953004019e+16,-0.495,-0.22,0.16,0.182,0.163,0.023,0.001,0.001,0.001,0.001,-0.154,0.434,0.095,0.097,0.096,0.097,0.097,0.095,0.117,0.565,47.613,51.554,9.913,9.884,9.92,1.67,0.697,-0.021,-0.026,0.023,9411154123,9922112250,9602954108,532487489,535414035,-92855614,0.074,-0.115,0.261,56.334,5.724,6087,1258.0,2558.0,1635624,-1.012,-0.118,162.452,173.125,187.524,176.575,52.246,332.971,682.404,-0.571,-0.737,0.214,3.064,3.12,3.335,2.923,3.264,2.936,3.222,3.263,0.874,1.114,1.888,0.191,0.31,0.891,-0.521,0.389,0.782,185357,178468,8589337993,7962710745,-0.055,0.074,-0.065,0.023,301343,56996,812139851,0.108,0.075,0.004,18.994,18.895,18.858,0.214,-0.732,-0.016,427832,0.071,0.067,629.664,608.073,32.821,31.711,-14.554,269.306,0.062,-0.128,0.239,55.684,768.494
2016-09-11,0.093,220590614271,217380671752,211438052149,220755560654,217519017363,220755908330,220733869122,213944594463,14357413250,3693177121.363636,0.178,0.104,0.239,9.343,1.6455792475193009e+18,1.6364012076476923e+18,1.6281267079777275e+18,1.5435038263513892e+18,1.6425449856146785e+18,1.6007955714464266e+18,1.5342154486498716e+18,1.67399554629261e+18,1.6406442145843474e+18,1.6290828995699356e+18,1.615089257341319e+18,1.5630174748011476e+18,1.67643574262366e+17,2.023188236996352e+17,2.1923018273523475e+17,7.0260919978654e+33,0.16,0.133,0.219,53.114,52.156,16.44,0.717,0.703,1.007,0.745,0.716,0.726,0.912,0.749,0.718,0.703,0.116,0.098,0.859,0.002,0.184,-0.152,-0.339,951778044,316848781,2.509828744350848e+16,-0.505,-0.222,0.161,0.182,0.163,0.022,0.001,0.001,0.001,0.001,-0.162,0.428,0.096,0.095,0.096,0.096,0.096,0.095,0.101,0.56,47.348,51.491,9.911,9.86,9.895,1.71,0.731,-0.236,-0.028,0.023,9466713507,9912019894,9600998363,570117353,560698480,-908312096,0.113,-0.107,0.258,56.019,6.047,6061,1265.0,2546.0,1620993,-0.912,-0.121,162.964,170.537,187.001,175.724,51.282,203.834,657.45,-0.732,-0.75,0.211,3.096,3.103,3.288,2.931,3.199,2.922,3.153,3.248,0.931,1.171,1.871,0.216,0.343,0.876,-0.584,0.346,0.778,196335,181968,9636816414,8278093943,-0.062,0.072,-0.115,0.014,302805,56525,798773190,0.074,0.073,0.005,18.987,18.889,18.849,0.204,-0.66,-0.016,426688,0.042,0.065,628.924,607.867,35.113,33.318,-66.579,308.232,0.1,-0.12,0.236,55.371,771.991
2016-09-12,0.0911,221029557127,218137131106,211755002899,222671276067,217975015694,221713679118,221266719417,214233582141,14244620510,3831083150.0,0.175,0.106,0.237,11.24,1.774567017762386e+18,1.6634506955369452e+18,1.6418125234110282e+18,1.5487326963967475e+18,1.719815579663418e+18,1.6234298805021176e+18,1.5433893368511852e+18,1.827019603437777e+18,1.719450753124833e+18,1.672216320080857e+18,1.6374070664249738e+18,1.571987222833197e+18,2.286596537961268e+17,2.3729789004287302e+17,2.349083196201885e+17,1.3071309318541e+34,0.214,0.141,0.218,56.615,53.502,31.775,0.721,0.704,0.997,0.698,0.707,0.721,0.906,0.702,0.711,0.7,0.113,0.098,0.854,0.002,0.182,-0.122,-0.342,945348909,310892965,2.4163608936669184e+16,-0.512,-0.224,0.16,0.182,0.163,0.022,0.001,0.001,0.001,0.001,-0.169,0.422,0.096,0.093,0.094,0.095,0.095,0.094,0.084,0.555,46.337,51.261,9.888,9.837,9.871,1.71,0.731,-0.456,-0.033,0.022,9504395728,9899786174,9594734288,583151483,357398244,-1101034785,0.141,-0.099,0.255,54.873,3.856,6042,1232.0,2556.0,1633772,-0.807,-0.124,161.337,168.869,186.873,175.378,49.248,163.03,606.343,-0.715,-0.746,0.207,2.981,3.055,3.278,2.938,3.165,2.916,3.114,3.242,0.945,1.187,1.863,0.223,0.352,0.868,-0.647,0.303,0.772,194740,180099,9480879915,8108874181,-0.072,0.07,-0.155,0.006,303187,56096,786680381,0.051,0.071,0.005,18.979,18.884,18.842,0.195,-0.69,-0.016,426526,0.036,0.065,628.05,607.39,35.88,20.485,-78.627,321.838,0.129,-0.112,0.233,54.249,767.304
2016-09-13,0.11,221392197402,218935119817,212085796769,224252074123,218481974177,222846095682,221907161424,214542985861,14153926936,5076963849.0,0.174,0.109,0.235,11.858,1.806551975862007e+18,1.6959578863618074e+18,1.649224342142464e+18,1.5528720461778376e+18,1.7230783652614034e+18,1.6304903218926495e+18,1.5475536749875407e+18,1.806169455584263e+18,1.736804759754436e+18,1.6843568799001016e+18,1.644937430426806e+18,1.5760341244960238e+18,2.332126745706744e+17,2.4088935983364912e+17,2.346116469638147e+17,1.3597037895102e+34,0.26,0.149,0.217,52.515,52.007,27.386,0.727,0.704,0.984,0.724,0.713,0.723,0.903,0.717,0.717,0.703,0.113,0.097,0.831,0.002,0.173,-0.083,-0.345,939972270,301570008,2.2736117463997824e+16,-0.515,-0.226,0.162,0.181,0.163,0.022,0.001,0.001,0.001,0.001,-0.174,0.417,0.098,0.102,0.098,0.097,0.099,0.096,0.073,0.55,56.127,53.308,9.88,9.813,9.846,1.718,0.738,-0.655,-0.04,0.021,9542148326,9888429062,9589429047,592700638,552996813,-1022140027,0.162,-0.092,0.252,55.015,6.073,6030,1234.0,2565.0,1644307,-0.693,-0.126,161.943,168.527,187.056,175.62,48.609,279.548,590.712,-0.358,-0.694,0.204,2.945,3.055,3.286,2.95,3.167,2.922,3.108,3.248,0.945,1.181,1.856,0.223,0.349,0.861,-0.671,0.264,0.767,188713,178170,8903170825,7936175140,-0.079,0.069,-0.155,0.001,302255,55042,757410831,0.055,0.072,0.005,18.972,18.878,18.834,0.185,-0.676,-0.016,426257,0.054,0.067,627.233,606.975,36.46,32.855,-73.544,332.331,0.15,-0.105,0.231,54.385,774.371
2016-09-14,0.0916,221754837677,219680087049,212416590638,225042473151,218956225661,223797192109,222499251394,214845119387,14031489062,5076963849.0,0.176,0.111,0.234,10.983,1.8380749583709007e+18,1.7248203606527432e+18,1.667010845409253e+18,1.556461268560178e+18,1.7497414717579796e+18,1.643344545722008e+18,1.5537553698504015e+18,1.8177588632771128e+18,1.770247985975911e+18,1.7084244064474678e+18,1.6584373019775186e+18,1.582118932079977e+18,2.471663367983866e+17,2.5225789469287773e+17,2.4146024398786912e+17,1.5272799511583e+34,0.312,0.159,0.216,54.04,52.6,21.44,0.718,0.707,0.97,0.697,0.707,0.719,0.897,0.694,0.712,0.702,0.107,0.097,0.813,0.002,0.165,-0.066,-0.348,930148146,301282239,2.269274686505139e+16,-0.518,-0.228,0.162,0.181,0.163,0.02,0.001,0.001,0.001,0.001,-0.178,0.411,0.097,0.097,0.097,0.097,0.097,0.096,0.06,0.545,47.107,51.189,9.875,9.8,9.831,1.729,0.747,-0.726,-0.047,0.021,9583982633,9868192572,9584861126,594200625,688884553,-1821284160,0.177,-0.084,0.249,55.116,7.661,6000,1177.0,2550.0,1625553,-0.58,-0.129,161.765,167.129,186.621,175.514,45.776,289.528,523.864,-0.055,-0.631,0.201,2.924,3.019,3.269,2.96,3.163,2.926,3.096,3.251,0.897,1.176,1.849,0.201,0.346,0.855,-0.673,0.229,0.761,188272,174720,8861628006,7631729183,-0.085,0.067,-0.135,-0.001,302643,53553,716980789,0.067,0.073,0.005,18.965,18.872,18.826,0.174,-0.594,-0.017,425463,0.064,0.068,625.849,606.606,36.547,41.444,-124.543,333.928,0.165,-0.097,0.228,54.48,777.648
2016-09-15,0.0965,222117477952,219962000030,212747384507,225437672665,219399880275,224566968398,223042989328,215139982717,13876466632,1245880699.0,0.179,0.114,0.232,3.891,1.7648667870448883e+18,1.740423637928886e+18,1.6816007355395044e+18,1.5595119734729362e+18,1.7453068157763845e+18,1.6490644361806917e+18,1.5576728968389993e+18,1.7647228080074616e+18,1.7720436077706245e+18,1.717090006770448e+18,1.66523478096975e+18,1.585976988767261e+18,2.3644262264459952e+17,2.477252407397936e+17,2.433096350819988e+17,1.3976278450764e+34,0.35,0.168,0.215,52.288,51.945,18.839,0.716,0.709,0.957,0.698,0.706,0.718,0.893,0.698,0.711,0.702,0.106,0.097,0.788,0.002,0.155,-0.055,-0.351,919313739,289655209,2.0975034952755584e+16,-0.522,-0.23,0.162,0.18,0.162,0.018,0.001,0.001,0.001,0.001,-0.182,0.405,0.098,0.097,0.097,0.097,0.097,0.096,0.049,0.54,49.413,51.701,9.871,9.79,9.82,1.701,0.723,-0.701,-0.053,0.02,9626570049,9846098286,9580505985,595134258,629975793,-1988485719,0.187,-0.076,0.246,55.056,6.969,5955,1073.0,2541.0,1613608,-0.515,-0.131,159.963,166.169,186.384,175.429,44.119,288.791,486.627,0.187,-0.562,0.198,2.895,2.984,3.213,2.97,3.153,2.928,3.08,3.253,0.856,1.053,1.839,0.183,0.277,0.846,-0.664,0.196,0.755,180199,172271,8117947148,7419283394,-0.09,0.066,-0.102,-0.002,302629,52402,686482349,0.085,0.076,0.006,18.959,18.865,18.817,0.163,-0.538,-0.017,424557,0.065,0.069,624.348,606.251,36.6,37.71,-135.117,334.897,0.175,-0.09,0.225,54.415,776.714
2016-09-16,0.108,222480118227,220243913011,213078178377,225635272422,219814912010,225155424549,223538375225,215427575853,13687752569,2011667278.5,0.181,0.116,0.23,3.891,1.7682781210237028e+18,1.765914591201946e+18,1.6872308770809208e+18,1.5631056155144466e+18,1.7447552928302392e+18,1.6551312934588278e+18,1.5617482336995003e+18,1.7538397764809185e+18,1.7727128792863526e+18,1.7252900052307548e+18,1.6721766256146647e+18,1.590011906361082e+18,2.3827134383877008e+17,2.311593720562709e+17,2.444929544278181e+17,1.4193308323683e+34,0.378,0.177,0.214,52.469,52.014,22.782,0.701,0.705,0.94,0.663,0.696,0.712,0.887,0.659,0.701,0.697,0.113,0.099,0.751,0.002,0.141,-0.071,-0.354,913815499,291373193,2.122458435522317e+16,-0.521,-0.232,0.165,0.179,0.164,0.019,0.001,0.001,0.001,0.001,-0.182,0.4,0.098,0.102,0.1,0.098,0.1,0.098,0.042,0.535,54.554,52.903,9.885,9.803,9.831,1.553,0.603,-0.465,-0.057,0.019,9667512408,9823165582,9576188961,594725223,568927960,-2063943313,0.192,-0.069,0.243,54.941,6.265,5933,1108.0,2523.0,1590855,-0.416,-0.134,159.062,166.261,186.623,175.542,44.226,286.124,488.992,0.447,-0.478,0.195,2.91,3.03,3.179,2.99,3.179,2.942,3.102,3.265,0.903,0.933,1.825,0.204,0.218,0.833,-0.609,0.17,0.75,166994,171438,6971712378,7347715118,-0.093,0.064,-0.086,-0.003,301490,52093,678415247,0.085,0.077,0.006,18.953,18.859,18.809,0.153,-0.505,-0.017,423803,0.061,0.069,622.794,605.899,36.572,33.839,-139.816,334.38,0.18,-0.082,0.223,54.297,776.708
