Date,difficulty-btc-trx-14,hashrate-btc-var-30,hashrate-btc-trx-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-sma-90,transactionfees-btc-var-30,transactionfees-btc-trx-90,median_transaction_fee-btc-trx-90,marketcap-btc-trx-90,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,top100cap-btc-trx-90,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2014-03-23,1.203,1.5056311091898e+31,1.376,74.612,81.028,173.162,87.528,190.152,-1.008,469148050,0.162,0.0010328947368421,0.092,0.142,0.599,8059,7389.0,13648452,0.753,183.182,0.326,0.14,0.005,-0.048,0.015,0.581,563.641,469.428,491.704,589.485
2014-03-24,1.151,1.5751139936537e+31,1.374,73.992,79.725,170.744,86.127,187.419,-1.01,466777520,0.161,0.0010394736842105,0.085,0.138,0.587,8006,7393.0,13665379,0.379,182.353,0.326,0.14,0.005,-0.059,0.013,0.568,577.854,457.005,486.543,598.9
2014-03-25,1.145,1.8623340407154e+31,1.377,71.644,78.386,168.259,84.003,184.469,-1.012,463556724,0.161,0.0010460526315789,0.077,0.133,0.574,7941,7411.0,13732557,0.014,180.951,0.327,0.14,0.005,-0.066,0.012,0.556,579.582,476.297,487.399,589.476
2014-03-26,1.165,1.9324090563063e+31,1.378,69.396,77.127,165.253,82.373,181.706,-1.014,461921682,0.16,0.0010526315789473,0.07,0.128,0.563,7894,7447.0,13863994,-0.333,179.769,0.328,0.141,0.005,-0.067,0.01,0.544,543.197,466.322,464.777,585.681
2014-03-27,1.196,1.9848225861489e+31,1.378,68.625,76.676,162.274,80.862,179.008,-1.016,461608119,0.159,0.0010592105263157,0.063,0.123,0.551,7869,7457.0,13901689,-0.607,178.996,0.328,0.14,0.005,-0.069,0.009,0.532,502.664,434.951,456.496,568.912
2014-03-28,1.228,2.2959324326441e+31,1.383,67.092,74.962,159.679,78.733,176.126,-1.018,461184150,0.158,0.0010657894736842,0.055,0.119,0.539,7834,7458.0,13906965,-0.815,178.499,0.328,0.14,0.005,-0.075,0.008,0.52,499.324,444.394,450.932,569.836
2014-03-29,1.257,2.4254931152628e+31,1.387,65.269,73.569,156.552,76.988,173.391,-1.02,456599741,0.157,0.0010723684210526,0.048,0.114,0.527,7747,7463.0,13923566,-1.041,178.042,0.326,0.142,0.005,-0.088,0.006,0.508,469.428,451.812,435.888,583.871
2014-03-30,1.276,2.4672472337173e+31,1.387,62.481,72.227,153.491,74.714,170.497,-1.022,453219596,0.156,0.001078947368421,0.04,0.109,0.515,7685,7454.0,13888754,-1.228,176.853,0.327,0.141,0.005,-0.099,0.005,0.496,457.005,459.325,443.354,596.82
2014-03-31,1.286,2.4903050299924e+31,1.385,61.291,71.7,150.395,73.187,167.872,-1.024,453116817,0.155,0.0010855263157894,0.033,0.103,0.504,7660,7470.0,13950885,-1.375,176.057,0.327,0.141,0.005,-0.113,0.003,0.483,476.297,454.031,444.261,594.664
2014-04-01,1.285,2.623882037911e+31,1.384,59.515,70.859,147.019,71.378,165.175,-1.027,452208591,0.154,0.0010921052631578,0.025,0.098,0.492,7615,7481.0,13990991,-1.493,175.808,0.328,0.138,0.005,-0.126,0.002,0.471,466.322,451.41,453.541,620.059
2014-04-02,1.273,2.5746026910822e+31,1.383,57.714,69.882,145.125,70.174,162.703,-1.029,450295460,0.153,0.0010986842105263,0.018,0.093,0.48,7563,7483.0,14000206,-1.583,174.551,0.327,0.137,0.005,-0.141,0.0005,0.459,434.951,447.11,448.574,649.274
2014-04-03,1.252,3.1306988142394e+31,1.39,55.497,68.208,142.204,68.375,160.057,-1.031,445931405,0.152,0.0011052631578947,0.01,0.087,0.468,7489,7449.0,13871554,-1.652,172.721,0.326,0.138,0.005,-0.158,-0.001,0.447,444.394,407.703,439.48,645.747
2014-04-04,1.223,3.4331400461405e+31,1.399,53.403,66.821,139.66,66.803,157.506,-1.033,443058888,0.151,0.0011118421052631,0.003,0.081,0.456,7430,7459.0,13907350,-1.72,171.399,0.325,0.138,0.005,-0.175,-0.002,0.435,451.812,403.328,434.535,643.645
2014-04-05,1.217,3.9233617943185e+31,1.413,51.57,64.828,136.079,64.856,154.85,-1.035,437355336,0.15,0.0011184210526315,-0.005,0.076,0.445,7343,7342.0,13474764,-1.733,169.335,0.325,0.138,0.005,-0.193,-0.004,0.423,459.325,425.31,431.727,636.579
2014-04-06,1.255,3.9421076851318e+31,1.422,49.176,63.407,132.738,63.165,152.295,-1.037,429244870,0.146,0.001125,-0.012,0.07,0.433,7234,7243.0,13115124,-1.769,166.902,0.321,0.122,0.004,-0.21,-0.005,0.411,454.031,415.876,427.341,629.756
2014-04-07,1.313,3.963267489453e+31,1.427,47.13,61.968,129.717,61.488,149.765,-1.039,422609253,0.145,0.0011315789473684,-0.02,0.064,0.421,7127,7193.0,12935847,-1.847,165.276,0.321,0.123,0.004,-0.219,-0.006,0.399,451.41,445.898,435.189,632.787
2014-04-08,1.376,3.8084330540566e+31,1.425,45.821,60.169,126.664,59.77,147.24,-1.042,418028798,0.144,0.001,-0.027,0.059,0.41,7044,7208.0,12988368,-1.952,164.143,0.323,0.125,0.004,-0.215,-0.008,0.388,447.11,487.666,440.75,626.639
2014-04-09,1.435,3.7257310927299e+31,1.422,44.388,58.975,123.417,58.41,144.854,-1.044,415945466,0.143,0.001,-0.034,0.053,0.398,6997,7229.0,13064216,-2.034,162.87,0.326,0.13,0.004,-0.196,-0.009,0.376,407.703,517.354,443.871,621.123
2014-04-10,1.482,3.6710091359183e+31,1.418,42.456,57.17,120.697,56.7,142.372,-1.046,414606204,0.142,0.001,-0.041,0.047,0.387,6956,7235.0,13085224,-2.066,161.893,0.327,0.129,0.004,-0.175,-0.01,0.364,403.328,505.461,449.566,621.434
2014-04-11,1.515,3.4995997854084e+31,1.411,41.668,55.39,117.451,55.417,140.052,-1.049,414176057,0.141,0.001,-0.048,0.041,0.375,6938,7248.0,13133565,-2.061,160.79,0.328,0.128,0.004,-0.156,-0.012,0.353,425.31,485.296,442.545,616.557
2014-04-12,1.532,3.6565730837791e+31,1.404,40.44,54.215,114.111,54.068,137.732,-1.051,412264535,0.139,0.001,-0.055,0.035,0.363,6899,7282.0,13257586,-2.072,159.781,0.328,0.128,0.004,-0.148,-0.013,0.341,415.876,490.961,438.129,622.121
2014-04-13,1.533,3.9271592356525e+31,1.403,39.897,53.042,112.212,52.782,135.455,-1.053,409649607,0.138,0.001,-0.062,0.029,0.352,6846,7316.0,13380318,-2.102,158.261,0.327,0.13,0.004,-0.148,-0.014,0.329,445.898,501.271,437.341,632.056
2014-04-14,1.521,4.2735063836323e+31,1.406,38.964,51.735,109.982,51.827,133.313,-1.055,406183258,0.136,0.001,-0.068,0.023,0.341,6770,7291.0,13290392,-2.115,157.138,0.326,0.129,0.004,-0.147,-0.016,0.318,487.666,498.97,441.538,629.664
2014-04-15,1.495,4.5482583322083e+31,1.412,38.499,50.331,107.479,50.977,131.232,-1.058,404278149,0.135,0.001,-0.075,0.017,0.33,6729,7300.0,13324271,-2.093,156.224,0.326,0.129,0.004,-0.143,-0.017,0.307,517.354,491.704,445.787,621.8
2014-04-16,1.459,4.5303728076517e+31,1.414,37.606,49.414,105.349,50.281,129.232,-1.06,403514113,0.134,0.001,-0.081,0.011,0.319,6698,7288.0,13278523,-1.979,155.443,0.327,0.129,0.004,-0.135,-0.018,0.296,505.461,486.543,444.766,621.061
2014-04-17,1.423,4.1575915005932e+31,1.413,37.493,48.437,103.515,49.664,127.286,-1.062,404502598,0.133,0.001,-0.088,0.005,0.308,6703,7286.0,13273158,-1.787,154.417,0.327,0.128,0.004,-0.125,-0.019,0.285,485.296,487.399,446.281,617.3
2014-04-18,1.416,3.7314894083825e+31,1.411,36.907,47.033,101.074,48.77,125.276,-1.065,405557094,0.132,0.001,-0.094,-0.001,0.298,6712,7283.0,13259438,-1.542,153.705,0.327,0.128,0.004,-0.117,-0.02,0.275,490.961,464.777,445.298,617.851
2014-04-19,1.424,3.7236727482793e+31,1.409,36.75,45.737,98.904,47.845,123.279,-1.067,403024107,0.131,0.001,-0.1,-0.006,0.288,6650,7272.0,13221150,-1.364,152.709,0.327,0.127,0.004,-0.111,-0.022,0.264,501.271,456.496,445.022,622.126
2014-04-20,1.435,3.765060371902e+31,1.409,36.745,44.578,96.308,47.246,121.417,-1.069,398352900,0.13,0.001,-0.105,-0.012,0.278,6581,7247.0,13128159,-1.237,151.254,0.327,0.129,0.004,-0.111,-0.023,0.254,498.97,450.932,465.278,626.392
2014-04-21,1.443,4.1615324897708e+31,1.411,36.541,43.645,94.264,46.412,119.503,-1.072,396826289,0.129,0.001,-0.111,-0.017,0.268,6570,7246.0,13125963,-1.059,150.095,0.326,0.128,0.004,-0.113,-0.024,0.245,491.704,435.888,492.31,622.21
2014-04-22,1.444,4.2237968542871e+31,1.411,36.451,42.361,91.795,45.586,117.615,-1.074,397360790,0.128,0.001,-0.117,-0.022,0.259,6562,7249.0,13137877,-0.885,148.863,0.327,0.129,0.004,-0.108,-0.025,0.235,486.543,443.354,509.156,618.92
2014-04-23,1.437,4.2127290923303e+31,1.409,36.181,41.33,89.713,44.897,115.797,-1.076,396335240,0.126,0.001,-0.122,-0.027,0.249,6539,7263.0,13186484,-0.763,147.235,0.326,0.129,0.004,-0.1,-0.026,0.226,487.399,444.261,529.149,620.249
2014-04-24,1.421,4.1961609639787e+31,1.404,36.252,40.654,87.727,44.123,113.976,-1.079,392156857,0.125,0.001,-0.127,-0.032,0.24,6470,7280.0,13249109,-0.751,145.56,0.327,0.13,0.004,-0.087,-0.027,0.216,464.777,453.541,519.347,618.566
2014-04-25,1.395,3.8854161001173e+31,1.395,36.384,39.984,86.048,43.771,112.32,-1.081,390937187,0.124,0.001,-0.133,-0.037,0.231,6430,7306.0,13344661,-0.787,144.236,0.327,0.129,0.004,-0.078,-0.028,0.207,456.496,448.574,559.931,607.944
2014-04-26,1.361,3.8713912605361e+31,1.387,36.092,39.033,84.287,42.909,110.52,-1.083,389032128,0.123,0.001,-0.138,-0.042,0.222,6393,7343.0,13481131,-0.877,142.732,0.326,0.131,0.004,-0.077,-0.029,0.198,450.932,439.48,580.277,600.002
2014-04-27,1.32,3.9171276851808e+31,1.377,36.121,38.589,82.307,42.369,108.85,-1.086,382294427,0.122,0.001,-0.143,-0.047,0.213,6298,7318.0,13388131,-1.017,141.001,0.326,0.132,0.004,-0.081,-0.03,0.19,435.888,434.535,573.388,594.585
2014-04-28,1.273,3.7745658290106e+31,1.366,35.436,37.813,80.779,41.467,107.082,-1.088,379678819,0.121,0.001,-0.148,-0.052,0.205,6256,7331.0,13436218,-1.122,139.442,0.325,0.132,0.004,-0.083,-0.031,0.181,443.354,431.727,571.987,596.029
2014-04-29,1.223,3.2545637090711e+31,1.35,35.137,37.57,79.127,41.015,105.486,-1.09,378247088,0.12,0.001,-0.153,-0.057,0.196,6228,7349.0,13501630,-1.198,138.041,0.325,0.132,0.004,-0.086,-0.032,0.172,444.261,427.341,566.816,585.359
2014-04-30,1.21,3.1200117762907e+31,1.337,33.976,36.667,77.063,39.914,103.694,-1.093,375860678,0.119,0.001,-0.158,-0.061,0.187,6188,7372.0,13587931,-1.272,136.844,0.326,0.132,0.004,-0.083,-0.033,0.164,453.541,435.189,593.201,584.376
2014-05-01,1.216,3.014075541935e+31,1.323,33.46,36.278,75.31,39.499,102.151,-1.095,374470381,0.118,0.001,-0.164,-0.066,0.179,6165,7395.0,13671662,-1.34,135.163,0.325,0.133,0.004,-0.086,-0.034,0.156,448.574,440.75,619.564,574.994
2014-05-02,1.231,3.3810171523827e+31,1.315,32.772,35.394,73.504,38.64,100.481,-1.097,373628841,0.117,0.001,-0.169,-0.071,0.171,6142,7399.0,13688049,-1.328,133.93,0.326,0.132,0.004,-0.09,-0.035,0.147,439.48,443.871,644.487,574.929
2014-05-03,1.246,3.4644192652706e+31,1.304,32.167,34.85,71.627,37.823,98.843,-1.099,371848407,0.116,0.001,-0.174,-0.075,0.163,6108,7402.0,13697187,-1.274,132.663,0.326,0.131,0.004,-0.095,-0.036,0.139,434.535,449.566,635.862,591.067
2014-05-04,1.257,3.4115298452578e+31,1.29,31.396,34.308,69.995,37.174,97.281,-1.102,369754838,0.115,0.001,-0.179,-0.08,0.155,6071,7420.0,13763355,-1.24,131.509,0.326,0.131,0.004,-0.104,-0.037,0.131,431.727,442.545,664.422,590.42
2014-05-05,1.261,3.3986862653516e+31,1.27,30.741,33.925,68.173,36.398,95.696,-1.104,365940400,0.114,0.001,-0.183,-0.084,0.147,6013,7400.0,13690129,-1.188,130.284,0.327,0.133,0.004,-0.101,-0.038,0.123,427.341,438.129,641.523,583.32
2014-05-06,1.256,3.2899281082883e+31,1.252,30.641,33.711,66.719,36.127,94.301,-1.106,363047760,0.113,0.001,-0.188,-0.089,0.139,5949,7378.0,13607329,-1.143,129.02,0.327,0.133,0.004,-0.098,-0.038,0.116,435.189,437.341,651.272,585.95
2014-05-07,1.243,3.6904337029633e+31,1.239,29.888,33.284,65.117,35.368,92.763,-1.109,361221854,0.112,0.001,-0.193,-0.093,0.131,5925,7374.0,13593845,-1.028,127.756,0.327,0.133,0.004,-0.093,-0.039,0.108,440.75,441.538,654.137,582.376
2014-05-08,1.222,3.2393849969275e+31,1.227,29.595,33.082,64.006,34.945,91.358,-1.111,361063385,0.111,0.001,-0.198,-0.098,0.124,5918,7363.0,13554324,-0.693,125.756,0.326,0.132,0.004,-0.088,-0.04,0.1,443.871,445.787,650.778,581.009
2014-05-09,1.193,3.0976055283634e+31,1.215,28.862,32.739,62.755,34.522,89.974,-1.113,362955250,0.111,0.001,-0.202,-0.102,0.116,5941,7379.0,13613982,-0.234,124.768,0.327,0.132,0.004,-0.08,-0.041,0.093,449.566,444.766,652.884,583.85
2014-05-10,1.157,3.1999118560501e+31,1.205,28.783,32.652,61.868,34.186,88.641,-1.115,362683286,0.111,0.001,-0.207,-0.106,0.109,5932,7380.0,13617792,0.128,123.72,0.327,0.133,0.004,-0.08,-0.041,0.086,442.545,446.281,648.195,590.585
2014-05-11,1.117,2.9783116927844e+31,1.196,28.064,32.241,60.6,33.559,87.23,-1.118,359245147,0.11,0.001,-0.211,-0.11,0.102,5884,7382.0,13623149,0.318,121.882,0.326,0.134,0.005,-0.085,-0.042,0.079,438.129,445.298,650.767,586.527
2014-05-12,1.084,2.7050278509881e+31,1.185,28.047,32.029,59.53,33.211,85.932,-1.12,356913821,0.11,0.001,-0.216,-0.114,0.095,5842,7399.0,13685144,0.359,120.607,0.326,0.134,0.005,-0.086,-0.043,0.072,437.341,445.022,642.504,588.101
2014-05-13,1.072,3.230207293154e+31,1.177,27.319,31.7,58.337,32.634,84.577,-1.122,356007976,0.109,0.001,-0.22,-0.118,0.088,5817,7405.0,13709259,0.355,119.696,0.325,0.134,0.004,-0.088,-0.043,0.065,441.538,465.278,621.319,583.969
2014-05-14,1.071,3.36674227967e+31,1.169,27.349,31.247,57.403,32.1,83.253,-1.124,355419522,0.108,0.001,-0.225,-0.122,0.081,5802,7410.0,13727008,0.338,118.526,0.325,0.134,0.004,-0.088,-0.044,0.058,445.787,492.31,595.946,568.256
2014-05-15,1.073,3.7855688940821e+31,1.162,26.83,30.832,56.471,31.72,82.0,-1.127,354949403,0.108,0.001,-0.229,-0.126,0.074,5790,7413.0,13736848,0.328,117.159,0.325,0.134,0.004,-0.089,-0.045,0.051,444.766,509.156,575.029,551.058
2014-05-16,1.074,4.1754304342157e+31,1.158,26.833,30.367,55.482,31.366,80.774,-1.129,351918308,0.107,0.001,-0.234,-0.13,0.068,5722,7352.0,13513249,0.298,116.369,0.325,0.134,0.005,-0.094,-0.045,0.045,446.281,529.149,565.303,518.99
2014-05-17,1.071,4.7840694004074e+31,1.159,26.715,29.82,54.411,30.911,79.533,-1.131,350097869,0.107,0.001,-0.238,-0.134,0.062,5693,7359.0,13537192,0.235,115.596,0.324,0.135,0.005,-0.106,-0.046,0.038,445.298,519.347,596.048,506.064
2014-05-18,1.063,4.7789340131062e+31,1.158,26.622,29.509,53.7,30.625,78.367,-1.133,348050622,0.105,0.001,-0.242,-0.137,0.055,5661,7391.0,13655556,0.071,114.765,0.32,0.123,0.004,-0.125,-0.046,0.032,445.022,559.931,596.985,501.845
2014-05-19,1.049,5.0012644745743e+31,1.156,26.612,29.194,52.814,30.262,77.194,-1.135,347370147,0.104,0.001,-0.246,-0.141,0.049,5647,7401.0,13694453,-0.087,114.255,0.319,0.124,0.004,-0.143,-0.047,0.026,465.278,580.277,607.673,504.405
2014-05-20,1.029,5.6452915096785e+31,1.157,26.151,28.767,51.92,29.971,76.064,-1.137,352030004,0.104,0.001,-0.251,-0.144,0.043,5709,7437.0,13827639,0.076,113.705,0.319,0.124,0.004,-0.157,-0.047,0.02,492.31,573.388,603.129,476.384
2014-05-21,1.004,5.9849563619605e+31,1.157,26.445,28.572,51.184,29.875,75.018,-1.14,352249317,0.103,0.001,-0.255,-0.148,0.038,5715,7434.0,13817446,0.205,112.913,0.319,0.124,0.004,-0.169,-0.048,0.015,509.156,571.987,590.957,476.972
2014-05-22,0.973,6.0977610228227e+31,1.155,26.427,28.404,50.597,29.789,73.996,-1.142,353299050,0.103,0.001,-0.258,-0.151,0.032,5727,7428.0,13792712,0.316,111.39,0.318,0.123,0.004,-0.18,-0.048,0.009,529.149,566.816,589.485,491.137
2014-05-23,0.939,5.9748308689948e+31,1.151,26.546,28.243,49.766,29.807,73.031,-1.144,357863471,0.103,0.001,-0.262,-0.154,0.027,5783,7447.0,13866056,0.6,110.871,0.319,0.123,0.004,-0.187,-0.049,0.004,519.347,593.201,598.9,521.423
2014-05-24,0.925,6.0025504193396e+31,1.146,26.278,27.998,49.013,29.533,71.987,-1.146,360433382,0.103,0.001,-0.266,-0.156,0.022,5835,7467.0,13938635,0.972,109.994,0.319,0.123,0.004,-0.192,-0.049,-0.001,559.931,619.564,589.476,513.078
2014-05-25,0.946,5.9013713339664e+31,1.142,26.554,27.654,48.255,29.456,71.028,-1.148,361092099,0.102,0.001,-0.269,-0.159,0.018,5856,7481.0,13992536,1.333,108.926,0.318,0.124,0.004,-0.2,-0.049,-0.006,580.277,644.487,585.681,503.706
2014-05-26,0.987,6.555222188051e+31,1.14,26.486,27.547,47.752,29.311,70.065,-1.15,359869453,0.102,0.001,-0.272,-0.161,0.013,5851,7479.0,13982809,1.587,107.374,0.317,0.121,0.004,-0.205,-0.049,-0.01,573.388,635.862,568.912,504.419
2014-05-27,1.033,6.224921346095e+31,1.135,26.615,27.264,46.938,29.101,69.098,-1.152,361431902,0.102,0.001,-0.275,-0.163,0.01,5879,7489.0,14022632,1.812,106.336,0.317,0.121,0.004,-0.202,-0.05,-0.014,571.987,664.422,569.836,502.862
2014-05-28,1.079,6.3758039571073e+31,1.13,26.95,27.286,46.223,29.099,68.218,-1.154,363100218,0.102,0.001,-0.277,-0.164,0.006,5902,7486.0,14011235,1.944,105.802,0.317,0.121,0.004,-0.197,-0.05,-0.018,566.816,641.523,583.871,507.703
2014-05-29,1.117,5.6627107842024e+31,1.123,26.95,27.011,45.603,28.912,67.295,-1.156,363666158,0.102,0.001,-0.28,-0.166,0.003,5913,7482.0,13993987,1.948,104.924,0.317,0.121,0.004,-0.188,-0.05,-0.021,593.201,651.272,596.82,514.911
2014-05-30,1.146,5.768000511027e+31,1.115,27.265,27.235,45.2,29.024,66.489,-1.158,364693929,0.102,0.001,-0.282,-0.167,-0.001,5928,7497.0,14052578,2.008,104.696,0.316,0.121,0.004,-0.181,-0.05,-0.024,619.564,654.137,594.664,509.791
2014-05-31,1.163,5.3829690598106e+31,1.105,27.616,27.093,44.743,29.037,65.67,-1.16,365618509,0.102,0.001,-0.284,-0.168,-0.003,5943,7499.0,14057679,2.01,104.478,0.316,0.122,0.004,-0.178,-0.05,-0.027,644.487,650.778,620.059,506.639
2014-06-01,1.169,6.2417646189755e+31,1.099,27.989,27.276,44.184,29.209,64.924,-1.161,363887892,0.102,0.001,-0.286,-0.169,-0.006,5952,7509.0,14097717,2.06,103.684,0.313,0.118,0.004,-0.18,-0.05,-0.029,635.862,652.884,649.274,502.665
2014-06-02,1.165,6.8267263117011e+31,1.096,28.581,27.521,43.526,29.472,64.228,-1.163,363277474,0.102,0.001,-0.287,-0.169,-0.008,5965,7528.0,14168401,2.151,102.807,0.311,0.115,0.003,-0.184,-0.05,-0.031,664.422,648.195,645.747,488.836
2014-06-03,1.15,7.9634273107819e+31,1.1,28.883,27.594,42.908,29.504,63.476,-1.165,364982997,0.102,0.001,-0.288,-0.169,-0.009,5992,7548.0,14244028,2.222,102.663,0.31,0.114,0.003,-0.187,-0.05,-0.033,641.523,650.767,643.645,479.421
2014-06-04,1.126,7.6385722427009e+31,1.106,29.012,27.765,42.173,29.555,62.746,-1.167,367828857,0.101,0.001,-0.289,-0.169,-0.011,6039,7595.0,14420163,2.329,102.633,0.309,0.114,0.003,-0.191,-0.05,-0.035,651.272,642.504,636.579,477.176
2014-06-05,1.099,7.2381719038778e+31,1.107,29.099,27.684,41.601,29.568,62.021,-1.168,357180328,0.101,0.001,-0.29,-0.169,-0.012,5904,6899.0,11897439,2.407,102.526,0.309,0.114,0.003,-0.191,-0.05,-0.036,654.137,621.319,629.756,475.398
2014-06-06,1.099,7.3599575761572e+31,1.106,28.831,27.75,41.001,29.359,61.237,-1.17,353843427,0.101,0.001,-0.291,-0.168,-0.012,5857,6705.0,11239709,2.52,101.923,0.309,0.114,0.003,-0.189,-0.05,-0.037,650.778,595.946,632.787,481.297
2014-06-07,1.112,6.8700444778777e+31,1.103,29.108,27.77,40.34,29.363,60.538,-1.171,351682082,0.101,0.001,-0.291,-0.167,-0.013,5836,6671.0,11127158,2.509,101.502,0.309,0.115,0.003,-0.192,-0.049,-0.037,652.884,575.029,626.639,484.581
2014-06-08,1.13,6.6098352597678e+31,1.098,28.894,27.669,39.794,29.105,59.764,-1.173,346795481,0.101,0.001,-0.291,-0.166,-0.013,5803,6543.0,10702124,2.535,101.162,0.307,0.113,0.003,-0.196,-0.049,-0.037,648.195,565.303,621.123,481.482
2014-06-09,1.146,6.2685949286491e+31,1.089,29.117,27.703,39.175,29.182,59.117,-1.175,342778407,0.101,0.001,-0.291,-0.164,-0.013,5759,6532.0,10667674,2.329,101.112,0.306,0.112,0.003,-0.2,-0.049,-0.038,650.767,596.048,621.434,481.745
2014-06-10,1.157,6.8424815905805e+31,1.084,29.243,27.814,38.482,29.095,58.429,-1.176,339621054,0.101,0.001,-0.291,-0.163,-0.012,5725,6492.0,10538039,2.062,100.906,0.305,0.112,0.003,-0.203,-0.049,-0.037,642.504,596.985,616.557,470.073
2014-06-11,1.161,5.9650552987191e+31,1.076,29.095,27.776,38.007,28.96,57.739,-1.178,337918109,0.101,0.001,-0.29,-0.161,-0.012,5712,6490.0,10530251,1.741,101.049,0.305,0.111,0.003,-0.203,-0.048,-0.037,621.319,607.673,622.121,466.454
2014-06-12,1.156,6.2427283470933e+31,1.069,29.244,27.91,37.551,28.917,57.091,-1.179,341148336,0.101,0.001,-0.29,-0.159,-0.011,5767,6570.0,10790260,1.586,101.557,0.303,0.109,0.003,-0.201,-0.048,-0.037,595.946,603.129,632.056,482.398
2014-06-13,1.143,6.1973056276556e+31,1.063,28.848,27.934,36.972,28.67,56.388,-1.18,341833774,0.1,0.001,-0.289,-0.157,-0.011,5776,6573.0,10802336,1.406,101.75,0.304,0.108,0.003,-0.199,-0.048,-0.036,575.029,590.957,629.664,475.58
2014-06-14,1.123,6.8669978299055e+31,1.06,28.561,27.901,36.355,28.447,55.703,-1.182,342000978,0.1,0.001,-0.288,-0.155,-0.01,5785,6566.0,10777965,1.152,101.888,0.303,0.11,0.003,-0.204,-0.047,-0.035,565.303,589.485,621.8,472.322
2014-06-15,1.095,8.5368732338303e+31,1.062,28.067,27.852,35.878,28.211,55.023,-1.183,340991281,0.1,0.001,-0.288,-0.153,-0.009,5780,6569.0,10787024,0.853,101.484,0.301,0.112,0.003,-0.215,-0.047,-0.035,596.048,598.9,621.061,475.441
2014-06-16,1.062,1.0419743615763e+32,1.068,27.505,27.889,35.382,28.031,54.373,-1.185,328101222,0.1,0.001,-0.287,-0.151,-0.008,5521,4148.0,4302391,0.601,101.237,0.301,0.112,0.003,-0.226,-0.047,-0.034,596.985,589.476,617.3,476.655
2014-06-17,1.024,1.1423361826559e+32,1.077,27.158,27.844,34.795,27.843,53.73,-1.186,323692881,0.1,0.001,-0.286,-0.149,-0.007,5464,4084.0,4170377,0.311,101.411,0.3,0.112,0.003,-0.236,-0.046,-0.033,607.673,585.681,617.851,474.915
2014-06-18,1.015,1.3146103943187e+32,1.088,26.496,27.711,34.214,27.402,53.011,-1.187,322881708,0.1,0.001,-0.285,-0.147,-0.006,5458,4084.0,4170733,0.044,101.375,0.3,0.113,0.003,-0.239,-0.046,-0.033,603.129,568.912,622.126,467.613
2014-06-19,1.028,1.3722663364567e+32,1.098,26.081,27.651,33.665,27.179,52.372,-1.188,323834724,0.1,0.001,-0.284,-0.145,-0.005,5482,4093.0,4187658,-0.14,101.396,0.3,0.113,0.003,-0.241,-0.045,-0.032,590.957,569.836,626.392,456.38
2014-06-20,1.052,1.5460733901819e+32,1.11,25.873,27.483,33.234,26.937,51.736,-1.19,324805002,0.099,0.001,-0.283,-0.143,-0.004,5506,4072.0,4145832,-0.299,101.594,0.298,0.111,0.003,-0.246,-0.045,-0.031,589.485,583.871,622.21,438.518
2014-06-21,1.077,1.8466174927551e+32,1.127,25.334,27.26,32.675,26.61,51.079,-1.191,325641098,0.099,0.001,-0.282,-0.14,-0.003,5528,4045.0,4091031,-0.451,101.84,0.298,0.111,0.003,-0.256,-0.044,-0.03,598.9,596.82,618.92,405.935
2014-06-22,1.1,2.2221293164508e+32,1.15,24.968,26.933,32.169,26.199,50.402,-1.192,325065456,0.099,0.001,-0.28,-0.138,-0.001,5536,4048.0,4096220,-0.558,101.698,0.297,0.113,0.003,-0.271,-0.044,-0.029,589.476,594.664,620.249,410.022
2014-06-23,1.115,2.2104765348798e+32,1.168,24.474,26.86,31.837,26.018,49.808,-1.193,325595767,0.099,0.001,-0.279,-0.136,0.0,5553,4043.0,4087294,-0.635,101.727,0.296,0.112,0.003,-0.284,-0.043,-0.028,585.681,620.059,618.566,401.12
2014-06-24,1.123,2.3830354342787e+32,1.187,24.062,26.651,31.43,25.763,49.198,-1.194,327789941,0.099,0.001,-0.278,-0.133,0.001,5592,4065.0,4131559,-0.626,101.744,0.294,0.112,0.003,-0.296,-0.043,-0.027,568.912,649.274,607.944,400.275
2014-06-25,1.121,2.5980799882383e+32,1.206,23.634,26.445,31.008,25.456,48.579,-1.196,326189763,0.099,0.001,-0.276,-0.131,0.003,5574,4072.0,4145784,-0.678,101.484,0.294,0.112,0.003,-0.307,-0.042,-0.025,569.836,645.747,600.002,407.475
2014-06-26,1.111,2.5110710841808e+32,1.221,23.092,26.266,30.706,25.149,47.966,-1.197,324789589,0.099,0.001,-0.275,-0.129,0.004,5557,4074.0,4149341,-0.756,101.465,0.293,0.112,0.003,-0.317,-0.042,-0.024,583.871,643.645,594.585,428.517
