Date,difficulty-btc-trx-14,hashrate-btc-var-30,hashrate-btc-trx-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-sma-90,transactionfees-btc-var-30,transactionfees-btc-trx-90,median_transaction_fee-btc-trx-90,marketcap-btc-trx-90,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,top100cap-btc-trx-90,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-07-05,1.458,3.008947644502e+26,1.377,2276.0,2794.0,5014.0,2872.0,4149.0,0.124,93765695,0.1,0.001,0.904,0.917,0.958,2046,3087.0,2382637,0.385,83.468,1.131,0.602,0.091,-0.56,0.004,0.93,66.0,84.999,94.551,108.504
2013-07-06,1.416,3.375667994646e+26,1.376,2198.0,2721.0,4927.0,2793.0,4094.0,0.112,92841474,0.1,0.001,0.885,0.899,0.94,2034,3089.0,2385707,0.537,83.342,1.123,0.61,0.093,-0.585,0.004,0.912,69.751,88.095,95.46,117.032
2013-07-07,1.368,3.9225754197728e+26,1.38,2131.0,2649.0,4832.0,2714.0,4039.0,0.1,90989948,0.099,0.001,0.866,0.881,0.921,2005,3062.0,2343552,0.624,82.518,1.115,0.628,0.099,-0.618,0.004,0.894,73.549,88.156,96.892,119.311
2013-07-08,1.316,4.2315886322276e+26,1.385,2077.0,2581.0,4704.0,2654.0,3989.0,0.089,88042869,0.098,0.001,0.847,0.863,0.903,1955,2939.0,2159498,0.675,81.196,1.11,0.635,0.101,-0.648,0.004,0.876,72.494,89.295,97.39,119.368
2013-07-09,1.261,4.6482831123879e+26,1.392,2010.0,2531.0,4586.0,2590.0,3938.0,0.077,84123089,0.097,0.001,0.827,0.844,0.885,1887,2632.0,1732042,0.784,78.46,1.103,0.637,0.102,-0.675,0.005,0.858,75.989,89.925,95.932,120.405
2013-07-10,1.203,4.783438363295e+26,1.396,1962.0,2482.0,4528.0,2545.0,3893.0,0.065,82853383,0.096,0.001,0.808,0.826,0.866,1866,2593.0,1681228,0.932,78.39,1.092,0.64,0.103,-0.704,0.005,0.84,81.5,88.775,94.179,121.615
2013-07-11,1.204,6.2484363312337e+26,1.409,1880.0,2409.0,4474.0,2476.0,3840.0,0.053,82226071,0.096,0.001,0.789,0.809,0.848,1857,2586.0,1671899,1.075,78.932,1.087,0.642,0.103,-0.728,0.005,0.822,84.999,86.483,93.381,122.893
2013-07-12,1.24,7.2795065661004e+26,1.425,1813.0,2335.0,4416.0,2410.0,3787.0,0.041,82053797,0.096,0.001,0.77,0.791,0.831,1851,2584.0,1668690,1.169,79.272,1.085,0.644,0.104,-0.747,0.006,0.805,88.095,83.838,93.038,123.503
2013-07-13,1.291,7.3253010521125e+26,1.433,1780.0,2288.0,4373.0,2373.0,3744.0,0.03,82195983,0.095,0.001,0.751,0.774,0.813,1858,2582.0,1666652,1.26,79.731,1.079,0.643,0.103,-0.761,0.006,0.787,88.156,83.858,93.989,123.832
2013-07-14,1.345,7.6496348657272e+26,1.441,1763.0,2232.0,4327.0,2331.0,3700.0,0.018,81863182,0.095,0.001,0.733,0.757,0.796,1855,2583.0,1668031,1.249,79.619,1.065,0.635,0.101,-0.778,0.006,0.771,89.295,83.889,94.938,124.149
2013-07-15,1.393,7.7411883884042e+26,1.447,1739.0,2183.0,4291.0,2290.0,3656.0,0.006,81136796,0.095,0.001,0.715,0.74,0.779,1852,2583.0,1668115,1.21,79.894,1.058,0.644,0.104,-0.797,0.007,0.754,89.925,84.1,96.293,126.822
2013-07-16,1.43,7.9954982007343e+26,1.452,1722.0,2133.0,4254.0,2252.0,3613.0,-0.005,80633180,0.094,0.001,0.697,0.724,0.763,1850,2582.0,1666145,1.225,80.248,1.047,0.622,0.097,-0.809,0.007,0.738,88.775,85.24,96.952,130.117
2013-07-17,1.454,8.2710717813705e+26,1.455,1708.0,2119.0,4221.0,2229.0,3575.0,-0.017,75509313,0.094,0.001,0.679,0.708,0.747,1744,1474.0,543516,1.299,80.224,1.042,0.625,0.098,-0.818,0.007,0.722,86.483,86.425,96.543,134.739
2013-07-18,1.463,8.455745792888e+26,1.457,1693.0,2086.0,4169.0,2185.0,3531.0,-0.028,74280927,0.094,0.001,0.662,0.693,0.731,1730,1437.0,516020,1.363,80.3,1.035,0.614,0.094,-0.82,0.008,0.706,83.838,87.875,96.796,136.214
2013-07-19,1.459,7.4700232986321e+26,1.456,1680.0,2041.0,4111.0,2150.0,3489.0,-0.039,73817119,0.093,0.001,0.645,0.677,0.716,1722,1425.0,507700,1.375,80.532,1.027,0.624,0.097,-0.827,0.008,0.691,83.858,89.193,96.925,138.704
2013-07-20,1.441,7.5947728638096e+26,1.457,1680.0,2000.0,4055.0,2117.0,3449.0,-0.051,73098782,0.093,0.001,0.629,0.662,0.701,1708,1418.0,503015,1.255,80.279,1.024,0.631,0.099,-0.838,0.008,0.676,83.889,88.506,97.996,143.723
2013-07-21,1.413,7.9032060764433e+26,1.458,1691.0,1958.0,4007.0,2092.0,3411.0,-0.062,71586906,0.092,0.001,0.612,0.647,0.686,1676,1340.0,448981,1.049,80.032,1.016,0.639,0.102,-0.852,0.009,0.661,84.1,88.353,101.101,153.886
2013-07-22,1.386,9.1591344649101e+26,1.463,1659.0,1912.0,3944.0,2044.0,3365.0,-0.073,70351173,0.092,0.001,0.596,0.633,0.671,1662,1303.0,424297,0.904,80.108,1.009,0.635,0.101,-0.861,0.009,0.647,85.24,91.241,105.11,157.329
2013-07-23,1.403,9.4854714960785e+26,1.467,1631.0,1870.0,3875.0,1993.0,3319.0,-0.084,68528922,0.091,0.001,0.579,0.618,0.656,1636,1155.0,333739,0.853,80.215,0.999,0.631,0.099,-0.869,0.009,0.632,86.425,93.05,107.292,164.81
2013-07-24,1.441,8.7173010499533e+26,1.465,1607.0,1837.0,3797.0,1964.0,3280.0,-0.095,66902101,0.09,0.001,0.563,0.604,0.642,1616,1073.0,287750,0.804,80.166,0.993,0.625,0.098,-0.87,0.01,0.618,87.875,96.0,106.115,180.316
2013-07-25,1.485,8.1482202977569e+26,1.46,1598.0,1796.0,3732.0,1926.0,3238.0,-0.106,66001408,0.09,0.001,0.548,0.59,0.628,1603,1038.0,269484,0.734,80.107,0.993,0.626,0.098,-0.863,0.01,0.604,89.193,95.875,105.799,191.426
2013-07-26,1.526,8.4221480273228e+26,1.457,1598.0,1759.0,3676.0,1895.0,3199.0,-0.117,65661812,0.089,0.001,0.532,0.577,0.615,1598,1030.0,265006,0.679,80.167,0.987,0.634,0.101,-0.861,0.01,0.591,88.506,95.495,107.66,185.605
2013-07-27,1.557,8.2731035914126e+26,1.454,1578.0,1723.0,3607.0,1873.0,3162.0,-0.128,65384225,0.089,0.001,0.517,0.564,0.602,1591,1035.0,267584,0.527,79.968,0.987,0.635,0.101,-0.857,0.011,0.578,88.353,95.372,108.695,169.469
2013-07-28,1.576,9.1207031656561e+26,1.455,1549.0,1688.0,3541.0,1837.0,3122.0,-0.138,64724703,0.088,0.001,0.502,0.551,0.589,1554,786.427,154617,0.369,79.523,0.981,0.641,0.103,-0.855,0.011,0.565,91.241,94.551,111.875,172.97
2013-07-29,1.58,8.7737304668355e+26,1.455,1542.0,1665.0,3488.0,1822.0,3089.0,-0.149,64573567,0.088,0.001,0.488,0.538,0.576,1541,739.167,136592,0.238,79.696,0.975,0.642,0.103,-0.853,0.011,0.552,93.05,95.46,115.28,178.428
2013-07-30,1.571,9.7590894096074e+26,1.458,1535.0,1652.0,3435.0,1807.0,3056.0,-0.159,64366119,0.088,0.001,0.474,0.526,0.564,1532,681.416,116082,0.212,79.79,0.972,0.643,0.103,-0.846,0.012,0.54,96.0,96.892,115.785,188.042
2013-07-31,1.549,1.0666359685696e+27,1.465,1508.0,1635.0,3393.0,1790.0,3022.0,-0.169,64227431,0.087,0.001,0.46,0.514,0.552,1530,679.443,115411,0.178,79.901,0.966,0.631,0.1,-0.829,0.012,0.528,95.875,97.39,118.347,193.134
2013-08-01,1.516,1.099296602778e+27,1.473,1501.0,1619.0,3353.0,1767.0,2987.0,-0.18,64624665,0.087,0.001,0.447,0.503,0.54,1536,691.687,119608,0.207,79.948,0.961,0.627,0.098,-0.808,0.012,0.517,95.495,95.932,122.066,195.57
2013-08-02,1.473,1.1022186906179e+27,1.481,1499.0,1603.0,3308.0,1757.0,2957.0,-0.19,65061448,0.087,0.001,0.435,0.491,0.529,1543,684.46,117121,0.21,80.246,0.955,0.631,0.099,-0.79,0.013,0.505,95.372,94.179,124.651,195.73
2013-08-03,1.449,1.2585347452626e+27,1.492,1472.0,1587.0,3252.0,1726.0,2920.0,-0.2,65083859,0.087,0.001,0.422,0.481,0.518,1543,684.724,117212,0.158,80.128,0.952,0.634,0.101,-0.775,0.013,0.494,94.551,93.381,125.588,197.87
2013-08-04,1.463,1.3497844437617e+27,1.504,1445.0,1571.0,3207.0,1701.0,2886.0,-0.209,64651751,0.086,0.001,0.409,0.47,0.508,1535,688.187,118400,0.032,79.903,0.946,0.633,0.1,-0.76,0.013,0.484,95.46,93.038,124.863,199.6
2013-08-05,1.496,1.6352370925433e+27,1.522,1441.0,1559.0,3159.0,1674.0,2850.0,-0.219,64431408,0.086,0.001,0.397,0.46,0.497,1532,683.677,116853,-0.071,79.973,0.94,0.636,0.101,-0.749,0.014,0.474,96.892,93.989,120.747,202.56
2013-08-06,1.533,1.8414349882622e+27,1.542,1449.0,1552.0,3115.0,1654.0,2818.0,-0.229,64308088,0.085,0.001,0.385,0.45,0.487,1527,682.379,116410,-0.186,79.704,0.936,0.633,0.1,-0.731,0.014,0.464,97.39,94.938,117.345,213.806
2013-08-07,1.566,2.0433459655455e+27,1.563,1431.0,1536.0,3069.0,1631.0,2784.0,-0.238,64429927,0.085,0.001,0.373,0.44,0.478,1529,678.092,114952,-0.301,79.58,0.926,0.62,0.096,-0.715,0.014,0.454,95.932,96.293,115.05,231.403
2013-08-08,1.589,2.2545625533264e+27,1.586,1433.0,1527.0,3020.0,1616.0,2754.0,-0.248,64286834,0.084,0.0042857142857142,0.361,0.431,0.468,1526,681.74,116192,-0.434,79.331,0.92,0.609,0.093,-0.692,0.014,0.445,94.179,96.952,115.023,248.284
2013-08-09,1.6,2.6350529958154e+27,1.613,1413.0,1503.0,2967.0,1588.0,2719.0,-0.257,64178622,0.084,0.0043214285714285,0.35,0.422,0.459,1527,678.603,115126,-0.576,79.387,0.915,0.603,0.091,-0.663,0.015,0.435,93.381,96.543,116.613,274.025
2013-08-10,1.597,2.9113577459636e+27,1.639,1398.0,1498.0,2924.0,1572.0,2689.0,-0.266,64107427,0.084,0.0043571428571428,0.339,0.413,0.45,1527,679.911,115570,-0.751,79.318,0.907,0.601,0.09,-0.642,0.015,0.426,93.038,96.796,117.844,298.115
2013-08-11,1.581,3.3306638919948e+27,1.668,1394.0,1492.0,2881.0,1552.0,2658.0,-0.276,63691648,0.083,0.0043928571428571,0.329,0.404,0.442,1515,677.885,114882,-0.926,79.116,0.899,0.597,0.089,-0.624,0.015,0.418,93.989,96.925,119.961,334.983
2013-08-12,1.553,3.6108703464932e+27,1.698,1368.0,1472.0,2843.0,1532.0,2626.0,-0.285,63708750,0.083,0.0044285714285714,0.318,0.395,0.433,1518,676.501,114413,-1.013,79.09,0.888,0.591,0.087,-0.615,0.016,0.409,94.938,97.996,121.733,291.892
2013-08-13,1.534,3.764170449302e+27,1.725,1335.0,1452.0,2804.0,1506.0,2593.0,-0.294,64291275,0.082,0.0044642857142857,0.307,0.387,0.425,1530,694.17,120468,-0.931,79.09,0.876,0.568,0.081,-0.607,0.016,0.401,96.293,101.101,123.67,314.01
2013-08-14,1.604,4.174621504893e+27,1.754,1293.0,1427.0,2760.0,1470.0,2557.0,-0.303,64947817,0.082,0.0045,0.297,0.379,0.417,1544,720.468,129768,-0.709,79.236,0.865,0.512,0.066,-0.587,0.016,0.393,96.952,105.11,124.07,336.63
2013-08-15,1.718,4.4231851849089e+27,1.782,1261.0,1404.0,2712.0,1439.0,2523.0,-0.312,64925656,0.082,0.0045357142857142,0.288,0.371,0.409,1541,721.277,130060,-0.567,79.052,0.866,0.517,0.067,-0.543,0.017,0.385,96.543,107.292,123.947,369.033
2013-08-16,1.846,4.6126550714632e+27,1.808,1214.0,1372.0,2665.0,1407.0,2488.0,-0.32,65289244,0.082,0.0045714285714285,0.279,0.363,0.401,1539,721.28,130061,-0.469,78.463,0.867,0.518,0.067,-0.492,0.017,0.377,96.796,106.115,123.693,400.994
2013-08-17,1.968,5.0731234380773e+27,1.836,1195.0,1354.0,2621.0,1381.0,2455.0,-0.329,65792889,0.081,0.0046071428571428,0.269,0.356,0.394,1547,713.121,127135,-0.367,78.045,0.86,0.516,0.067,-0.45,0.017,0.37,96.925,105.799,123.8,411.755
2013-08-18,2.071,5.5041499258826e+27,1.866,1168.0,1332.0,2580.0,1355.0,2423.0,-0.338,65983208,0.081,0.0046428571428571,0.261,0.349,0.387,1548,711.869,126689,-0.321,77.487,0.856,0.507,0.064,-0.407,0.018,0.363,97.996,107.66,124.251,418.345
2013-08-19,2.148,5.7624570072774e+27,1.894,1144.0,1309.0,2528.0,1329.0,2391.0,-0.347,66329194,0.08,0.0046785714285714,0.252,0.342,0.38,1549,711.506,126560,-0.286,76.802,0.854,0.503,0.063,-0.358,0.018,0.356,101.101,108.695,125.036,453.251
2013-08-20,2.197,5.9502597298712e+27,1.918,1121.0,1286.0,2482.0,1310.0,2361.0,-0.355,66494390,0.08,0.0047142857142857,0.243,0.335,0.373,1548,711.05,126398,-0.257,76.208,0.848,0.496,0.062,-0.316,0.018,0.349,105.11,111.875,122.527,550.5
2013-08-21,2.218,6.5140447512317e+27,1.943,1102.0,1275.0,2429.0,1292.0,2332.0,-0.364,67095380,0.079,0.00475,0.234,0.329,0.367,1557,723.641,130914,-0.133,75.818,0.841,0.489,0.06,-0.283,0.018,0.342,107.292,115.28,121.008,601.887
2013-08-22,2.213,6.8562115955661e+27,1.968,1084.0,1272.0,2380.0,1282.0,2305.0,-0.372,67050017,0.078,0.0047857142857142,0.226,0.323,0.361,1553,724.64,131276,-0.087,75.202,0.837,0.486,0.059,-0.256,0.019,0.336,106.115,115.785,121.108,494.668
2013-08-23,2.185,7.1748079045675e+27,1.995,1069.0,1252.0,2328.0,1262.0,2276.0,-0.38,67068079,0.078,0.0048214285714285,0.218,0.317,0.355,1550,722.411,130469,-0.053,74.924,0.832,0.483,0.058,-0.235,0.019,0.33,105.799,118.347,121.534,599.545
2013-08-24,2.172,7.3005726985009e+27,2.019,1039.0,1237.0,2279.0,1240.0,2246.0,-0.389,67177073,0.077,0.0048571428571428,0.209,0.311,0.35,1549,723.892,131005,-0.094,74.382,0.83,0.485,0.059,-0.221,0.019,0.325,107.66,122.066,121.286,675.116
2013-08-25,2.222,7.2765370846809e+27,2.039,1005.0,1215.0,2227.0,1211.0,2214.0,-0.397,66946539,0.077,0.0048928571428571,0.201,0.306,0.344,1546,725.131,131454,-0.153,74.05,0.826,0.482,0.058,-0.207,0.019,0.319,108.695,124.651,121.31,738.639
2013-08-26,2.298,7.2497314164977e+27,2.055,978.13,1192.0,2179.0,1188.0,2185.0,-0.405,66847032,0.076,0.0049285714285714,0.193,0.301,0.339,1544,725.981,131762,-0.215,73.648,0.822,0.469,0.055,-0.188,0.019,0.314,111.875,125.588,122.14,702.545
2013-08-27,2.376,7.4326533816981e+27,2.069,959.488,1177.0,2129.0,1168.0,2156.0,-0.413,66946645,0.076,0.0049642857142857,0.186,0.296,0.335,1542,723.194,130752,-0.238,73.354,0.819,0.461,0.053,-0.165,0.019,0.309,115.28,124.863,122.652,723.096
2013-08-28,2.441,7.2732197320863e+27,2.08,961.559,1156.0,2078.0,1155.0,2130.0,-0.421,67037695,0.08,0.005,0.185,0.291,0.33,1542,723.099,130718,-0.269,72.875,0.869,1.094,0.299,0.015,0.019,0.305,115.785,120.747,122.374,796.644
2013-08-29,2.485,7.9833238515722e+27,2.095,953.919,1133.0,2032.0,1138.0,2102.0,-0.429,67033901,0.079,0.005,0.183,0.287,0.326,1582,1050.0,275440,0.267,72.15,0.864,1.095,0.3,0.155,0.019,0.3,118.347,117.345,123.201,891.298
2013-08-30,2.504,8.8614579515588e+27,2.114,953.332,1113.0,1977.0,1125.0,2077.0,-0.437,67450779,0.079,0.005,0.181,0.283,0.322,1587,1045.0,273204,0.601,72.027,0.864,1.095,0.3,0.269,0.019,0.297,122.066,115.05,123.325,934.539
2013-08-31,2.497,9.888750780713e+27,2.137,954.212,1099.0,1934.0,1118.0,2053.0,-0.444,67786058,0.079,0.005,0.18,0.28,0.319,1600,1048.0,274810,0.884,71.949,0.86,1.096,0.3,0.35,0.019,0.293,124.651,115.023,123.05,981.667
2013-09-01,2.467,1.1671659861076e+28,2.169,949.415,1076.0,1886.0,1105.0,2028.0,-0.452,67608399,0.078,0.005,0.178,0.276,0.316,1605,1056.0,278599,1.106,71.447,0.853,1.098,0.302,0.4,0.019,0.29,125.588,116.613,123.374,1052.0
2013-09-02,2.416,1.2927048724347e+28,2.202,948.863,1065.0,1839.0,1094.0,2004.0,-0.46,67693661,0.078,0.005,0.176,0.274,0.313,1612,1057.0,279503,1.242,70.943,0.851,1.098,0.301,0.437,0.019,0.287,124.863,117.844,112.777,915.571
2013-09-03,2.347,1.2629063127605e+28,2.227,943.268,1052.0,1805.0,1086.0,1982.0,-0.467,67991698,0.078,0.005,0.174,0.271,0.311,1621,1065.0,283774,1.354,70.749,0.844,1.095,0.3,0.456,0.019,0.284,120.747,119.961,108.504,917.898
2013-09-04,2.344,1.4017405181914e+28,2.252,917.052,1031.0,1770.0,1058.0,1952.0,-0.474,68132381,0.077,0.005,0.173,0.269,0.309,1626,1070.0,286286,1.415,70.651,0.841,1.095,0.3,0.461,0.019,0.282,117.345,121.733,117.032,984.654
2013-09-05,2.397,1.4585764035639e+28,2.276,887.34,1009.0,1737.0,1036.0,1925.0,-0.482,68279243,0.077,0.005,0.17,0.267,0.307,1629,1070.0,286130,1.381,69.894,0.839,1.095,0.3,0.456,0.019,0.28,115.05,123.67,119.311,1037.0
2013-09-06,2.471,1.585911712559e+28,2.301,866.635,988.771,1702.0,1013.0,1898.0,-0.489,68672559,0.076,0.005,0.168,0.265,0.305,1633,1061.0,281440,1.234,69.464,0.835,1.095,0.3,0.442,0.019,0.278,115.023,124.07,119.368,991.025
2013-09-07,2.542,1.5663344806448e+28,2.317,843.396,962.267,1673.0,986.221,1869.0,-0.496,68673929,0.076,0.005,0.165,0.263,0.303,1631,1062.0,282042,1.031,68.975,0.833,1.095,0.3,0.421,0.019,0.276,116.613,123.947,120.405,916.265
2013-09-08,2.598,1.5276113364852e+28,2.322,836.214,946.045,1644.0,967.181,1843.0,-0.504,68610201,0.076,0.005,0.162,0.261,0.302,1630,1065.0,283674,0.749,68.337,0.831,1.096,0.3,0.392,0.018,0.274,117.844,123.693,121.615,720.715
2013-09-09,2.63,1.5769482069882e+28,2.327,828.758,926.621,1611.0,953.727,1820.0,-0.511,68671954,0.076,0.005,0.159,0.259,0.3,1639,1067.0,284604,0.577,67.688,0.826,1.096,0.3,0.357,0.018,0.273,119.961,123.8,122.893,733.548
2013-09-10,2.636,1.7001354566065e+28,2.335,815.557,907.219,1578.0,936.436,1795.0,-0.518,68786082,0.075,0.005,0.156,0.258,0.299,1640,1066.0,283927,0.397,67.112,0.823,1.098,0.301,0.314,0.018,0.271,121.733,124.251,123.503,856.334
2013-09-11,2.617,1.783466727376e+28,2.341,798.512,890.621,1550.0,923.536,1771.0,-0.525,68925098,0.075,0.005,0.152,0.257,0.298,1646,1069.0,285519,0.298,66.694,0.818,1.1,0.303,0.263,0.017,0.27,123.67,125.036,123.832,916.819
2013-09-12,2.574,1.9332916600897e+28,2.353,787.244,877.066,1520.0,910.718,1748.0,-0.532,68989112,0.074,0.005,0.149,0.256,0.297,1648,1068.0,285240,0.204,66.354,0.816,1.102,0.303,0.21,0.017,0.269,124.07,122.527,124.149,887.697
2013-09-13,2.511,2.052085777044e+28,2.364,770.499,869.243,1493.0,897.861,1726.0,-0.539,69371036,0.074,0.005,0.145,0.255,0.296,1655,1064.0,282764,0.136,66.386,0.812,1.105,0.305,0.15,0.017,0.268,123.947,121.008,126.822,853.621
2013-09-14,2.432,2.15960306632e+28,2.375,751.093,860.775,1466.0,887.389,1704.0,-0.546,69514901,0.074,0.005,0.141,0.254,0.296,1660,1059.0,280490,0.066,66.24,0.808,1.108,0.307,0.085,0.016,0.267,123.693,121.108,130.117,870.134
2013-09-15,2.437,2.6980410206501e+28,2.399,721.273,845.69,1446.0,862.495,1677.0,-0.552,69399032,0.074,0.005,0.137,0.253,0.295,1657,1067.0,284723,-0.096,65.717,0.804,1.108,0.307,0.023,0.016,0.266,123.8,121.534,134.739,854.784
2013-09-16,2.482,2.8286519432317e+28,2.42,689.649,829.049,1423.0,838.83,1651.0,-0.559,69562393,0.074,0.005,0.133,0.253,0.295,1659,1066.0,284201,-0.215,65.363,0.804,1.108,0.307,-0.022,0.015,0.265,124.251,121.286,136.214,834.51
2013-09-17,2.538,2.8736171655511e+28,2.434,666.091,817.23,1397.0,825.46,1629.0,-0.566,69729556,0.079,0.013,0.137,0.252,0.295,1658,1068.0,285409,-0.364,64.843,0.862,1.606,0.645,0.117,0.015,0.265,125.036,121.31,138.704,774.416
2013-09-18,2.588,2.7533263268572e+28,2.437,662.61,806.018,1371.0,811.544,1607.0,-0.573,69876068,0.08,0.013,0.142,0.252,0.294,1660,1068.0,285206,-0.45,64.555,0.871,1.633,0.667,0.283,0.015,0.265,122.527,122.14,143.723,673.001
2013-09-19,2.62,2.9094710570494e+28,2.442,650.662,789.898,1345.0,795.067,1584.0,-0.579,70182040,0.081,0.013,0.148,0.252,0.294,1661,1068.0,285203,-0.495,64.02,0.881,1.647,0.678,0.448,0.014,0.264,121.008,122.652,153.886,554.522
2013-09-20,2.63,3.0667942733946e+28,2.447,642.851,774.65,1321.0,780.421,1561.0,-0.586,70643546,0.08,0.013,0.153,0.251,0.294,1667,1060.0,280703,-0.534,63.88,0.873,1.647,0.678,0.566,0.013,0.264,121.108,122.374,157.329,615.988
2013-09-21,2.616,3.162986033061e+28,2.451,638.889,754.598,1299.0,764.773,1539.0,-0.592,70866836,0.08,0.013,0.158,0.251,0.294,1668,1055.0,278463,-0.632,63.603,0.87,1.648,0.679,0.644,0.013,0.264,121.534,123.201,164.81,663.529
2013-09-22,2.579,3.364126818512e+28,2.456,628.721,740.647,1277.0,750.836,1517.0,-0.599,70849092,0.08,0.013,0.161,0.251,0.294,1666,1058.0,280080,-0.744,63.076,0.864,1.649,0.68,0.688,0.012,0.264,121.286,123.325,180.316,614.291
2013-09-23,2.522,3.6216215023699e+28,2.464,612.838,727.901,1254.0,736.994,1495.0,-0.605,71358580,0.08,0.013,0.165,0.251,0.294,1670,1059.0,280328,-0.767,62.795,0.863,1.649,0.68,0.71,0.012,0.264,121.31,123.05,191.426,634.818
2013-09-24,2.448,3.7231515817392e+28,2.471,602.902,719.733,1231.0,724.711,1475.0,-0.612,71898039,0.079,0.013,0.167,0.251,0.294,1675,1057.0,279520,-0.727,62.547,0.859,1.65,0.681,0.71,0.011,0.263,122.14,123.374,185.605,650.085
2013-09-25,2.399,4.0790642848619e+28,2.483,584.761,707.049,1207.0,709.086,1453.0,-0.618,72337836,0.079,0.013,0.169,0.251,0.294,1683,1053.0,277266,-0.639,62.421,0.858,1.651,0.681,0.691,0.011,0.263,122.652,112.777,169.469,670.728
2013-09-26,2.425,4.5788137411583e+28,2.502,558.726,690.044,1185.0,686.588,1429.0,-0.625,72626080,0.079,0.013,0.171,0.251,0.295,1687,1049.0,275013,-0.562,62.211,0.853,1.65,0.681,0.661,0.01,0.263,122.374,108.504,172.97,670.394
2013-09-27,2.485,4.6443407653847e+28,2.517,538.874,671.99,1164.0,670.26,1407.0,-0.631,73019528,0.081,0.009,0.174,0.251,0.295,1693,1046.0,273407,-0.468,62.487,0.867,1.662,0.69,0.656,0.009,0.263,123.201,117.032,178.428,730.449
2013-09-28,2.552,4.6779245702014e+28,2.525,517.749,657.23,1147.0,655.392,1386.0,-0.637,73325379,0.081,0.009,0.176,0.251,0.295,1697,1041.0,270703,-0.395,62.716,0.865,1.663,0.691,0.634,0.009,0.263,123.325,119.311,188.042,753.055
2013-09-29,2.609,4.7896041239392e+28,2.53,510.873,639.21,1129.0,639.254,1364.0,-0.643,73232639,0.081,0.009,0.179,0.251,0.295,1695,1040.0,270290,-0.33,62.449,0.865,1.663,0.691,0.599,0.008,0.263,123.05,119.368,193.134,738.125
2013-09-30,2.645,4.7081084997403e+28,2.525,505.235,619.527,1112.0,624.899,1343.0,-0.65,73646032,0.081,0.009,0.18,0.251,0.295,1702,1044.0,272744,-0.194,62.714,0.861,1.663,0.692,0.555,0.007,0.263,123.374,120.405,195.57,729.759
2013-10-01,2.657,5.0130401604113e+28,2.52,490.445,603.044,1094.0,611.972,1323.0,-0.656,74348069,0.081,0.009,0.182,0.251,0.295,1707,1052.0,276921,0.002,62.258,0.864,1.663,0.691,0.511,0.007,0.263,112.777,121.615,195.73,760.719
2013-10-02,2.643,5.073388689104e+28,2.51,476.281,585.479,1079.0,599.036,1303.0,-0.662,74995297,0.081,0.009,0.183,0.251,0.295,1711,1057.0,279088,0.206,62.323,0.867,1.661,0.69,0.465,0.006,0.263,108.504,122.893,197.87,756.614
2013-10-03,2.606,5.2582296009652e+28,2.503,462.555,565.566,1063.0,583.873,1282.0,-0.668,75244682,0.081,0.009,0.183,0.251,0.295,1706,1053.0,277305,0.333,62.195,0.867,1.661,0.69,0.417,0.005,0.263,117.032,123.503,199.6,771.144
2013-10-04,2.547,5.3401594823232e+28,2.494,449.009,556.229,1049.0,570.617,1263.0,-0.674,75705368,0.081,0.009,0.183,0.251,0.295,1711,1051.0,276210,0.419,62.312,0.866,1.662,0.691,0.362,0.005,0.262,119.311,123.832,202.56,779.773
2013-10-05,2.472,5.4225398843672e+28,2.483,442.652,547.077,1036.0,562.762,1245.0,-0.68,75752658,0.082,0.009,0.183,0.25,0.295,1707,1056.0,278794,0.383,62.21,0.867,1.661,0.69,0.3,0.004,0.262,119.368,124.149,213.806,793.629
2013-10-06,2.416,6.3280821511137e+28,2.482,426.527,535.264,1020.0,547.294,1224.0,-0.686,75609305,0.082,0.009,0.182,0.25,0.295,1703,1062.0,281775,0.268,61.865,0.865,1.663,0.691,0.232,0.004,0.261,120.405,126.822,231.403,834.69
2013-10-07,2.422,6.1817816922665e+28,2.476,410.616,525.937,1005.0,532.212,1204.0,-0.692,75593646,0.082,0.009,0.181,0.25,0.294,1701,1060.0,280722,0.207,61.635,0.866,1.663,0.691,0.171,0.003,0.261,121.615,130.117,248.284,877.685
2013-10-08,2.455,5.7308389405194e+28,2.466,395.024,513.844,987.655,519.058,1185.0,-0.698,75583880,0.082,0.009,0.179,0.249,0.294,1699,1057.0,279574,0.195,61.069,0.864,1.664,0.692,0.104,0.003,0.261,122.893,134.739,274.025,961.717
2013-10-09,2.493,6.0557069187587e+28,2.459,383.833,499.417,974.77,506.593,1166.0,-0.704,75753898,0.082,0.009,0.177,0.249,0.294,1702,1061.0,281202,0.247,60.152,0.863,1.664,0.692,0.041,0.002,0.26,123.503,136.214,298.115,914.81
