Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-trx-14,difficulty-btc-rsi-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-30,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-90,sentinusd-btc-ema-90,sentinusd-btc-wma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-30,transactionfees-btc-ema-3,transactionfees-btc-wma-3,transactionfees-btc-wma-90,transactionfees-btc-std-14,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-std-14,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-std-90,transactionvalue-btc-var-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-var-7,fee_to_reward-btc-var-14,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-sma-90,transactions-btc-wma-14,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,90d_binary_price_change
2013-04-13,1085384852,98.435,6595.0,20.138,7673000,4475627,7669785,7267418,6522918,7673000,6953134,5278743,3087734,1.767,93.644,64162643220993.0,61782278732706.0,55725770086524.0,37109457916385.0,55600984912757.0,59424157039204.0,44946063782755.0,29197883149984.0,2.2658783473441e+25,2.1312909511002e+26,1.533,6682.0,9320.0,8852.0,7215.0,7263.0,8343.0,8395.0,5507.0,6600.0,8526.0,5915.0,4024.0,4352.0,4304.0,4047471.0,4734797.0,4872858.0,2.527,1.78,0.291,52.23,187.901,76726062,99499051,108876552,165815897,152519887,0.834,0.09,0.087,0.092,0.085,0.063,0.056,0.075,0.063,3.464,1.706,0.051,0.064,0.025,0.054,0.064,0.028,0.042,3.387,1.568,57.312,127.317,607.072,8.853,8.572,1123802391,1550197589,1401156941,528852702,1197263424,1364995952,1332434531,1106150679,671762409,1411661816,1456795641,697546580,884141326,937017691,1.933663692785184e+17,1.954264710232443e+17,4.405,3.667,1.606,48.316,60.772,130.099,631.553,2900.0,3894868,3.712,0.312,41.856,54.205,102.945,57.942,118.485,89.999,61.073,4.094,0.671,1.271,1.25,1.283,1.192,1.246,1.154,1.237,1.264,1.266,1.196,1.17,1.277,1.261,1.266,0.566,0.031,0.08,0.144,0.075,0.649,181937,177893,158774,160542,175003,169365,157042,179532,171586,162678,51184,654939242,0.197,0.317,59876,54965,61058,15279,58358928,43791,21686,160688634,117569650,0.917,20.154,19.914,19.919,19.696,19.994,19.903,19.759,19.601,20.002,19.937,19.825,19.561,0.491,0.854,0.06,0.04,-0.047,51.927,4.43,68686,71798,42300,37564,352764896,0.353,101.96,140.774,127.377,93.612,108.635,123.949,121.1,99.199,128.147,132.346,63.276,79.6,80.046,55.132,84.513,1001.0,1584.0,1602.0,4.365,3.616,1.526,55.223,60.631,127.317,607.072,91.849,84.999,0
2013-04-14,1013148373,91.849,5779.0,20.149,7673000,4524777,7671393,7321496,6597117,7673000,7036869,5349015,3148331,1.71,93.644,62745940739411.0,62288221277125.0,56365301454215.0,37534784253576.0,55990384025701.0,59805505495776.0,45485123414557.0,29497871637179.0,1.8671777471429e+25,2.1753110778086e+26,1.529,6245.0,8801.0,8767.0,7258.0,6521.0,7702.0,8046.0,5513.0,6148.0,7641.0,5936.0,4225.0,4267.0,3409.0,4461914.0,4552780.0,4813521.0,2.193,1.763,0.307,51.293,143.822,77237603,98649095,108527101,167456084,151993415,0.877,0.084,0.089,0.09,0.084,0.064,0.056,0.075,0.078,3.396,1.738,0.047,0.064,0.025,0.05,0.058,0.022,0.039,3.343,1.602,56.345,91.529,556.932,8.865,8.583,1039158519,1471645484,1403741761,538453760,1105205898,1277034057,1289863044,1100150530,679265397,1277399512,1405061165,691481667,886199895,864095279,1.8287555601922176e+17,1.963375635312388e+17,3.908,3.616,1.644,46.429,59.319,113.253,579.723,2889.0,4579275,3.608,0.349,42.28,54.081,100.739,58.088,117.329,89.76,38.223,4.079,0.717,1.21,1.261,1.304,1.189,1.251,1.267,1.272,1.28,1.274,1.2,1.225,1.29,1.273,1.269,0.556,0.033,0.077,0.143,0.074,0.642,177617,179845,158860,161076,175025,169740,157441,179169,172644,163000,50778,644611706,0.207,0.316,60698,55086,60451,15114,57106130,43937,21536,161081756,115953283,0.936,20.141,19.968,19.941,19.721,20.033,19.936,19.784,19.613,20.061,19.968,19.854,19.576,0.51,0.912,0.065,0.042,-0.046,52.024,4.743,68746,71961,41904,37362,348988094,0.361,94.243,133.598,127.577,95.22,100.242,115.924,117.2,94.144,115.915,127.609,62.807,77.413,80.219,48.253,77.867,986.168,1498.0,1609.0,3.871,3.566,1.564,53.568,59.178,110.682,556.932,87.108,88.095,0
2013-04-15,961179992,87.108,5865.0,20.385,7673000,4573926,7672196,7368363,6666529,7673000,7114529,5418207,3204770,1.646,93.644,62181309598980.0,62037669432380.0,57066213968040.0,37976966029229.0,56377739011486.0,60168672260366.0,46022697086025.0,29756984964706.0,1.7877375856304e+25,2.2136953854744e+26,1.52,6080.0,8193.0,8670.0,7296.0,6193.0,7243.0,7755.0,5521.0,5958.0,6907.0,5958.0,4419.0,4198.0,3941.0,4882989.0,4406319.0,4725580.0,1.833,1.73,0.323,51.386,204.784,77785369,98171011,108519599,168578531,151628775,0.916,0.094,0.091,0.105,0.101,0.066,0.053,0.076,0.109,3.328,1.769,0.046,0.064,0.026,0.047,0.052,0.021,0.037,3.27,1.633,55.662,97.261,523.689,8.863,8.58,1019904406,1351815578,1398146246,547478560,1033192945,1198070541,1246038637,1091184689,685461322,1149783139,1346052929,704328896,886692561,812231991,1.7224861510659648e+17,1.9655592463753626e+17,3.387,3.534,1.679,45.065,58.305,99.659,545.312,2883.0,5320681,3.467,0.383,42.878,54.414,99.822,58.681,116.517,89.754,53.775,4.011,0.761,1.374,1.347,1.37,1.224,1.259,1.526,1.4,1.347,1.307,1.213,1.512,1.354,1.312,1.28,0.551,0.064,0.076,0.146,0.084,0.635,172869,181462,160892,161116,173273,169233,157538,176774,172839,163018,50775,644531554,0.214,0.315,60823,55191,59602,14960,55948836,44122,21763,146702119,118412322,0.948,20.224,20.068,19.971,19.754,20.121,19.996,19.823,19.63,20.165,20.027,19.897,19.596,0.542,1.166,0.074,0.045,-0.045,54.059,6.064,69438,72751,40530,38087,362646540,0.37,92.464,122.676,127.033,96.652,93.675,108.72,113.187,90.576,104.293,122.213,64.054,75.138,80.252,42.949,73.141,1026.0,1411.0,1610.0,3.352,3.486,1.598,52.398,58.164,97.261,523.689,75.043,88.156,1
2013-04-16,828357493,75.043,4937.0,20.518,7673000,4623075,7672598,7408981,6731462,7673000,7186112,5486319,3257267,1.576,93.644,63895237885654.0,62481173667108.0,57776120065725.0,38512729544934.0,57131088506758.0,60877604016506.0,46683745221387.0,30164729405180.0,2.0264053976004e+25,2.2747772502194e+26,1.511,5527.0,6991.0,8452.0,7295.0,5565.0,6666.0,7379.0,5508.0,5387.0,6093.0,5958.0,4816.0,4198.0,2563.0,5797867.0,4406656.0,4652684.0,1.442,1.678,0.338,50.336,107.973,78822824,98742178,109538802,163238468,151606045,0.952,0.088,0.092,0.081,0.083,0.066,0.061,0.076,0.047,3.224,1.795,0.042,0.062,0.026,0.042,0.046,0.016,0.03,3.169,1.659,53.977,70.821,428.524,8.847,8.563,934228619,1162851956,1372807391,554999586,930775219,1105642279,1190347818,1074228096,688601898,1018918618,1270081095,757006008,884609359,676892339,1.6261828681345062e+17,1.9563342943098416e+17,2.845,3.423,1.708,41.695,55.839,72.892,446.896,2877.0,4691502,3.306,0.415,43.324,54.423,97.919,58.944,115.868,89.588,40.13,3.894,0.801,1.443,1.355,1.357,1.243,1.258,1.346,1.342,1.323,1.297,1.212,1.407,1.326,1.308,1.278,0.561,0.061,0.079,0.146,0.089,0.628,173164,181873,164235,161121,174329,170005,158058,176738,174149,163459,50783,644731362,0.221,0.314,61146,55348,60506,15180,57605566,44383,22291,135844174,124217714,0.961,20.351,20.182,20.006,19.791,20.22,20.065,19.868,19.649,20.278,20.1,19.946,19.619,0.582,1.3,0.085,0.048,-0.044,55.142,6.764,70118,73534,38960,38785,376075002,0.378,84.666,105.483,124.697,97.689,84.359,100.3,108.101,81.865,92.384,115.281,68.899,73.028,80.054,31.112,60.844,1187.0,1333.0,1602.0,2.813,3.377,1.627,49.549,55.706,70.821,428.524,77.734,89.295,1
2013-04-17,858411619,77.734,5006.0,20.389,7725182,4676283,7855437,7492887,6815773,7855638,7275186,5561378,3321596,1.516,94.189,65900553475997.0,63008477266074.0,58438944183005.0,39031430337929.0,57809896856930.0,61514797427390.0,47324182328849.0,30543339359100.0,2.1547160041776e+25,2.3322389480128e+26,1.501,5269.0,5948.0,8177.0,7308.0,5285.0,6251.0,7063.0,5497.0,5126.0,5596.0,5959.0,5122.0,4169.0,3013.0,6559205.0,4345632.0,4554470.0,1.053,1.612,0.351,50.413,151.197,79929025,99326524,110560936,163512567,151494365,0.985,0.096,0.094,0.097,0.095,0.068,0.06,0.077,0.1,3.124,1.818,0.04,0.061,0.026,0.041,0.043,0.016,0.031,3.051,1.681,54.289,68.039,423.267,8.838,8.553,882649701,1004643521,1339966087,562776132,894593419,1043834614,1146089658,1060304452,692333979,942808534,1201494992,802179809,882834594,699889144,1.5324667797001216e+17,1.94849229899552e+17,2.324,3.293,1.733,42.739,56.262,70.063,441.508,2874.0,645211,3.14,0.445,43.924,54.773,96.984,59.538,115.489,89.581,54.006,3.753,0.838,1.609,1.431,1.377,1.279,1.264,1.611,1.475,1.396,1.335,1.227,1.624,1.396,1.349,1.292,0.611,0.094,0.093,0.15,0.105,0.622,172501,180415,166110,160719,172925,169604,158184,174329,174121,163518,50115,627870734,0.225,0.313,60629,55443,59892,15101,57010541,44613,22559,128369152,127222999,0.969,20.431,20.272,20.035,19.825,20.262,20.108,19.901,19.665,20.329,20.151,19.985,19.639,0.608,1.197,0.092,0.051,-0.043,53.895,6.239,70890,74414,38102,39657,393177207,0.387,79.961,91.088,121.678,98.738,81.046,94.659,104.052,78.399,85.447,109.019,73.038,70.916,79.884,31.474,62.878,1334.0,1257.0,1595.0,2.294,3.25,1.653,50.174,56.125,68.039,423.267,94.679,89.925,1
2013-04-18,1045938834,94.679,4878.0,20.427,7911082,4739892,8414867,7690408,6955032,8445407,7417786,5655840,3427443,1.496,95.245,69286148402167.0,64214099833488.0,59328590569163.0,39623024055206.0,58735140355442.0,62399457227446.0,48052088718869.0,31020141288674.0,2.1789549403306e+25,2.4056229139233e+26,1.494,4940.0,5631.0,7899.0,7308.0,5082.0,5908.0,6772.0,5483.0,4930.0,5329.0,5957.0,5379.0,4168.0,2400.0,7233185.0,4342954.0,4484198.0,0.677,1.536,0.363,50.269,96.818,85757610,109202642,120863373,214547991,180117427,1.027,0.085,0.095,0.092,0.09,0.068,0.059,0.077,0.075,3.014,1.839,0.041,0.06,0.027,0.044,0.043,0.022,0.04,2.93,1.7,56.181,84.267,518.736,8.859,8.575,910902649,973051928,1317688506,572582902,970266127,1044360669,1132736215,1059377638,700105515,953132362,1162291359,816159749,884475080,882609311,1.4388071010127846e+17,1.9557404163789312e+17,1.883,3.16,1.755,48.886,58.757,86.478,540.386,3582.0,11861565,3.126,0.484,44.725,55.59,97.412,60.593,115.158,89.994,72.079,3.611,0.875,1.396,1.372,1.32,1.277,1.263,1.379,1.393,1.363,1.323,1.225,1.393,1.365,1.34,1.289,0.531,0.099,0.071,0.15,0.115,0.616,162205,174904,166509,160266,169125,167980,157882,169529,172722,163159,49958,623957901,0.223,0.311,59183,55415,58006,15158,57442874,44766,22638,124833894,128124217,0.969,20.445,20.306,20.066,19.862,20.303,20.151,19.935,19.682,20.368,20.203,20.024,19.659,0.634,1.23,0.1,0.054,-0.042,54.205,6.406,71137,74774,37491,39761,395243917,0.395,82.485,88.185,119.615,100.181,87.863,94.664,102.803,85.758,86.345,105.42,74.328,68.731,80.018,43.297,79.377,1381.0,1181.0,1601.0,1.854,3.119,1.676,53.895,58.612,84.267,518.736,106.7,88.775,0
2013-04-19,1179129473,106.7,6198.0,20.424,8096981,4803500,8694581,7861593,7085307,8818293,7551512,5748904,3525530,1.497,95.245,66574195450032.0,64792910018212.0,59835876327805.0,40042583555610.0,58811505321659.0,62437535083100.0,48498149670003.0,31085309360937.0,1.1791901285289e+25,2.4157411451629e+26,1.479,5361.0,5608.0,7630.0,7286.0,5640.0,5980.0,6695.0,5499.0,5559.0,5471.0,5983.0,5317.0,4184.0,3496.0,7067239.0,4376977.0,4439211.0,0.369,1.459,0.375,51.711,129.374,87640254,111008015,123184021,213194693,180948734,1.068,0.099,0.097,0.096,0.097,0.069,0.059,0.077,0.082,2.905,1.857,0.047,0.059,0.027,0.049,0.045,0.024,0.046,2.813,1.717,57.445,84.756,597.454,8.895,8.613,1027826642,995935805,1300884039,583869469,1074697800,1078052870,1138921982,1067103563,710633514,1004651749,1143816821,817190684,889209803,1015791030,1.3637143235856256e+17,1.976735185425368e+17,1.54,3.033,1.776,52.765,60.38,86.962,621.893,3587.0,11786608,3.086,0.522,45.596,56.386,97.762,61.628,114.676,90.281,78.453,3.47,0.909,1.539,1.415,1.332,1.307,1.263,1.487,1.444,1.394,1.34,1.233,1.492,1.402,1.361,1.297,0.547,0.104,0.075,0.15,0.129,0.61,169035,176442,170094,160843,174787,170793,159062,174421,175630,164288,51103,652890003,0.228,0.31,59052,55452,58033,15181,57613142,45122,23036,120649547,132659018,0.969,20.413,20.347,20.109,19.895,20.334,20.187,19.967,19.698,20.398,20.251,20.06,19.679,0.658,1.22,0.108,0.058,-0.041,54.173,6.356,71882,75631,36673,40432,408681050,0.403,93.038,90.221,118.046,101.813,97.281,97.673,103.322,97.865,90.974,103.698,74.425,66.925,80.428,48.948,91.401,1385.0,1120.0,1617.0,1.512,2.993,1.697,56.29,60.23,84.756,597.454,114.48,86.483,0
2013-04-20,1265497456,114.48,6887.0,20.546,8282881,4867108,8834439,8009954,7207178,8974296,7676363,5840570,3616489,1.505,95.245,65611223745490.0,65002587737525.0,60239166812288.0,40521346983024.0,59195518063539.0,62755459372970.0,49041470972535.0,31265747259647.0,1.1120181898562e+25,2.4438673792603e+26,1.462,5988.0,5650.0,7485.0,7293.0,6263.0,6207.0,6721.0,5530.0,6323.0,5790.0,6024.0,5279.0,4181.0,4565.0,6966124.0,4370125.0,4391660.0,0.141,1.387,0.386,52.44,196.525,88638558,110906704,123596287,213623611,180359331,1.105,0.099,0.099,0.103,0.103,0.071,0.059,0.078,0.098,2.802,1.873,0.053,0.058,0.028,0.053,0.049,0.025,0.05,2.704,1.733,58.233,78.906,646.552,8.905,8.625,1163521921,1021666177,1285931883,596110754,1170097628,1124914017,1155798712,1079903169,722828326,1072042161,1139098610,811553721,896047453,1101715612,1.3083802872558643e+17,2.007252594814136e+17,1.289,2.914,1.794,55.142,61.377,81.011,672.673,3581.0,11722105,3.014,0.558,46.078,56.532,96.184,62.011,114.182,90.185,43.32,3.312,0.941,1.311,1.448,1.349,1.316,1.265,1.338,1.38,1.367,1.33,1.232,1.318,1.383,1.353,1.295,0.512,0.08,0.065,0.149,0.138,0.604,170781,176359,171107,161030,172470,169930,159026,171883,174812,164212,50928,648423523,0.229,0.309,58809,55529,56579,14961,55956096,45304,22905,117540312,131164512,0.96,20.466,20.405,20.159,19.934,20.387,20.235,20.004,19.717,20.448,20.309,20.102,19.701,0.688,1.329,0.118,0.061,-0.04,55.163,6.916,71939,75804,36359,40228,404579949,0.41,105.286,92.513,116.643,103.496,105.881,101.875,104.81,108.586,97.039,103.222,73.899,65.561,81.026,50.491,99.145,1365.0,1075.0,1641.0,1.261,2.876,1.716,57.759,61.222,78.906,646.552,114.295,83.838,0
2013-04-21,1263886915,114.295,6616.0,20.52,8468780,4930717,8904367,8138533,7321185,8974296,7792340,5930837,3700845,1.514,95.245,67087776862092.0,65993360293655.0,60968235219997.0,41118194853750.0,60317151119677.0,63809760251770.0,49833987092330.0,31938321690919.0,1.9338538251981e+25,2.5501409810816e+26,1.45,6567.0,5770.0,7285.0,7281.0,6440.0,6309.0,6707.0,5553.0,6637.0,6032.0,6057.0,5183.0,4186.0,4312.0,6715105.0,4381589.0,4328140.0,-0.036,1.317,0.397,52.127,187.128,89601510,110741866,123920859,212726126,179737939,1.138,0.098,0.099,0.094,0.096,0.072,0.059,0.077,0.074,2.693,1.886,0.056,0.057,0.029,0.055,0.051,0.024,0.049,2.602,1.747,58.207,73.86,622.331,8.889,8.612,1236171281,1057485969,1264565726,608275600,1216992271,1159657241,1170210473,1091773088,734719723,1132597346,1136159281,796866873,902231791,1094836167,1.251620769758958e+17,2.0350555102146336e+17,1.106,2.803,1.811,55.086,61.348,75.879,647.638,3573.0,11161544,2.918,0.591,46.657,56.907,95.26,62.616,113.578,90.216,52.109,3.152,0.97,1.176,1.358,1.309,1.301,1.263,1.042,1.221,1.284,1.293,1.221,1.035,1.302,1.316,1.284,0.599,0.142,0.09,0.151,0.132,0.597,163336,170476,170853,160848,165881,166905,158235,164776,171712,163377,51352,659266466,0.22,0.307,57428,55570,54611,14811,54845113,45467,22713,120594363,128967048,0.94,20.497,20.458,20.213,19.973,20.42,20.273,20.037,19.735,20.476,20.357,20.14,19.722,0.713,1.341,0.127,0.065,-0.039,54.906,6.992,71894,75868,36688,39985,399699859,0.417,111.825,95.72,114.659,105.114,110.088,104.98,106.075,113.091,102.484,102.909,72.54,64.134,81.564,48.555,98.471,1316.0,1028.0,1663.0,1.077,2.766,1.733,57.711,61.185,73.86,622.331,113.535,83.858,0
2013-04-22,1255982265,113.535,6062.0,20.518,8654679,4994325,8939332,8249968,7427838,8974296,7899442,6019707,3779040,1.517,95.245,71285950736681.0,66648016392660.0,61639328267843.0,41682636384017.0,61104000657476.0,64554604363742.0,50523989819842.0,32339662703921.0,2.1446580539081e+25,2.6146344595084e+26,1.439,6522.0,5798.0,6995.0,7262.0,6251.0,6247.0,6621.0,5565.0,6384.0,6105.0,6077.0,4965.0,4204.0,3277.0,6162104.0,4417617.0,4274100.0,-0.188,1.246,0.407,51.492,117.683,91302536,112159187,125802803,209709491,180049290,1.168,0.102,0.101,0.103,0.103,0.073,0.059,0.078,0.099,2.592,1.898,0.057,0.056,0.029,0.056,0.053,0.025,0.048,2.506,1.76,58.1,78.468,582.217,8.901,8.626,1261788879,1099600579,1225708079,620254784,1236487268,1183738497,1181646712,1102367228,746176043,1182221420,1135014819,739641854,907667271,1078126516,1.1806816513324902e+17,2.0596496879759168e+17,0.969,2.698,1.826,54.794,61.204,80.518,606.18,3591.0,10431881,2.825,0.624,47.236,57.534,95.053,63.468,112.243,90.534,52.158,2.998,0.998,1.047,1.275,1.311,1.309,1.266,1.123,1.217,1.273,1.287,1.221,1.049,1.288,1.31,1.282,0.598,0.112,0.089,0.149,0.124,0.59,161216,167043,171582,160873,163370,165624,157989,161652,170176,163074,51323,658514223,0.209,0.306,56394,55608,53226,14705,54062018,45666,22695,113490931,128769777,0.916,20.528,20.478,20.273,20.012,20.445,20.306,20.068,19.752,20.491,20.398,20.175,19.743,0.736,1.3,0.136,0.068,-0.038,54.886,6.765,72329,76407,35679,40204,404096543,0.424,114.103,99.495,111.086,106.778,111.811,107.118,107.069,113.945,106.938,102.759,67.291,62.306,82.035,49.918,96.892,1132.0,970.5,1682.0,0.94,2.661,1.749,57.509,61.033,78.468,582.217,120.78,83.889,0
2013-04-23,1336598030,120.78,7056.0,20.52,8840579,5058627,8956814,8346545,7527609,8974296,7997670,6107179,3850125,1.512,95.245,74013014103944.0,67207534188856.0,62062037608891.0,42253491950516.0,61867929190709.0,65283995631790.0,51211072381129.0,32710927177535.0,2.3797107033062e+25,2.675011892035e+26,1.428,6578.0,6100.0,6545.0,7326.0,6653.0,6449.0,6679.0,5597.0,6651.0,6419.0,6118.0,3506.0,4129.0,4534.0,3073668.0,4262260.0,4231763.0,-0.286,1.181,0.416,52.541,179.853,92896182,113704719,127806723,204909044,180708997,1.197,0.106,0.103,0.112,0.112,0.074,0.055,0.079,0.104,2.503,1.909,0.058,0.053,0.03,0.058,0.056,0.028,0.052,2.417,1.772,58.832,86.477,609.532,8.893,8.622,1285489070,1172206370,1167529163,633083834,1286542649,1221953380,1202306887,1117478893,759152350,1241470782,1149800146,540713641,915134489,1154614534,1.11247377287317e+17,2.093677834181678e+17,0.883,2.601,1.84,57.284,62.121,88.59,634.461,3596.0,9886576,2.724,0.655,47.712,57.856,93.899,64.017,110.912,90.604,42.774,2.842,1.024,1.13,1.314,1.334,1.329,1.267,1.282,1.273,1.296,1.297,1.226,1.246,1.305,1.319,1.286,0.591,0.113,0.087,0.15,0.121,0.584,160254,166709,173066,160875,164848,166194,158351,162640,170361,163373,51325,658559719,0.2,0.304,56015,55775,53907,14630,53508784,45985,22875,111475887,130812514,0.896,20.519,20.478,20.33,20.05,20.463,20.334,20.098,19.769,20.502,20.431,20.208,19.764,0.759,1.252,0.144,0.072,-0.037,54.901,6.499,72788,76968,34752,40324,406509962,0.43,116.203,106.029,105.756,108.645,116.296,110.534,108.897,117.284,112.259,104.052,49.096,60.489,82.687,56.01,103.757,602.599,914.725,1709.0,0.853,2.566,1.764,58.927,61.945,86.477,609.532,134.8,84.1,0
2013-04-24,1492314913,134.8,7469.0,20.311,8974296,5125355,8965555,8430245,7620944,8974296,8088601,6193238,3910624,1.497,95.245,73225858227009.0,67494166971824.0,62799196553838.0,42842329461695.0,62664795875365.0,66068339192692.0,51913618993269.0,33081366474090.0,2.6584371647643e+25,2.7359420194826e+26,1.418,6862.0,6452.0,6200.0,7414.0,7061.0,6704.0,6784.0,5638.0,7097.0,6762.0,6167.0,1607.0,4024.0,4322.0,645980.0,4048582.0,4236623.0,-0.329,1.122,0.426,52.969,137.31,95318799,116520931,131080266,203547367,182773398,1.226,0.121,0.105,0.121,0.124,0.076,0.038,0.08,0.114,2.427,1.92,0.062,0.051,0.03,0.063,0.06,0.033,0.059,2.341,1.783,60.195,94.953,695.867,8.893,8.626,1361631736,1262763984,1133703753,647652576,1389428781,1289543764,1240974624,1141661862,775265813,1321497918,1193104913,368556166,927553826,1311186780,1.0714341096694374e+17,2.150890250869248e+17,0.864,2.518,1.853,61.675,63.793,97.152,723.9,3630.0,9290794,2.637,0.686,48.291,58.294,93.036,64.678,109.882,90.699,52.124,2.692,1.047,1.389,1.264,1.347,1.339,1.271,1.403,1.336,1.326,1.312,1.232,1.443,1.331,1.331,1.292,0.599,0.071,0.09,0.15,0.122,0.577,166790,169646,174432,161527,170809,168992,159477,168354,172715,164443,52282,683339648,0.198,0.302,56099,55983,55087,14606,53335048,46269,23096,105734672,133355036,0.877,20.45,20.467,20.369,20.079,20.425,20.331,20.111,19.781,20.46,20.428,20.225,19.78,0.769,1.152,0.148,0.075,-0.036,52.874,6.013,73441,77724,33632,40930,418818970,0.436,123.038,114.181,102.634,110.834,125.548,116.6,112.351,126.582,119.452,107.924,33.174,59.354,83.781,65.655,117.862,275.136,880.729,1755.0,0.833,2.483,1.778,61.497,63.61,94.953,695.867,139.74,85.24,0
