Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-trx-14,difficulty-btc-rsi-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-30,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-90,sentinusd-btc-ema-90,sentinusd-btc-wma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-30,transactionfees-btc-ema-3,transactionfees-btc-wma-3,transactionfees-btc-wma-90,transactionfees-btc-std-14,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-std-14,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-std-90,transactionvalue-btc-var-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-var-7,fee_to_reward-btc-var-14,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-sma-90,transactions-btc-wma-14,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,90d_binary_price_change
2014-11-30,5062172471,377.846,4.78,20.764,40300030328,34815658663,40299868534,40082124417,39172191914,40300030328,39962000805,37150961718,8529778323,0.32,100.0,3.057427941596651e+17,2.8914679220897114e+17,2.902614765080764e+17,2.6310363106674307e+17,2.8671830077668346e+17,2.8956756399770246e+17,2.763793298494771e+17,5.871688140858997e+16,1.9210273518774e+32,8.619180405876e+32,0.339,4.774,4.713,4.667,4.66,4.797,4.735,4.713,7.468,4.815,4.752,5.095,0.425,0.77,-2.596,0.045,0.148,2.283,-0.19,-0.801,-1.238,45.066,-35.194,202966741,233788837,218281184,195069796,143671443,-0.299,0.053,0.057,0.055,0.055,0.06,0.008,0.05,-0.018,-0.447,-0.332,0.038,0.037,0.039,0.038,0.038,0.004,-0.01,-0.207,-0.243,45.949,10.695,-21.187,9.579,9.695,5035877911,5032605409,4993821765,5148209633,5045972690,5018100709,4998154122,4960373764,5292121879,5029135206,4989088950,298910593,1176510955,-1246924520,1.0397001089596211e+17,3.460445070185472e+17,0.159,-0.167,-0.207,53.28,46.798,11.403,-19.764,1870.0,388578,0.071,-0.254,94.993,95.08,96.309,92.567,41.166,36.029,-9.762,-0.082,-0.165,0.306,0.333,0.348,0.353,0.341,0.313,0.325,0.337,0.345,0.337,0.306,0.335,0.348,0.346,0.077,0.001,0.001,0.015,0.124,0.057,339473,338116,331109,298963,334146,329014,303070,335218,335848,314348,88727,1968121139,0.355,0.208,83890,77367,83384,17518,76720433,137723,29588,137169679,218858992,0.154,20.756,20.557,20.475,20.32,20.608,20.502,20.371,20.121,20.638,20.533,20.417,20.209,0.431,0.874,0.046,0.039,0.014,61.86,4.397,180247,182952,48632,46115,531652376,0.066,375.328,375.241,372.569,365.493,376.291,374.215,372.932,376.73,375.145,371.962,22.997,48.639,93.262,36.508,-101.575,132.214,591.429,2174.0,0.132,-0.207,-0.234,49.404,46.069,10.695,-21.187,379.647,252.709,0
2014-12-01,5110900253,379.647,4.115,20.945,40300030328,34958674212,40299949431,40111178539,39244955683,40300030328,40021286937,37271497359,8460902247,0.302,100.0,3.05303278304799e+17,2.8956507962923686e+17,2.9021625720683155e+17,2.6428075823968742e+17,2.8764816779385395e+17,2.902688390322025e+17,2.7721510146433606e+17,5.745789833989251e+16,1.9950415681562e+32,8.2535252040936e+32,0.333,4.635,4.619,4.614,4.652,4.456,4.58,4.633,7.394,4.486,4.603,5.058,0.495,0.786,-4.898,0.061,0.155,2.197,-0.196,-0.782,-1.237,44.984,-54.342,204103303,235717629,220887385,192747883,145772032,-0.296,0.055,0.057,0.054,0.055,0.06,0.004,0.05,-0.023,-0.441,-0.333,0.038,0.037,0.039,0.038,0.038,0.005,-0.01,-0.195,-0.244,46.057,15.359,-20.439,9.612,9.729,5088607296,5039499295,4979849114,5135292183,5078436471,5041300595,5013186940,4970085150,5288138987,5048708917,5004699415,254059579,1152083475,-1162570537,9.58560806755328e+16,3.3182408336400794e+17,0.158,-0.154,-0.208,54.74,47.024,16.952,-18.532,1889.0,235837,0.097,-0.252,95.153,95.555,98.04,93.043,41.706,36.285,14.446,-0.05,-0.164,0.343,0.344,0.348,0.357,0.342,0.37,0.351,0.349,0.35,0.339,0.367,0.345,0.353,0.348,0.079,0.002,0.002,0.015,0.118,0.058,349260,341520,336864,300440,344965,334580,305536,345508,341279,316905,91940,2113240318,0.357,0.21,84553,77653,85198,17977,80790014,137978,29501,118456277,217584432,0.146,20.825,20.639,20.513,20.35,20.692,20.561,20.408,20.139,20.734,20.596,20.457,20.228,0.464,1.043,0.054,0.041,0.014,63.838,5.243,180488,183229,46724,46076,530756242,0.067,378.732,375.915,371.321,367.178,377.969,375.573,373.828,378.889,376.247,372.906,19.097,46.952,91.416,50.545,-97.529,91.178,551.123,2089.0,0.131,-0.195,-0.235,49.759,46.182,15.359,-20.439,381.317,251.478,0
2014-12-02,5118087676,381.317,5.17,21.027,40299194442,35101624748,40297064279,40135578617,39312647518,40297104727,40070917314,37388761203,8381544347,0.284,99.953,2.986553446704681e+17,2.8817983604061808e+17,2.89630886507664e+17,2.649691889582073e+17,2.870009210344777e+17,2.894559090848922e+17,2.77508180250794e+17,5.658921560422953e+16,2.0382586661241e+32,8.0058483067549e+32,0.325,4.688,4.73,4.629,4.682,4.813,4.728,4.705,7.345,4.753,4.74,5.045,0.547,0.795,-4.168,0.075,0.158,2.055,-0.17,-0.761,-1.237,45.145,-44.633,206594371,239440531,225305107,193719627,151645893,-0.292,0.055,0.057,0.054,0.055,0.059,0.004,0.05,-0.019,-0.435,-0.335,0.038,0.037,0.039,0.038,0.038,0.006,-0.009,-0.182,-0.245,46.159,17.567,-19.79,9.612,9.73,5097053467,5037297806,4983135238,5122783122,5098262074,5060497365,5027173705,4979633700,5284401595,5068356012,5023131223,259870170,1127856615,-1125815506,8.589878781707469e+16,3.180151361694884e+17,0.159,-0.142,-0.209,54.964,47.058,17.607,-18.031,1912.0,226675,0.126,-0.25,95.651,96.774,101.892,94.271,44.264,38.065,44.829,-0.005,-0.162,0.375,0.345,0.351,0.358,0.343,0.374,0.357,0.353,0.352,0.34,0.384,0.349,0.354,0.349,0.08,0.002,0.002,0.015,0.114,0.06,351088,346316,339386,302138,351141,338238,307421,352143,344790,318901,92938,2159381228,0.361,0.212,85403,77960,87160,18493,85493775,138628,30258,145209750,228886130,0.144,20.912,20.732,20.559,20.382,20.776,20.623,20.448,20.159,20.831,20.664,20.501,20.248,0.5,1.121,0.062,0.043,0.014,64.677,5.629,181253,184029,43253,46386,537919991,0.068,379.604,375.639,371.34,369.077,379.643,377.009,374.826,380.182,377.597,374.239,19.136,44.408,89.552,56.977,-94.081,91.55,493.009,2005.0,0.132,-0.182,-0.236,50.094,46.287,17.567,-19.79,378.7,262.486,0
2014-12-03,5049865051,378.7,4.5,21.062,40257400148,35241389629,40152267275,40118497504,39357474793,40151799899,40092784671,37496581984,8284029703,0.265,97.665,2.746546706092196e+17,2.8512967512993222e+17,2.8842287815076365e+17,2.6513188131790765e+17,2.8430517962975725e+17,2.8659049248835325e+17,2.7707406465306e+17,5.627607257231629e+16,3.2636120063163e+32,7.9174908604115e+32,0.313,4.595,4.702,4.618,4.667,4.656,4.671,4.677,7.283,4.659,4.683,5.019,0.551,0.791,-3.769,0.076,0.157,1.996,-0.159,-0.741,-1.236,45.06,-45.58,208657695,241994848,228581318,192842193,154620230,-0.288,0.054,0.056,0.053,0.053,0.059,0.004,0.05,-0.024,-0.43,-0.336,0.038,0.037,0.039,0.038,0.038,0.005,-0.01,-0.17,-0.245,46.022,15.521,-21.317,9.673,9.793,5092950993,5049140219,4980822323,5108455438,5074063562,5057839287,5030199217,4984164755,5279246946,5071497824,5032028532,256859509,1098041748,-1289491560,7.52840531185664e+16,3.01423920208683e+17,0.158,-0.13,-0.21,52.322,46.774,15.257,-20.341,1912.0,227614,0.153,-0.248,95.597,97.175,103.208,94.697,43.718,37.94,-4.88,0.038,-0.16,0.425,0.361,0.358,0.361,0.345,0.422,0.385,0.368,0.359,0.343,0.432,0.365,0.361,0.352,0.1,0.004,0.003,0.015,0.12,0.062,369937,355988,345062,304628,367515,346994,311080,369161,353471,322677,99010,2450760961,0.375,0.214,86410,78277,89004,18955,89827506,139029,30453,150448174,231843119,0.145,21.011,20.82,20.606,20.417,20.847,20.681,20.487,20.179,20.914,20.731,20.544,20.268,0.535,1.152,0.072,0.046,0.015,65.03,5.788,181727,184539,43390,46309,536141250,0.069,379.888,376.628,371.344,370.773,379.172,377.432,375.343,379.73,378.363,375.22,19.142,41.784,87.331,50.881,-102.597,91.608,436.478,1907.0,0.133,-0.17,-0.237,49.558,46.144,15.521,-21.317,374.17,275.364,0
2014-12-04,4978404395,374.17,4.937,21.086,40215605854,35381154511,40079868773,40103693873,39399409985,40055255081,40106002931,37601331009,8175801907,0.245,97.665,2.668626503363261e+17,2.8528701103587363e+17,2.8766949814522576e+17,2.659231158409532e+17,2.8388259892616944e+17,2.8590225381566822e+17,2.773514997608894e+17,5.494558490122229e+16,3.2366933567642e+32,7.5475432503436e+32,0.3,4.869,4.721,4.642,4.685,4.797,4.737,4.712,7.231,4.83,4.741,5.003,0.574,0.791,-3.594,0.082,0.156,1.908,-0.134,-0.719,-1.236,45.128,-42.127,210406244,243963761,231282915,194150227,156569486,-0.283,0.054,0.057,0.055,0.055,0.059,0.004,0.05,-0.022,-0.423,-0.338,0.038,0.037,0.039,0.038,0.038,0.005,-0.011,-0.159,-0.246,45.783,14.832,-22.785,9.677,9.798,5048785707,5052127301,4988187657,5092967276,5026233979,5037980564,5023293241,4983793119,5272635022,5053813868,5031706141,250158845,1065125451,-1393934552,6.225963422388634e+16,2.8362305647234246e+17,0.152,-0.12,-0.21,49.631,46.477,14.437,-21.875,1911.0,283520,0.174,-0.245,95.624,97.46,104.107,95.016,43.677,37.978,2.425,0.078,-0.158,0.417,0.371,0.36,0.363,0.347,0.413,0.39,0.373,0.362,0.344,0.422,0.371,0.364,0.353,0.103,0.004,0.003,0.015,0.128,0.063,374575,357273,347553,305805,368994,349033,312565,372177,355636,324303,99977,2498848344,0.389,0.217,87050,78614,90576,19280,92927050,139447,30405,153815040,231113592,0.147,21.058,20.912,20.653,20.451,20.907,20.735,20.526,20.199,20.98,20.795,20.588,20.289,0.568,1.196,0.081,0.049,0.015,65.275,6.012,181865,184712,43323,46178,533093270,0.07,378.062,377.117,371.939,372.384,376.671,376.616,375.186,376.871,377.748,375.597,18.938,38.313,84.843,48.33,-110.411,89.657,366.967,1800.0,0.131,-0.159,-0.237,48.626,45.896,14.832,-22.785,372.933,278.934,0
2014-12-05,4968035300,372.933,4.916,21.46,40173811561,35520919393,40043669522,40090864060,39438639681,40007470271,40110572095,37703008278,8056429218,0.225,97.665,2.732635192412867e+17,2.8778002136513005e+17,2.868659174240135e+17,2.6681681661350502e+17,2.847171699463136e+17,2.864925087571636e+17,2.780305180883059e+17,5.430634935736022e+16,2.8793881974291e+32,7.3729489513091e+32,0.289,4.784,4.775,4.688,4.728,4.856,4.782,4.739,7.18,4.853,4.79,4.988,0.553,0.692,-5.063,0.076,0.12,1.699,-0.103,-0.697,-1.235,45.125,-50.739,212585895,245535649,233592332,194758907,156897925,-0.278,0.053,0.057,0.053,0.053,0.059,0.004,0.05,-0.022,-0.418,-0.339,0.038,0.037,0.038,0.037,0.038,0.004,-0.011,-0.148,-0.246,45.718,10.666,-22.545,9.668,9.79,4998768249,5054316330,5007212808,5077707094,4997134639,5020494248,5015925516,4982776485,5265940522,5032790868,5029019160,194408983,1031977846,-1373416381,5.372551182379827e+16,2.662445687629988e+17,0.142,-0.11,-0.211,49.236,46.433,10.714,-21.658,1896.0,140299,0.193,-0.243,95.9,97.752,104.986,95.349,43.932,38.053,24.796,0.116,-0.155,0.397,0.371,0.354,0.361,0.348,0.365,0.372,0.366,0.359,0.344,0.372,0.366,0.361,0.352,0.102,0.004,0.003,0.015,0.131,0.065,374000,354180,346671,307231,362987,347414,312815,367732,354112,324702,97273,2365523138,0.397,0.219,87671,78920,91069,19165,91824863,140012,29434,154050026,216590073,0.149,21.203,21.016,20.729,20.494,21.045,20.832,20.586,20.226,21.117,20.903,20.653,20.318,0.628,1.569,0.099,0.052,0.016,68.649,7.888,182248,185127,43009,45474,516971170,0.071,375.268,377.617,373.463,373.582,374.802,375.695,374.886,374.307,376.702,375.73,15.209,35.988,82.38,35.942,-108.549,57.832,323.785,1697.0,0.126,-0.148,-0.238,48.369,45.828,10.666,-22.545,374.938,270.497,0
2014-12-06,5003511780,374.938,4.271,21.788,40132017267,35660684275,40025569897,40079744888,39475338428,40007470271,40112919697,37801613792,7925408058,0.206,97.665,2.9207305328847565e+17,2.8816691708164115e+17,2.879168191064791e+17,2.6759049570283462e+17,2.8580932229835e+17,2.874460322396709e+17,2.7879598434741296e+17,5.428505033562051e+16,2.9642250819278e+32,7.3671667248521e+32,0.279,4.708,4.67,4.661,4.707,4.564,4.654,4.677,7.117,4.597,4.664,4.959,0.593,0.708,-3.816,0.088,0.125,1.645,-0.101,-0.677,-1.234,45.041,-47.186,213294482,244334061,233114913,194429455,155920037,-0.273,0.053,0.057,0.052,0.052,0.058,0.004,0.046,-0.107,-0.414,-0.34,0.037,0.037,0.038,0.037,0.038,0.003,-0.011,-0.138,-0.247,45.845,9.54,-22.171,9.686,9.81,4983317159,5041568132,5021874642,5062587599,5000323210,5016248631,5014270351,4984114246,5260172858,5020089730,5028525690,156405176,995360515,-1360754566,4.737967824685875e+16,2.4768563889442816e+17,0.131,-0.101,-0.211,50.684,46.605,9.42,-21.381,1899.0,554783,0.199,-0.241,96.136,97.673,104.758,95.31,43.147,37.741,21.28,0.146,-0.153,0.349,0.377,0.357,0.36,0.346,0.346,0.361,0.361,0.357,0.343,0.336,0.362,0.359,0.352,0.096,0.003,0.002,0.015,0.13,0.066,381575,358540,345900,308056,358136,346072,313118,364055,352817,325128,96654,2335492312,0.399,0.221,88136,79152,90192,18754,87928357,140137,29102,164426154,211731497,0.146,21.445,21.162,20.831,20.547,21.231,20.96,20.664,20.261,21.31,21.044,20.736,20.354,0.712,1.903,0.127,0.057,0.016,71.146,9.572,181955,184859,43624,44824,502287411,0.072,374.014,377.079,374.778,374.671,374.87,375.506,374.893,374.142,376.032,375.926,11.963,34.059,79.744,32.654,-106.807,35.777,290.008,1590.0,0.119,-0.138,-0.238,48.822,45.959,9.54,-22.171,375.025,272.846,0
2014-12-07,5008909308,375.025,4.555,21.809,40090222973,35800449157,40016520084,40070108272,39509669515,40007470271,40114398903,37897147550,7782150105,0.187,97.665,2.862412612434564e+17,2.8579612728770195e+17,2.864698464410308e+17,2.6813463536666675e+17,2.8416096618807504e+17,2.8566170859338768e+17,2.7863487021304486e+17,5.298282080449613e+16,3.4443664892156e+32,7.0179482510034e+32,0.268,4.581,4.638,4.675,4.716,4.559,4.629,4.661,7.06,4.52,4.635,4.938,0.572,0.692,-3.482,0.082,0.12,1.583,-0.104,-0.658,-1.234,45.087,-43.324,213566980,243853109,233316150,194132255,155897369,-0.269,0.052,0.057,0.054,0.053,0.058,0.004,0.046,-0.021,-0.409,-0.342,0.037,0.038,0.038,0.037,0.038,0.003,-0.01,-0.128,-0.247,45.85,8.72,-20.22,9.724,9.85,4993485463,5033959109,5033282259,5049148117,5004616259,5014413800,5013555545,4985713928,5254650582,5011925024,5026796979,124383788,964763319,-1209553376,4.189716362677043e+16,2.3269206527790285e+17,0.121,-0.092,-0.212,50.914,46.632,8.488,-19.451,1895.0,562182,0.203,-0.239,96.052,97.53,104.298,95.202,42.578,37.751,-7.566,0.168,-0.151,0.33,0.381,0.357,0.359,0.346,0.346,0.357,0.359,0.356,0.343,0.334,0.361,0.358,0.352,0.096,0.003,0.002,0.015,0.128,0.068,380060,359766,346307,308657,357151,346373,313945,363016,353130,326066,97035,2353947543,0.401,0.223,87960,79142,88396,18763,88013398,140276,28980,164803372,209954060,0.141,21.686,21.311,20.934,20.602,21.376,21.073,20.738,20.295,21.472,21.174,20.818,20.389,0.786,1.925,0.154,0.062,0.017,71.29,9.679,183235,186169,47282,46475,539991782,0.073,374.299,376.676,375.958,375.674,374.947,375.386,374.911,374.647,375.519,375.959,7.867,32.221,77.577,30.079,-95.048,15.473,259.554,1505.0,0.112,-0.128,-0.239,48.842,45.965,8.72,-20.22,368.947,273.282,0
2014-12-08,4903520301,368.947,5.328,21.747,40048428679,35940214039,40011995178,40061756539,39541785693,40007470271,40115009714,37989609553,7625965765,0.17,97.665,2.8173144836196368e+17,2.853395610005875e+17,2.8620388857039635e+17,2.691406612822368e+17,2.8410471102071056e+17,2.8545649340970342e+17,2.7896793341584176e+17,5.060380197327026e+16,3.4359918676752e+32,6.4018619353749e+32,0.256,4.718,4.811,4.715,4.743,4.943,4.804,4.749,7.022,4.894,4.808,4.935,0.663,0.722,-3.54,0.11,0.13,1.454,-0.071,-0.636,-1.233,45.212,-39.917,217449722,250433183,240561854,209824855,170460915,-0.264,0.057,0.057,0.059,0.059,0.058,0.007,0.046,-0.016,-0.399,-0.343,0.037,0.038,0.038,0.037,0.037,0.003,-0.01,-0.119,-0.247,45.521,7.509,-20.904,9.705,9.832,4971980463,5004333402,5021916348,5035028705,4954068280,4986690425,4998884179,4980411113,5246933433,4979315322,5009495385,139711108,935228025,-1270747066,3.5856987623510016e+16,2.1866286453733376e+17,0.105,-0.085,-0.212,46.376,46.182,6.85,-20.581,1971.0,1151085,0.222,-0.236,96.313,98.1,105.892,95.804,40.633,38.178,23.471,0.194,-0.148,0.353,0.375,0.36,0.363,0.346,0.366,0.364,0.362,0.358,0.344,0.363,0.365,0.36,0.353,0.097,0.002,0.002,0.015,0.128,0.069,371031,360145,349193,308653,356475,346742,314783,361992,353503,327020,97027,2353571912,0.4,0.225,88311,79241,88746,18909,89387267,140510,29316,141445810,214850428,0.14,21.781,21.426,21.032,20.654,21.468,21.163,20.803,20.327,21.581,21.283,20.892,20.423,0.846,1.866,0.179,0.068,0.018,70.215,9.386,183895,186872,45212,46891,549701817,0.075,372.97,375.147,375.531,376.533,371.947,373.776,374.115,371.971,373.587,375.024,8.655,30.008,75.507,25.77,-97.508,18.726,225.121,1425.0,0.101,-0.119,-0.239,47.49,45.622,7.509,-20.904,352.726,275.227,0
2014-12-09,4694562383,352.726,4.422,21.711,40007470271,36079978921,40009732724,40054518370,39571829859,40007470271,40114752129,38078999800,7456042761,0.153,97.665,2.7590917462750464e+17,2.8500340745368448e+17,2.862539730212414e+17,2.699933601221268e+17,2.8410948516127763e+17,2.8532583674061338e+17,2.79298439985452e+17,4.897617273403005e+16,3.4268464688951e+32,5.9966637391839e+32,0.245,4.768,4.704,4.717,4.735,4.683,4.708,4.706,6.965,4.746,4.711,4.912,0.659,0.73,-4.735,0.109,0.133,1.31,-0.061,-0.616,-1.232,45.09,-51.712,219010877,251927500,242781081,202795060,171554306,-0.258,0.056,0.056,0.054,0.055,0.058,0.007,0.046,-0.036,-0.392,-0.344,0.037,0.037,0.038,0.036,0.037,0.0005,-0.013,-0.112,-0.248,44.655,0.813,-26.881,9.714,9.843,4868997331,4943829788,4990563797,5017317322,4824315331,4913658415,4958307940,4961969260,5234793410,4901872568,4965848189,206512230,899282050,-1594024505,3.687817792713523e+16,2.0217705141508506e+17,0.077,-0.079,-0.213,38.961,45.305,-1.008,-25.348,1966.0,1079143,0.237,-0.233,96.471,98.743,107.594,96.486,37.142,38.571,14.229,0.222,-0.146,0.362,0.372,0.359,0.361,0.346,0.36,0.362,0.361,0.358,0.344,0.363,0.364,0.359,0.353,0.097,0.002,0.002,0.015,0.127,0.071,366411,358750,350625,309230,356805,347529,315754,361833,354132,328126,97597,2381317112,0.399,0.227,88602,79437,88981,18988,90133841,140836,29271,142989462,214197848,0.139,21.756,21.523,21.128,20.703,21.529,21.236,20.861,20.357,21.653,21.373,20.96,20.456,0.897,1.864,0.201,0.074,0.018,69.606,9.389,184134,187156,44551,46623,543431592,0.076,365.566,371.063,373.351,376.627,362.337,368.514,371.263,361.849,367.981,371.984,13.691,29.687,72.573,2.846,-129.672,46.863,220.326,1317.0,0.078,-0.112,-0.24,44.116,44.723,0.813,-26.881,349.289,281.962,0
2014-12-10,4669960480,349.289,3.939,21.685,40007470271,36219743803,40008601498,40048245290,39599935692,40007470271,40113626148,38165318291,7271417998,0.137,97.665,2.952057683057249e+17,2.8828655422416755e+17,2.8654398888891696e+17,2.711589962865064e+17,2.863056205459532e+17,2.8738361806980742e+17,2.8035681852394915e+17,4.850934950970525e+16,3.9864637863475e+32,5.8828924746369e+32,0.237,4.563,4.624,4.663,4.721,4.311,4.516,4.604,6.898,4.331,4.519,4.88,0.772,0.774,-5.562,0.149,0.15,1.141,-0.091,-0.6,-1.231,45.025,-58.546,220797245,253267213,244844237,202081769,172078058,-0.252,0.054,0.056,0.052,0.052,0.058,0.008,0.046,-0.024,-0.387,-0.345,0.036,0.037,0.038,0.036,0.036,-0.002,-0.013,-0.108,-0.248,44.474,-4.511,-26.555,9.722,9.853,4756014388,4889557707,4969348963,4999872873,4747137906,4852733931,4919861612,4943129983,5222379499,4833405240,4923101080,264680032,863953350,-1570000419,4.1008872224768e+16,1.8660384769046938e+17,0.041,-0.076,-0.213,38.187,45.203,-5.507,-25.16,1977.0,1134354,0.255,-0.23,96.782,99.585,109.758,97.377,38.613,39.414,28.008,0.255,-0.143,0.363,0.355,0.358,0.361,0.347,0.355,0.359,0.36,0.358,0.345,0.357,0.363,0.359,0.353,0.097,0.001,0.002,0.015,0.125,0.072,348453,359195,350681,310697,355663,347575,316468,360431,353978,328983,95917,2300032373,0.396,0.229,88865,79690,88988,18864,88964339,141269,29005,145413794,210322776,0.139,21.714,21.612,21.216,20.751,21.568,21.296,20.914,20.386,21.693,21.448,21.023,20.487,0.942,1.838,0.222,0.08,0.019,69.151,9.259,184438,187515,44577,46398,538199935,0.077,356.987,366.861,371.745,376.077,355.813,363.707,368.334,353.711,362.538,368.775,18.489,31.05,69.895,-16.502,-126.291,85.462,241.022,1221.0,0.045,-0.108,-0.24,43.44,44.535,-4.511,-26.555,351.872,293.828,0
