Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--std90,difficulty-btc--mom30,difficulty-btc--mom90,difficulty-btc--var90,difficulty-btc--trx7,difficulty-btc--trx30,difficulty-btc--rsi30,difficulty-btc--roc30,difficulty-btc--roc90,hashrate-btc--sma3,hashrate-btc--sma90,hashrate-btc--ema3,hashrate-btc--ema14,hashrate-btc--ema90,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std7,hashrate-btc--std14,hashrate-btc--std90,hashrate-btc--var7,hashrate-btc--var90,hashrate-btc--trx14,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema7,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma7,mining_profitability-btc--wma14,mining_profitability-btc--wma90,mining_profitability-btc--std30,mining_profitability-btc--std90,mining_profitability-btc--var14,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma7,sentinusd-btc--sma30,sentinusd-btc--ema30,sentinusd-btc--wma7,sentinusd-btc--wma30,sentinusd-btc--std30,sentinusd-btc--std90,sentinusd-btc--var7,sentinusd-btc--var30,sentinusd-btc--var90,sentinusd-btc--trx30,sentinusd-btc--trx90,sentinusd-btc--rsi14,transactionfees-btc--sma3,transactionfees-btc--sma7,transactionfees-btc--sma30,transactionfees-btc--ema7,transactionfees-btc--ema30,transactionfees-btc--ema90,transactionfees-btc--wma3,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--std90,transactionfees-btc--var3,transactionfees-btc--var30,transactionfees-btc--trx3,transactionfees-btc--trx7,transactionfees-btc--trx14,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma14,median_transaction_fee-btc--wma3,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx7,median_transaction_fee-btc--trx30,median_transaction_fee-btc--rsi90,confirmationtime-btc--ema90,confirmationtime-btc--wma14,confirmationtime-btc--std90,confirmationtime-btc--var30,confirmationtime-btc--var90,confirmationtime-btc--trx14,confirmationtime-btc--trx30,confirmationtime-btc--trx90,marketcap-btc--sma3,marketcap-btc--sma7,marketcap-btc--sma14,marketcap-btc--sma90,marketcap-btc--ema3,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma30,marketcap-btc--trx14,marketcap-btc--trx90,marketcap-btc--rsi14,marketcap-btc--rsi90,transactionvalue-btc--sma30,transactionvalue-btc--ema30,transactionvalue-btc--wma30,transactionvalue-btc--wma90,transactionvalue-btc--std90,transactionvalue-btc--var90,transactionvalue-btc--trx3,mediantransactionvalue-btc--sma7,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--std30,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--var30,mediantransactionvalue-btc--var90,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,size-btc--std14,size-btc--std30,size-btc--trx14,size-btc--trx30,size-btc--trx90,transactions-btc--trx14,sentbyaddress-btc--ema30,sentbyaddress-btc--wma90,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--ema90,top100cap-btc--wma7,top100cap-btc--wma90,top100cap-btc--std14,top100cap-btc--std90,top100cap-btc--mom7,top100cap-btc--mom90,top100cap-btc--var90,top100cap-btc--trx7,top100cap-btc--trx14,top100cap-btc--trx30,top100cap-btc--rsi3,top100cap-btc--rsi30,top100cap-btc--roc14,activeaddresses-btc--sma30,activeaddresses-btc--ema30,activeaddresses-btc--trx14,activeaddresses-btc--trx30,price-btc--sma3,price-btc--sma14,price-btc--ema3,price-btc--ema7,price-btc--ema90,price-btc--wma3,price-btc--wma30,price-btc--std90,price-btc--trx14,price-btc--trx90,price-btc--rsi14,price-btc--rsi30,price-btc--rsi90,bitcoin-price_raw_7d
2016/06/22,10186275903.0,649.939,0.116,1.4614294693487887e+18,1.469,198335337097.0,205318907776.0,25621118198.0,15198338312.0,43956323477.0,1.6411042442325e+20,0.158,0.224,90.677,7.824,26.56,1.5673749082797445e+18,1.3733273524236234e+18,1.5302145079119555e+18,1.5154057507017772e+18,1.3685985478938176e+18,1.5314740136050808e+18,1.5588678607638034e+18,1.5251947904650486e+18,2.2497780486691133e+17,1.9021812061973315e+17,2.578563784691011e+17,1.2653753170684e+34,1.66224779793e+34,0.301,1.741,1.527,1.344,1.735,1.711,1.586,1.45,1.764,1.783,1.413,0.549,0.432,0.044,0.075,0.047,1.499,0.505,-0.278,1466472747.0,1197871887.0,1218350556.0,1447965598.0,1259845205.0,594357476.0,548201954.0,2.0110489420013824e+16,8.831520225004672e+16,7.513134548092058e+16,0.38,-0.169,54.313,0.219,0.223,0.159,0.214,0.17,0.131,0.217,0.179,0.137,0.134,0.001,0.002,0.088,3.372,2.56,0.116,0.099,0.113,0.045,4.541,1.441,65.242,9.725,9.567,1.761,0.806,0.775,-0.217,-0.005,0.026,10861327472.0,11322130716.0,10597991762.0,7611818435.0,10686343029.0,10915192674.0,10560162762.0,9636089134.0,8076518196.0,10606985649.0,11111617850.0,10092327715.0,1.589,0.234,55.824,65.087,6514.0,6507.0,6697.0,5878.0,3224.0,2598210.0,0.823,192.46,180.105,155.765,134.608,164.21,146.317,169.065,58.6,52.247,858.48,682.448,1.355,0.459,0.006,180295.0,175973.0,0.34,0.21,0.144,0.442,315089.0,301052.0,0.166,0.039,19.186,19.179,19.084,0.267,0.832,0.104,-0.387,0.173,-0.097,0.033,0.025,86.85,54.892,0.237,454906.0,458080.0,0.502,0.222,693.189,677.256,682.028,696.965,520.023,676.898,645.347,186.575,1.564,0.205,55.433,63.985,64.144,633.786
2016/06/23,9231949637.0,588.926,0.094,1.4315791950377748e+18,1.471,198824746853.0,207386033186.0,25816959787.0,14682292674.0,43956323477.0,1.6662885315741e+20,0.287,0.221,90.677,7.538,26.56,1.4856230274936218e+18,1.3758034425044037e+18,1.4808968514748652e+18,1.5042288766132434e+18,1.3699827379409375e+18,1.463576156984095e+18,1.5300295336135124e+18,1.51492364984968e+18,2.3839689270984672e+17,1.934967126377145e+17,2.557579213916753e+17,1.4208269613428e+34,1.6353028588648e+34,0.293,1.735,1.539,1.347,1.669,1.679,1.579,1.45,1.673,1.747,1.415,0.527,0.432,0.047,0.069,0.047,1.367,0.527,-0.273,1455513636.0,1221334909.0,1238955476.0,1465779114.0,1281771329.0,590583895.0,559991277.0,1.7587909981132544e+16,8.719733429608806e+16,7.839755763812992e+16,0.432,-0.168,56.534,0.204,0.217,0.162,0.206,0.171,0.132,0.199,0.18,0.138,0.134,0.001,0.002,-2.008,2.614,2.507,0.102,0.101,0.102,0.046,3.441,1.515,59.033,9.738,9.669,1.764,0.811,0.778,-0.178,-0.007,0.026,10034535070.0,10997855979.0,10616576724.0,7643597215.0,9959146333.0,10494381915.0,10383067679.0,9610015618.0,8101912293.0,9792296731.0,10589072580.0,10087089517.0,1.489,0.239,43.737,59.474,6620.0,6585.0,6774.0,5925.0,3252.0,2643720.0,0.629,188.811,181.783,157.967,135.387,165.506,147.152,170.906,57.751,53.09,833.799,704.637,1.411,0.499,0.009,166360.0,178565.0,0.368,0.217,0.145,0.437,316707.0,302062.0,0.179,0.039,19.188,19.209,19.087,0.263,0.822,0.092,-0.489,0.169,-0.07,0.027,0.025,57.966,52.293,-0.32,456033.0,460539.0,0.502,0.232,640.27,678.302,635.477,669.955,521.537,624.767,644.882,187.02,1.464,0.21,43.426,54.174,58.703,651.127
2016/06/24,10230318989.0,652.469,0.113,1.352973472218776e+18,1.591,199162783221.0,208419595891.0,25974618823.0,10141091064.0,43956323477.0,1.6867020574994e+20,0.389,0.22,90.677,5.088,26.56,1.4153273788684454e+18,1.3770873015709655e+18,1.4169351618468206e+18,1.4840614893606477e+18,1.3696089079250657e+18,1.3972513793466708e+18,1.4842226893941614e+18,1.495166519031152e+18,2.6754735251084707e+17,2.0717226093671392e+17,2.541213324112147e+17,1.7895396458891e+34,1.6144412896613e+34,0.256,1.746,1.554,1.35,1.649,1.668,1.58,1.453,1.626,1.728,1.421,0.508,0.435,0.042,0.064,0.047,1.229,0.543,-0.268,1445224755.0,1230933108.0,1257943341.0,1485217552.0,1301896005.0,601097084.0,565429540.0,1.514102317410688e+16,9.032942618797722e+16,7.992764112841664e+16,0.482,-0.167,56.416,0.202,0.213,0.165,0.206,0.173,0.134,0.199,0.183,0.14,0.135,0.001,0.002,-1.904,2.01,2.424,0.108,0.105,0.107,0.047,2.694,1.581,62.168,9.769,9.873,1.788,0.854,0.799,-0.111,-0.004,0.026,9882848176.0,10793827353.0,10707680578.0,7686300586.0,10094732661.0,10428366183.0,10362701187.0,9650035190.0,8148690462.0,9890188691.0,10397188333.0,10141307786.0,1.381,0.244,54.77,62.862,6674.0,6655.0,6842.0,5969.0,3260.0,2656217.0,0.461,192.184,184.997,161.249,136.7,168.806,148.679,174.692,59.501,55.177,885.089,761.123,1.475,0.541,0.013,168126.0,182230.0,0.405,0.226,0.145,0.423,317919.0,302948.0,0.192,0.04,19.189,19.235,19.091,0.238,0.802,0.149,-0.719,0.161,-0.047,0.022,0.026,56.402,52.152,-0.943,456682.0,461143.0,0.489,0.24,630.445,683.975,643.973,665.584,524.415,630.866,648.207,189.292,1.357,0.215,54.484,60.671,62.09,674.251
2016/06/25,10496178979.0,669.287,0.107,1.5534428642609052e+18,1.771,199500819590.0,208936377243.0,26094787388.0,10141091064.0,43956323477.0,1.7023448220083e+20,0.457,0.219,90.677,5.088,26.56,1.4459985105058179e+18,1.3805596952976663e+18,1.485189013053863e+18,1.4933123393473487e+18,1.3736492146577216e+18,1.4663091220428997e+18,1.4922641193805059e+18,1.503122095894417e+18,2.5458386513094944e+17,2.0930016436724534e+17,2.5512295576944758e+17,1.6203236096253e+34,1.6271930640135e+34,0.236,1.762,1.575,1.356,1.68,1.681,1.592,1.46,1.636,1.731,1.43,0.487,0.443,0.039,0.059,0.049,1.12,0.558,-0.263,1404091745.0,1221072644.0,1245961171.0,1391966291.0,1291656431.0,601482536.0,561772205.0,3.229126746594125e+16,9.044531029381274e+16,7.889700250820954e+16,0.519,-0.166,45.806,0.195,0.209,0.168,0.204,0.174,0.135,0.197,0.185,0.142,0.136,0.001,0.002,-1.7,1.484,2.31,0.105,0.108,0.107,0.048,2.066,1.636,60.64,9.75,9.762,1.795,0.868,0.805,-0.084,-0.005,0.026,9986149201.0,10619907634.0,10810368043.0,7731396565.0,10295455820.0,10445319382.0,10380498226.0,9704625112.0,8200283617.0,10196854092.0,10322776239.0,10205681077.0,1.278,0.249,57.178,63.68,6661.0,6679.0,6864.0,5999.0,3264.0,2662669.0,-0.743,193.174,185.584,162.137,137.441,168.623,149.06,174.997,58.959,54.939,869.048,754.581,1.458,0.574,0.017,143841.0,182883.0,0.399,0.231,0.146,0.372,316806.0,303046.0,0.201,0.04,19.19,19.244,19.093,0.214,0.786,0.134,-0.652,0.155,-0.033,0.018,0.026,44.155,51.167,-1.034,459260.0,463078.0,0.478,0.248,636.894,690.385,656.63,666.51,527.599,650.288,652.177,192.089,1.255,0.22,56.886,62.141,62.904,683.826
2016/06/26,10049382873.0,640.632,0.1,1.578276602782445e+18,1.504,199838855959.0,209194767919.0,26177981779.0,10141091064.0,43956323477.0,1.7132168251008e+20,0.492,0.219,90.677,5.088,26.56,1.4948976464207078e+18,1.3846179511811948e+18,1.531732807918154e+18,1.5046409078053617e+18,1.378146519891232e+18,1.5324481681812124e+18,1.5017364867113416e+18,1.5137216721829693e+18,2.0016482647818035e+17,2.1302295700393325e+17,2.559529889023175e+17,1.001648943976e+34,1.6377983132007e+34,0.23,1.756,1.583,1.356,1.636,1.658,1.586,1.461,1.592,1.697,1.433,0.476,0.443,0.041,0.057,0.049,0.99,0.567,-0.258,1357009211.0,1192255858.0,1221037973.0,1255856254.0,1268338945.0,584919393.0,559828357.0,6.58243911097367e+16,8.553267395141376e+16,7.83519473327218e+16,0.538,-0.165,41.894,0.198,0.205,0.169,0.201,0.176,0.137,0.196,0.187,0.143,0.136,0.001,0.002,-1.71,1.009,2.169,0.107,0.111,0.104,0.049,1.453,1.677,59.055,9.752,9.785,1.774,0.86,0.787,-0.06,-0.005,0.026,10258626947.0,10370258985.0,10815197175.0,7770826229.0,10172419346.0,10346335255.0,10336349512.0,9726867548.0,8240923161.0,10228470927.0,10180145049.0,10233755188.0,1.169,0.254,52.153,61.383,6573.0,6662.0,6849.0,6015.0,3257.0,2652089.0,-2.382,191.764,184.395,161.816,137.652,166.841,148.882,173.633,59.31,54.846,879.408,752.022,1.349,0.595,0.02,155076.0,180135.0,0.358,0.232,0.147,0.272,314255.0,302616.0,0.204,0.041,19.191,19.249,19.095,0.202,0.766,0.186,-0.736,0.147,-0.023,0.014,0.026,44.778,51.2,-0.639,459149.0,462442.0,0.449,0.253,654.129,690.54,648.631,660.04,530.083,652.156,653.83,193.745,1.145,0.225,51.864,58.301,60.659,673.449
2016/06/27,10008507423.0,637.878,0.0957,1.5534355920199434e+18,1.534,200176892328.0,209323963257.0,26224553890.0,10141091064.0,43956323477.0,1.7193180667771e+20,0.499,0.219,90.677,5.088,26.56,1.561718353021097e+18,1.386522565369276e+18,1.5425841999690486e+18,1.5111468657006392e+18,1.381999026970984e+18,1.5617171409808294e+18,1.510866925461358e+18,1.5201194603232965e+18,1.580220584905273e+17,2.1421548454268493e+17,2.5838684607535597e+17,6.2427427423959e+33,1.6690940556192e+34,0.23,1.731,1.595,1.36,1.61,1.641,1.583,1.463,1.571,1.667,1.437,0.452,0.443,0.043,0.051,0.049,0.857,0.57,-0.253,1287496423.0,1173614054.0,1209082361.0,1175535448.0,1258240243.0,567787461.0,556506942.0,7.183475516152448e+16,8.059565029956326e+16,7.742499399474202e+16,0.546,-0.164,46.007,0.19,0.198,0.171,0.196,0.176,0.138,0.188,0.188,0.145,0.137,0.001,0.002,-2.174,0.533,1.998,0.101,0.112,0.099,0.049,0.858,1.703,58.026,9.753,9.798,1.77,0.827,0.783,-0.041,-0.005,0.026,10184689758.0,10126856211.0,10762844995.0,7810722146.0,10090463385.0,10261878297.0,10292637233.0,9745037863.0,8279771167.0,10103411166.0,10089707158.0,10253395037.0,1.057,0.259,51.705,61.179,6471.0,6643.0,6836.0,6029.0,3250.0,2640146.0,-3.117,187.549,182.806,162.634,138.067,166.572,149.186,173.689,58.655,55.032,860.103,757.128,1.219,0.608,0.023,162311.0,180787.0,0.3,0.229,0.147,0.182,312586.0,302431.0,0.203,0.041,19.189,19.222,19.096,0.204,0.757,0.046,-0.533,0.143,-0.025,0.01,0.026,21.095,48.904,-0.781,458079.0,458688.0,0.382,0.253,649.266,687.04,643.254,654.5,532.452,644.031,654.942,195.08,1.034,0.23,51.394,57.945,60.45,668.624
2016/06/28,10162849953.0,647.563,0.0878,1.5359451443500088e+18,1.585,200514928697.0,209388560926.0,26234698756.0,10141091064.0,43956323477.0,1.7206485470369e+20,0.486,0.219,90.677,5.088,26.56,1.5558857797174648e+18,1.3894432175001748e+18,1.5392646721595287e+18,1.5144533028538885e+18,1.3853824581221714e+18,1.5488305366452846e+18,1.5200318682001836e+18,1.5235827219387546e+18,1.526188125267022e+17,2.1396301469680083e+17,2.5913328073758192e+17,5.8231254842652e+33,1.6787514296456e+34,0.229,1.732,1.604,1.364,1.604,1.634,1.583,1.465,1.574,1.648,1.442,0.44,0.445,0.042,0.048,0.049,0.734,0.571,-0.249,1199500290.0,1168344565.0,1191215208.0,1086696714.0,1242661368.0,573688875.0,552907793.0,7.242791995561293e+16,8.227973143884237e+16,7.642675699065382e+16,0.544,-0.164,44.032,0.184,0.193,0.172,0.191,0.176,0.139,0.182,0.188,0.146,0.137,0.001,0.001,-2.463,0.094,1.809,0.095,0.111,0.092,0.05,0.234,1.713,56.272,9.753,9.795,1.77,0.827,0.783,-0.027,-0.006,0.026,10073580083.0,10052209108.0,10722474328.0,7853183714.0,10126656669.0,10237121211.0,10275332263.0,9771993482.0,8321157513.0,10092491263.0,10098705594.0,10278117573.0,0.951,0.264,53.334,61.666,6394.0,6581.0,6785.0,6028.0,3233.0,2612416.0,-4.246,180.887,182.115,163.367,138.492,166.266,149.463,173.637,58.044,55.168,842.266,760.879,1.078,0.616,0.027,164330.0,174157.0,0.227,0.223,0.147,0.098,312167.0,302634.0,0.201,0.042,19.188,19.19,19.096,0.191,0.748,-0.057,-0.551,0.14,-0.033,0.005,0.025,19.413,48.658,-1.225,460162.0,456933.0,0.307,0.25,642.024,684.305,645.409,652.765,534.982,643.179,656.376,196.483,0.928,0.234,53.006,58.859,60.93,669.77
2016/06/29,9948974840.0,633.786,0.0859,1.4820478914386918e+18,1.587,200852965065.0,209420859761.0,26208458679.0,10141091064.0,43956323477.0,1.7172082658803e+20,0.459,0.22,90.677,5.088,26.56,1.5238095426028803e+18,1.3937072091436157e+18,1.5106562817991101e+18,1.5101325813318623e+18,1.387506973140117e+18,1.511911592505897e+18,1.516719471773476e+18,1.51933667281725e+18,1.506740220786079e+17,1.9755887193442653e+17,2.5237050189889482e+17,5.6756652323362e+33,1.5922717557175e+34,0.219,1.707,1.608,1.369,1.6,1.627,1.583,1.468,1.581,1.628,1.447,0.437,0.446,0.04,0.048,0.05,0.622,0.569,-0.244,1121196915.0,1167446473.0,1170984899.0,1006232998.0,1223906585.0,575419419.0,550122773.0,7.37812162111081e+16,8.277687692895027e+16,7.565876621093453e+16,0.531,-0.163,42.987,0.178,0.187,0.173,0.187,0.176,0.139,0.177,0.188,0.147,0.137,0.001,0.001,-2.524,-0.291,1.609,0.09,0.109,0.088,0.05,-0.338,1.708,55.866,9.755,9.821,1.726,0.826,0.745,-0.015,-0.005,0.025,10040110739.0,10018308956.0,10670219836.0,7892888453.0,10037815754.0,10165084618.0,10231817940.0,9783411634.0,8356933718.0,10030188641.0,10072897027.0,10284691596.0,0.847,0.268,50.778,60.601,6392.0,6519.0,6735.0,6025.0,3220.0,2591818.0,-4.577,173.745,183.102,165.275,139.151,167.397,150.218,174.954,56.828,55.895,807.359,781.053,0.969,0.623,0.03,167029.0,174302.0,0.15,0.215,0.147,0.033,311000.0,302569.0,0.197,0.042,19.188,19.177,19.098,0.182,0.739,-0.212,-0.467,0.136,-0.035,0.0004999999999999996,0.025,53.365,50.237,-0.561,457406.0,453911.0,0.22,0.243,639.742,680.813,639.597,648.02,537.154,639.06,656.651,197.37,0.824,0.239,50.443,57.035,59.884,670.711
2016/06/30,10223574118.0,651.127,0.0883,1.587078191179697e+18,1.564,201191001434.0,209437009178.0,26185053623.0,10141091064.0,42929247222.0,1.7141425831023e+20,0.423,0.221,90.677,5.088,25.78,1.5350237423227983e+18,1.3987027922999237e+18,1.5488672364894034e+18,1.5203919959782403e+18,1.3918931537563715e+18,1.5435459167943043e+18,1.538928278064523e+18,1.5279354003309133e+18,1.5066143438018838e+17,2.0003459327116314e+17,2.4966967578155514e+17,5.674716952374e+33,1.5583736751217e+34,0.22,1.686,1.62,1.37,1.591,1.619,1.582,1.47,1.578,1.609,1.451,0.412,0.447,0.039,0.042,0.05,0.518,0.563,-0.239,1043766445.0,1163411263.0,1159677068.0,974862150.0,1212827039.0,578474074.0,547703251.0,4.524987081937946e+16,8.365806346529485e+16,7.49947128111424e+16,0.512,-0.163,45.979,0.176,0.186,0.174,0.184,0.176,0.14,0.176,0.188,0.148,0.138,0.001,0.001,-2.167,-0.582,1.411,0.087,0.107,0.087,0.05,-0.763,1.693,56.267,9.752,9.807,1.725,0.746,0.744,-0.01,-0.006,0.025,10111799637.0,10159969596.0,10578912788.0,7935600474.0,10130694936.0,10179706993.0,10230718763.0,9811809213.0,8397958782.0,10121920331.0,10124213317.0,10305456642.0,0.753,0.273,53.837,61.465,6375.0,6476.0,6700.0,6027.0,3204.0,2566469.0,-3.712,175.292,182.051,166.718,139.948,169.186,151.205,176.88,57.583,57.008,828.954,812.488,0.898,0.632,0.034,156367.0,173987.0,0.083,0.206,0.147,-0.008,310814.0,302808.0,0.192,0.042,19.186,19.152,19.098,0.186,0.731,-0.172,-0.476,0.134,-0.04,-0.004,0.024,31.232,48.506,-0.416,457616.0,453148.0,0.145,0.235,644.159,674.823,645.362,648.797,539.659,644.753,657.829,198.652,0.731,0.244,53.491,58.701,60.742,640.923
2016/07/01,10589176604.0,674.251,0.0906,1.730302739381948e+18,1.532,201529037803.0,209445083887.0,26139261956.0,10141091064.0,42601645313.0,1.7081525389859e+20,0.381,0.222,90.677,5.088,25.533,1.5998096073334446e+18,1.40379494840189e+18,1.6395849879356756e+18,1.5483800950987346e+18,1.3993307270668237e+18,1.6411854153238781e+18,1.5913896858296356e+18,1.5548652350873285e+18,1.421625107444224e+17,2.2071205019623904e+17,2.576914375475379e+17,5.0525448652895e+33,1.6601219246329e+34,0.251,1.656,1.619,1.374,1.576,1.608,1.579,1.471,1.563,1.589,1.455,0.412,0.446,0.035,0.042,0.05,0.419,0.555,-0.234,976330819.0,1167793369.0,1153324871.0,979225039.0,1206233926.0,573296194.0,542665982.0,6515647546042240.0,8.216713164046438e+16,7.362159202186483e+16,0.492,-0.162,47.622,0.18,0.184,0.176,0.186,0.177,0.141,0.182,0.189,0.149,0.138,0.001,0.001,-0.748,-0.675,1.242,0.088,0.105,0.089,0.05,-1.019,1.669,56.661,9.742,9.754,1.723,0.749,0.742,-0.018,-0.008,0.025,10253908521.0,10211234970.0,10502531161.0,7981847795.0,10359935770.0,10282074396.0,10278513142.0,9861961948.0,8446117416.0,10360608815.0,10231515069.0,10345773944.0,0.679,0.277,57.614,62.57,6420.0,6491.0,6721.0,6047.0,3187.0,2539537.0,-0.924,170.792,181.488,168.833,140.78,170.216,151.951,178.069,55.434,57.434,768.224,824.679,0.838,0.639,0.037,152231.0,176000.0,0.011,0.194,0.147,-0.059,308968.0,302476.0,0.185,0.042,19.184,19.133,19.099,0.188,0.724,-0.167,-0.48,0.131,-0.046,-0.008,0.024,30.979,48.484,-0.092,457581.0,452935.0,0.085,0.227,653.055,669.782,659.807,655.161,542.617,659.799,660.251,200.621,0.657,0.248,57.265,60.798,61.842,644.648
2016/07/02,10742208270.0,683.826,0.0927,1.5006077856545441e+18,1.722,201867074172.0,209449121241.0,26059019627.0,10141091064.0,42601645313.0,1.6976812598489e+20,0.339,0.222,90.677,5.088,25.533,1.6059962387387287e+18,1.4077440942313526e+18,1.57009638679511e+18,1.5420104538395092e+18,1.401556596486334e+18,1.591584504484427e+18,1.5729513099070697e+18,1.5485703775972457e+18,1.5113101343226694e+17,2.110097449758153e+17,2.5256018504968845e+17,5.710145805266e+33,1.5946661768083e+34,0.261,1.628,1.634,1.379,1.613,1.623,1.588,1.477,1.598,1.598,1.462,0.393,0.452,0.02,0.039,0.051,0.354,0.548,-0.229,967405153.0,1168156705.0,1144061334.0,987577346.0,1196036937.0,572881091.0,534884131.0,5281908171857664.0,8.204818611002547e+16,7.152525829264307e+16,0.468,-0.162,46.427,0.182,0.182,0.178,0.185,0.177,0.142,0.183,0.19,0.15,0.138,0.001,0.001,-0.27,-0.715,1.085,0.091,0.103,0.091,0.051,-1.118,1.641,57.016,9.74,9.753,1.721,0.731,0.74,-0.024,-0.009,0.025,10518319664.0,10246382012.0,10433144823.0,8029806587.0,10551072020.0,10397107864.0,10340339159.0,9918752034.0,8496580951.0,10604758689.0,10364258394.0,10391038837.0,0.622,0.282,59.122,63.019,6486.0,6549.0,6784.0,6081.0,3171.0,2513051.0,2.254,173.785,183.479,171.169,141.697,171.294,152.72,179.236,52.29,57.718,683.573,832.834,0.79,0.645,0.041,162834.0,181822.0,-0.076,0.179,0.147,-0.12,305929.0,301694.0,0.173,0.042,19.181,19.114,19.098,0.19,0.717,-0.15,-0.471,0.128,-0.052,-0.013,0.023,23.197,47.845,-0.084,456549.0,450065.0,0.016,0.217,669.735,665.186,671.816,662.327,545.72,675.185,662.984,202.75,0.6,0.253,58.757,61.633,62.285,649.595
2016/07/03,10581703695.0,673.449,0.0881,1.5830387099137623e+18,1.657,202205110541.0,209451139918.0,25944006982.0,10141091064.0,42601645313.0,1.6827287456913e+20,0.297,0.222,90.677,5.088,25.533,1.6046497449834168e+18,1.410424267901776e+18,1.576567548354436e+18,1.547480887982743e+18,1.40554521436386e+18,1.5801057400719432e+18,1.5770076321423928e+18,1.5524955019569764e+18,1.51373967255268e+17,1.8452192992843645e+17,2.54814588930004e+17,5.7285194906497e+33,1.6232618682892e+34,0.271,1.608,1.642,1.383,1.624,1.627,1.592,1.481,1.618,1.602,1.469,0.386,0.456,0.012,0.037,0.052,0.305,0.541,-0.224,969663844.0,1169938706.0,1126732373.0,964591667.0,1177153436.0,568881646.0,531711419.0,4825754263220608.0,8.090658187259674e+16,7.067925837007296e+16,0.438,-0.162,43.371,0.181,0.179,0.18,0.182,0.177,0.143,0.179,0.189,0.151,0.138,0.001,0.001,-0.741,-0.789,0.93,0.09,0.099,0.09,0.051,-1.191,1.606,56.005,9.731,9.706,1.708,0.728,0.729,-0.037,-0.012,0.025,10637696190.0,10322427843.0,10346343414.0,8075865405.0,10566387857.0,10443256822.0,10372521097.0,9961523109.0,8542407824.0,10636450705.0,10448088815.0,10420778459.0,0.575,0.286,56.838,62.227,6554.0,6552.0,6791.0,6098.0,3156.0,2490111.0,1.952,175.375,183.57,171.906,142.01,170.057,152.707,178.008,50.547,57.635,638.738,830.456,0.699,0.644,0.045,186959.0,195760.0,-0.191,0.159,0.146,-0.208,302111.0,300582.0,0.157,0.042,19.179,19.101,19.099,0.183,0.712,-0.147,-0.385,0.127,-0.056,-0.017,0.021,27.92,47.968,0.206,454578.0,445801.0,-0.068,0.202,677.175,659.483,672.633,665.108,548.527,677.042,664.727,204.339,0.552,0.257,56.456,60.196,61.503,645.327
