bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-90,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-90,sentinusd-btc-wma-90,sentinusd-btc-std-14,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-ema-14,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-7,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-7,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90
6529643226,423.767,0.0896,0.0424,166851513283,1.26,19.356,166851513283,166634587694,164981203640,148217876439,166851102418,166800629107,166424034283,164395207091,146952481032,166851513283,166851513283,166803448138,166154383195,158650322338,40797498210,56569848828,4.1610896505513e+20,0.616,93.299,51.296,1.3348770932079872e+18,1.2533449702394232e+18,1.2275770647514637e+18,1.1268574147242744e+18,1.2938070725607055e+18,1.2686659905882473e+18,1.1094360696026993e+18,1.3060069256564554e+18,1.2954909588835592e+18,1.2759378161762225e+18,1.2500109990034511e+18,1.1905596840364792e+18,1.596572393885186e+17,2.9705984599835194e+17,6.3726085222907e+33,2.2061138026141e+34,0.32,0.587,1.259,1.275,1.283,1.418,1.262,1.27,1.29,1.486,1.257,1.27,1.273,1.276,1.33,0.127,0.406,-0.532,0.041,-0.107,-0.405,-0.316,48.211,-29.692,1431948246,169756792,1931325645,6293718529,9.325046863520652e+17,9.9027232296482e+18,0.471,0.085,0.087,0.088,0.087,0.088,0.026,0.214,0.297,0.042,0.042,0.041,0.042,0.042,0.042,0.042,0.042,0.005,-0.002,-0.017,0.029,0.19,52.068,52.484,2.666,-1.108,9.7,9.506,9.559,9.632,0.006,6483930414,6469455856,6439070071,6399882827,6494385230,6471638873,6449237497,6412127040,6228965495,6497025191,6474452978,6460009423,6427832386,6329273197,132913870,609997957,215571249,74591420,4416524196347904.0,9.302437690302464e+16,0.072,0.22,56.346,55.562,3.414,1.156,5975,9982,4994,5697,7432,4960,7485,1248.0,8862.0,30673.0,389453,19635326,235214289,0.35,121.145,146.713,120.424,140.423,8.622,2893.0,-0.554,0.197,1.23,1.156,1.152,1.182,1.182,1.18,1.12,1.19,1.177,1.18,0.378,0.038,0.036,0.059,0.326,711053,734043,710957,724621,729609,719207,705175,721737,718200,723945,178031,7923714897,-0.008,0.178,198317,199909,204430,-0.098,0.205,312060,300098,75247,1415522333,-0.253,0.169,19.405,19.514,19.469,19.522,19.566,19.374,19.391,19.434,19.527,19.541,0.299,-0.252,-0.063,0.032,0.022,0.004,44.797,47.682,-0.325
6528865616,423.615,0.0868,0.0424,166851513283,1.326,19.401,166851513283,166731350420,165262013957,148812289922,166851307850,166813350151,166481031483,164553678459,147389822400,166851513283,166851513283,166832371550,166275048333,159059852818,40304259955,53497213481,4.0610834262255e+20,0.613,93.299,47.195,1.297975210686202e+18,1.257013646448125e+18,1.2344431531202785e+18,1.1331706155896964e+18,1.3091274960258235e+18,1.2761035811086067e+18,1.1141616047650784e+18,1.3007923387979328e+18,1.3062813985494356e+18,1.2854182094097587e+18,1.2562607315672883e+18,1.194902332492889e+18,1.5800529062229757e+17,2.893375409262531e+17,6.2414179661592e+33,2.0929053147313e+34,0.32,0.585,1.277,1.276,1.279,1.411,1.294,1.284,1.292,1.483,1.29,1.283,1.281,1.278,1.328,0.125,0.393,-0.584,0.039,-0.093,-0.393,-0.317,49.31,-30.584,1409229358,210796779,1930695780,6289278368,9.318965490661996e+17,9.8887555980743e+18,0.451,0.089,0.087,0.087,0.087,0.089,0.026,0.2,0.296,0.042,0.042,0.041,0.042,0.042,0.042,0.042,0.042,0.005,-0.001,-0.009,0.028,0.188,52.018,52.473,2.316,-1.565,9.677,9.483,9.542,9.616,0.006,6509860764,6476188195,6452466983,6406352848,6511625423,6485945559,6459854579,6419658561,6235556706,6519492792,6489305418,6471982162,6436153857,6336345555,138388881,610968897,194100620,44565346,4787870622736384.0,9.332074837232026e+16,0.072,0.218,56.317,55.555,3.064,0.687,6004,10017,5141,5723,7403,4968,7399,1433.0,8858.0,30648.0,513688,19617260,234820346,0.336,121.59,146.887,122.545,140.333,15.689,2887.0,-0.558,0.191,1.221,1.157,1.154,1.162,1.172,1.175,1.119,1.173,1.173,1.179,0.377,0.039,0.035,0.059,0.325,711171,731068,710325,724496,724003,718432,705219,718155,717956,723562,178064,7926659649,-0.008,0.177,199389,200424,204793,-0.083,0.203,312220,299969,75135,1411330172,-0.244,0.166,19.397,19.514,19.46,19.514,19.563,19.383,19.39,19.423,19.517,19.538,0.3,-0.234,-0.022,0.032,0.022,0.003,46.156,48.012,-0.112
6524674584,423.23,0.0834,0.0423,174495660876,1.274,19.318,167943534367,167374123689,165797629194,149491638378,170673484363,168733927832,167549648736,165195096679,147985555113,170673587079,168762550181,167867612944,166870767489,159624322510,39950291907,61141361074,3.9900645585452e+20,0.611,94.188,53.938,1.3212223502466332e+18,1.2769420697318607e+18,1.23909673833497e+18,1.1405158138898408e+18,1.3432070327635707e+18,1.289594646227635e+18,1.1199445710230176e+18,1.3404480182054902e+18,1.3284370819602266e+18,1.3014545991501847e+18,1.265476435849936e+18,1.2002675182931448e+18,1.6612711363615635e+17,2.8003990403157693e+17,6.8995544712701e+33,1.9605586962504e+34,0.322,0.582,1.286,1.284,1.276,1.406,1.284,1.281,1.291,1.478,1.289,1.282,1.28,1.278,1.325,0.115,0.387,-0.467,0.038,-0.083,-0.381,-0.319,48.472,-26.82,1383173185,214273041,1930810750,6287611837,9.320075382191928e+17,9.8835156531615e+18,0.433,0.087,0.087,0.085,0.087,0.086,0.026,0.184,0.295,0.042,0.042,0.041,0.042,0.042,0.042,0.042,0.042,0.005,0.002,0.0,0.027,0.186,51.888,52.445,1.792,4.767,9.671,9.45,9.525,9.6,0.006,6527727809,6484912491,6463118858,6411737395,6518150004,6495627815,6468497247,6426433788,6241910945,6526899702,6501427015,6481609842,6443787517,6343314919,143712140,614023658,161536398,436451798,5163294818918400.0,9.425626299858944e+16,0.072,0.217,56.153,55.519,2.539,7.169,5968,10036,5189,5709,7361,4935,7300,1468.0,8857.0,30635.0,538672,19613649,234618569,0.322,121.822,147.06,123.76,140.143,15.56,2879.0,-0.558,0.185,1.195,1.158,1.153,1.143,1.16,1.17,1.119,1.155,1.169,1.178,0.376,0.036,0.035,0.059,0.323,704890,721717,711994,723704,721549,718158,705416,715905,718206,723335,177606,7885970043,-0.008,0.175,200239,201025,205243,-0.066,0.201,312449,299817,74924,1403390768,-0.234,0.163,19.381,19.513,19.441,19.501,19.557,19.352,19.371,19.403,19.503,19.534,0.302,-0.29,-0.141,0.034,0.023,0.001,44.104,47.459,-0.723
6576377192,426.47,0.0899,0.0426,178678307672,1.103,19.264,169633076423,168242294853,166472665991,150217460688,174675896017,171220022792,169033469927,166064981259,148660121104,175312959675,171446243507,169374837475,167701779004,160265787769,39670376202,65324007870,3.9343468699604e+20,0.609,94.585,57.628,1.3542509212715576e+18,1.2929093959968914e+18,1.2418937145637957e+18,1.1471251893922708e+18,1.3521126537929925e+18,1.299117796706939e+18,1.1252428941834438e+18,1.3603459804933804e+18,1.3406947391116844e+18,1.3126647598289254e+18,1.273342341429771e+18,1.2051137262257288e+18,1.7133665565992035e+17,2.7236096810745523e+17,7.3390623931815e+33,1.8545124237108e+34,0.324,0.58,1.234,1.258,1.271,1.399,1.193,1.237,1.279,1.47,1.197,1.237,1.256,1.267,1.319,0.125,0.386,-0.634,0.037,-0.106,-0.373,-0.321,45.841,-36.519,1358792276,228051248,1005030971,6284113467,2.525218131403908e+17,9.8725205167516e+18,0.414,0.087,0.087,0.088,0.087,0.087,0.025,0.169,0.293,0.042,0.042,0.041,0.042,0.042,0.042,0.042,0.042,0.005,0.006,0.009,0.026,0.185,52.918,52.661,1.078,14.852,9.701,9.452,9.544,9.62,0.007,6543305797,6500137093,6477182071,6418960308,6547263598,6515815159,6482881239,6436107556,6249261852,6551224394,6524293190,6496710954,6454409439,6351314023,153939833,604666780,216687389,979089801,5924368055238656.0,9.14054786706391e+16,0.072,0.215,57.723,55.875,3.407,17.492,5349,10090,5523,5837,7368,5047,7248,2040.0,4737.0,30601.0,1040602,5610847,234104052,0.309,120.074,147.844,126.783,140.281,70.506,2822.0,-0.553,0.18,1.187,1.158,1.156,1.174,1.174,1.176,1.122,1.165,1.176,1.18,0.377,0.034,0.035,0.059,0.322,715536,723442,716118,724223,739286,722954,707330,725342,723399,724847,178133,7932860761,-0.005,0.174,200246,201267,205337,-0.05,0.199,311959,299237,75032,1407444146,-0.225,0.159,19.362,19.51,19.418,19.486,19.551,19.305,19.341,19.38,19.485,19.528,0.307,-0.343,-0.225,0.036,0.024,-0.0005,42.805,47.097,-1.155
6628263203,429.738,0.0806,0.043,178678307672,1.195,19.11,171322618479,169087065881,167147702788,150943282998,176677101845,173084594012,170319448293,166878744254,149319861468,177981199872,173707551319,170766305851,168489239757,160891300889,39334935215,65324007870,3.8680928208711e+20,0.606,94.585,57.628,1.330426693595308e+18,1.2915498635866924e+18,1.2456220760141576e+18,1.1523748621840876e+18,1.302543945127593e+18,1.2929654553409728e+18,1.1280501984093504e+18,1.309708138088698e+18,1.3199000851278136e+18,1.307340205224299e+18,1.274057278326442e+18,1.2074401008866063e+18,1.6722168733815568e+17,2.619053691623345e+17,6.990773179055e+33,1.7148605599015e+34,0.324,0.578,1.191,1.239,1.268,1.391,1.194,1.226,1.273,1.464,1.177,1.221,1.247,1.262,1.314,0.118,0.375,-0.682,0.035,-0.133,-0.366,-0.323,47.432,-36.345,1337744972,265838143,507259107,6273614343,6.432795044040026e+16,9.8395592298661e+18,0.396,0.085,0.087,0.084,0.087,0.084,0.025,0.153,0.292,0.043,0.042,0.041,0.043,0.042,0.043,0.043,0.042,0.005,0.005,0.021,0.026,0.183,53.947,52.879,2.751,11.784,9.708,9.462,9.563,9.642,0.007,6576438326,6529995977,6491563888,6426435502,6587763400,6543927170,6502265501,6448504695,6257591552,6593703096,6556324718,6516855105,6467912852,6360214385,171129112,603709928,224255818,831958943,7321293263052800.0,9.111641920997786e+16,0.073,0.213,59.238,56.23,3.502,14.353,5055,9953,5747,5925,7365,5166,7185,2218.0,2708.0,30541.0,1229897,1832830,233190953,0.296,118.558,148.17,124.197,139.558,29.401,2786.0,-0.551,0.174,1.157,1.148,1.157,1.126,1.149,1.163,1.119,1.137,1.164,1.176,0.378,0.033,0.036,0.059,0.32,721174,714576,713717,723342,723127,719837,706612,718836,720724,723758,178320,7949549718,-0.004,0.173,199369,200841,204763,-0.039,0.197,310934,298089,75336,1418870122,-0.218,0.156,19.32,19.506,19.377,19.462,19.541,19.196,19.279,19.338,19.459,19.52,0.318,-0.432,-0.353,0.041,0.025,-0.002,39.41,46.091,-1.813
6600240192,427.826,0.0763,0.0428,178678307672,1.275,19.109,173012160534,169931836908,167691050373,151669105307,177677704758,174483022427,171433962877,167640006410,149965102044,178678307672,175546473617,172045138089,169233149750,161500861871,38942534131,65324007870,3.7913024112778e+20,0.604,94.585,57.628,1.317141711614157e+18,1.3052817894834734e+18,1.2518201968487816e+18,1.1562477260214356e+18,1.3199877843427292e+18,1.2988942777698918e+18,1.132651987973054e+18,1.3132106030699763e+18,1.3213880167351076e+18,1.313457773220456e+18,1.279980474942165e+18,1.2115072824552607e+18,1.6658870021285923e+17,2.6242781190595827e+17,6.9379487596525e+33,1.7217089115437e+34,0.325,0.575,1.191,1.24,1.269,1.387,1.234,1.238,1.274,1.46,1.219,1.23,1.249,1.262,1.312,0.115,0.37,-0.416,0.034,-0.146,-0.359,-0.324,48.778,-24.603,1313400851,242401455,219326977,6268509539,1.2026080682952064e+16,9.8235529613036e+18,0.378,0.082,0.088,0.08,0.087,0.08,0.025,0.133,0.29,0.043,0.042,0.041,0.043,0.043,0.043,0.043,0.042,0.005,0.004,0.033,0.027,0.181,53.242,52.735,3.571,11.704,9.659,9.471,9.553,9.634,0.008,6601626862,6551305352,6504015545,6435560540,6594001796,6558005426,6515328793,6458294081,6265122291,6605604029,6573885772,6531345278,6479126058,6368295692,177898690,600733087,273751164,824129796,7911986016837632.0,9.02200603375616e+16,0.075,0.211,58.075,55.984,4.327,14.268,4900,9830,5762,5921,7332,5218,7095,2032.0,1833.0,30517.0,1032748,840229,232818196,0.284,118.111,148.418,122.801,138.99,22.338,2763.0,-0.549,0.168,1.131,1.135,1.156,1.06,1.11,1.144,1.113,1.098,1.146,1.17,0.39,0.038,0.038,0.059,0.318,736316,709735,711040,723273,707147,715926,705570,711454,717207,722348,178415,7957976600,-0.005,0.172,198915,200652,204422,-0.031,0.195,310464,297473,75501,1425114713,-0.212,0.153,19.278,19.502,19.341,19.439,19.532,19.135,19.226,19.301,19.433,19.511,0.328,-0.317,-0.351,0.046,0.027,-0.004,39.372,46.08,-1.802
6594053523,427.315,0.0918,0.0427,178678307672,1.141,19.08,174701702590,170776607936,168130432792,152394927617,178178006215,175531843738,172399875516,168352154878,150596161508,178678307672,176963010402,173211334191,169942005059,162094470714,38491430949,65324007870,3.7039756411801e+20,0.602,94.585,57.628,1.2875834972991112e+18,1.3003189717907328e+18,1.2569536891331446e+18,1.1610269022631826e+18,1.2961657081100027e+18,1.2953541916508764e+18,1.1357221339929272e+18,1.2908115632015355e+18,1.3100940198329126e+18,1.309066018872963e+18,1.2813045675246484e+18,1.2140588408257183e+18,1.591443057899989e+17,2.549375365102379e+17,6.3317275163452e+33,1.6248286880477e+34,0.325,0.573,1.203,1.225,1.265,1.383,1.188,1.214,1.265,1.453,1.194,1.205,1.233,1.254,1.306,0.127,0.372,-0.391,0.035,-0.174,-0.353,-0.326,46.702,-25.522,1289337981,237649141,220708880,6265679278,1.2178102400189696e+16,9.8146842038755e+18,0.361,0.083,0.088,0.086,0.087,0.085,0.025,0.117,0.288,0.043,0.043,0.041,0.043,0.043,0.043,0.043,0.042,0.005,0.004,0.043,0.028,0.18,53.051,52.697,4.855,11.433,9.664,9.47,9.58,9.662,0.008,6607518972,6568873934,6515275794,6447264345,6594027659,6567017450,6525825424,6467052755,6272351549,6601817359,6584572814,6543350342,6489351411,6376039776,171762363,597327969,351114151,809159210,7375577332154368.0,8.920017572447846e+16,0.076,0.21,57.816,55.929,5.624,13.987,4988,9714,6018,6034,7339,5398,7048,2212.0,2088.0,30470.0,1223490,1089660,232100832,0.272,118.945,148.502,123.53,138.755,7.524,2759.0,-0.546,0.163,1.154,1.148,1.159,1.143,1.148,1.16,1.119,1.133,1.163,1.175,0.397,0.042,0.039,0.06,0.316,745838,721731,717624,723981,739747,723772,708470,728495,725369,724860,179714,8074250610,-0.002,0.17,200345,201083,204702,-0.022,0.193,310640,297220,75320,1418264434,-0.205,0.149,19.234,19.498,19.306,19.416,19.522,19.095,19.176,19.265,19.406,19.502,0.34,-0.344,-0.376,0.052,0.029,-0.007,38.76,45.893,-1.93
6617118749,428.717,0.0824,0.0429,178678307672,1.258,19.108,176391244645,171621378964,168569815210,153120749927,178428156943,176318459721,173236999804,169018358284,151213351534,178678307672,177957161672,174264894156,170622513116,162672127419,37979534018,65324007870,3.6061125105781e+20,0.599,94.585,57.628,1.3008280415242632e+18,1.299086803617266e+18,1.2608941649368056e+18,1.1661291253812746e+18,1.2944372886238264e+18,1.2950014819824463e+18,1.1391723919081956e+18,1.2933742491208046e+18,1.3051485293509092e+18,1.3080513385192192e+18,1.2836113533313907e+18,1.2169529499877947e+18,1.5661627659135626e+17,2.4676348582207206e+17,6.1321645233351e+33,1.5223054483765e+34,0.323,0.57,1.225,1.224,1.264,1.376,1.223,1.225,1.265,1.448,1.222,1.214,1.234,1.254,1.303,0.127,0.362,-0.555,0.033,-0.188,-0.347,-0.327,48.683,-30.621,1267540388,237075521,226972118,6268599147,1.2879085626453312e+16,9.8238338162396e+18,0.344,0.083,0.088,0.084,0.087,0.084,0.025,0.1,0.286,0.043,0.043,0.041,0.043,0.043,0.043,0.043,0.042,0.005,0.004,0.053,0.028,0.178,53.525,52.793,4.496,9.105,9.656,9.471,9.58,9.665,0.009,6603804154,6581370437,6525413147,6458291421,6605573204,6579542775,6537997867,6476734432,6279928850,6606617247,6596634018,6556929403,6500309760,6384093191,171488585,598276957,330812274,688115377,7352083682918400.0,8.948382940496691e+16,0.077,0.208,58.53,56.091,5.262,11.606,5086,9710,6150,6097,7332,5528,6988,2179.0,2181.0,30471.0,1187548,1189038,232125201,0.26,119.961,148.807,124.795,138.629,27.404,2741.0,-0.539,0.157,1.149,1.156,1.158,1.144,1.148,1.159,1.12,1.132,1.162,1.175,0.388,0.042,0.038,0.06,0.314,733579,722316,720596,722734,742256,725450,709378,732236,727444,725427,177408,7868398397,0.001,0.169,201958,201639,205108,-0.011,0.191,310115,297179,74705,1395192895,-0.196,0.146,19.199,19.494,19.28,19.396,19.513,19.099,19.145,19.236,19.382,19.493,0.35,-0.312,-0.354,0.056,0.031,-0.009,39.703,46.108,-1.821
6739842686,436.562,0.0871,0.0437,178678307672,1.367,19.119,178080786701,172466149992,169009197629,153846572236,178553232307,176908421709,173962507519,169641580825,151816976943,178678307672,178528927429,175205817984,171274673920,163233831985,37404347445,65324007870,3.4977130194719e+20,0.597,94.585,57.628,1.2987086638807288e+18,1.3032488962137907e+18,1.2675902764366902e+18,1.1724392478945044e+18,1.3127553896255442e+18,1.2998110831350884e+18,1.14338999847345e+18,1.3084969736723034e+18,1.308695040405951e+18,1.3123162301205522e+18,1.288139051763033e+18,1.220578100872322e+18,1.5075870146920544e+17,2.339340675565991e+17,5.6820465171703e+33,1.3681286990894e+34,0.322,0.567,1.255,1.23,1.267,1.371,1.295,1.261,1.271,1.447,1.293,1.249,1.249,1.26,1.303,0.137,0.345,-0.519,0.03,-0.172,-0.339,-0.329,50.456,-27.518,1246952368,242711038,238629479,6271517913,1.4236007053000704e+16,9.8329842338474e+18,0.327,0.087,0.088,0.086,0.087,0.086,0.025,0.084,0.284,0.043,0.043,0.041,0.043,0.043,0.043,0.043,0.042,0.005,0.002,0.067,0.03,0.177,56.093,53.331,6.543,5.405,9.601,9.452,9.561,9.649,0.009,6650338319,6611510018,6543849107,6473624633,6672707945,6619617753,6564910510,6493709158,6290036847,6674636513,6636252081,6585520008,6518474358,6394675797,186525333,606728431,459996364,488839892,8697925006336000.0,9.202984724600422e+16,0.079,0.207,62.064,56.94,7.325,7.82,5220,9691,6425,6234,7352,5730,6955,2354.0,2425.0,30473.0,1385882,1470069,232149559,0.249,120.444,148.939,126.03,138.528,11.919,2736.0,-0.53,0.152,1.118,1.151,1.153,1.118,1.133,1.151,1.118,1.117,1.155,1.172,0.39,0.035,0.038,0.059,0.311,732102,721637,718685,721142,730903,723605,709103,728839,725911,724858,175730,7720217407,0.004,0.168,202549,201968,205296,-0.0005,0.189,309559,296914,74308,1380415522,-0.186,0.143,19.158,19.49,19.258,19.378,19.504,19.109,19.125,19.211,19.359,19.485,0.358,-0.228,-0.38,0.06,0.032,-0.012,40.079,46.193,-1.948
6844381753,443.215,0.0893,0.0443,178678307672,1.17,19.069,178678307672,173310921020,169448580047,154572394546,178615769990,177350893200,174591280873,170224595461,152407335860,178678307672,178678307672,176034105674,171898487471,163779584412,36762900690,65324007870,3.3787771678614e+20,0.594,94.585,57.628,1.3567372895491986e+18,1.3198495827773883e+18,1.2759068995570924e+18,1.1785708590489114e+18,1.3795924492541153e+18,1.3193602065681014e+18,1.1500502074934332e+18,1.3823573961732815e+18,1.3408439284842662e+18,1.3314069784764052e+18,1.2996770667595492e+18,1.2265998648500844e+18,1.614009997990043e+17,2.3340946711816416e+17,6.5125706840295e+33,1.3619994835096e+34,0.324,0.565,1.265,1.215,1.263,1.362,1.232,1.238,1.265,1.44,1.25,1.234,1.238,1.254,1.299,0.143,0.325,-0.786,0.026,-0.173,-0.332,-0.33,47.391,-40.18,1230302975,286367747,272929596,6269243254,1.862264111712307e+16,9.8258527455391e+18,0.311,0.086,0.088,0.087,0.087,0.087,0.025,0.07,0.282,0.044,0.043,0.041,0.044,0.043,0.044,0.043,0.042,0.005,0.005,0.085,0.033,0.175,58.123,53.782,6.725,12.615,9.595,9.467,9.561,9.651,0.009,6733781063,6657182471,6571047481,6489566260,6758544849,6675808753,6602173342,6516333197,6302220251,6771658230,6694470014,6625591028,6542394172,6407436590,224861458,614880646,478248805,903075360,1.2640668839665664e+16,9.451955233144013e+16,0.082,0.205,64.713,57.646,7.512,15.2,5419,9650,6966,6508,7420,6069,6973,3188.0,3058.0,30458.0,2540086,2337489,231927079,0.239,121.356,149.064,126.988,138.411,11.207,2731.0,-0.52,0.146,1.107,1.151,1.155,1.119,1.132,1.149,1.118,1.117,1.153,1.172,0.39,0.033,0.038,0.059,0.309,734605,719747,719276,721919,731104,724128,709600,730182,726751,725090,175291,7681690132,0.006,0.167,202802,202203,205397,0.01,0.187,309222,296768,74151,1374580971,-0.176,0.14,19.123,19.485,19.233,19.358,19.494,19.092,19.102,19.183,19.333,19.476,0.369,-0.232,-0.396,0.064,0.034,-0.014,38.932,45.859,-2.037
