Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-mom-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-7,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-30,size-btc-ema-90,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-wma-90,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2014-04-10,5020359905,407.703,0.0864,0.0408,4.968287188982646e+16,31.917,19.166,5880790054,5443825322,4868013795,3396812828,6093586764,5882695315,5536400401,4973815888,3647508217,6040003268,5690199054,5223073272,4104173766,2528352184,4701244694,1.5981411912702031e+18,1.482,1.403,1.689,100.0,100.0,4.764476929290626e+16,4.593520587847818e+16,2.8746586282922188e+16,4.786221132229695e+16,4.5520302937711816e+16,4.151212373757546e+16,3.0717361034971844e+16,4.76884254910809e+16,4.719219685585598e+16,4.688593875914513e+16,4.3852614579224136e+16,3.448156485982803e+16,3.5345644724045936e+16,1.418,35.155,37.417,42.456,57.17,34.794,37.793,43.362,56.7,142.372,34.663,36.132,39.655,48.845,82.822,143.862,-244.754,5174.0,-2.411,-1.948,-1.046,40.876,-88.464,6.423991794641699e+16,5.141394219287645e+16,0.094,0.108,0.142,0.101,0.133,0.106,0.08,-0.11,-0.77,-0.041,0.044,0.043,0.043,0.044,0.027,-0.022,-0.044,-1.122,-0.578,0.047,34.188,-34.864,-51.821,8.509,8.53,8.616,0.041,5413748490,5570400337,5757476215,6674130592,5324261538,5537856637,5847597278,7278305381,5311660231,5497431768,5616777653,6180079838,646551201,1834942148,2978971334,-2770869103,-4998089218,104507113749311488,8.417531717276713e+17,2.2185675519292948e+18,-0.515,0.387,33.403,45.956,-49.889,5968,6581,13085224,0.089,107.903,161.893,208.805,301.94,-1.027,-0.002,-42.099,0.437,0.357,0.316,0.321,0.327,0.406,0.375,0.345,0.358,0.426,0.39,0.344,0.324,0.33,0.15,0.13,0.129,0.006,0.004,-0.511,233802,218606,220339,211781,224999,213518,221284,223046,84583,1788589138,0.094,0.254,64940,64647,65926,14984,103700,37935,359761021,0.121,19.199,19.227,19.254,19.164,20.453,19.221,19.234,19.399,20.12,19.19,19.217,19.244,19.199,19.963,2.015,-1.909,1.015,-0.179,31.97,39.244,-9.059,0.357,435.408,445.112,458.698,428.856,443.674,467.336,514.011,592.361,428.123,440.563,448.647,493.047,584.764,46.89,151.164,273.527,-218.224,-438.517,549.664,5713.0,18704.0,-0.573,0.364,34.113,-34.864,-51.821,403.328,621.434,0,1,1,1
2014-04-11,5068919648,403.328,0.0858,0.0403,4.644150338054919e+16,36.814,19.141,6039770840,5523315715,4944813871,3449048880,6106656426,5941953009,5614177159,5047745578,3701842676,6099737277,5780319156,5303828904,4164018013,2556800032,4701244694,1.6343066013932462e+18,1.515,1.409,1.684,100.0,100.0,4.722875776909231e+16,4.597954456066568e+16,2.9102720394775148e+16,4.715185735142307e+16,4.564312966342346e+16,4.183014823067054e+16,3.106294658102849e+16,4.757544525716204e+16,4.689138037776671e+16,4.69534450927546e+16,4.420903699715648e+16,3.487046413669895e+16,3.2052070066766544e+16,1.411,35.803,36.388,41.668,55.39,35.804,37.548,42.488,55.417,140.052,35.492,35.981,38.902,47.532,80.979,137.983,-292.127,4760.0,-2.455,-1.958,-1.049,41.763,-88.808,6.152744852887979e+16,5.150193142707398e+16,0.085,0.104,0.141,0.098,0.132,0.095,0.08,-0.112,-0.772,-0.048,0.042,0.042,0.041,0.043,0.027,-0.023,-0.05,-1.154,-0.595,0.041,33.9,-36.682,-55.16,8.528,8.53,8.616,0.042,5225758554,5500212992,5667766098,6581204003,5196590593,5420622390,5743773594,7229747453,5139245810,5372061596,5524970110,6076517842,655223682,1868037310,2991108385,-2787797675,-5522110844,107329518305705984,8.723908475273052e+17,2.23668234323814e+18,-0.534,0.375,33.931,46.079,-52.14,5823,6534,13133565,0.08,106.423,160.79,209.669,232.272,-1.028,-0.012,-47.785,0.401,0.365,0.319,0.32,0.328,0.368,0.364,0.343,0.357,0.372,0.383,0.346,0.325,0.33,0.149,0.129,0.128,0.006,0.004,-0.509,237470,218868,219812,212707,224912,213741,221498,223307,83246,1732476446,0.093,0.253,64981,64667,65947,14865,104136,37676,354866918,0.12,19.173,19.212,19.247,19.165,20.432,19.201,19.221,19.383,20.098,19.161,19.195,19.229,19.198,19.934,2.029,-1.931,1.029,-0.176,31.538,39.078,-9.164,0.354,419.38,439.246,451.603,416.092,433.587,458.802,506.871,588.207,412.083,430.117,441.264,484.624,579.219,48.176,153.175,273.646,-233.656,-496.148,580.241,5866.0,18720.0,-0.591,0.353,33.822,-36.682,-55.16,425.31,616.557,1,1,1,1
2014-04-12,5329088351,425.31,0.0811,0.0425,4.9734403587952296e+16,34.498,19.145,6119726089,5602806108,5008203635,3501284932,6113191258,5986396279,5681583683,5116905611,3754982971,6119726089,5859840540,5379629692,4222714216,2580709051,4701244694,1.6650148012269975e+18,1.532,1.414,1.678,100.0,100.0,4.6781152856652456e+16,4.65062314933434e+16,2.950160797360849e+16,4.844313046968768e+16,4.618863285336064e+16,4.234010018920485e+16,3.147330827348835e+16,4.862818156913007e+16,4.75177918324817e+16,4.745409296305948e+16,4.474737181939569e+16,3.5323907723362188e+16,3.589988209500108e+16,1.404,34.409,36.083,40.44,54.215,35.151,36.786,41.423,54.068,137.732,34.84,35.509,37.947,46.184,79.155,131.128,-300.632,4299.0,-2.49,-1.969,-1.051,41.459,-89.706,6.209520346931258e+16,5.215160833593667e+16,0.075,0.084,0.139,0.093,0.131,0.084,0.08,-0.128,-0.776,-0.055,0.041,0.042,0.042,0.043,0.027,-0.021,-0.047,-1.175,-0.612,0.035,36.668,-33.42,-52.42,8.55,8.539,8.625,0.042,5139455968,5445062757,5599991257,6496562553,5262839472,5397738880,5688482228,7187974726,5190910709,5329280435,5479813077,5995736187,580812335,1857162554,2993837811,-2539243519,-5106939526,84335742099013632,8.622631877541069e+17,2.240766210243748e+18,-0.552,0.363,36.709,46.735,-48.936,5721,6460,13257586,0.071,104.669,159.781,222.0,214.157,-1.031,-0.021,-51.833,0.309,0.36,0.319,0.315,0.328,0.297,0.329,0.328,0.355,0.284,0.349,0.333,0.319,0.327,0.149,0.133,0.128,0.006,0.004,-0.508,234326,218659,216919,213192,221367,212779,218282,222368,81723,1669663191,0.086,0.252,63858,64292,65571,14994,104337,37127,344610819,0.113,19.151,19.202,19.241,19.166,20.411,19.187,19.211,19.367,20.077,19.147,19.179,19.216,19.196,19.906,2.043,-1.91,1.043,-0.174,31.664,39.112,-9.073,0.351,412.114,435.46,446.316,420.701,431.518,454.336,501.609,584.626,415.048,426.633,437.759,478.123,574.278,41.905,151.394,272.725,-213.481,-468.568,439.009,5730.0,18595.0,-0.608,0.341,36.634,-33.42,-52.42,415.876,622.121,0,1,1,1
2014-04-13,5150414718,415.876,0.084,0.0416,5.707189820625923e+16,34.141,19.131,6119726089,5682296500,5070520574,3550056730,6116458673,6019728731,5740002670,5181603706,3806955347,6119726089,5928763204,5451340818,4280262373,2610721230,4389461801,1.7039663349025567e+18,1.533,1.418,1.673,100.0,100.0,4.850477358724777e+16,4.776238470780743e+16,2.994347489842721e+16,5.275751433797346e+16,4.763973490041378e+16,4.3290538770950296e+16,3.2035914645637164e+16,5.285433419587168e+16,5.009047816988339e+16,4.886284852478158e+16,4.573219888171661e+16,3.5929848168035828e+16,3.976802323368474e+16,1.403,35.151,35.441,39.897,53.042,34.646,36.125,40.452,52.782,135.455,34.706,35.024,37.107,44.889,77.398,130.755,-170.906,4274.0,-2.516,-1.979,-1.053,41.411,-83.35,6.30473071626792e+16,5.287609478193427e+16,0.065,0.084,0.138,0.091,0.13,0.083,0.08,-0.104,-0.781,-0.062,0.041,0.042,0.042,0.042,0.027,-0.022,-0.042,-1.191,-0.628,0.029,35.999,-34.293,-50.338,8.541,8.521,8.607,0.042,5182807572,5351963696,5543449671,6408046584,5206627095,5335907839,5616739894,7143193187,5196390084,5255618426,5419869539,5908887939,590664098,1852227814,3014550168,-2655479057,-4848081840,87221019286851584,8.576869691055473e+17,2.2718781782993715e+18,-0.57,0.352,35.644,46.344,-48.488,5645,6381,13380318,0.062,103.575,158.261,297.229,253.608,-1.038,-0.03,-66.258,0.259,0.352,0.313,0.309,0.327,0.259,0.302,0.313,0.352,0.24,0.314,0.32,0.313,0.325,0.158,0.132,0.13,0.006,0.004,-0.507,227168,213651,212135,213146,217554,211668,214756,221248,81833,1674151352,0.072,0.251,63027,63999,65270,15079,104526,36756,337752069,0.103,19.139,19.183,19.234,19.167,20.389,19.173,19.2,19.352,20.056,19.137,19.161,19.201,19.194,19.878,2.056,-1.909,1.056,-0.172,31.406,39.016,-9.074,0.348,414.838,429.253,442.491,418.288,427.607,449.208,496.077,580.918,416.929,421.737,433.7,471.472,569.244,42.54,149.654,273.818,-217.048,-421.539,452.409,5599.0,18744.0,-0.624,0.329,35.956,-34.293,-50.338,445.898,632.056,1,1,1,1
2014-04-14,5628122040,445.898,0.0977,0.0446,5.683808790325496e+16,37.973,19.146,6119726089,5761786893,5132837513,3598169831,6118092381,6044728071,5790632460,5242127731,3857785473,6119726089,5987087149,5519031497,4336738623,2638622854,4330179138,1.7405826414359654e+18,1.521,1.419,1.667,100.0,100.0,5.001261208902519e+16,4.8936532071917096e+16,3.041518567917065e+16,5.479780112061421e+16,4.886618196745927e+16,4.416457419884092e+16,3.25810173545958e+16,5.5732077285039016e+16,5.217380674888519e+16,5.007294228417459e+16,4.66447575956343e+16,3.652093856374633e+16,4.245397026690981e+16,1.406,35.537,35.556,38.964,51.735,36.309,36.587,40.122,51.827,133.313,36.116,35.656,36.85,43.917,75.766,128.885,-200.702,4153.0,-2.516,-1.987,-1.055,42.157,-84.09,6.319624718631698e+16,5.286768555030182e+16,0.055,0.088,0.136,0.093,0.129,0.09,0.077,-0.14,-0.784,-0.068,0.043,0.043,0.043,0.043,0.027,-0.019,-0.04,-1.187,-0.643,0.023,39.627,-29.387,-47.189,8.525,8.498,8.583,0.042,5369208370,5345398604,5531270901,6334481821,5417374567,5408961389,5618257513,7109894920,5419047318,5324658011,5431159188,5858570227,575964485,1794070112,3010420924,-2206942901,-4491101721,82933772061814784,8.046718915618323e+17,2.265658535603462e+18,-0.586,0.341,40.423,47.533,-44.382,5576,6319,13290392,0.052,104.125,157.138,304.512,257.076,-1.041,-0.039,-46.725,0.255,0.344,0.315,0.311,0.326,0.288,0.306,0.314,0.351,0.27,0.305,0.321,0.313,0.325,0.157,0.131,0.129,0.006,0.004,-0.506,223229,214126,213136,213608,217457,211765,215008,221312,81423,1657409538,0.059,0.25,63479,64132,65389,15038,105079,36655,335892651,0.099,19.14,19.166,19.224,19.168,20.369,19.166,19.193,19.339,20.036,19.141,19.151,19.189,19.193,19.85,2.068,-1.854,1.069,-0.169,32.035,39.182,-8.828,0.345,429.028,428.091,441.698,432.093,432.18,448.767,492.84,577.95,432.46,425.898,434.154,467.225,564.973,41.836,144.602,273.358,-185.566,-398.431,437.563,5227.0,18681.0,-0.639,0.318,39.635,-29.387,-47.189,487.666,629.664,1,1,0,1
2014-04-15,6170470953,487.666,0.111,0.0488,5.761818087510478e+16,38.65,19.124,6119726089,5841277286,5195154452,3646282933,6118909235,6063477575,5834511610,5298746980,3907498454,6119726089,6034812375,5582701728,4392157442,2662757373,4330179138,1.7725692068908933e+18,1.495,1.418,1.662,100.0,100.0,5.202133763780284e+16,4.982192549566729e+16,3.088864412687708e+16,5.6207990997859496e+16,5.003311515514534e+16,4.503254882311601e+16,3.313128468471687e+16,5.726710277301364e+16,5.4075198945405096e+16,5.123049545793295e+16,4.755816946499874e+16,3.71188065900306e+16,4.261126029357801e+16,1.412,36.921,36.096,38.499,50.331,37.48,37.102,39.925,50.977,131.232,37.673,36.43,36.808,43.073,74.199,125.536,-225.253,3940.0,-2.492,-1.995,-1.058,42.291,-85.355,6.293132960913485e+16,5.2965259755308e+16,0.046,0.097,0.135,0.097,0.129,0.102,0.075,-0.125,-0.783,-0.075,0.045,0.046,0.046,0.044,0.027,-0.014,-0.037,-1.149,-0.654,0.017,44.18,-22.795,-43.15,8.526,8.485,8.569,0.042,5649669237,5422195961,5538804811,6279533288,5793922760,5599338780,5691885972,7089248240,5819678609,5530926099,5516385862,5847988881,605685485,1707743103,2983063426,-1648455974,-4088730640,91713726639603712,7.290966267204895e+17,2.224666851544785e+18,-0.598,0.33,45.203,48.835,-39.854,5590,6268,13324271,0.043,105.498,156.224,264.298,250.689,-1.038,-0.047,-40.056,0.3,0.333,0.321,0.313,0.326,0.325,0.32,0.32,0.351,0.324,0.31,0.327,0.316,0.326,0.158,0.132,0.129,0.006,0.004,-0.505,215935,215812,215607,214490,219010,212419,216841,221926,80892,1635868523,0.05,0.248,64069,64318,65561,15110,105524,36547,333925059,0.098,19.134,19.152,19.211,19.168,20.347,19.156,19.184,19.325,20.016,19.132,19.141,19.176,19.19,19.823,2.078,-1.968,1.08,-0.167,31.605,39.028,-9.329,0.342,449.814,433.27,442.51,459.88,446.052,453.954,492.506,575.966,461.779,440.792,440.283,466.071,561.717,44.825,136.894,271.002,-143.982,-370.14,502.329,4685.0,18361.0,-0.65,0.307,44.245,-22.795,-43.15,517.354,621.8,1,1,0,1
2014-04-16,6496569317,517.354,0.108,0.0517,5.133907557390285e+16,40.201,19.146,6119726089,5920767679,5257471391,3694396034,6119317662,6077539704,5872540207,5351713374,3956118841,6119726089,6071938882,5642351511,4446518830,2683226439,4330179138,1.7999260312673523e+18,1.459,1.415,1.656,100.0,100.0,5.267514591669282e+16,5.036820363699602e+16,3.126928221212937e+16,5.377353328588117e+16,5.020724321097968e+16,4.543942151671516e+16,3.3531455913050628e+16,5.434861272919522e+16,5.390463342943009e+16,5.143278213503102e+16,4.801466842085343e+16,3.756826662183337e+16,3.4257427672706416e+16,1.414,38.941,36.313,37.606,49.414,38.84,37.877,39.962,50.281,129.232,39.312,37.456,37.035,42.419,72.72,123.508,-191.719,3814.0,-2.439,-2.0,-1.06,42.607,-82.666,6.306423829251355e+16,5.293510315889382e+16,0.037,0.105,0.134,0.1,0.128,0.107,0.074,-0.092,-0.778,-0.081,0.048,0.049,0.05,0.046,0.027,-0.011,-0.034,-1.072,-0.661,0.011,47.113,-17.227,-39.428,8.54,8.497,8.581,0.042,6098387437,5551992133,5590959610,6238905420,6145246039,5823646415,5799177085,7076222329,6243128650,5799519438,5644087796,5861991205,776700486,1625166907,2948870335,-1218836061,-3685976197,150815911238623232,6.602918689571717e+17,2.173959063397876e+18,-0.605,0.319,47.807,49.595,-36.199,5620,6253,13278523,0.034,106.127,155.443,297.517,268.988,-1.03,-0.056,-35.117,0.346,0.312,0.327,0.314,0.327,0.342,0.33,0.325,0.351,0.353,0.317,0.332,0.319,0.326,0.156,0.133,0.129,0.006,0.004,-0.503,219826,221156,217592,215730,222363,213706,220414,223167,80898,1636141756,0.049,0.247,64351,64409,65638,15022,105953,36038,324676794,0.098,19.138,19.143,19.195,19.17,20.324,19.153,19.179,19.313,19.997,19.138,19.139,19.167,19.188,19.797,2.086,-2.026,1.088,-0.164,32.518,39.263,-9.57,0.339,483.64,443.305,446.155,488.617,463.877,462.407,494.109,574.678,495.549,461.813,450.263,467.142,559.204,58.264,129.096,267.897,-107.672,-336.754,848.663,4166.0,17942.0,-0.657,0.296,47.21,-17.227,-39.428,505.461,621.061,0,0,0,1
2014-04-17,6281237538,505.461,0.117,0.0505,5.264973210125334e+16,40.706,19.092,6149501050,6015145552,5326735821,3744824966,6223734239,6140192482,5933288289,5414709338,4008251412,6171832271,6126256634,5711427603,4504403550,2708609156,4538603866,1.834140889933288e+18,1.423,1.411,1.65,100.0,100.0,5.3098983089753816e+16,5.037187619133005e+16,3.1684823907514056e+16,5.3211632693567256e+16,5.05329083963495e+16,4.590460284474988e+16,3.395163780729684e+16,5.304092138777811e+16,5.3898279975570216e+16,5.1736985930265336e+16,4.852548032630522e+16,3.803816661939653e+16,3.739875258462178e+16,1.413,39.852,37.569,37.493,48.437,39.773,38.584,40.061,49.664,127.286,40.195,38.554,37.448,41.857,71.299,122.385,-165.076,3745.0,-2.363,-2.003,-1.062,42.712,-80.219,9993166978042064.0,5.281033230763888e+16,0.028,0.112,0.133,0.104,0.128,0.113,0.072,-0.088,-0.769,-0.088,0.05,0.05,0.051,0.048,0.027,-0.011,-0.032,-0.977,-0.664,0.005,46.109,-17.612,-38.561,8.53,8.498,8.581,0.042,6316092603,5732117509,5651258923,6194542556,6213241788,5938044195,5863451812,7058750136,6334553700,5981830789,5736124853,5864722309,847401613,1543406553,2928603552,-1330885908,-3552520842,179522373549379584,5.955259473377116e+17,2.144179691129684e+18,-0.609,0.308,46.304,49.108,-36.126,4839,6246,13273158,0.026,105.514,154.417,295.79,261.904,-1.021,-0.064,-47.416,0.358,0.31,0.334,0.317,0.327,0.348,0.336,0.329,0.351,0.357,0.327,0.336,0.322,0.327,0.152,0.133,0.128,0.006,0.004,-0.502,215440,224621,219199,216105,222445,213924,220803,223341,80728,1629258055,0.048,0.246,64394,64422,65638,14965,106229,35549,315925739,0.095,19.12,19.132,19.179,19.169,20.301,19.138,19.167,19.299,19.977,19.115,19.126,19.153,19.183,19.77,2.093,-2.153,1.095,-0.161,31.441,38.887,-10.136,0.337,503.494,457.271,451.191,497.039,474.273,468.148,494.842,573.156,506.46,477.352,458.17,467.678,556.512,65.286,121.73,265.895,-108.05,-317.249,1066.0,3705.0,17675.0,-0.66,0.285,46.192,-17.612,-38.561,485.296,617.3,0,0,0,1
2014-04-18,5972292967,485.296,0.104,0.0485,5.436121580177467e+16,35.818,19.054,6272231987,6156001414,5417689978,3802483807,6601288445,6349855024,6072695537,5515621165,4073539132,6379167671,6254749580,5818015140,4575480862,2760106516,5189295699,1.9045469953225871e+18,1.416,1.41,1.645,100.0,100.0,5.423037057850031e+16,5.072956417379633e+16,3.213003816593353e+16,5.378642424767096e+16,5.104334938373953e+16,4.645019077746116e+16,3.4400199961021628e+16,5.328703119695526e+16,5.421383815357542e+16,5.226889787832462e+16,4.910244700209914e+16,3.853654885883082e+16,4.006928325775274e+16,1.411,38.908,37.427,36.907,47.033,37.795,37.893,39.495,48.77,125.276,38.177,38.116,37.225,41.043,69.811,118.877,-219.654,3533.0,-2.291,-2.006,-1.065,41.94,-85.98,5592903754012560.0,5.261655955997264e+16,0.019,0.109,0.132,0.104,0.128,0.109,0.071,-0.103,-0.758,-0.094,0.05,0.049,0.05,0.048,0.026,-0.013,-0.035,-0.879,-0.665,-0.001,44.448,-20.934,-42.013,8.538,8.509,8.591,0.042,6250033274,5861170841,5680691916,6137436855,6092767378,5946606388,5877963966,7034871956,6162653883,6041874654,5778929392,5850383626,861222022,1441966006,2909589853,-1713171029,-3962749090,185425842910617600,5.1981649088016384e+17,2.1164282780470395e+18,-0.612,0.298,44.239,48.417,-39.887,4748,6241,13259438,0.018,105.764,153.705,290.197,261.064,-1.01,-0.072,-37.304,0.339,0.306,0.335,0.316,0.327,0.326,0.328,0.326,0.35,0.33,0.326,0.332,0.321,0.326,0.15,0.133,0.128,0.006,0.004,-0.5,212844,225157,218622,216783,221351,213739,219918,223108,79323,1573041859,0.045,0.245,63906,64256,65456,14786,106600,34597,299242350,0.09,19.097,19.12,19.166,19.169,20.276,19.117,19.152,19.283,19.957,19.082,19.107,19.136,19.176,19.742,2.099,-2.186,1.102,-0.159,30.709,38.626,-10.29,0.333,502.704,468.98,454.113,491.167,477.029,470.434,494.226,571.225,497.36,484.358,462.717,467.145,553.455,67.433,113.254,263.615,-128.487,-351.61,1137.0,3207.0,17373.0,-0.662,0.275,44.509,-20.934,-42.013,490.961,617.851,1,0,0,1
2014-04-19,6132827987,490.961,0.116,0.0491,5.685324045645639e+16,34.435,19.054,6394962925,6257344507,5508644136,3860142648,6790065547,6507101930,6193515152,5610022551,4137391956,6555820336,6364461745,5918734667,4645290946,2805925171,5189295699,1.9683040167990804e+18,1.424,1.411,1.64,100.0,100.0,5.52473472740009e+16,5.1014250065326696e+16,3.25891945738048e+16,5.531983235206368e+16,5.181800152676844e+16,4.712135527288021e+16,3.489367337850371e+16,5.532198084569495e+16,5.486955562306445e+16,5.3085388049345976e+16,4.979127050500943e+16,3.907991594213902e+16,4.132407670841475e+16,1.409,36.986,37.418,36.75,45.737,36.115,37.028,38.821,47.845,123.279,35.941,37.369,36.896,40.23,68.347,116.508,-195.346,3394.0,-2.226,-2.008,-1.067,41.719,-85.014,5425649541055504.0,5.303119034723834e+16,0.01,0.112,0.131,0.107,0.127,0.112,0.069,-0.085,-0.743,-0.1,0.049,0.049,0.049,0.049,0.026,-0.011,-0.035,-0.781,-0.663,-0.006,45.023,-17.625,-41.711,8.544,8.521,8.602,0.042,6128786164,5975990789,5710526773,6093735999,6112797683,5993161788,5911945835,7015046814,6104051239,6109788940,5839214202,5850086280,892306881,1357964072,2877682575,-1311025672,-3969843640,199052892572033024,4.6101660524785664e+17,2.070264250147217e+18,-0.612,0.288,45.544,48.796,-39.295,4696,6185,13221150,0.009,104.646,152.709,285.917,269.279,-1.003,-0.08,-51.408,0.325,0.319,0.339,0.316,0.327,0.322,0.325,0.325,0.35,0.319,0.328,0.33,0.321,0.326,0.145,0.133,0.127,0.005,0.004,-0.499,216168,225247,217844,217346,219537,213288,218280,222590,77913,1517591302,0.038,0.244,63226,64016,65197,14542,106869,33788,285401968,0.081,19.067,19.107,19.154,19.169,20.252,19.101,19.139,19.268,19.937,19.06,19.091,19.121,19.169,19.715,2.105,-2.19,1.107,-0.156,30.699,38.622,-10.307,0.33,493.906,478.359,456.909,491.064,480.512,473.171,494.015,569.461,491.489,489.853,467.63,467.254,550.607,70.017,106.108,260.753,-105.048,-351.333,1226.0,2815.0,16998.0,-0.66,0.264,45.09,-17.625,-41.711,501.271,622.126,1,0,0,1
