Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-rsi-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-var-30,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-wma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-30,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,sentbyaddress-btc-sma-30,sentbyaddress-btc-wma-90,activeaddresses-btc-ema-90,price-btc-sma-3,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-trx-14,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2014-02-08,8768379035,696.661,0.0697,2.253585230020981e+16,2009595026,100.0,178.601,214.725,374.186,178.32,215.583,356.903,169.987,192.519,298.392,349.017,30453.0,0.187,0.18,0.194,0.105,0.0012,0.074,0.072,9534048151,9197461530,8482470196,8949345846,9330743231,9733381546,7658,10218,206.077,199.99,88263,88942,137850,741.633,810.375,831.914,770.182,733.573,712.085,724.354,816.598,-0.108,676.229,587.908,630.301,443.871
2014-02-09,8656605604,676.229,0.0676,2.145368187398843e+16,2049692461,100.0,172.905,209.138,371.964,169.088,208.712,351.457,160.717,185.703,292.565,353.17,31182.0,0.186,0.176,0.193,0.102,0.001,0.07,0.069,9352956712,9251873742,8486297348,8738469483,9111382595,9654167208,7554,10084,202.852,197.115,88282,88702,137660,700.263,797.165,826.248,774.206,704.901,711.297,691.651,806.554,-0.19,659.682,633.999,625.927,449.566
2014-02-10,8263767949,659.682,0.066,1.8620012395217788e+16,2089789897,100.0,167.608,202.795,369.654,165.028,204.191,346.779,156.148,181.155,287.437,356.508,31775.0,0.185,0.172,0.191,0.102,0.001,0.068,0.067,9126090662,9298894546,8481406592,8478815682,8839085404,9552537201,7576,9990,203.988,198.506,88855,88821,138403,677.524,782.925,818.255,777.796,682.292,710.163,671.361,795.808,-0.283,661.433,630.288,636.984,442.545
2014-02-11,8368343763,661.433,0.0661,2.185270811362049e+16,2129887332,100.0,164.649,195.774,367.465,159.624,199.049,341.894,150.4,176.103,282.049,360.065,32412.0,0.183,0.169,0.19,0.102,0.001,0.067,0.066,8905537600,9342744440,8478921695,8381528799,8649648679,9462658886,7535,9875,202.811,197.631,89736,88938,138766,665.781,773.155,810.507,781.045,671.862,709.092,663.315,785.69,-0.378,634.091,628.232,638.79,438.129
2014-02-12,8048705154,634.091,0.0634,2.151405461256286e+16,2159592004,100.0,160.972,193.326,364.258,155.891,194.7,337.273,145.997,171.965,276.866,363.255,32988.0,0.183,0.168,0.189,0.101,0.001,0.065,0.065,8653213923,9378768982,8469466386,8191095156,8435440568,9356605358,7455,9747,199.923,194.946,90147,88919,140444,651.736,759.479,803.729,783.635,652.977,707.443,647.47,774.308,-0.478,574.95,622.409,632.924,437.341
2014-02-13,7662793967,574.95,0.0575,2.367278011727253e+16,2187320587,100.0,153.737,188.985,360.919,149.562,189.133,332.243,138.991,166.487,271.243,367.055,33682.0,0.182,0.164,0.187,0.101,0.001,0.062,0.061,8384691069,9409051525,8451737322,7909022662,8187835579,9229847434,7343,9607,198.599,193.742,90783,89058,140963,623.491,742.501,794.75,785.448,613.963,704.532,609.077,759.548,-0.592,547.519,597.613,631.464,441.538
2014-02-14,7407335344,547.519,0.0548,2.382948882714285e+16,2215049171,100.0,147.941,183.858,357.514,144.301,184.035,327.361,133.173,161.398,265.731,370.596,34335.0,0.18,0.16,0.186,0.101,0.001,0.059,0.057,8167990117,9435598376,8428783432,7599383187,7943496647,9091890953,7242,9471,197.8,193.058,91582,89405,141762,585.52,722.713,784.407,786.883,580.741,701.081,571.091,743.598,-0.718,587.908,565.081,631.648,445.787
2014-02-15,7874711432,587.908,0.0588,2.3929476324026176e+16,2242777754,100.0,142.687,179.966,354.249,140.416,179.592,322.697,128.803,156.966,260.404,373.887,34948.0,0.179,0.157,0.184,0.102,0.001,0.057,0.057,8040323316,9462661484,8416606026,7683599825,7870176976,8990220814,7438,9435,194.721,190.084,92298,89524,141954,570.126,704.809,775.534,788.379,584.325,698.593,572.285,730.921,-0.834,633.999,578.305,625.026,444.766
2014-02-16,7519183334,633.999,0.0634,2.5659812321847684e+16,2270506338,100.0,137.391,177.131,350.886,137.791,175.794,318.258,125.876,153.145,255.272,376.772,35489.0,0.178,0.154,0.183,0.103,0.001,0.059,0.06,7877834420,9472779307,8396882450,7619051368,7739891980,8870576462,7382,9315,191.111,186.486,92277,89197,141640,589.809,690.402,769.243,789.307,609.162,697.174,604.222,721.789,-0.922,630.288,618.523,613.511,446.281
2014-02-17,7660118530,630.288,0.063,2.716073096444889e+16,2314955311,100.0,131.372,171.631,346.075,131.482,170.289,313.252,119.619,147.554,249.549,378.885,35889.0,0.179,0.159,0.184,0.104,0.001,0.062,0.062,7791598789,9477588848,8380689836,7648905615,7685463008,8765002284,7238,9167,187.987,183.263,93040,89164,142492,617.399,677.071,762.356,789.623,619.725,695.704,624.462,712.825,-0.989,628.232,570.345,613.783,445.298
2014-02-18,7632701539,628.232,0.0628,2.451310507340521e+16,2359622852,100.0,125.35,167.464,342.681,127.921,166.063,308.67,116.073,143.24,244.246,381.986,36478.0,0.178,0.156,0.182,0.104,0.001,0.063,0.063,7686507043,9496376627,8364250533,7622920835,7645738695,8662551577,7069,9013,184.785,179.823,94017,89319,142838,630.84,663.538,755.221,791.107,623.978,694.221,629.878,704.171,-1.036,622.409,499.8,596.009,445.022
2014-02-19,7556512852,622.409,0.0622,2.9386906175235404e+16,2404290393,100.0,121.291,161.932,338.501,125.026,162.201,304.22,113.521,139.288,239.048,384.006,36865.0,0.177,0.154,0.181,0.105,0.001,0.063,0.063,7616193857,9500293300,8346498057,7599176694,7613240148,8560497234,6854,8841,183.122,177.793,94799,89948,143602,626.976,648.689,746.432,791.361,623.194,692.643,625.663,695.603,-1.069,597.613,572.999,582.231,465.278
2014-02-20,7168503527,597.613,0.0598,2.801205874208202e+16,2448957933,100.0,116.016,157.813,332.921,120.985,157.847,299.616,109.978,134.952,233.69,383.417,36752.0,0.176,0.151,0.179,0.106,0.001,0.062,0.061,7545580937,9489782398,8320608067,7375206304,7501317565,8439084143,6689,8686,183.23,177.554,95502,90671,144425,616.085,634.208,737.585,790.5,610.403,690.554,610.982,686.002,-1.096,565.081,580.375,563.348,492.31
2014-02-21,6824774152,565.081,0.0565,2.6503414232044216e+16,2493625474,100.0,112.628,151.998,327.079,115.696,152.91,294.818,105.351,130.017,228.161,382.552,36587.0,0.175,0.148,0.177,0.108,0.001,0.06,0.059,7462357909,9466933570,8287732596,7061307060,7321115869,8301973705,6506,8525,187.282,181.275,96469,91393,145179,595.034,622.578,728.006,788.571,587.742,687.796,585.48,674.872,-1.126,578.305,567.657,564.372,509.156
2014-02-22,7042301997,578.305,0.0578,2.4880051257258544e+16,2538293015,100.0,110.045,148.085,321.749,114.254,149.811,290.644,104.319,126.977,223.277,381.417,36370.0,0.173,0.145,0.176,0.109,0.001,0.058,0.058,7343442276,9451296358,8260360495,6990826304,7216101891,8186030694,6308,8362,186.157,179.978,96974,91632,145417,580.333,614.124,719.353,787.191,583.023,685.39,577.115,665.214,-1.15,618.523,560.083,563.641,529.149
2014-02-23,7555955670,618.523,0.0619,2.7902748491660136e+16,2577897881,100.0,108.923,144.139,316.184,111.469,146.17,286.308,102.095,123.447,218.258,379.965,36093.0,0.172,0.143,0.174,0.11,0.001,0.059,0.06,7348695467,9438592412,8244879071,7262874193,7269230239,8109604186,6135,8208,185.503,179.167,97769,92088,145801,587.303,610.002,713.032,786.029,600.773,683.92,596.21,658.709,-1.156,570.345,561.09,577.854,519.347
2014-02-24,7128400536,570.345,0.057,2.830579219757877e+16,2609088725,100.0,105.915,141.031,310.581,109.476,142.967,282.137,100.441,120.375,213.43,377.881,35699.0,0.171,0.141,0.173,0.11,0.001,0.059,0.059,7272735753,9411268034,8220341081,7256569158,7214156507,8010036817,6102,8100,186.729,180.32,99798,93058,147325,589.058,603.621,704.395,783.514,585.559,681.424,587.731,649.504,-1.161,499.8,604.807,579.582,559.931
2014-02-25,6314417925,499.8,0.05,2.7871638770770184e+16,2640279568,100.0,102.2,137.153,302.478,104.545,138.42,277.529,95.985,115.953,208.197,366.506,33582.0,0.17,0.138,0.171,0.11,0.001,0.056,0.054,7084409523,9362202799,8178452660,6792668420,6974577050,7863739907,6128,8021,191.464,185.034,102066,94256,148686,562.889,592.076,692.35,779.164,542.679,677.432,543.102,636.304,-1.186,572.999,677.606,543.197,580.277
2014-02-26,6993424821,572.999,0.0573,2.663385733238857e+16,2671470412,100.0,99.89,133.37,294.825,103.844,135.895,273.612,95.597,113.51,203.732,354.185,31362.0,0.169,0.136,0.169,0.108,0.001,0.055,0.055,7003968376,9314853228,8152408092,6789585142,6951830874,7769235655,6043,7910,193.21,186.964,103402,95164,149845,547.715,587.712,682.815,775.147,557.839,675.137,548.157,628.604,-1.198,580.375,662.002,502.664,573.388
2014-02-27,7000175929,580.375,0.058,2.9275547041417484e+16,2702661255,100.0,98.822,130.954,287.725,102.459,133.158,269.653,94.739,110.935,199.306,344.289,29634.0,0.168,0.134,0.168,0.107,0.001,0.055,0.056,6979921576,9261222980,8127084308,6883632559,6950882763,7681089824,5920,7788,191.07,185.127,104014,95708,150616,551.058,588.1,675.553,770.688,569.107,673.054,564.487,621.995,-1.196,567.657,661.353,499.324,571.987
2014-02-28,6841993067,567.657,0.0568,3.144171089776305e+16,2744213858,100.0,96.813,127.584,279.47,99.73,129.856,265.528,92.495,107.776,194.784,327.594,26829.0,0.167,0.133,0.167,0.106,0.001,0.057,0.057,6982381421,9196333437,8098840545,6919959313,6916400635,7588091640,5805,7673,191.158,185.527,104867,96162,151626,573.677,589.538,666.957,765.304,568.382,670.738,572.786,615.034,-1.187,560.083,642.185,469.428,566.816
2014-03-01,6846812263,560.083,0.056,3.0258499015430308e+16,2798276388,100.0,93.364,122.823,272.978,95.349,125.793,261.162,88.503,103.859,190.112,320.965,25755.0,0.166,0.131,0.165,0.106,0.001,0.057,0.057,6954454316,9149759277,8071323439,6870766475,6882508346,7501523793,5858,7620,189.514,184.232,105713,96760,152289,569.371,587.551,658.538,761.354,564.232,668.306,565.989,608.139,-1.173,561.09,619.677,457.005,593.201
2014-03-02,6903312989,561.09,0.0561,2.7991845197924428e+16,2852338919,100.0,89.767,118.793,267.222,92.019,122.217,256.969,85.437,100.475,185.659,316.683,25072.0,0.164,0.129,0.163,0.106,0.001,0.056,0.056,6861219647,9103451878,8045652880,6874259427,6869723014,7424643473,5798,7530,186.378,181.422,105871,96939,152448,562.943,582.343,649.756,757.389,562.661,665.95,561.848,601.852,-1.154,604.807,627.479,476.297,619.564
2014-03-03,7492764773,604.807,0.0605,2.740697926518365e+16,2906401450,100.0,89.164,115.237,259.409,90.687,119.625,253.124,84.406,98.104,181.589,299.403,22411.0,0.164,0.128,0.162,0.105,0.001,0.058,0.058,6913271681,9054704502,8033501493,7188622093,7027609296,7392051274,5908,7502,188.803,184.168,107830,98137,154315,575.326,580.523,641.964,753.169,583.734,664.606,582.78,598.952,-1.115,677.606,630.301,466.322,644.487
2014-03-04,8299305811,677.606,0.0678,2.7414395825327784e+16,2960463981,100.0,88.287,111.825,252.851,90.929,117.875,249.594,84.851,96.637,177.921,287.654,20686.0,0.163,0.129,0.161,0.104,0.001,0.061,0.063,7196827093,9007873509,8039343346,7797793328,7374117828,7416733468,6018,7477,191.273,187.026,110230,99531,156034,614.501,584.049,636.695,749.178,630.67,664.892,633.92,601.251,-1.036,662.002,625.927,434.951,635.862
2014-03-05,8068506704,662.002,0.0662,3.026332506332425e+16,3014526512,100.0,86.817,108.855,245.963,90.222,115.794,245.99,84.496,94.946,174.245,273.297,18673.0,0.162,0.128,0.16,0.102,0.001,0.065,0.066,7350410219,8964567066,8039984299,8049482751,7592037731,7430019891,6000,7410,190.259,186.444,111537,100466,157047,648.138,586.877,631.53,745.522,646.336,664.828,657.671,602.884,-0.936,661.353,636.984,444.394,664.422
2014-03-06,8063675547,661.353,0.0661,2.976985726786321e+16,3068589043,100.0,86.938,105.765,239.098,91.047,114.543,242.703,85.775,94.143,170.958,256.419,16438.0,0.162,0.129,0.16,0.102,0.001,0.067,0.066,7502338736,8931194752,8040504986,8104557644,7770354063,7446829731,5959,7339,188.231,184.761,112195,101269,157899,666.987,591.43,626.319,742.69,653.844,664.752,664.278,604.808,-0.825,642.185,638.79,451.812,641.523
2014-03-07,7801725441,642.185,0.0642,3.290182379589049e+16,3113489647,100.0,86.934,103.039,234.454,89.743,112.397,239.155,85.019,92.563,167.49,252.514,15941.0,0.161,0.128,0.158,0.09,0.001,0.066,0.065,7639443361,8921115481,8035257084,7933505687,7845200739,7450714919,6935,7613,185.479,182.274,112990,101928,158408,655.18,596.938,620.049,741.817,648.015,664.256,651.877,605.831,-0.717,619.677,632.924,459.325,651.272
2014-03-08,7630128755,619.677,0.062,3.248405265528423e+16,3153300292,100.0,85.181,100.099,229.245,88.49,110.329,235.664,84.14,91.099,164.103,245.577,15077.0,0.16,0.127,0.157,0.091,0.001,0.064,0.063,7751345717,8907366888,8026353165,7759585449,7842872088,7447858912,7474,7748,185.513,182.486,113395,102461,158695,641.072,599.893,614.027,740.552,633.846,663.276,634.126,605.807,-0.622,627.479,631.464,454.031,654.137
2014-03-09,7786226930,627.479,0.0627,3.1691083931986e+16,3193110937,100.0,84.859,98.769,224.193,88.537,108.943,232.438,84.629,90.373,161.017,238.104,14173.0,0.159,0.126,0.156,0.091,0.001,0.063,0.063,7877476280,8878814454,8021075665,7736777290,7851592391,7459186283,7640,7763,184.232,181.408,113481,102853,159024,629.781,600.533,610.679,738.009,630.663,662.489,627.33,606.675,-0.536,630.301,631.648,451.41,650.778
2014-03-10,7801755577,630.301,0.063,3.165690178215616e+16,3232921582,100.0,83.285,96.55,218.414,86.664,106.72,228.966,83.247,88.807,157.727,226.844,12865.0,0.159,0.127,0.156,0.09,0.001,0.063,0.063,7921617824,8842262485,8016255443,7767974891,7832662215,7473962846,8076,7871,182.654,180.138,114113,103278,160104,625.819,604.815,608.467,734.826,630.482,661.782,627.59,607.941,-0.457,625.927,625.026,447.11,652.884
2014-03-11,7791229007,625.927,0.0626,3.065402396702151e+16,3272732227,100.0,84.255,95.783,213.964,86.586,105.388,225.826,83.618,88.131,154.818,221.27,12240.0,0.158,0.127,0.155,0.089,0.001,0.063,0.063,7849035423,8809460680,8011309807,7793904184,7800065011,7490139036,8138,7858,180.312,178.019,115430,103792,160779,627.903,613.824,606.791,731.917,628.205,660.994,627.644,609.068,-0.388,636.984,613.511,407.703,648.195
2014-03-12,7856717323,636.984,0.0637,3.2243765161149804e+16,3312542872,100.0,83.607,94.169,209.846,87.069,104.409,222.845,84.413,87.771,152.098,216.484,11716.0,0.158,0.127,0.154,0.089,0.001,0.063,0.063,7818779797,8781929818,8007912170,7825727593,7801985486,7512401304,8263,7868,178.544,176.343,116594,104561,161720,631.071,618.395,606.034,729.51,632.594,660.466,632.185,611.016,-0.323,638.79,613.783,403.328,650.767
2014-03-13,7868331870,638.79,0.0639,3.7228456676741016e+16,3365763829,100.0,81.913,92.344,205.107,84.759,102.172,219.48,82.564,86.195,149.019,209.767,11001.0,0.157,0.127,0.153,0.088,0.001,0.063,0.064,7790873557,8752267289,8004844471,7851609877,7814373504,7536288275,8220,7824,175.864,173.787,117569,105197,162424,633.901,622.567,605.279,726.94,635.692,659.99,636.044,613.129,-0.263,632.924,596.009,425.31,642.504
2014-03-14,7805893775,632.924,0.0633,3.048142528888963e+16,3420057611,100.0,81.008,90.268,200.134,82.701,100.053,216.18,80.886,84.71,146.035,201.002,10100.0,0.156,0.127,0.152,0.089,0.001,0.064,0.064,7791469034,8723936015,8000471929,7835177065,7818128558,7557222276,8113,7759,171.131,169.109,118033,105357,163082,636.233,627.229,605.24,724.474,634.308,659.395,635.556,614.913,-0.211,631.464,582.231,415.876,621.319
2014-03-15,7835064940,631.464,0.0631,3.3832016030497284e+16,3474351393,100.0,81.746,89.227,196.27,81.967,98.579,213.126,80.378,83.867,143.333,196.892,9692.0,0.155,0.126,0.151,0.089,0.001,0.063,0.063,7820745632,8698611796,7996836610,7830885707,7829027535,7580560463,8037,7705,166.462,164.309,117691,105140,162727,634.393,632.328,607.124,722.218,632.886,658.781,633.172,616.604,-0.165,631.648,563.348,445.898,595.946
2014-03-16,7818926927,631.648,0.0632,3.352683512912421e+16,3528645176,100.0,82.489,88.249,191.981,81.808,97.43,210.217,80.248,83.322,140.795,189.829,9009.0,0.155,0.126,0.15,0.089,0.001,0.063,0.063,7825417060,8681162872,7992926507,7822134073,7828572859,7602487012,7832,7608,161.005,158.594,116923,104851,162241,632.012,637.368,609.928,720.632,632.267,658.185,631.8,618.187,-0.127,625.026,564.372,487.666,575.029
2014-03-17,7715405378,625.026,0.0625,3.727490131603383e+16,3582938958,100.0,81.466,86.667,188.554,79.928,95.513,207.085,78.278,81.996,138.063,187.526,8791.0,0.154,0.126,0.15,0.09,0.001,0.063,0.063,7813081317,8676188539,7986827142,7769855822,7801069938,7616849608,7700,7538,157.776,154.979,117263,105079,162841,629.38,638.812,611.166,720.099,628.647,657.456,628.306,619.161,-0.097,613.511,563.641,517.354,565.303
2014-03-18,7612123446,613.511,0.0614,3.206718929471325e+16,3637232740,100.0,79.86,84.977,186.002,78.607,93.868,204.072,76.751,80.922,135.458,187.658,8804.0,0.153,0.125,0.148,0.09,0.001,0.062,0.062,7787494809,8686003047,7978591896,7681018003,7750830471,7624891448,9172,8014,155.39,152.082,117524,104816,162406,623.395,634.234,610.483,720.754,621.079,656.49,620.372,619.312,-0.078,613.783,577.854,505.461,596.048
2014-03-19,7685463996,613.783,0.0614,3.1613900770436044e+16,3674806132,100.0,79.31,84.558,182.962,78.516,92.839,201.3,76.493,80.467,133.083,185.69,8620.0,0.152,0.124,0.147,0.091,0.0010065789473684,0.062,0.062,7763030048,8688311299,7972149524,7666007376,7725322767,7637465065,9263,8033,151.83,147.897,117799,104853,162468,617.44,630.79,609.933,720.73,617.431,655.551,615.566,619.525,-0.067,596.009,579.582,485.296,596.985
2014-03-20,7443853659,596.009,0.0596,3.607929502571957e+16,3712160957,100.0,77.661,83.51,180.278,77.824,91.58,198.487,75.695,79.742,130.673,184.966,8553.0,0.151,0.123,0.146,0.091,0.0010131578947368,0.061,0.06,7702390303,8681481260,7960538626,7552435403,7645528670,7634396412,9120,7976,149.666,144.969,117849,104921,162565,607.767,626.122,608.859,719.98,606.72,654.243,604.85,618.627,-0.068,582.231,543.197,490.961,607.673
2014-03-21,7291191246,582.231,0.0582,3.703888316388974e+16,3749515782,100.0,77.093,82.414,177.908,77.224,90.402,195.736,75.117,79.085,128.323,184.92,8549.0,0.151,0.123,0.145,0.091,0.0010197368421052,0.06,0.059,7628861370,8681245994,7945827695,7407790842,7542728906,7621884695,8917,7899,146.522,140.965,117931,105479,163165,597.341,621.84,607.519,719.623,594.476,652.66,592.082,616.909,-0.082,563.348,502.664,501.271,603.129
2014-03-22,7080867568,563.348,0.0563,3.859186199911096e+16,3786870607,100.0,75.804,81.333,175.471,75.234,88.589,192.804,73.144,77.788,125.782,185.171,8572.0,0.151,0.125,0.145,0.091,0.0010263157894736,0.058,0.058,7521118889,8676480745,7926817582,7211473142,7405730455,7596374293,8631,7797,143.261,136.765,117084,105513,163309,580.529,617.816,606.377,718.829,578.912,650.697,575.086,614.059,-0.111,564.372,499.324,498.97,590.957
2014-03-23,7132702086,564.372,0.0564,4.193599580619911e+16,3824225432,100.0,74.612,81.028,173.162,74.822,87.528,190.152,72.657,77.195,123.511,185.082,8564.0,0.15,0.124,0.144,0.092,0.0010328947368421,0.057,0.057,7423086768,8670700898,7909364494,7141838773,7308626255,7574396518,8331,7691,139.011,131.558,115878,105307,163006,569.984,613.309,606.353,717.877,571.642,648.8,567.007,611.349,-0.147,563.641,469.428,491.704,589.485
2014-03-24,7124723360,563.641,0.0564,4.036357142981815e+16,3862251039,100.0,73.992,79.725,170.744,73.621,86.127,187.419,71.484,76.213,121.152,184.943,8551.0,0.149,0.122,0.143,0.093,0.0010394736842105,0.056,0.056,7338703623,8662336642,7892119634,7120073637,7234035403,7551241776,8174,7634,136.658,128.336,116102,105564,163662,563.787,608.547,605.865,716.687,567.641,646.928,563.836,608.593,-0.187,577.854,457.005,486.543,598.9
2014-03-25,7249823961,577.854,0.0578,4.27935990448447e+16,3924827286,100.0,71.644,78.386,168.259,70.898,84.003,184.469,68.711,74.502,118.568,185.184,8573.0,0.148,0.122,0.142,0.093,0.0010460526315789,0.057,0.057,7286946554,8654080192,7878003246,7188603448,7211815487,7535980790,7952,7557,136.11,126.912,116011,105832,163735,568.622,605.113,604.509,715.659,572.748,645.41,570.869,606.786,-0.221,579.582,476.297,487.399,589.476
2014-03-26,7284248560,579.582,0.058,3.936935244537123e+16,3987403533,100.0,69.396,77.127,165.253,69.277,82.373,181.706,66.991,73.234,116.161,183.407,8410.0,0.148,0.123,0.141,0.093,0.0010526315789473,0.057,0.058,7229630063,8638705398,7864953692,7246186160,7211140989,7523599094,7722,7480,134.961,124.954,115207,106141,163859,573.692,601.013,604.817,713.983,576.165,643.963,576.349,605.178,-0.249,543.197,466.322,464.777,585.681
2014-03-27,6813912668,543.197,0.0543,3.997474619670461e+16,4049979780,100.0,68.625,76.676,162.274,67.901,80.862,179.008,65.599,72.062,113.825,181.497,8235.0,0.147,0.121,0.14,0.094,0.0010592105263157,0.057,0.056,7139638493,8617086362,7841853889,7043343181,7107211640,7480537989,7599,7438,134.355,123.65,114575,106788,164284,566.877,594.185,606.263,711.651,559.681,641.749,561.101,601.202,-0.284,502.664,434.951,456.496,568.912
2014-03-28,6324861281,502.664,0.0503,4.582076182992429e+16,4112556027,100.0,67.092,74.962,159.679,65.228,78.733,176.126,62.83,70.203,111.31,181.287,8216.0,0.145,0.119,0.138,0.095,0.0010657894736842,0.054,0.053,7001591355,8590651219,7808513393,6647776289,6903517337,7404851000,7491,7402,132.535,121.383,114120,107254,164697,541.814,584.881,603.919,709.035,531.172,638.692,528.995,594.518,-0.339,499.324,444.394,450.932,569.836
2014-03-29,6277936136,499.324,0.0499,4.2360786530464216e+16,4175132275,100.0,65.269,73.569,156.552,63.423,76.988,173.391,60.776,68.701,108.937,178.907,8002.0,0.144,0.117,0.137,0.095,0.0010723684210526,0.052,0.051,6886886865,8564135335,7774874332,6382907273,6722603532,7327574353,7225,7312,129.743,118.268,113231,107056,164279,515.062,575.442,601.217,706.474,515.248,635.629,507.749,587.77,-0.403,469.428,451.812,435.888,583.871
2014-03-30,5941996915,469.428,0.0469,3.948575320376266e+16,4227346763,100.0,62.481,72.227,153.491,60.532,74.714,170.497,57.638,66.648,106.413,177.223,7852.0,0.143,0.115,0.135,0.096,0.001078947368421,0.049,0.048,6716786126,8531489700,7734591312,6117787383,6486381045,7230177412,7052,7256,127.42,115.595,112261,106709,164337,490.472,563.855,597.943,703.238,492.338,631.976,484.933,579.268,-0.482,457.005,459.325,443.354,596.82
2014-03-31,5798624821,457.005,0.0457,4.04000248057197e+16,4267051323,100.0,61.291,71.7,150.395,59.267,73.187,167.872,56.114,65.281,104.162,174.519,7614.0,0.142,0.113,0.134,0.097,0.0010855263157894,0.048,0.047,6527343477,8497603191,7692042598,5926300738,6256840719,7125466134,6885,7204,126.295,114.182,112083,107032,164469,475.252,551.853,594.507,699.909,474.671,628.131,468.199,570.175,-0.571,476.297,454.031,444.261,594.664
2014-04-01,6064996210,476.297,0.0476,4.522267294260202e+16,4306755882,100.0,59.515,70.859,147.019,57.385,71.378,165.175,53.962,63.569,101.849,170.735,7288.0,0.141,0.112,0.132,0.098,0.0010921052631578,0.047,0.047,6358082370,8464685763,7656283336,5955705864,6141253902,7040194274,6713,7149,126.792,114.437,112684,107442,164803,467.577,542.052,591.681,696.633,475.484,624.794,468.722,562.549,-0.654,466.322,451.41,453.541,620.059
2014-04-02,5766402135,466.322,0.0466,4.369118159530063e+16,4346460442,100.0,57.714,69.882,145.125,56.761,70.174,162.703,53.054,62.397,99.776,171.096,7318.0,0.14,0.11,0.131,0.098,0.0010986842105263,0.047,0.047,6141247167,8425690646,7614747486,5871303941,5993333843,6937461111,6542,7096,126.296,113.747,111772,107860,165135,466.541,531.519,587.064,693.15,470.903,621.311,468.094,554.461,-0.733,434.951,447.11,448.574,649.274
2014-04-03,5437047151,434.951,0.0435,5.259831634057701e+16,4386165002,100.0,55.497,68.208,142.204,54.831,68.375,160.057,50.997,60.617,97.516,169.03,7143.0,0.139,0.108,0.13,0.099,0.0011052631578947,0.046,0.045,5944552093,8378839209,7566885940,5651490322,5817283839,6817191848,6370,7041,125.105,112.556,109556,107614,165212,459.19,520.015,578.976,689.164,452.927,617.215,452.299,544.647,-0.816,444.394,407.703,439.48,645.747
2014-04-04,5560231064,444.394,0.0444,4.935358404724682e+16,4425869561,100.0,53.403,66.821,139.66,53.389,66.803,157.506,49.467,59.056,95.358,167.97,7053.0,0.138,0.107,0.128,0.1,0.0011118421052631,0.045,0.044,5835319205,8331071661,7522783635,5553531605,5721203582,6711025328,6167,6975,124.311,111.94,109057,108050,165497,448.556,510.17,571.722,684.828,448.661,613.417,444.901,535.964,-0.893,451.812,403.328,434.535,643.645
2014-04-05,5715139999,451.812,0.0452,5.286763797503132e+16,4484013413,100.0,51.57,64.828,136.079,51.155,64.856,154.85,47.23,57.109,93.094,162.78,6624.0,0.137,0.105,0.127,0.1,0.0011184210526315,0.044,0.045,5754919757,8276940289,7483055204,5617154880,5691158781,6620247075,6064,6943,121.654,109.546,108097,108043,165244,443.719,502.203,564.738,680.096,450.236,609.865,446.529,528.228,-0.959,459.325,425.31,431.727,636.579
2014-04-06,5802108140,459.325,0.0459,4.500655309209199e+16,4560813489,100.0,49.176,63.407,132.738,49.485,63.165,152.295,45.505,55.418,90.952,158.236,6260.0,0.136,0.104,0.126,0.082,0.001125,0.045,0.045,5734935646,8214559729,7446111312,5732805914,5702955877,6540130284,5837,6871,119.084,107.23,107368,108048,165651,451.844,494.7,558.642,674.514,454.781,606.556,454.332,521.428,-1.01,454.031,415.876,427.341,629.756
2014-04-07,5674077688,454.031,0.0454,4.628321839081303e+16,4637613566,100.0,47.13,61.968,129.717,47.843,61.488,149.765,43.905,53.726,88.851,155.006,6007.0,0.135,0.103,0.125,0.081,0.0011315789473684,0.046,0.046,5717143198,8160141991,7407165518,5723598224,5687741387,6456053715,5590,6782,117.546,105.917,106976,108154,165508,455.056,486.87,553.121,669.394,454.406,603.204,455.426,514.678,-1.048,451.41,445.898,435.189,632.787
2014-04-08,5632889456,451.41,0.0451,4.355710203366117e+16,4714413642,100.0,45.821,60.169,126.664,46.114,59.77,147.24,42.27,51.978,86.767,151.493,5738.0,0.134,0.102,0.124,0.08,0.001,0.045,0.045,5655413662,8113045595,7368170440,5674821981,5666677952,6373526403,5359,6692,117.092,105.785,106952,108369,165509,454.922,477.839,547.252,664.984,452.908,599.868,453.603,508.116,-1.076,447.11,487.666,440.75,626.639
