difficulty-btc-sma-30,difficulty-btc-trx-14,difficulty-btc-trx-90,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-var-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-trx-90,marketcap-btc-ema-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,transactions-btc-trx-30,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-trx-90,top100cap-btc-rsi-90
213229903749,0.068,0.336,1.494696521464579e+18,1.4739869422802652e+18,1.4466145810175237e+18,1.4794665595360896e+18,0.301,0.942,1.274,0.813,0.949,1.2,0.789,0.825,1.199,-0.198,1036158280,0.002,0.051,0.595,10.31,0.033,9386761206,0.36,6495,6213,2823.0,1992815,228.166,204.462,169.732,226.737,210.984,180.1,217.676,187.637,3.069,2.038,2.336,3.536,2.472,1.901,0.904,801763,145148,183646,5266962410,8431433316,-0.067,-0.142,0.011,19.112,-0.014,48.555
212974421371,0.048,0.333,1.4940842654328064e+18,1.4759463758219812e+18,1.449422204201573e+18,1.4846062314346191e+18,0.299,0.913,1.268,0.805,0.936,1.191,0.784,0.813,1.187,-0.201,1035697408,0.002,0.051,0.599,10.281,0.033,9371956605,0.36,6389,6230,2794.0,1950932,228.661,205.028,170.714,225.498,211.401,180.921,218.514,188.685,3.138,2.064,2.362,3.565,2.505,1.916,0.918,802725,143270,182500,5131608599,8326565318,-0.057,-0.134,0.01,19.112,-0.014,47.803
212590897555,0.02,0.331,1.498223110183454e+18,1.4776905001582433e+18,1.4522236465134344e+18,1.4899483968512932e+18,0.296,0.881,1.262,0.794,0.923,1.18,0.775,0.8,1.175,-0.204,1039066652,0.002,0.051,0.602,10.264,0.033,9364660989,0.36,6439,6262,2780.0,1932030,226.855,205.959,171.63,223.335,211.264,181.544,218.788,189.533,3.204,2.091,2.387,3.589,2.537,1.929,0.93,803778,143429,180875,5142949672,8178976904,-0.045,-0.126,0.01,19.113,-0.013,47.558
212207373739,-0.01,0.328,1.5004372252442898e+18,1.4809555214617352e+18,1.4564246838816896e+18,1.4993127669535892e+18,0.293,0.856,1.256,0.79,0.912,1.171,0.772,0.793,1.164,-0.207,1040694634,0.002,0.05,0.605,10.205,0.033,9357620468,0.359,6335,6279,2750.0,1891295,222.523,206.482,172.364,218.442,209.675,181.656,217.541,189.863,3.266,2.118,2.41,3.602,2.566,1.934,0.935,804384,148204,179120,5491107825,8021004452,-0.034,-0.117,0.009,19.117,-0.013,47.126
211823849923,-0.04,0.326,1.508420607237275e+18,1.4842853046482872e+18,1.4626608513865403e+18,1.5147794172831457e+18,0.291,0.83,1.249,0.779,0.899,1.161,0.761,0.783,1.152,-0.21,1039367525,0.002,0.05,0.607,10.143,0.033,9351599805,0.358,6217,6285,2732.0,1865937,220.422,206.494,173.076,213.102,207.657,181.584,215.729,189.995,3.305,2.14,2.418,3.572,2.581,1.92,0.921,804841,161786,177007,6543673446,7832909962,-0.028,-0.11,0.008,19.12,-0.013,46.745
211440326107,-0.069,0.323,1.5091410120633114e+18,1.483849043882908e+18,1.463908452330876e+18,1.515489487419696e+18,0.288,0.802,1.243,0.774,0.889,1.152,0.757,0.777,1.141,-0.213,1037219080,0.001,0.049,0.609,10.137,0.033,9350579034,0.357,6155,6302,2699.0,1821672,221.198,207.258,173.93,212.38,207.659,182.158,215.806,190.756,3.37,2.169,2.442,3.584,2.611,1.923,0.925,806286,161983,173632,6559644174,7537013793,-0.025,-0.108,0.007,19.126,-0.013,49.909
211056802291,-0.096,0.321,1.5055371364527665e+18,1.4840290875484316e+18,1.463658263012001e+18,1.511836831049293e+18,0.286,0.784,1.238,0.775,0.882,1.144,0.759,0.776,1.131,-0.216,1034547539,0.001,0.049,0.611,10.139,0.033,9349478672,0.356,6130,6311,2674.0,1787984,219.475,208.689,174.436,208.461,206.067,182.176,214.24,190.955,3.469,2.205,2.487,3.655,2.661,1.972,0.972,807534,154495,172943,5967147201,7477311502,-0.02,-0.104,0.006,19.133,-0.013,50.011
210673278475,-0.12,0.318,1.4996686279464046e+18,1.4848561571126612e+18,1.4637834602625933e+18,1.5095024827564662e+18,0.283,0.779,1.233,0.758,0.867,1.133,0.742,0.768,1.118,-0.22,1033264064,0.001,0.049,0.613,10.218,0.033,9347413311,0.355,6083,6320,2660.0,1768399,217.758,211.236,175.166,208.003,206.0,182.678,214.004,191.627,3.557,2.241,2.532,3.727,2.713,2.025,1.025,808285,134811,173615,4543507278,7535502185,-0.015,-0.097,0.005,19.141,-0.013,49.693
210289754659,-0.141,0.315,1.496155278108259e+18,1.486476485040546e+18,1.4636056707068145e+18,1.5066654122744182e+18,0.281,0.78,1.228,0.763,0.862,1.125,0.747,0.769,1.108,-0.223,1032860407,0.001,0.048,0.615,10.201,0.033,9346621558,0.353,5959,6328,2642.0,1745685,213.152,210.366,175.46,203.637,204.017,182.515,211.683,191.629,3.581,2.269,2.561,3.746,2.749,2.043,1.044,808892,134922,173595,4551008153,7533847524,-0.006,-0.089,0.005,19.146,-0.012,48.414
209906230843,-0.157,0.312,1.4910429371853957e+18,1.4859506967835348e+18,1.4619233549776036e+18,1.499627026914383e+18,0.278,0.782,1.224,0.773,0.861,1.119,0.757,0.772,1.1,-0.227,1030038224,0.001,0.048,0.616,10.185,0.033,9346772850,0.351,5838,6330,2638.0,1740270,209.344,210.851,175.726,200.178,202.318,182.409,209.575,191.678,3.625,2.3,2.595,3.778,2.789,2.067,1.068,809978,135325,173647,4578194531,7538336512,0.005,-0.077,0.004,19.149,-0.012,46.397
209522707027,-0.171,0.309,1.4923315904844813e+18,1.4874988019425615e+18,1.4633304912551455e+18,1.501878970038278e+18,0.276,0.782,1.219,0.769,0.853,1.111,0.754,0.77,1.089,-0.23,1030609493,0.001,0.048,0.618,10.135,0.033,9345138884,0.349,5752,6339,2615.0,1709850,206.024,211.496,176.831,202.216,203.167,183.136,209.872,192.552,3.64,2.326,2.618,3.781,2.819,2.076,1.077,809899,135352,173649,4580011806,7538527048,0.016,-0.064,0.004,19.152,-0.012,46.049
209139183211,-0.181,0.306,1.50006119572808e+18,1.4899731129464282e+18,1.467175636313063e+18,1.5112952926773678e+18,0.273,0.779,1.214,0.767,0.847,1.103,0.754,0.768,1.079,-0.234,1027949630,0.001,0.047,0.619,10.089,0.033,9343478826,0.347,5711,6349,2595.0,1684033,204.039,212.199,177.685,203.26,203.611,183.727,209.779,193.282,3.635,2.345,2.627,3.739,2.833,2.069,1.07,808649,145510,176165,5293310678,7758563902,0.025,-0.055,0.004,19.155,-0.012,46.025
208755659395,-0.188,0.303,1.5070334491103176e+18,1.4930943175992794e+18,1.4701556367570452e+18,1.5179213869216384e+18,0.271,0.777,1.209,0.765,0.841,1.095,0.754,0.766,1.069,-0.237,1022379834,0.001,0.046,0.621,10.028,0.032,9338246344,0.345,5625,6347,2599.0,1688820,203.024,211.532,178.008,202.382,203.163,184.012,208.777,193.699,3.627,2.359,2.633,3.694,2.846,2.068,1.069,805682,157725,178440,6219307611,7960243504,0.03,-0.048,0.003,19.158,-0.012,46.012
208425157058,-0.191,0.3,1.5076226534696369e+18,1.495440505429886e+18,1.4739974151588078e+18,1.5268196517556337e+18,0.268,0.771,1.204,0.75,0.829,1.085,0.741,0.758,1.057,-0.241,1020220455,0.001,0.046,0.621,10.051,0.032,9330630030,0.343,5702,6355,2589.0,1675453,203.26,213.108,178.642,203.758,203.778,184.642,208.853,194.462,3.663,2.381,2.655,3.693,2.874,2.078,1.08,805035,151695,177956,5752830315,7917061080,0.031,-0.044,0.003,19.161,-0.012,45.896
208557708973,-0.174,0.297,1.501945161699609e+18,1.496548052688878e+18,1.473825968485498e+18,1.5241470025978002e+18,0.266,0.768,1.197,0.742,0.82,1.077,0.734,0.753,1.045,-0.245,1021763174,0.001,0.045,0.622,10.084,0.032,9324243829,0.341,5547,6376,2554.0,1630124,198.267,214.536,179.359,203.317,203.564,184.99,208.036,194.941,3.736,2.417,2.7,3.76,2.925,2.126,1.13,805550,152133,179012,5786109099,8011320106,0.037,-0.035,0.002,19.164,-0.012,45.878
208690155509,-0.145,0.295,1.4944904518312412e+18,1.4977166358278758e+18,1.4717066598019922e+18,1.516111664642082e+18,0.263,0.764,1.193,0.733,0.81,1.068,0.725,0.747,1.034,-0.248,1020147692,0.001,0.045,0.623,10.15,0.031,9318892222,0.338,5482,6372,2563.0,1642156,195.438,212.864,179.771,199.919,201.904,184.833,205.668,194.907,3.786,2.447,2.741,3.814,2.972,2.169,1.176,805487,159559,178804,6364797713,7992755984,0.043,-0.024,0.002,19.168,-0.012,45.685
208819588230,-0.11,0.292,1.495926093052564e+18,1.499015979917061e+18,1.472727323940011e+18,1.5176378856905083e+18,0.261,0.764,1.188,0.736,0.807,1.061,0.728,0.746,1.024,-0.252,1023055830,0.001,0.044,0.623,10.087,0.031,9313455995,0.335,5350,6384,2538.0,1609978,194.022,211.245,180.405,198.524,201.101,184.934,204.158,195.12,3.789,2.475,2.765,3.816,3.002,2.176,1.184,805678,159008,178739,6320864730,7986866809,0.051,-0.012,0.002,19.171,-0.012,45.543
208949020952,-0.071,0.289,1.4990462016175496e+18,1.5022210465229138e+18,1.4757810056288794e+18,1.5251052242537964e+18,0.258,0.76,1.182,0.733,0.801,1.053,0.726,0.743,1.014,-0.256,1026441702,0.001,0.043,0.623,10.079,0.031,9308413988,0.332,5336,6405,2477.0,1533575,196.0,211.372,181.525,200.632,201.954,185.58,204.357,195.866,3.813,2.502,2.793,3.832,3.037,2.192,1.201,804562,159163,177841,6333223281,7906812487,0.06,-0.001,0.002,19.174,-0.012,45.422
209078453674,-0.031,0.287,1.508054904759069e+18,1.5028799964076936e+18,1.481062892619395e+18,1.5391091379363643e+18,0.256,0.756,1.176,0.725,0.793,1.045,0.718,0.738,1.003,-0.26,1030784217,0.001,0.043,0.623,10.027,0.031,9304589850,0.33,5435,6430,2408.0,1449687,194.686,208.887,182.11,195.214,199.247,185.018,201.042,195.393,3.798,2.526,2.799,3.784,3.049,2.17,1.177,805789,163463,173751,6680074620,7547321717,0.065,0.01,0.002,19.174,-0.012,44.31
209207886395,0.006,0.284,1.5179297092265582e+18,1.5019053276309402e+18,1.4863121435266066e+18,1.5527768091711025e+18,0.254,0.753,1.172,0.723,0.787,1.038,0.714,0.734,0.992,-0.263,1028993979,0.001,0.041,0.623,9.95,0.03,9302000251,0.327,5324,6429,2409.0,1450980,190.118,205.435,182.26,188.349,195.665,184.11,196.839,194.549,3.749,2.539,2.791,3.695,3.047,2.151,1.157,805441,177323,175150,7860874075,7669354256,0.065,0.016,0.002,19.174,-0.012,44.162
209337319117,0.041,0.281,1.5314469426871204e+18,1.5045929110515026e+18,1.4919173293305833e+18,1.56719089874407e+18,0.252,0.748,1.167,0.717,0.78,1.03,0.709,0.73,0.981,-0.267,1030257282,0.001,0.04,0.622,9.887,0.03,9300077915,0.324,5334,6435,2393.0,1431906,189.524,204.33,182.887,186.525,194.311,183.903,194.854,194.382,3.739,2.557,2.8,3.661,3.062,2.147,1.152,804718,177327,174947,7861225923,7651619712,0.065,0.022,0.002,19.174,-0.012,44.21
209466751839,0.072,0.279,1.5416770506844388e+18,1.508123551137104e+18,1.496043634408887e+18,1.576753303112217e+18,0.25,0.745,1.161,0.71,0.773,1.022,0.701,0.724,0.97,-0.271,1027651741,0.001,0.04,0.621,9.827,0.029,9298758460,0.321,5293,6425,2408.0,1449600,186.856,203.359,183.437,184.012,192.593,183.546,192.489,194.048,3.751,2.578,2.817,3.649,3.084,2.149,1.155,804256,177457,174469,7872727571,7609881517,0.066,0.03,0.002,19.171,-0.012,44.1
209596184560,0.099,0.276,1.5473558779122043e+18,1.51039736014968e+18,1.4978738392755924e+18,1.5791817486063816e+18,0.249,0.743,1.157,0.712,0.769,1.015,0.701,0.723,0.961,-0.275,1024041573,0.001,0.039,0.62,9.776,0.029,9296299555,0.317,5295,6401,2411.0,1452795,185.508,201.668,183.627,180.329,190.257,182.95,189.459,193.454,3.725,2.596,2.827,3.62,3.099,2.145,1.15,803542,174025,174724,7571167155,7632130939,0.069,0.037,0.002,19.169,-0.012,45.049
209725617282,0.122,0.274,1.5544397887771617e+18,1.5134353360333414e+18,1.4997978917542738e+18,1.5816373840349878e+18,0.247,0.736,1.15,0.699,0.759,1.006,0.687,0.714,0.949,-0.279,1015890560,0.001,0.038,0.619,9.773,0.028,9292152423,0.314,5295,6359,2357.0,1388347,186.17,200.265,184.031,181.213,190.044,183.038,188.51,193.527,3.712,2.617,2.849,3.626,3.126,2.156,1.162,802653,169962,172574,7221733451,7445445122,0.072,0.045,0.002,19.164,-0.012,45.034
209855050004,0.14,0.272,1.5563678979504822e+18,1.513269362809254e+18,1.4978498249941637e+18,1.5723935818022203e+18,0.245,0.733,1.144,0.699,0.756,1.0,0.688,0.712,0.939,-0.283,1009166325,0.001,0.038,0.618,9.762,0.028,9289029257,0.311,5330,6313,2274.0,1292898,183.908,198.4,184.538,181.557,189.641,183.054,187.447,193.522,3.685,2.64,2.867,3.622,3.149,2.155,1.161,802442,164717,172324,6782907417,7423856972,0.075,0.051,0.002,19.157,-0.012,45.076
209984482725,0.154,0.269,1.5575926005204708e+18,1.5128356789848215e+18,1.496440885698934e+18,1.5644823036803323e+18,0.243,0.73,1.138,0.705,0.755,0.994,0.694,0.713,0.93,-0.286,1004573724,0.001,0.037,0.616,9.742,0.028,9284570091,0.308,5244,6273,2281.0,1300186,178.136,195.008,184.42,174.583,185.745,181.872,182.986,192.306,3.649,2.659,2.869,3.578,3.157,2.137,1.142,802518,166616,172114,6940195685,7405799620,0.073,0.054,0.002,19.149,-0.013,45.068
210113915447,0.165,0.267,1.561506534998565e+18,1.5163118179522555e+18,1.4998418569639905e+18,1.5705205280505605e+18,0.241,0.725,1.129,0.701,0.75,0.987,0.691,0.709,0.92,-0.29,1000832038,0.001,0.037,0.614,9.731,0.027,9279531066,0.304,5195,6257,2316.0,1340535,173.422,190.632,184.466,168.728,182.192,180.747,178.835,191.125,3.607,2.669,2.862,3.504,3.154,2.125,1.129,799371,178424,175796,7958763688,7726097714,0.065,0.052,0.002,19.137,-0.013,44.944
210278891793,0.174,0.265,1.573064062021455e+18,1.5200624889197737e+18,1.5055601885855163e+18,1.583328231969584e+18,0.239,0.722,1.123,0.691,0.742,0.979,0.683,0.703,0.909,-0.294,996692592,0.001,0.036,0.611,9.65,0.027,9275573316,0.301,5092,6235,2349.0,1379385,171.283,188.796,184.81,170.599,182.228,180.791,178.327,191.088,3.577,2.688,2.872,3.487,3.169,2.118,1.122,798726,175785,175225,7725122812,7675953127,0.058,0.05,0.002,19.124,-0.013,45.063
210521005367,0.183,0.263,1.5784286021236444e+18,1.5242091527232786e+18,1.5082753769641925e+18,1.5869435350530552e+18,0.238,0.718,1.114,0.699,0.742,0.974,0.691,0.705,0.901,-0.298,994630902,0.001,0.035,0.609,9.631,0.027,9272370854,0.297,4946,6222,2381.0,1417268,169.675,187.698,185.434,171.576,181.951,180.728,177.626,190.936,3.563,2.707,2.879,3.463,3.18,2.107,1.11,798102,175718,175043,7719225818,7660034310,0.056,0.053,0.002,19.109,-0.013,44.321
210763118941,0.191,0.26,1.579357425136665e+18,1.525439483410324e+18,1.5098675608883343e+18,1.5870913507555725e+18,0.236,0.713,1.107,0.69,0.735,0.967,0.683,0.699,0.89,-0.301,992367037,0.001,0.035,0.606,9.676,0.026,9268470579,0.294,4926,6213,2401.0,1441170,169.348,186.493,186.061,171.801,181.39,180.564,176.695,190.669,3.56,2.728,2.895,3.465,3.199,2.103,1.106,798190,176391,175109,7778459807,7665756475,0.054,0.056,0.002,19.095,-0.013,42.744
211093105926,0.198,0.258,1.5739885379961083e+18,1.526940051805876e+18,1.5102604581437135e+18,1.5837614772634058e+18,0.234,0.712,1.099,0.689,0.732,0.96,0.681,0.697,0.881,-0.305,991604121,0.001,0.034,0.603,9.707,0.026,9264192321,0.291,4836,6210,2409.0,1450704,169.88,184.045,186.804,175.147,182.391,180.923,177.366,190.907,3.541,2.75,2.908,3.461,3.216,2.094,1.096,798376,175834,175289,7729413369,7681529188,0.054,0.06,0.003,19.082,-0.014,44.027
211721862509,0.203,0.256,1.5769857815467814e+18,1.530475312971259e+18,1.5136454753803784e+18,1.5895866517418483e+18,0.233,0.709,1.092,0.687,0.728,0.954,0.681,0.695,0.872,-0.309,991761137,0.001,0.033,0.6,9.731,0.026,9260066790,0.287,4729,6207,2420.0,1463527,168.369,183.236,187.546,177.552,183.087,181.192,177.956,191.047,3.521,2.765,2.908,3.421,3.22,2.078,1.08,797110,176873,175699,7821023710,7717529246,0.054,0.064,0.003,19.069,-0.014,44.326
212350619092,0.207,0.254,1.5744368317973596e+18,1.5313329600899904e+18,1.513354791018361e+18,1.5846468811200307e+18,0.231,0.706,1.08,0.68,0.722,0.947,0.674,0.69,0.861,-0.313,989784756,0.001,0.032,0.596,9.799,0.025,9258352839,0.284,4608,6192,2453.0,1504716,166.78,180.852,187.642,172.245,180.162,180.237,175.021,189.953,3.51,2.789,2.914,3.398,3.229,2.047,1.048,798874,176902,171329,7823610894,7338406034,0.049,0.065,0.003,19.058,-0.014,44.364
212979375674,0.208,0.252,1.575547004963535e+18,1.531335680064298e+18,1.5169442690565138e+18,1.591242959181769e+18,0.229,0.708,1.072,0.699,0.728,0.944,0.693,0.697,0.856,-0.316,984911738,0.001,0.032,0.592,9.783,0.025,9265202763,0.28,4581,6177,2494.0,1554730,165.14,178.656,187.339,165.381,176.33,178.93,171.144,188.483,3.464,2.798,2.895,3.303,3.212,2.026,1.026,797473,189010,176353,8931209540,7775136171,0.04,0.062,0.003,19.047,-0.014,44.819
213608132257,0.208,0.25,1.5762840263379502e+18,1.5345372429240248e+18,1.5223362839472468e+18,1.6032903102541133e+18,0.228,0.706,1.064,0.689,0.722,0.937,0.684,0.692,0.846,-0.32,982876303,0.001,0.031,0.588,9.837,0.025,9272426984,0.277,4544,6168,2511.0,1576672,165.048,178.489,187.624,166.449,176.14,178.809,170.805,188.177,3.487,2.821,2.908,3.304,3.227,2.011,1.011,798325,183539,177201,8421660362,7850075631,0.032,0.061,0.003,19.037,-0.015,44.887
214236888839,0.206,0.248,1.575813682735534e+18,1.5353203324571418e+18,1.5219622202622817e+18,1.5987117528311055e+18,0.226,0.705,1.055,0.691,0.721,0.932,0.688,0.692,0.838,-0.323,980513120,0.001,0.03,0.583,9.865,0.024,9279920722,0.273,4478,6159,2534.0,1605258,163.99,176.662,187.668,164.637,174.638,178.238,169.151,187.412,3.485,2.844,2.92,3.302,3.241,1.992,0.992,799044,185860,177782,8635949991,7901595451,0.028,0.062,0.003,19.028,-0.015,45.24
214865645422,0.203,0.246,1.5816526371651704e+18,1.5363388116575762e+18,1.5242859840193997e+18,1.602058835958565e+18,0.225,0.703,1.046,0.697,0.722,0.928,0.694,0.694,0.831,-0.327,977629358,0.001,0.029,0.579,9.857,0.024,9288396538,0.27,4381,6146,2568.0,1649026,163.945,175.754,187.612,163.454,173.421,177.744,167.803,186.711,3.444,2.865,2.927,3.287,3.25,1.966,0.966,800029,185040,177012,8559969518,7833302262,0.027,0.066,0.003,19.02,-0.015,45.737
215494402004,0.198,0.244,1.5867668094646587e+18,1.5381892962873697e+18,1.5264506856211402e+18,1.6047122081994314e+18,0.223,0.705,1.038,0.699,0.721,0.923,0.698,0.695,0.824,-0.33,973739232,0.001,0.028,0.574,9.803,0.024,9300634479,0.267,4324,6131,2592.0,1679175,161.628,174.07,187.422,162.261,172.2,177.234,166.432,185.984,3.399,2.885,2.933,3.271,3.258,1.944,0.945,799934,182013,176973,8282140634,7829824267,0.027,0.07,0.004,19.011,-0.015,45.919
216123158587,0.192,0.242,1.590399143318183e+18,1.53909233613699e+18,1.5272905398070577e+18,1.6032862237875428e+18,0.222,0.703,1.029,0.704,0.722,0.919,0.703,0.696,0.817,-0.333,972886961,0.001,0.027,0.57,9.823,0.023,9313087211,0.264,4298,6129,2595.0,1683274,161.437,174.266,187.682,164.778,172.777,177.319,166.888,185.846,3.385,2.91,2.945,3.275,3.27,1.913,0.915,801233,181368,175614,8223551212,7710080984,0.027,0.074,0.004,19.002,-0.016,45.664
216751915170,0.186,0.241,1.5987275280758088e+18,1.540781767802131e+18,1.52969979932243e+18,1.606287043428724e+18,0.22,0.7,1.02,0.711,0.724,0.915,0.711,0.7,0.811,-0.336,962542776,0.001,0.025,0.565,9.813,0.023,9325742864,0.261,4325,6087,2558.0,1635624,162.452,173.125,187.524,161.934,170.885,176.575,164.9,184.873,3.335,2.923,2.936,3.222,3.263,1.888,0.891,799195,185357,178468,8589337993,7962710745,0.023,0.075,0.004,18.994,-0.016,45.745
217380671752,0.178,0.239,1.605701321012984e+18,1.5435038263513892e+18,1.5342154486498716e+18,1.615089257341319e+18,0.219,0.701,1.007,0.716,0.726,0.912,0.718,0.703,0.805,-0.339,951778044,0.001,0.025,0.56,9.783,0.023,9336894138,0.258,4390,6061,2546.0,1620993,162.964,170.537,187.001,158.722,168.753,175.724,162.624,183.781,3.288,2.931,2.922,3.153,3.248,1.871,0.876,795596,196335,181968,9636816414,8278093943,0.014,0.073,0.005,18.987,-0.016,45.701
218137131106,0.175,0.237,1.6161460800269596e+18,1.5487326963967475e+18,1.5433893368511852e+18,1.6374070664249738e+18,0.218,0.697,0.997,0.707,0.721,0.906,0.711,0.7,0.797,-0.342,945348909,0.001,0.025,0.555,9.783,0.022,9343270190,0.255,4425,6042,2556.0,1633772,161.337,168.869,186.873,158.89,168.187,175.378,161.943,183.188,3.278,2.938,2.916,3.114,3.242,1.863,0.868,792659,194740,180099,9480879915,8108874181,0.006,0.071,0.005,18.979,-0.016,46.161
218935119817,0.174,0.235,1.6204827822116623e+18,1.5528720461778376e+18,1.5475536749875407e+18,1.644937430426806e+18,0.217,0.697,0.984,0.713,0.723,0.903,0.717,0.703,0.792,-0.345,939972270,0.001,0.025,0.55,9.78,0.021,9350196069,0.252,4487,6030,2565.0,1644307,161.943,168.527,187.056,162.559,169.363,175.62,163.074,183.177,3.286,2.95,2.922,3.108,3.248,1.856,0.861,791145,188713,178170,8903170825,7936175140,0.001,0.072,0.005,18.972,-0.016,45.765
219680087049,0.176,0.234,1.6266419234520113e+18,1.556461268560178e+18,1.5537553698504015e+18,1.6584373019775186e+18,0.216,0.698,0.97,0.707,0.719,0.897,0.712,0.702,0.785,-0.348,930148146,0.001,0.024,0.545,9.759,0.021,9357457445,0.249,4519,6000,2550.0,1625553,161.765,167.129,186.621,163.654,169.454,175.514,163.219,182.82,3.269,2.96,2.926,3.096,3.251,1.849,0.855,788995,188272,174720,8861628006,7631729183,-0.001,0.073,0.005,18.965,-0.017,45.561
219962000030,0.179,0.232,1.635502131995624e+18,1.5595119734729362e+18,1.5576728968389993e+18,1.66523478096975e+18,0.215,0.698,0.957,0.706,0.718,0.893,0.711,0.702,0.779,-0.351,919313739,0.001,0.024,0.54,9.715,0.02,9364327251,0.246,4503,5955,2541.0,1613608,159.963,166.169,186.384,164.723,169.597,175.429,163.512,182.491,3.213,2.97,2.928,3.08,3.253,1.839,0.846,787020,180199,172271,8117947148,7419283394,-0.002,0.076,0.006,18.959,-0.017,45.504
220243913011,0.181,0.23,1.647692242015818e+18,1.5631056155144466e+18,1.5617482336995003e+18,1.6721766256146647e+18,0.214,0.696,0.94,0.696,0.712,0.887,0.701,0.697,0.772,-0.354,913815499,0.001,0.024,0.535,9.67,0.019,9370598602,0.243,4605,5933,2523.0,1590855,159.062,166.261,186.623,166.835,170.304,175.542,164.441,182.363,3.179,2.99,2.942,3.102,3.265,1.825,0.833,785985,166994,171438,6971712378,7347715118,-0.003,0.077,0.006,18.953,-0.017,45.536
220525825991,0.182,0.229,1.6546384214911572e+18,1.5629271997865024e+18,1.565369860702633e+18,1.6772630785389366e+18,0.214,0.696,0.927,0.701,0.714,0.884,0.705,0.7,0.767,-0.357,906322491,0.001,0.022,0.53,9.653,0.019,9376439784,0.241,4605,5902,2541.0,1613933,158.664,164.351,186.416,162.214,167.845,174.589,162.242,181.166,3.143,3.005,2.938,3.074,3.26,1.795,0.805,786333,166417,171052,6923622086,7314703938,-0.005,0.078,0.007,18.948,-0.017,45.558
220807738972,0.183,0.227,1.65617712121967e+18,1.5627160441780884e+18,1.5674019699759578e+18,1.677469040548469e+18,0.213,0.695,0.914,0.699,0.712,0.88,0.701,0.699,0.762,-0.359,895413811,0.001,0.021,0.525,9.672,0.018,9382363785,0.238,4700,5872,2509.0,1573348,160.027,161.869,185.834,159.233,166.039,173.826,160.662,180.143,3.104,3.016,2.936,3.055,3.257,1.778,0.791,785199,168497,172544,7097849028,7442863373,-0.01,0.075,0.007,18.943,-0.018,45.493
221089651953,0.183,0.226,1.6514255293134203e+18,1.562823807382706e+18,1.567537291658022e+18,1.6721388460510623e+18,0.212,0.695,0.903,0.695,0.709,0.875,0.697,0.698,0.757,-0.362,885733572,0.001,0.021,0.52,9.723,0.017,9388863668,0.235,4779,5848,2475.0,1530879,160.876,162.711,185.576,162.706,167.28,174.077,162.172,180.131,3.129,3.037,2.955,3.102,3.274,1.773,0.786,784312,170081,170680,7231887799,7282882732,-0.014,0.074,0.007,18.937,-0.018,45.849
221371564934,0.181,0.224,1.648798714010672e+18,1.5648201393878866e+18,1.5691540401889454e+18,1.6714726409221353e+18,0.212,0.695,0.894,0.699,0.71,0.872,0.699,0.7,0.753,-0.364,880348212,0.001,0.021,0.516,9.747,0.017,9394815743,0.232,4890,5828,2450.0,1501171,162.993,164.004,185.007,165.344,168.262,174.262,163.448,180.063,3.165,3.049,2.967,3.125,3.285,1.771,0.784,782501,161452,167221,6516655325,6990734419,-0.014,0.074,0.008,18.928,-0.018,46.015
221653477914,0.179,0.223,1.6476879048945608e+18,1.567891746377736e+18,1.572206123352358e+18,1.6752936157681702e+18,0.211,0.697,0.886,0.706,0.713,0.869,0.705,0.703,0.75,-0.367,871919633,0.001,0.021,0.511,9.732,0.016,9396900272,0.23,4945,5795,2430.0,1475840,164.649,164.146,184.947,167.158,168.951,174.365,164.412,179.93,3.159,3.059,2.969,3.117,3.284,1.759,0.774,780185,162432,165319,6596040119,6832558326,-0.011,0.077,0.008,18.921,-0.018,45.916
