difficulty-btc-wma-3,difficulty-btc-std-90,difficulty-btc-var-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-14,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-trx-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-wma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,price-btc-ema-90
908350862,497726560,6.193293218460266e+16,100.0,99.997,7931865988711637.0,8847044349135883.0,8104638654767862.0,4687274612139172.0,7441958429989987.0,4504245995911857.0,5.072057997922e+30,2.22,342.455,418.892,484.315,573.895,425.21,405.357,501.364,338.334,386.122,534.741,460.525,201.405,297.083,10141.0,22065.0,0.592,2.801,0.211,0.186,0.218,0.079,0.082,0.06,0.076,0.166,7.931,-0.038,9566834848,4893461077,7670367745,8916619023,6050873589,8310066526,9919028038,6826480165,56.559,18580,16940,14252.0,50777026,2.17,370.558,0.721,1.109,0.307,200325,161818,170121,177952,71898,59983,62366,64265,26337,101363,72451,95238,79226,84875,1.022,20.752,21.032,21.223,163328,117863,154549,127425,137320,1.025,502.625
908350862,501779262,6.29456070293617e+16,100.0,99.997,8125846177166782.0,8988070811885086.0,8278840194149840.0,4791096053633535.0,7618784233456411.0,4593344482866317.0,5.2747033845696e+30,2.274,322.017,392.983,455.79,570.719,422.733,382.741,489.333,324.552,360.122,518.032,458.1,174.372,297.003,7601.0,22053.0,0.538,2.586,0.208,0.185,0.214,0.077,0.082,0.06,0.075,0.171,7.937,-0.037,9351932951,4967218914,7864462471,8861260196,6094998503,8083031646,9802854281,6896042717,57.525,18546,16393,14327.0,51314135,2.17,360.793,0.719,1.111,0.309,198656,162471,170407,178420,71482,60123,62422,64373,26306,100756,72975,94779,79421,85219,0.981,20.777,21.049,21.247,162929,118832,154485,128000,138105,0.992,506.161
987921668,512417311,6.56428750398112e+16,100.0,99.998,8237246473864746.0,8903866651663472.0,8328495391063011.0,4875934693575625.0,7737044775845714.0,4640776403906943.0,5.3842014077649e+30,2.272,317.684,360.094,440.606,564.193,419.821,358.726,476.259,306.885,333.546,499.707,455.11,192.651,297.143,9279.0,22073.0,0.477,2.376,0.204,0.184,0.208,0.076,0.082,0.06,0.073,0.176,7.962,-0.036,9252183330,5032623836,7588413824,8761331485,6121753815,7757998843,9633986940,6947584393,55.909,18282,15878,14611.0,53370030,2.166,345.635,0.716,1.113,0.31,195319,163151,170482,178670,70957,60181,62279,64280,26246,100073,73434,93691,79388,85327,0.936,20.803,21.064,21.268,160883,119541,152739,127987,138293,0.952,508.538
1097684232,528167184,6.974014352900022e+16,100.0,99.998,8453308983312010.0,9065851408959286.0,8491603429700842.0,4978701088900265.0,7904893226930654.0,4724083114250016.0,5.5792403175855e+30,2.264,294.377,339.603,421.491,553.681,416.991,339.434,463.698,288.821,313.912,481.472,452.071,198.779,297.504,9878.0,22127.0,0.411,2.171,0.2,0.183,0.203,0.076,0.082,0.06,0.072,0.181,7.976,-0.036,9155200326,5100247367,7549076918,8680583648,6152259006,7591000579,9477620443,7002026507,56.238,17944,15402,14807.0,54812718,2.158,329.754,0.711,1.117,0.312,193155,163415,170296,178644,70155,60044,62069,64117,26271,98986,73666,92264,79216,85287,0.885,20.828,21.077,21.287,159506,120025,150890,127901,138393,0.907,511.313
1162018075,542422791,7.355562104240253e+16,100.0,99.998,8667074502215530.0,9287477087439722.0,8686370188791533.0,5088012144592150.0,8088556980223490.0,4817940216671012.0,5.803136982854e+30,2.259,282.758,312.933,402.673,542.781,414.029,324.584,451.848,281.649,299.02,463.817,449.061,198.901,297.591,9890.0,22140.0,0.341,1.97,0.196,0.182,0.198,0.074,0.082,0.06,0.071,0.185,7.989,-0.035,8962124771,5169451231,7600982585,8614280719,6185239868,7552807398,9331789843,7058128504,56.476,17699,14788,15181.0,57616720,2.146,314.859,0.708,1.121,0.314,191791,163820,170255,178755,69546,59952,61894,63986,26296,98262,73965,91347,79191,85383,0.832,20.854,21.09,21.305,159558,120847,150991,128441,139106,0.864,514.363
1180923195,555704640,7.720191167778307e+16,100.0,99.998,8852751776609446.0,9472525368058410.0,8865210191607925.0,5196576058115718.0,8266853254363040.0,4909825771094917.0,6.0265972756269e+30,2.25,281.666,299.676,380.445,532.74,411.816,314.29,440.981,281.974,291.639,447.084,446.191,176.423,298.481,7781.0,22273.0,0.27,1.777,0.193,0.181,0.193,0.073,0.082,0.06,0.07,0.188,8.003,-0.034,8732558599,5241035296,7739244495,8566746893,6222432539,7632784536,9203092199,7117646200,56.848,17457,14308,15414.0,59401033,2.131,302.174,0.704,1.124,0.316,191253,164373,170188,178829,69379,59967,61758,63892,26284,98476,74367,90858,79291,85599,0.78,20.88,21.104,21.324,159753,121426,149671,128487,139319,0.818,517.8
1180923195,568389444,8.07666398765496e+16,100.0,99.998,9015688665022140.0,9563872140853728.0,8994903827292160.0,5298583451547014.0,8422241361577931.0,4985846134245026.0,6.2146654185915e+30,2.226,280.088,296.41,365.46,522.16,410.888,304.923,430.39,279.552,285.925,430.573,443.224,173.42,299.632,7519.0,22445.0,0.197,1.594,0.19,0.181,0.188,0.071,0.082,0.06,0.071,0.192,8.024,-0.033,8536095248,5313827777,7866074501,8529724803,6261344011,7751810805,9083070013,7178126842,57.039,17313,13854,15593.0,60784183,2.114,294.568,0.7,1.127,0.317,190787,164545,170321,179090,68834,59943,61615,63789,26297,98227,74751,90509,79427,85842,0.73,20.901,21.109,21.334,159327,122004,148417,128525,139512,0.771,521.153
1180923195,579890839,8.40683461845927e+16,100.0,99.998,9189800880350312.0,9676121908355856.0,9130632811768170.0,5402194171531964.0,8579130156271683.0,5058454773465297.0,6.3969911737985e+30,2.192,296.495,293.235,356.064,513.111,409.73,311.006,423.865,304.136,294.136,418.127,441.43,165.826,300.079,6875.0,22512.0,0.128,1.416,0.19,0.181,0.187,0.071,0.082,0.06,0.071,0.196,8.027,-0.032,8417058469,5394151829,8267027255,8538644494,6314237110,7994459990,9008120239,7251844474,58.135,16294,13291,13623.0,46393922,2.094,284.982,0.683,1.104,0.305,187949,165020,170230,179126,67763,59992,61384,63595,26216,96871,75072,89716,79400,85918,0.679,20.923,21.113,21.343,157432,122499,146755,128396,139527,0.722,525.753
1180923195,590278004,8.710703060191245e+16,100.0,99.998,9401637245032770.0,9911983327487206.0,9329157448183248.0,5516861719078102.0,8765035858199573.0,5150338199288242.0,6.6314958917619e+30,2.167,311.047,294.975,343.979,497.287,408.477,315.021,417.62,319.421,302.594,406.124,439.613,146.763,300.508,5385.0,22576.0,0.061,1.243,0.189,0.181,0.184,0.07,0.081,0.061,0.072,0.199,8.025,-0.031,8290034644,5475380105,8513326584,8552901360,6367981919,8217511413,8941060769,7325810937,58.281,15531,12774,12739.0,40570273,2.072,273.941,0.68,1.108,0.307,183991,165384,169702,178713,66334,60104,61188,63430,25999,95070,75496,89075,79408,86022,0.628,20.944,21.118,21.351,155003,123138,145442,128352,139612,0.672,530.749
1180923195,599608850,8.988269312850867e+16,100.0,99.998,9520184563893778.0,9900420502356160.0,9400700725353884.0,5612441286284364.0,8889881329014195.0,5200094299852824.0,6.7602451818405e+30,2.117,312.585,294.225,327.159,480.398,407.101,306.625,408.834,304.616,299.209,392.198,436.821,113.935,301.685,3245.0,22754.0,-0.005,1.077,0.189,0.181,0.182,0.069,0.08,0.061,0.072,0.203,8.062,-0.03,8172057193,5555968314,8608675348,8562651215,6419323506,8401624217,8874652071,7396770146,58.157,14755,12375,11229.0,31522457,2.048,261.101,0.676,1.11,0.308,181629,166082,169878,178983,64638,60180,60896,63161,25815,92982,75819,87835,79199,85898,0.576,20.964,21.122,21.359,152133,123633,143538,128079,139454,0.619,535.307
1180923195,607932015,9.239533376438144e+16,100.0,99.998,9557458339191158.0,9733651564364440.0,9378386595358604.0,5692021582198758.0,8964328850333392.0,5215359312186112.0,6.7999931888016e+30,2.028,313.867,301.588,320.596,467.086,406.172,313.243,403.948,314.872,308.927,382.695,435.194,100.42,302.076,2521.0,22812.0,-0.067,0.924,0.19,0.181,0.182,0.068,0.08,0.061,0.072,0.206,8.077,-0.029,8068494412,5636145951,8636520545,8569213442,6468665093,8526120323,8811170494,7465086573,58.067,14182,12172,9989.0,24946219,2.023,248.171,0.673,1.112,0.309,179120,166539,169983,179172,63347,60226,60681,62962,25735,91144,75997,86487,78929,85703,0.521,20.984,21.125,21.366,150121,124176,142617,128105,139578,0.569,539.58
1180923195,615288396,9.46449525095308e+16,100.0,99.998,9702782933779958.0,9899833756340354.0,9514385760279870.0,5795458038244238.0,9106624152244088.0,5275815340753467.0,6.9585568774324e+30,1.951,310.6,306.907,309.92,450.164,404.98,314.248,398.355,316.571,312.846,373.029,433.24,59.418,302.623,882.634,22895.0,-0.126,0.782,0.188,0.181,0.179,0.068,0.079,0.061,0.073,0.209,8.086,-0.028,8032121125,5718672786,8758312316,8589270903,6521663752,8663314383,8768408665,7536382356,58.419,13650,11954,8892.0,19768949,1.997,240.96,0.667,1.115,0.311,178281,166934,170095,179360,62694,60209,60566,62857,25746,90639,76314,86429,79075,85913,0.471,21.005,21.13,21.374,149746,124875,143267,128646,140204,0.524,544.441
1180923195,621712311,9.663154936395672e+16,100.0,99.998,9808277249228932.0,1.0070594277297782e+16,9656851104265230.0,5900676011912938.0,9250585945274742.0,5334468842599542.0,7.1141394581663e+30,1.886,326.674,313.514,306.595,439.448,404.071,318.101,393.923,326.101,318.534,365.255,431.585,48.397,303.031,585.563,22957.0,-0.181,0.642,0.187,0.181,0.177,0.069,0.078,0.061,0.073,0.213,8.084,-0.027,8081072213,5802227956,8803361459,8605989593,6572801046,8748755934,8731778327,7605167803,58.346,13262,11562,8902.0,19811273,1.969,233.241,0.66,1.118,0.312,176806,166740,169531,178865,61918,60063,60305,62603,25857,89695,76470,85614,78959,85858,0.422,21.023,21.133,21.38,148175,125024,141713,128438,140079,0.478,549.104
1180923195,627232411,9.83551243276594e+16,100.0,99.998,9958640267945744.0,1.0389248066778982e+16,9881965548392876.0,6020336087150513.0,9435770271193042.0,5425445896142044.0,7.3588657929911e+30,1.848,331.97,323.824,310.117,431.467,403.904,325.823,391.024,337.257,327.403,359.419,430.374,52.844,303.135,698.109,22973.0,-0.231,0.507,0.186,0.181,0.175,0.07,0.078,0.061,0.074,0.216,8.064,-0.026,8245268432,5888327231,8915463088,8633187988,6626751896,8844310864,8711416160,7676054325,58.641,12983,11302,8866.0,19652203,1.94,224.61,0.654,1.122,0.315,172610,166294,168115,177511,60833,59880,59921,62225,26107,88217,76603,84034,78568,85521,0.369,21.036,21.132,21.381,145482,125102,138845,127752,139469,0.428,553.984
1293497417,642633793,1.0324454796805504e+17,100.0,99.999,1.0088753743614678e+16,1.0730042146543172e+16,1.0131360060051926e+16,6146316049758980.0,9636234195729906.0,5523116429472982.0,7.6262037733786e+30,1.836,300.612,308.671,300.953,412.733,402.18,300.164,380.196,282.867,302.244,345.981,426.402,64.24,305.453,1032.0,23325.0,-0.284,0.382,0.186,0.181,0.176,0.071,0.077,0.062,0.074,0.219,8.127,-0.025,8373714246,5976063463,9095712899,8674657325,6684976309,8965013143,8711474109,7750507852,59.047,12807,11098,8901.0,19804788,1.911,221.579,0.653,1.123,0.315,173531,167215,169101,178537,60072,59912,59805,62110,26074,87316,77034,84076,78702,85698,0.322,21.05,21.131,21.382,144269,125767,138775,127972,139747,0.382,558.946
1374751776,657149030,1.0796121184837496e+17,100.0,99.999,1.0166778134329448e+16,1.0673404527442242e+16,1.0180977608063596e+16,6242078151305804.0,9744386293580678.0,5556568928071471.0,7.7188645631023e+30,1.797,292.448,305.543,300.259,400.148,400.583,301.415,375.356,285.145,301.368,339.042,424.27,63.831,305.962,1019.0,23403.0,-0.334,0.271,0.186,0.181,0.175,0.072,0.076,0.062,0.075,0.222,8.149,-0.024,8487651334,6067692022,9374694664,8737819848,6750222466,9158430182,8741500827,7831334510,59.655,12611,11028,8726.0,19037296,1.882,221.559,0.651,1.124,0.316,172322,168330,169705,179182,59451,60085,59827,62130,25889,86485,77641,84546,78980,86013,0.282,21.064,21.13,21.383,142897,126627,139054,128305,140128,0.341,564.104
1416413102,670651966,1.1244351496749843e+17,100.0,99.999,1.0321421852601338e+16,1.0709119952282948e+16,1.0265682757229126e+16,6342609757360733.0,9864158802248632.0,5603258198472351.0,7.8491256096869e+30,1.748,267.109,304.334,299.28,385.73,400.027,294.304,368.75,275.407,293.225,330.837,421.466,65.043,306.705,1058.0,23517.0,-0.383,0.167,0.187,0.181,0.175,0.074,0.076,0.062,0.076,0.225,8.198,-0.022,8669575992,6161590671,9617002527,8810174077,6818554068,9371325337,8790945690,7914666782,59.983,12320,10848,8494.0,18035443,1.852,219.338,0.65,1.126,0.317,170548,169131,170039,179546,58411,60188,59654,61950,25684,84905,78065,83854,78867,85929,0.243,21.078,21.13,21.385,140649,127244,137606,128048,139908,0.3,570.051
1418481395,683527833,1.1680257445211872e+17,100.0,99.999,1.0484302289376802e+16,1.0989872913138024e+16,1.0474542629025676e+16,6463258593368261.0,1.003911690917677e+16,5679765377813056.0,8.064933686751e+30,1.719,312.361,308.026,304.807,373.886,400.532,310.464,368.118,321.323,306.878,329.108,420.563,70.963,306.283,1259.0,23452.0,-0.425,0.079,0.188,0.182,0.177,0.076,0.075,0.062,0.078,0.229,8.186,-0.021,8889377670,6263432151,10101983018,8924805653,6901376254,9724873548,8891866617,8011927724,61.112,12277,10943,8450.0,17850385,1.823,220.36,0.644,1.127,0.318,170454,169359,169952,179479,57964,60344,59627,61913,25468,84272,78500,83914,78997,86077,0.208,21.092,21.129,21.385,139541,127906,137516,128227,140105,0.263,576.812
1418481395,695092984,1.2078856406047213e+17,100.0,99.999,1.0720743478541236e+16,1.1558037377649292e+16,1.0846274381313332e+16,6612693146726829.0,1.0295312145202656e+16,5818635658961878.0,8.4641302329357e+30,1.737,323.748,311.178,309.043,368.556,400.654,317.68,366.26,334.808,314.703,326.879,419.218,71.618,306.176,1282.0,23436.0,-0.463,0.009,0.203,0.187,0.192,0.078,0.076,0.063,0.08,0.232,8.181,-0.019,9158196975,6374325232,10759170767,9085550999,7000606633,10217106303,9047329631,8125178853,62.337,11896,11043,6979.0,12177997,1.795,223.847,0.646,1.126,0.317,171731,170200,170679,180219,57952,60591,59793,62063,25297,84423,79068,84897,79440,86531,0.182,21.107,21.129,21.386,140475,129047,140187,129341,141226,0.238,585.272
1418481395,705411890,1.2440148379255846e+17,100.0,99.999,1.0943443918865054e+16,1.1954897126848944e+16,1.1152834647064608e+16,6756270800083336.0,1.0530684773366152e+16,5943231683593713.0,8.830500711218e+30,1.774,335.765,308.23,310.872,360.551,400.467,315.516,362.567,327.445,314.164,323.038,417.204,70.2,306.379,1232.0,23467.0,-0.498,-0.05,0.205,0.188,0.194,0.08,0.077,0.063,0.082,0.236,8.185,-0.018,9350637526,6475660279,10665422445,9181429910,7079091633,10407587446,9142474300,8217428279,60.378,11694,11104,6488.0,10524649,1.767,223.983,0.643,1.128,0.318,173596,170683,170805,180356,58467,60727,59858,62110,25210,84999,79451,84919,79567,86667,0.158,21.122,21.13,21.387,141409,129747,140339,129631,141523,0.215,592.514
1418481395,714538547,1.2764133364837798e+17,100.0,99.999,1.1187626997925926e+16,1.2280291736659682e+16,1.1433320102934914e+16,6899132443292315.0,1.0758985207816652e+16,6060901690558224.0,9.1836323256529e+30,1.818,319.342,302.614,313.219,352.757,400.047,314.055,359.155,314.399,314.525,319.756,415.208,67.64,306.772,1144.0,23527.0,-0.53,-0.106,0.204,0.188,0.195,0.08,0.077,0.063,0.082,0.24,8.174,-0.017,9484827569,6569129561,10268493778,9225954762,7140464677,10361496209,9188785760,8292063550,58.829,11485,11028,6219.0,9668077,1.739,222.377,0.639,1.13,0.32,173106,170907,170520,180073,58394,60778,59888,62121,25195,84659,79810,84841,79658,86760,0.137,21.137,21.128,21.386,141116,130490,140798,130023,141912,0.196,598.137
1418481395,722518134,1.3050811362793048e+17,100.0,99.999,1.1424028799441078e+16,1.2540842910513356e+16,1.168521028015351e+16,7040305278210602.0,1.0978003464356646e+16,6169972278125155.0,9.5171394782082e+30,1.858,316.542,318.005,313.338,343.968,400.063,318.274,357.334,320.193,321.604,318.347,413.689,67.758,306.758,1148.0,23525.0,-0.559,-0.163,0.203,0.188,0.194,0.081,0.077,0.064,0.082,0.244,8.151,-0.016,9581367250,6664193226,10144014660,9277153522,7203740959,10322254710,9245685378,8367896648,59.053,11381,10822,6324.0,9997034,1.711,221.157,0.636,1.133,0.321,171442,171065,169888,179433,58107,60856,59865,62078,25126,84321,80196,84777,79750,86849,0.117,21.15,21.127,21.385,140435,131093,140367,130113,141992,0.177,603.668
1418481395,729388302,1.33001823731216e+17,100.0,99.999,1.1689575912362458e+16,1.298993897433015e+16,1.2038812531570446e+16,7200677187827524.0,1.124981228852569e+16,6322181561335957.0,9.9924949236241e+30,1.914,305.758,313.934,309.739,336.97,399.071,307.873,352.13,300.257,311.27,314.006,410.977,69.783,307.768,1217.0,23680.0,-0.587,-0.221,0.203,0.188,0.195,0.082,0.076,0.064,0.083,0.247,8.146,-0.015,9671283194,6759196803,10081231891,9324979044,7265602677,10256185433,9304820061,8441616558,59.051,11175,10640,6276.0,9846512,1.682,219.767,0.632,1.136,0.322,169803,171501,169377,178896,57668,60909,59736,61927,25049,83812,80612,84396,79731,86820,0.097,21.164,21.126,21.383,139586,131765,139535,130055,141912,0.157,608.999
1418481395,735180152,1.3512246395823462e+17,100.0,99.999,1.2012697432849574e+16,1.3339812559193274e+16,1.2352228635865406e+16,7358671827958406.0,1.1510407678922146e+16,6471046516784594.0,1.0468610755598e+31,1.97,312.18,321.93,313.132,332.575,399.039,313.14,350.634,311.849,315.022,313.488,409.436,68.557,307.797,1175.0,23685.0,-0.611,-0.282,0.202,0.189,0.196,0.083,0.077,0.064,0.084,0.251,8.121,-0.015,9806069364,6860203572,10336131191,9406659783,7338689003,10320233901,9402454492,8525832683,59.916,10942,10340,6427.0,10327345,1.652,218.48,0.629,1.139,0.324,168795,171744,168737,178210,57588,60960,59646,61811,24987,83686,81023,84027,79708,86777,0.078,21.177,21.125,21.381,139560,132236,138923,130055,141874,0.137,615.383
1418481395,739919007,1.3687003430898611e+17,100.0,99.999,1.2341352914461142e+16,1.346348979263276e+16,1.2549867683476848e+16,7500998194221984.0,1.172054825696923e+16,6581947681620332.0,1.0830508820897e+31,2.001,313.58,318.528,313.277,327.204,398.751,318.637,349.634,323.324,318.322,313.652,408.031,68.734,307.987,1181.0,23714.0,-0.632,-0.346,0.203,0.189,0.198,0.084,0.077,0.064,0.084,0.255,8.099,-0.014,9932616659,6959047024,10386079534,9473070628,7406762385,10319398856,9489537066,8604422228,59.572,10725,10090,6496.0,10550933,1.621,215.215,0.625,1.142,0.326,167101,171889,167806,177212,57267,60883,59441,61578,25075,83048,81237,83103,79488,86528,0.056,21.19,21.124,21.378,138594,132620,137510,129768,141540,0.115,621.504
1574372842,758609820,1.438722148067676e+17,100.0,99.999,1.2834602531625886e+16,1.4423586087618194e+16,1.3183735322023202e+16,7716446035504458.0,1.2141226343349806e+16,6882959863403101.0,1.1843784120305e+31,2.094,289.706,299.345,305.261,316.809,396.931,290.24,340.305,269.057,289.952,305.771,403.774,88.372,310.597,1952.0,24118.0,-0.656,-0.408,0.202,0.189,0.198,0.085,0.077,0.065,0.084,0.259,8.111,-0.014,10012501835,7052411728,10192288046,9506969075,7463723575,10214571539,9548611020,8671223317,58.609,10658,9920,6562.0,10764757,1.591,214.195,0.622,1.144,0.327,167074,172618,167775,177091,57248,60858,59306,61411,25101,82859,81509,82761,79451,86453,0.035,21.203,21.122,21.375,138731,133360,138458,130262,141970,0.098,626.249
1707941804,779666487,1.519699577932315e+17,100.0,99.999,1.3106119802781248e+16,1.4413718974799934e+16,1.3343786297266128e+16,7862988268489966.0,1.2353967815759314e+16,7000460269694093.0,1.2251610996891e+31,2.14,259.617,289.295,298.763,310.598,396.508,277.349,333.749,243.541,274.784,300.731,400.296,93.474,311.353,2184.0,24235.0,-0.682,-0.464,0.204,0.19,0.201,0.085,0.077,0.065,0.084,0.262,8.13,-0.013,10103274204,7146913918,10155755903,9546469377,7522086217,10190563949,9616242023,8738625779,58.795,10771,9930,6449.0,10398773,1.561,213.948,0.616,1.143,0.327,167159,173252,167922,177132,57418,60931,59260,61331,25019,82856,81752,82471,79425,86382,0.016,21.217,21.119,21.371,138406,133786,138014,130290,141931,0.082,631.042
1779666507,800121837,1.6004873836238426e+17,100.0,99.999,1.3367670598945834e+16,1.4562019376481644e+16,1.3565537535167548e+16,8019997769875390.0,1.2594690971212542e+16,7129524103474639.0,1.2707528485506e+31,2.162,235.875,282.756,292.685,303.837,396.727,273.987,329.242,245.684,268.436,297.718,397.382,90.643,310.953,2054.0,24173.0,-0.708,-0.516,0.206,0.191,0.204,0.086,0.077,0.065,0.085,0.266,8.125,-0.013,10191248267,7242635453,10207478748,9592452101,7582242599,10217709760,9692893147,8807027706,59.011,10254,9764,4361.0,4754105,1.531,213.015,0.611,1.143,0.327,166574,173572,167795,176887,57160,61095,59308,61342,24836,82273,82138,82510,79505,86411,-0.002,21.231,21.118,21.368,136917,134359,137690,130350,141914,0.066,636.026
1789546951,818671329,1.6755568608473523e+17,100.0,99.999,1.3748329421471598e+16,1.519192650766034e+16,1.4034352250638066e+16,8219154915618710.0,1.2954981298744454e+16,7354516674228067.0,1.3522228877875e+31,2.208,244.832,268.612,293.309,299.028,396.006,263.47,322.963,243.706,255.727,293.078,393.759,88.824,312.175,1972.0,24363.0,-0.734,-0.565,0.206,0.191,0.205,0.087,0.078,0.065,0.085,0.27,8.12,-0.012,10256004181,7336837594,10195012131,9630522644,7639392113,10211847390,9762728025,8871641114,58.84,10022,9673,3867.0,3738761,1.501,211.965,0.605,1.144,0.327,166262,173753,167611,176577,56792,61062,59246,61241,24853,81469,82397,82067,79420,86268,-0.019,21.246,21.12,21.366,136040,134875,137356,130397,141873,0.051,640.819
1789546951,835441921,1.744908009602843e+17,100.0,99.999,1.4087435696221034e+16,1.5206689759903146e+16,1.41965692194372e+16,8373700511245366.0,1.3180011961729574e+16,7478995230380538.0,1.3983842414014e+31,2.217,233.868,258.485,286.21,295.898,394.927,249.048,315.403,224.181,240.019,287.062,389.579,99.18,314.12,2459.0,24668.0,-0.762,-0.617,0.206,0.192,0.206,0.087,0.078,0.066,0.084,0.273,8.151,-0.011,10268867178,7425817005,10014385255,9643634626,7687619943,10112966452,9805717605,8926518494,58.068,9761,9410,3878.0,3759422,1.471,210.787,0.602,1.145,0.328,165791,174419,168100,176931,56044,61104,59238,61193,24825,80189,82672,81792,79385,86167,-0.035,21.261,21.122,21.366,134310,135284,136839,130374,141752,0.037,644.817
