difficulty-btc-wma-3,difficulty-btc-std-90,difficulty-btc-var-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-14,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-trx-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-wma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,price-btc-ema-90
43464507234,3815515404,3.6395394500817055e+18,71.573,87.171,3.006370499286287e+17,2.888795943919339e+17,2.947942963701418e+17,2.873940379398359e+17,3.0063819452523475e+17,4.304038743848395e+16,4.631187377137e+32,-0.131,3.12,2.84,2.588,3.1,4.053,2.918,3.099,3.205,2.966,2.859,3.67,0.696,1.664,0.121,0.693,-0.857,0.28,0.04,0.05,0.038,0.022,0.026,0.032,0.024,-0.295,10.028,0.058,3039845496,4340346228,3490414831,3501288229,4220853465,3396014408,3292469982,4014463287,43.185,3357,3330,1453.0,527936,-0.207,86.219,0.375,0.167,0.007,364698,349367,349399,360439,92964,88100,87879,90191,20390,154636,150335,157893,150047,152768,0.156,20.913,20.905,21.109,205697,197674,211694,198990,203036,0.203,314.976
42284164761,3704186446,3.4302493068524257e+18,50.629,76.22,3.0099408476009165e+17,2.963402565872549e+17,2.979846892772186e+17,2.880825699229872e+17,3.013946932669862e+17,4.33317735246669e+16,4.6941064919826e+32,-0.142,3.276,2.902,2.657,3.079,4.035,3.004,3.109,3.275,3.071,2.869,3.652,0.755,1.664,0.142,0.692,-0.86,0.271,0.04,0.05,0.037,0.023,0.026,0.032,0.024,-0.297,10.003,0.058,3087001724,4326819058,3403217250,3489335419,4200967008,3403993659,3279959391,3991950615,42.539,3345,3289,1468.0,538536,-0.207,85.049,0.375,0.168,0.007,364347,349089,347732,358773,93023,88018,87817,90124,20378,154292,149987,155787,149502,152217,0.155,20.925,20.91,21.113,205951,197638,209399,198487,202562,0.205,313.609
41553620314,3585558107,3.214056734128079e+18,50.629,76.22,3.03033385938159e+17,3.070372154293982e+17,3.034704763010332e+17,2.892044495281046e+17,3.034958736460403e+17,4.38155608648484e+16,4.7995084347531e+32,-0.115,3.127,2.97,2.679,3.039,4.012,2.957,3.091,3.046,3.05,2.852,3.626,0.755,1.672,0.142,0.699,-0.862,0.253,0.039,0.049,0.037,0.023,0.025,0.032,0.024,-0.299,9.978,0.058,3109275998,4310629028,3245070750,3463373408,4176482552,3341035492,3254714721,3964700180,41.633,3291,3230,1480.0,547741,-0.208,84.184,0.375,0.167,0.007,363718,349401,346293,357304,93217,88076,87881,90184,20379,154189,149936,154871,149328,152032,0.152,20.936,20.913,21.115,206120,197757,207968,198240,202333,0.203,311.824
41272873895,3458879432,2.9909617319097134e+18,50.629,76.22,3.0230788163728416e+17,3.0970426771262246e+17,3.0536846940253485e+17,2.898308445838011e+17,3.0413693911999046e+17,4.404396521159471e+16,4.8496771789004e+32,-0.082,2.871,2.968,2.699,3.0,3.992,2.851,3.055,2.749,2.941,2.82,3.593,0.723,1.699,0.131,0.722,-0.865,0.228,0.039,0.049,0.036,0.023,0.025,0.032,0.024,-0.301,9.989,0.058,3128271957,4296667643,3179321557,3440805599,4153121888,3286433173,3233661536,3938391242,41.779,3247,3179,1493.0,557379,-0.208,84.512,0.375,0.167,0.007,365152,350179,345554,356497,93344,88205,87731,90029,20049,154345,150004,153102,148847,151538,0.143,20.947,20.916,21.118,206428,197933,205352,197563,201666,0.195,310.08
41272873895,3323229935,2.760964300195496e+18,50.629,76.22,3.02645376571022e+17,3.079747411220159e+17,3.05024161662223e+17,2.9011557682042515e+17,3.038243245013836e+17,4.407154908749624e+16,4.855753597429e+32,-0.058,2.828,3.015,2.756,2.97,3.979,2.922,3.06,2.88,2.982,2.828,3.574,0.724,1.707,0.131,0.729,-0.864,0.193,0.038,0.049,0.036,0.023,0.025,0.032,0.024,-0.303,9.961,0.058,3151755739,4282359976,3121750274,3416507108,4129189077,3219309556,3211848377,3911303580,41.584,3233,3102,1530.0,585349,-0.209,82.54,0.375,0.167,0.007,369397,350170,344877,355718,94243,88307,87696,89984,19914,156849,150134,154098,149280,151946,0.138,20.958,20.918,21.119,210995,198022,208364,198760,202855,0.194,308.274
41272873895,3177460898,2.52406443898726e+18,50.629,76.22,3.0486366940287546e+17,3.188781870395071e+17,3.1123274341285734e+17,2.914666306219978e+17,3.067019236232196e+17,4.551221120427666e+16,5.1784034217567e+32,-0.002,2.694,2.961,2.752,2.919,3.951,2.795,3.018,2.674,2.832,2.792,3.54,0.731,1.726,0.133,0.745,-0.865,0.151,0.038,0.048,0.035,0.024,0.025,0.032,0.024,-0.306,9.947,0.058,3162328679,4266618126,3043191116,3387353872,4103594415,3132592922,3186244506,3882342524,41.193,3206,3027,1582.0,625584,-0.211,80.693,0.374,0.168,0.007,370575,350133,343899,354624,94233,88181,87501,89776,20008,157265,150075,153693,149248,151895,0.132,20.968,20.918,21.119,212293,198522,209333,199301,203413,0.194,306.301
41272873895,3020107381,2.28026214828422e+18,50.629,76.22,3.0205374681640314e+17,3.156959721639023e+17,3.105549546294214e+17,2.9178932725749434e+17,3.066019757383818e+17,4.555185536747787e+16,5.1874288185491e+32,0.036,2.834,2.917,2.805,2.894,3.935,2.835,3.014,2.804,2.83,2.795,3.518,0.672,1.736,0.113,0.753,-0.864,0.107,0.038,0.048,0.035,0.024,0.024,0.032,0.024,-0.308,9.928,0.058,3176180104,4252374820,3055814839,3366778691,4080843737,3086071666,3170150258,3856008908,41.771,3190,2987,1597.0,637673,-0.212,80.817,0.374,0.169,0.007,371017,350183,343118,353706,94359,88163,87464,89724,20014,157467,150066,153397,149245,151874,0.125,20.978,20.919,21.118,211421,198605,208088,199097,203226,0.19,304.553
41272873895,2998969169,2.2484540192102807e+18,50.629,76.22,3.0375076970901056e+17,3.112477051217639e+17,3.0886801454487834e+17,2.919236915814032e+17,3.06029287409376e+17,4.525282267576739e+16,5.1195449003111e+32,0.054,2.634,2.807,2.823,2.859,3.923,2.76,2.983,2.654,2.735,2.772,3.487,0.626,1.76,0.098,0.774,-0.863,0.071,0.037,0.048,0.035,0.024,0.024,0.032,0.024,-0.31,9.958,0.057,3199680467,4237994611,3124428462,3355569878,4061331613,3095442392,3164266769,3832726869,42.457,3178,2993,1589.0,630923,-0.213,81.739,0.374,0.169,0.007,375078,350778,344456,354888,94564,88189,87557,89801,20026,158307,150245,154325,149652,152263,0.121,20.986,20.919,21.117,211377,198999,208094,199297,203437,0.186,303.065
41272873895,2990789948,2.2362061282074952e+18,50.629,76.22,3.054307201554121e+17,3.1036186264533414e+17,3.0871285730103386e+17,2.922705189140327e+17,3.0616055121260064e+17,4.498196459532733e+16,5.0584428471382e+32,0.065,2.803,2.758,2.83,2.851,3.901,2.8,2.979,2.797,2.763,2.775,3.465,0.628,1.76,0.099,0.774,-0.86,0.04,0.037,0.047,0.034,0.024,0.024,0.031,0.023,-0.312,9.938,0.057,3209131694,4221250283,3095092774,3336872278,4039450854,3083067097,3151395099,3806963407,41.946,3170,2980,1590.0,632072,-0.214,81.22,0.373,0.169,0.007,373415,350348,343720,354014,94404,88150,87625,89856,19993,158364,150326,154888,149947,152544,0.118,20.994,20.919,21.116,211138,199056,207636,199334,203481,0.181,301.356
41272873895,2982126941,2.2232702732169367e+18,50.629,76.22,3.034297822198335e+17,3.097913312481955e+17,3.086284412684666e+17,2.9261797425782925e+17,3.063749345786984e+17,4.5022973167511016e+16,5.067670282106e+32,0.072,2.778,2.767,2.868,2.831,3.885,2.82,2.972,2.835,2.793,2.777,3.443,0.567,1.771,0.08,0.784,-0.855,0.013,0.037,0.047,0.034,0.024,0.024,0.031,0.023,-0.314,9.919,0.057,3202186829,4203695882,3066107931,3317533621,4017421672,3072471251,3138052409,3780938634,41.832,3154,2984,1578.0,622449,-0.216,80.458,0.373,0.17,0.007,372879,349897,342715,352863,94363,88179,87598,89817,19975,158321,150400,154432,149900,152489,0.114,21.003,20.92,21.115,211375,199049,206399,199095,203248,0.173,299.622
41272873895,2972975919,2.2096464542383475e+18,50.629,76.22,3.0830746351315725e+17,3.196634707695971e+17,3.140486343438447e+17,2.938632910726858e+17,3.092662070682666e+17,4.634736078576185e+16,5.3701946295139e+32,0.108,2.864,2.804,2.886,2.816,3.866,2.813,2.961,2.843,2.8,2.775,3.419,0.541,1.78,0.073,0.792,-0.85,-0.019,0.036,0.047,0.034,0.024,0.024,0.031,0.023,-0.316,9.879,0.056,3194709472,4186083270,3035077277,3297308653,3995149693,3055384902,3124161471,3754572716,41.699,3100,2935,1566.0,612781,-0.217,80.191,0.373,0.17,0.007,370149,349845,340916,350906,94221,88323,87553,89759,19708,158577,150814,154362,149976,152554,0.11,21.011,20.92,21.113,211712,199483,205198,198847,203000,0.163,297.87
41272873895,2963332362,2.195334671270412e+18,50.629,76.22,3.140479708425934e+17,3.266689041169623e+17,3.1853351031920646e+17,2.9504619026139725e+17,3.119711959322296e+17,4.743735065023573e+16,5.6257555917836e+32,0.159,2.754,2.727,2.871,2.776,3.843,2.757,2.937,2.706,2.746,2.76,3.391,0.561,1.792,0.079,0.803,-0.844,-0.059,0.036,0.046,0.033,0.024,0.023,0.031,0.023,-0.319,9.86,0.056,3184701977,4167527199,3053688042,3282791889,3974867256,3059273233,3116723700,3730093937,42.083,3022,2841,1616.0,653257,-0.218,77.829,0.371,0.171,0.007,366622,349500,339684,349477,93506,88473,87508,89698,19414,157533,150612,152862,149561,152121,0.102,21.018,20.919,21.111,210727,198982,202863,198191,202330,0.149,296.288
41272873895,2953191443,2.1803349243147057e+18,50.629,76.22,3.1492267932469235e+17,3.178509203465051e+17,3.149153048146634e+17,2.9496598759708384e+17,3.108961144148041e+17,4.739214209518914e+16,5.6150378309265e+32,0.173,2.647,2.747,2.854,2.752,3.823,2.707,2.912,2.607,2.703,2.746,3.362,0.583,1.809,0.085,0.818,-0.84,-0.105,0.036,0.046,0.033,0.023,0.023,0.031,0.023,-0.321,9.881,0.055,3163721721,4146722601,3061710402,3269046139,3954974190,3062230059,3110953006,3705966586,42.073,2962,2757,1670.0,697374,-0.22,75.116,0.371,0.171,0.007,366632,350166,341154,350732,92853,88403,87399,89568,19454,157812,150840,153819,149960,152496,0.097,21.026,20.92,21.109,212607,199825,206894,199667,203789,0.144,294.719
41865894156,2960209103,2.1907094833927288e+18,62.297,78.404,3.179005002457239e+17,3.175611983905714e+17,3.15152201842411e+17,2.954434830899561e+17,3.114842888474383e+17,4.736696766931628e+16,5.6090740654651e+32,0.182,2.655,2.727,2.822,2.727,3.807,2.735,2.906,2.693,2.721,2.75,3.34,0.537,1.819,0.072,0.827,-0.834,-0.151,0.035,0.046,0.033,0.023,0.023,0.031,0.023,-0.323,9.859,0.054,3110826680,4125706794,3041184599,3253021149,3934439786,3049164792,3103761204,3681217931,41.87,2940,2687,1708.0,729351,-0.222,72.783,0.371,0.171,0.007,365560,349949,341704,351083,92849,88615,87777,89924,19737,157518,150952,153993,150104,152621,0.093,21.034,20.919,21.106,211045,200081,206355,199642,203761,0.138,293.097
43259491769,3040624973,2.311350056889352e+18,73.29,81.324,3.211741570177904e+17,3.235752371828086e+17,3.1868088873802554e+17,2.964582934299465e+17,3.136229234672939e+17,4.787551990868145e+16,5.7301635163164e+32,0.205,2.561,2.695,2.751,2.685,3.773,2.628,2.868,2.52,2.617,2.723,3.307,0.527,1.814,0.069,0.823,-0.83,-0.198,0.035,0.045,0.033,0.023,0.023,0.03,0.023,-0.325,9.861,0.054,3076597236,4100330182,3018560428,3236435027,3913813335,3031625312,3096596131,3656387810,41.767,2877,2612,1736.0,753483,-0.225,71.283,0.371,0.171,0.007,367701,350238,342929,352128,93261,88697,88108,90236,19911,158073,150866,154406,150330,152829,0.09,21.041,20.918,21.102,210373,200144,206176,199728,203837,0.132,291.451
44122665705,3115238941,2.426178414275199e+18,73.29,81.324,3.220882374917902e+17,3.2556127033941005e+17,3.2039268621418406e+17,2.972288665371832e+17,3.1501640960233926e+17,4.808615249405359e+16,5.7806951542034e+32,0.229,2.588,2.655,2.706,2.673,3.739,2.631,2.853,2.558,2.602,2.72,3.282,0.446,1.784,0.05,0.796,-0.825,-0.244,0.035,0.045,0.032,0.023,0.023,0.03,0.023,-0.327,9.843,0.053,3054918895,4070458349,3015541666,3221989084,3894004754,3025271988,3091971799,3632479957,41.864,2850,2556,1764.0,777791,-0.227,69.834,0.37,0.171,0.007,366348,349868,343035,352073,93196,88742,88301,90416,19966,158298,150893,154736,150532,153019,0.088,21.048,20.918,21.099,210781,200278,205630,199684,203784,0.125,289.893
44455415962,3184458859,2.5351945555507937e+18,73.29,81.324,3.20104158975826e+17,3.220087009376398e+17,3.191871270832701e+17,2.975392429370765e+17,3.1508413350267994e+17,4.815027401988449e+16,5.7961222204749e+32,0.236,2.35,2.544,2.655,2.649,3.706,2.499,2.805,2.316,2.465,2.684,3.246,0.537,1.793,0.072,0.803,-0.824,-0.291,0.035,0.045,0.032,0.022,0.023,0.03,0.023,-0.33,9.892,0.053,3048326395,4044886664,3005085454,3207320707,3874238259,3016346468,3087548904,3608835362,41.788,2774,2491,1734.0,751655,-0.23,69.525,0.371,0.171,0.007,364605,350944,344754,353642,92700,88755,88279,90385,19961,157673,150917,155012,150718,153197,0.086,21.055,20.917,21.095,210141,200358,205684,199833,203920,0.118,288.343
44455415962,3248629545,2.6383984807161364e+18,73.29,81.324,3.184230367331517e+17,3.1504895399444384e+17,3.158514718941482e+17,2.9746518733768704e+17,3.1395911013742035e+17,4.81411321174295e+16,5.7939215038695e+32,0.217,2.544,2.558,2.681,2.669,3.686,2.596,2.81,2.585,2.551,2.699,3.229,0.545,1.79,0.074,0.801,-0.82,-0.332,0.035,0.044,0.033,0.022,0.023,0.03,0.023,-0.332,9.89,0.052,3051986438,4023092939,3084949210,3204578272,3858646495,3051484517,3094660815,3589493083,42.782,2697,2450,1631.0,665349,-0.232,67.923,0.373,0.172,0.007,367296,353313,348192,356944,92997,89204,88834,90929,20347,158813,151862,158581,152029,154503,0.094,21.062,20.916,21.092,211387,201525,209351,201211,205286,0.12,287.098
44455415962,3308044854,2.735790189770703e+18,73.29,81.324,3.2145202007016134e+17,3.225846975129156e+17,3.1976353271737254e+17,2.985141266944045e+17,3.1616789427640186e+17,4.899473881608156e+16,6.0012110791401e+32,0.222,2.619,2.597,2.662,2.681,3.662,2.663,2.813,2.745,2.627,2.712,3.21,0.496,1.774,0.062,0.787,-0.813,-0.373,0.035,0.044,0.033,0.023,0.023,0.03,0.023,-0.334,9.869,0.052,3073464791,4003366919,3224912574,3214920057,3847794394,3130896654,3113585433,3575026775,43.921,2612,2391,1546.0,597557,-0.235,65.562,0.374,0.171,0.007,367073,354418,349681,358320,92276,89457,89049,91135,20242,157964,152118,158948,152298,154776,0.102,21.068,20.916,21.089,211533,201641,211220,202027,206095,0.124,286.198
44455415962,3362956843,2.827369682714231e+18,73.29,81.324,3.184190202996745e+17,3.192201551359777e+17,3.1834526542241146e+17,2.98747366283652e+17,3.159754395885007e+17,4.901766040848866e+16,6.0068275798048e+32,0.213,2.865,2.638,2.692,2.701,3.639,2.708,2.815,2.858,2.689,2.722,3.192,0.485,1.764,0.059,0.778,-0.804,-0.413,0.035,0.044,0.033,0.023,0.023,0.03,0.023,-0.336,9.877,0.051,3106796685,3982530931,3328095524,3228878664,3838640198,3216460242,3135525716,3562453402,44.293,2554,2361,1481.0,548282,-0.238,63.855,0.373,0.171,0.007,369562,355542,352298,360833,91628,89423,88963,91040,20261,158929,152655,161453,153297,155779,0.115,21.074,20.917,21.086,215144,203144,218282,204635,208711,0.142,285.407
44455415962,3415015870,2.9155833475794207e+18,73.29,81.324,3.2123872860049446e+17,3.2582142728912525e+17,3.2198259586589894e+17,2.997776493048589e+17,3.1817803313516186e+17,4.991719609446646e+16,6.2293161648335e+32,0.224,2.794,2.617,2.672,2.712,3.614,2.7,2.806,2.762,2.698,2.72,3.171,0.462,1.753,0.053,0.768,-0.794,-0.453,0.035,0.044,0.034,0.023,0.023,0.029,0.023,-0.337,9.861,0.051,3117073420,3961866830,3270204191,3227809903,3824874762,3234370078,3142084025,3545525533,43.334,2526,2301,1518.0,576030,-0.241,62.403,0.374,0.171,0.007,370358,356550,353673,362137,92099,89613,89304,91371,20500,158765,152915,162292,153762,156259,0.129,21.08,20.918,21.083,214511,203691,219178,205240,209349,0.159,284.289
44455415962,3473696135,3.0166412097361014e+18,73.29,81.324,3.2446014105223386e+17,3.30116740046769e+17,3.247852735264058e+17,3.007276499425477e+17,3.201091407155075e+17,5.060697603681352e+16,6.4026650589765e+32,0.243,2.707,2.659,2.677,2.717,3.591,2.676,2.793,2.667,2.695,2.713,3.149,0.458,1.752,0.052,0.767,-0.784,-0.49,0.035,0.044,0.034,0.023,0.023,0.029,0.023,-0.339,9.855,0.05,3122671887,3941746549,3270812406,3230623497,3812710935,3260212068,3151430133,3530350891,43.667,2506,2256,1538.0,591140,-0.245,61.644,0.375,0.171,0.007,374520,357739,355694,364094,92759,89810,89601,91662,20663,159844,153326,163536,154374,156889,0.143,21.086,20.918,21.081,214995,204379,220474,205988,210131,0.176,283.288
44455415962,3528986006,3.1134355583692964e+18,73.29,81.324,3.2723542256773926e+17,3.342271241433568e+17,3.276883405806344e+17,3.01734916458824e+17,3.222213185974207e+17,5.116855701283278e+16,6.5455530669388e+32,0.27,2.724,2.696,2.676,2.739,3.572,2.731,2.8,2.761,2.754,2.725,3.134,0.454,1.745,0.052,0.761,-0.772,-0.525,0.035,0.044,0.034,0.023,0.023,0.029,0.023,-0.341,9.826,0.049,3135702221,3923667572,3259497085,3231756289,3800303701,3270405616,3158298873,3515107709,43.566,2500,2221,1545.0,596850,-0.248,60.669,0.374,0.171,0.007,373130,357743,355810,364166,92999,89991,89952,92008,20925,159921,153520,163869,154688,157226,0.156,21.093,20.92,21.078,214945,204695,220255,206231,210410,0.189,282.326
44455415962,3581042526,3.205966393479004e+18,73.29,81.324,3.3217350392919334e+17,3.4497356213680186e+17,3.342916119855014e+17,3.033937727150507e+17,3.263089114424201e+17,5.27979894890984e+16,6.9690692352274e+32,0.322,2.708,2.771,2.657,2.751,3.554,2.704,2.789,2.712,2.736,2.718,3.113,0.44,1.749,0.048,0.765,-0.76,-0.559,0.035,0.043,0.034,0.023,0.023,0.029,0.023,-0.343,9.799,0.049,3150697556,3907505068,3253277430,3232743481,3788144449,3271901779,3164291522,3500237164,43.561,2458,2175,1552.0,602057,-0.251,59.68,0.373,0.171,0.007,368653,357172,354932,363245,92852,90128,90049,92104,20877,159601,153606,162961,154581,157144,0.164,21.099,20.92,21.075,214482,204759,217952,205755,209968,0.195,281.348
44455415962,3630004802,3.294233715064701e+18,73.29,81.324,3.331805127050471e+17,3.495746746515401e+17,3.3816979868020186e+17,3.0471210764869254e+17,3.2928228017933395e+17,5.423425663289378e+16,7.3533864813065e+32,0.377,2.724,2.737,2.647,2.745,3.532,2.691,2.78,2.683,2.706,2.711,3.093,0.434,1.744,0.047,0.76,-0.748,-0.591,0.035,0.043,0.034,0.023,0.023,0.029,0.024,-0.344,9.783,0.048,3170835287,3890702054,3269626144,3236177764,3777107755,3274111908,3171971249,3486577159,43.785,2415,2140,1539.0,592448,-0.255,58.711,0.374,0.17,0.007,369600,358471,355537,363801,92910,90394,90236,92290,20687,159642,154009,162826,154719,157304,0.17,21.105,20.92,21.07,214861,205387,217778,205964,210198,0.199,280.505
44455415962,3675996476,3.378237523126911e+18,73.29,81.324,3.308219136291152e+17,3.4084721026265766e+17,3.35035801135643e+17,3.0493084851566656e+17,3.2894255464480346e+17,5.422588527522087e+16,7.3511165847035e+32,0.394,2.68,2.723,2.66,2.759,3.514,2.709,2.779,2.703,2.713,2.712,3.076,0.437,1.743,0.048,0.759,-0.735,-0.623,0.035,0.043,0.034,0.023,0.023,0.029,0.024,-0.346,9.788,0.047,3186383334,3873377263,3279798803,3239648325,3766401463,3272993978,3179150682,3473374289,43.808,2368,2093,1539.0,592309,-0.258,57.576,0.375,0.17,0.007,369767,359225,356545,364745,92714,90512,90180,92230,20504,160266,154453,163652,155179,157779,0.177,21.11,20.919,21.065,216453,205629,219719,206885,211132,0.205,279.705
44462796626,3719643772,3.458937447964737e+18,73.376,81.346,3.333537314483579e+17,3.373460123231262e+17,3.339433501181615e+17,3.054124214824548e+17,3.294345626442826e+17,5.432928452664002e+16,7.3791778929415e+32,0.392,2.737,2.716,2.677,2.768,3.492,2.731,2.78,2.761,2.731,2.715,3.06,0.438,1.728,0.048,0.747,-0.721,-0.66,0.035,0.043,0.034,0.023,0.024,0.029,0.024,-0.347,9.781,0.046,3198742285,3853156319,3261278442,3239848954,3754892817,3262747861,3182949423,3459514527,43.593,2327,2024,1585.0,627678,-0.262,56.022,0.374,0.171,0.007,368628,359330,356538,364678,92478,90502,90062,92104,20514,160471,154598,162914,155114,157730,0.18,21.116,20.918,21.06,217990,206223,220631,207477,211752,0.212,278.859
45574816582,3863281623,3.731236224183829e+18,82.26,84.1,3.35097445117766e+17,3.3828551521596576e+17,3.348981066216712e+17,3.061968523046972e+17,3.3074807192208723e+17,5.473929504862754e+16,7.4909760560517e+32,0.389,2.676,2.686,2.652,2.756,3.471,2.665,2.76,2.626,2.669,2.695,3.038,0.443,1.731,0.049,0.749,-0.708,-0.691,0.035,0.043,0.034,0.024,0.024,0.028,0.024,-0.349,9.787,0.045,3210399345,3831493647,3222568039,3236236611,3742342593,3244509505,3182659903,3444804666,43.325,2277,1995,1541.0,593773,-0.266,55.171,0.375,0.171,0.007,369708,359620,357595,365674,93076,90673,90310,92343,20617,161765,154840,163322,155424,158052,0.182,21.121,20.917,21.055,219123,206579,220421,207695,211997,0.217,277.92
46315343146,3996734084,3.993470834056101e+18,82.26,84.1,3.3291120362863584e+17,3.314666295898988e+17,3.3171302210034144e+17,3.0630263517078515e+17,3.299613501077818e+17,5.428765790203325e+16,7.3678745012205e+32,0.362,2.581,2.668,2.664,2.746,3.446,2.619,2.742,2.528,2.618,2.677,3.016,0.412,1.723,0.043,0.743,-0.696,-0.721,0.035,0.043,0.034,0.024,0.023,0.028,0.024,-0.35,9.816,0.045,3225327406,3811915435,3213748571,3234216772,3730531308,3232555274,3183791221,3431034016,43.451,2241,1954,1550.0,600315,-0.27,55.539,0.376,0.171,0.007,368976,360660,359308,367343,93694,90895,90633,92658,20797,161328,155062,163416,155630,158270,0.185,21.126,20.916,21.049,216269,206886,219294,207591,211918,0.217,277.044
46684376317,4120990792,4.2456412775805087e+18,82.26,84.1,3.334706527865815e+17,3.3343788669753734e+17,3.327315068896896e+17,3.070289873213273e+17,3.309346103081791e+17,5.426504444499903e+16,7.3617376215443e+32,0.34,2.578,2.653,2.675,2.73,3.424,2.661,2.744,2.631,2.647,2.68,3.002,0.417,1.704,0.043,0.726,-0.683,-0.745,0.035,0.042,0.034,0.024,0.023,0.028,0.024,-0.351,9.798,0.044,3239062733,3792441242,3209283028,3232320044,3718977158,3222947835,3185256257,3417691204,43.45,2120,1926,999.971,249985,-0.274,55.238,0.376,0.171,0.007,364454,360766,359229,367234,93600,91125,90954,92973,20968,161006,155231,163408,155798,158451,0.185,21.131,20.915,21.044,215070,207014,217893,207371,211713,0.214,276.164
46684376317,4236860892,4.4877475547580974e+18,82.26,84.1,3.366673151157331e+17,3.3910448135826605e+17,3.358478746831246e+17,3.0810756486020915e+17,3.328502986832169e+17,5.5230135076293496e+16,7.6259195513641e+32,0.335,2.587,2.634,2.702,2.703,3.401,2.619,2.728,2.589,2.608,2.665,2.981,0.295,1.699,0.022,0.722,-0.671,-0.757,0.035,0.042,0.034,0.024,0.023,0.028,0.024,-0.352,9.792,0.043,3253431676,3772919935,3202538738,3229963554,3707478637,3212633362,3187335660,3404578088,43.408,2108,1960,967.135,233838,-0.278,54.697,0.377,0.171,0.007,363766,361166,359333,367304,93648,91291,91167,93183,21032,160676,155424,163276,155920,158586,0.185,21.133,20.914,21.038,214229,207117,216424,207101,211452,0.207,275.28
46684376317,4345015381,4.719789665587824e+18,82.26,84.1,3.411783890128104e+17,3.4365954794968384e+17,3.3871145775523296e+17,3.091892611868845e+17,3.347150114989313e+17,5.616921421774236e+16,7.8874515645966e+32,0.341,2.651,2.637,2.687,2.683,3.375,2.632,2.725,2.632,2.617,2.663,2.965,0.277,1.671,0.019,0.698,-0.659,-0.746,0.035,0.042,0.034,0.024,0.023,0.028,0.024,-0.354,9.784,0.042,3270821566,3754203516,3305405081,3241467287,3700902654,3257268965,3203724017,3396563835,44.687,2139,2059,1094.0,299428,-0.281,55.101,0.378,0.169,0.007,367165,362299,359689,367620,94190,91539,91391,93403,20971,162010,155848,163405,156126,158802,0.184,21.134,20.914,21.033,215450,207649,216185,207225,211575,0.2,274.732
46684376317,4446017368,4.941767610070467e+18,82.26,84.1,3.407578353473347e+17,3.4257070515018074e+17,3.387904869547581e+17,3.0985112746303366e+17,3.353340906937455e+17,5.651862026511645e+16,7.9858860916811e+32,0.34,2.607,2.621,2.672,2.678,3.351,2.638,2.72,2.634,2.621,2.661,2.949,0.259,1.651,0.017,0.681,-0.646,-0.74,0.035,0.042,0.035,0.024,0.023,0.028,0.024,-0.355,9.79,0.042,3275402852,3736057310,3367209509,3253567071,3694927078,3302722462,3221252209,3389416811,44.81,2116,2032,1099.0,301830,-0.285,54.284,0.379,0.169,0.007,372490,363195,361498,369372,94149,91591,91349,93358,20927,163196,156102,164291,156588,159270,0.185,21.135,20.913,21.028,217780,207678,218827,208322,212663,0.198,274.248
