top100cap-btc_raw,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-90,mining_profitability-btc-std-90,sentinusd-btc-sma-90,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-90,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-trx-90,transactions-btc-sma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-90,top100cap-btc-std-90
21.172,1315749698,815113633,1539895384,1344184727,915541060,1588968714,1439784932,1040343917,1.549089537302279e+16,1.5191106152022464e+16,1.3748329421471598e+16,1.176300424036219e+16,7306787617681414.0,1.6044019169330188e+16,1.519192650766034e+16,1.4034352250638066e+16,1.213782452836446e+16,8219154915618710.0,1.594048375049789e+16,1.5548885897919908e+16,1.4656564375997762e+16,1.2954981298744454e+16,9306908256635944.0,3791980427488052.0,4663733825347162.0,7354516674228067.0,3.5947788906131e+30,5.4376032984218e+30,1.3522228877875e+31,2.178,396.006,312.175,707218816,7336837594,7639392113,8871641114,1.093,0.605,-0.337,61062,81469,82397,82067,79906,21.294,21.246,21.23,21.12,21.366,1.015
21.245,1345122901,832022697,1573182260,1372917774,934749980,1624872888,1470352496,1061760034,1.5779849333118262e+16,1.5321642202144042e+16,1.4087435696221034e+16,1.196336598514367e+16,7444568172681725.0,1.5647499342980876e+16,1.5206689759903146e+16,1.41965692194372e+16,1.2338673237284918e+16,8373700511245366.0,1.5820525822302278e+16,1.5563854239072182e+16,1.4856917722019092e+16,1.3180011961729574e+16,9481505880788694.0,3399411160209797.0,4728986035382023.0,7478995230380538.0,2.8889990590397e+30,5.5908272307095e+30,1.3983842414014e+31,2.175,394.927,314.12,708902181,7425817005,7687619943,8926518494,1.073,0.602,-0.343,61104,80189,82672,81792,79669,21.274,21.261,21.231,21.122,21.366,0.974
21.24,1374496104,848931760,1602030885,1399797076,953536727,1657243104,1499025016,1082804523,1.5541519987283318e+16,1.5307713520749654e+16,1.433569757602224e+16,1.2108735879062046e+16,7572722620941851.0,1.4969715943501408e+16,1.4978000455932844e+16,1.4209284329381832e+16,1.2464689966751822e+16,8503771544932765.0,1.5076567427754118e+16,1.5306426824541658e+16,1.4884183968392546e+16,1.3330242062302366e+16,9631997405433534.0,2874736292810306.0,4738240006672740.0,7548334550799402.0,2.0660271883002e+30,5.6127295902085e+30,1.4244338622698e+31,2.171,394.594,314.646,710676583,7515458131,7737013836,8981666297,1.054,0.599,-0.349,61128,79129,82964,80853,78834,21.255,21.276,21.231,21.125,21.366,0.929
21.243,1403869307,865840823,1627033027,1424942229,971910578,1686079362,1525802490,1103477384,1.5024025269565054e+16,1.554980527147686e+16,1.4599771286903552e+16,1.2312669663992346e+16,7714394813179504.0,1.5249439845771524e+16,1.5115791278960044e+16,1.4385268251869806e+16,1.2662397952641488e+16,8658175769176915.0,1.507038930813328e+16,1.5361789381364654e+16,1.5043312791328466e+16,1.3550914828042984e+16,9806864243391772.0,2569302939190963.0,4782699047733080.0,7660884967576174.0,1.6503293983338e+30,5.7185525452967e+30,1.4672289621609e+31,2.166,393.646,316.109,713736953,7605966149,7789006315,9038528132,1.034,0.594,-0.355,60991,78489,83134,80083,78175,21.236,21.292,21.232,21.128,21.365,0.873
21.241,1427937789,882749887,1648701551,1448465114,989880608,1711381662,1550684918,1123778618,1.524703636977257e+16,1.5352110677859664e+16,1.4789591433051482e+16,1.2554961618867528e+16,7856568002684314.0,1.5584726331512824e+16,1.5316846663533564e+16,1.4589900860587714e+16,1.2872566653584238e+16,8817776583420370.0,1.5518383081977816e+16,1.545434126780897e+16,1.5219344995375208e+16,1.3783646644382454e+16,9987207496228576.0,2538559402939300.0,4752576505854989.0,7788741810981301.0,1.6110709605629e+30,5.6467458610012e+30,1.5166124749532e+31,2.162,392.716,317.04,718405822,7695443448,7841884740,9095429418,1.015,0.59,-0.361,60968,79100,83564,81127,79322,21.22,21.309,21.233,21.13,21.364,0.804
21.246,1448225248,899658950,1667480937,1470470394,1007455693,1733150005,1574014542,1143708224,1.597283612146085e+16,1.5649998415394182e+16,1.5027009677668544e+16,1.2785545822808864e+16,8006921407248506.0,1.6027029065299802e+16,1.5604967947421868e+16,1.484049165238759e+16,1.3104616017810208e+16,8985942632116334.0,1.6129530796634922e+16,1.5733646548115748e+16,1.5443310377513248e+16,1.40361866560095e+16,1.017649900823742e+16,2500529252490600.0,4818169111416177.0,7924362979696670.0,1.5631616356403e+30,5.8036883965512e+30,1.5698882158497e+31,2.157,391.108,319.087,721569910,7783287306,7893296469,9150059638,0.995,0.585,-0.367,61161,80153,84046,82548,80874,21.205,21.327,21.234,21.133,21.363,0.728
21.233,1468512707,916568013,1683756406,1491055978,1024644511,1751384390,1596035297,1163266202,1.6145394062719376e+16,1.5798557985435676e+16,1.5226321249506066e+16,1.2988695271106738e+16,8153231089511938.0,1.603693331855851e+16,1.5715435353520706e+16,1.5001337774978208e+16,1.3294436763230016e+16,9141127136285586.0,1.616653152181311e+16,1.5832856337221506e+16,1.5579287430066402e+16,1.4246592575300362e+16,1.0353200462403766e+16,2344194613753900.0,4837101192654327.0,8025839199270251.0,1.3738120967882e+30,5.8493869869945e+30,1.6103523713136e+31,2.152,390.063,320.235,723659562,7871451544,7942713968,9201894920,0.976,0.578,-0.372,61185,80730,84337,83375,81856,21.191,21.344,21.234,21.135,21.361,0.635
21.222,1488800165,933477077,1697861812,1510313461,1041455554,1766084818,1616747184,1182452552,1.6420072471625192e+16,1.5750329434403552e+16,1.5470717793213008e+16,1.3212574532241974e+16,8304971056955086.0,1.6390490681265038e+16,1.597258852613342e+16,1.5233699144177322e+16,1.351699232972947e+16,9308224299091872.0,1.6465858512439206e+16,1.6069228851855478e+16,1.5781651002661802e+16,1.4488873399356158e+16,1.0542009626238044e+16,2208819959949000.0,4889621075141329.0,8152395395368723.0,1.2197214038672e+30,5.9770985646166e+30,1.6615387670607e+31,2.147,388.919,321.885,722869566,7960249494,7988101911,9248849070,0.957,0.573,-0.378,61254,80854,84623,83641,82292,21.175,21.35,21.233,21.137,21.358,0.62
21.438,1514150298,950900388,1730337196,1538127250,1061235151,1797501986,1645948927,1204605302,1.6961316657631206e+16,1.6156341554471158e+16,1.57389918783076e+16,1.3487746262170812e+16,8461337621694938.0,1.7241777519184928e+16,1.650270748387627e+16,1.5614947839234322e+16,1.3812222783108524e+16,9501297706960288.0,1.7302354455179022e+16,1.6654912582530798e+16,1.613129721118071e+16,1.480374371063763e+16,1.0757132555911664e+16,2487707284489200.0,5026227337126268.0,8354987249844274.0,1.5471718833252e+30,6.3157403111189e+30,1.7451452986265e+31,2.142,389.079,321.517,727931323,8044287232,8024014163,9285373463,0.938,0.568,-0.383,61452,80975,85123,83990,82821,21.178,21.358,21.246,21.143,21.36,0.607
21.42,1547914454,970932823,1792138619,1580431806,1086127738,1857594809,1689800383,1231922829,1.7639611930656386e+16,1.6697740246881276e+16,1.6002726883815466e+16,1.3756708001505162e+16,8624717751128048.0,1.7661750455038844e+16,1.6897461460630392e+16,1.5943851246122114e+16,1.4087674435223636e+16,9689878491222540.0,1.7862557821809802e+16,1.7136258041636196e+16,1.6443661412858732e+16,1.5100129331845496e+16,1.0968569605784144e+16,2637840179481600.0,5116403242562847.0,8524304936236226.0,1.7395502031219e+30,6.5443955351269e+30,1.8165943661485e+31,2.137,388.527,322.711,730904448,8129777776,8063456541,9324370279,0.92,0.557,-0.388,61565,80886,85516,83445,82471,21.182,21.366,21.257,21.149,21.361,0.593
21.443,1581678610,990965257,1845699852,1620007036,1110473235,1910303189,1731473507,1258800083,1.785298132689891e+16,1.6962739173260918e+16,1.6256272222368886e+16,1.3982194289765758e+16,8778525170050322.0,1.752295334386899e+16,1.7019135153647578e+16,1.613589191099905e+16,1.4300350680222056e+16,9858983496529718.0,1.7734829972831178e+16,1.730786203809066e+16,1.6627851992709888e+16,1.5334158249987044e+16,1.1161084737247246e+16,2429635006736713.0,5139692270222373.0,8650483269064150.0,1.4757815664901e+30,6.6041091581459e+30,1.870771519709e+31,2.132,388.025,323.809,733158667,8216311105,8106628857,9366084986,0.902,0.552,-0.393,61593,80859,85814,83158,82348,21.186,21.374,21.269,21.156,21.363,0.577
21.494,1615442766,1010997691,1892119588,1657029025,1134283667,1955627127,1770968298,1285237063,1.7693638476191242e+16,1.7204885314364876e+16,1.6278497996112268e+16,1.4240504415699718e+16,8938994943009946.0,1.7568994574425404e+16,1.7168110316481138e+16,1.633311109686342e+16,1.4514201333432364e+16,1.0029446184627566e+16,1.7615857211872634e+16,1.7470936196020884e+16,1.680902047039161e+16,1.5568535121936468e+16,1.1355293762190796e+16,2472869535683976.0,5064567464561002.0,8763652443292648.0,1.5287709351285e+30,6.4124609007725e+30,1.9200401036707e+31,2.127,387.661,324.522,737748147,8299047393,8142693222,9399738752,0.884,0.546,-0.399,61754,81662,86265,83854,83193,21.193,21.382,21.284,21.163,21.366,0.56
21.498,1649206922,1031030125,1932350026,1691662499,1157570792,1996535983,1808284756,1311233771,1.786296704909624e+16,1.7507796358725012e+16,1.6578897387059596e+16,1.4552383227673666e+16,9106101681962646.0,1.8079351842016576e+16,1.752351001476279e+16,1.6633990831895998e+16,1.4777137318992066e+16,1.0217583831330428e+16,1.806389252858089e+16,1.7817142144831602e+16,1.7117181952191008e+16,1.5849128973156338e+16,1.156739737024789e+16,2500997277563515.0,4943678910528420.0,8918442806249741.0,1.563746845595e+30,6.1099902926009e+30,1.9884655522087e+31,2.121,386.503,326.927,741444030,8378583109,8172289360,9425898535,0.867,0.544,-0.404,61946,82732,86712,84834,84315,21.2,21.39,21.298,21.171,21.368,0.545
21.482,1682971077,1051062560,1967216405,1724061555,1180346112,2033594354,1843422882,1336790204,1.7799170995954336e+16,1.76715007160759e+16,1.6735029350755786e+16,1.477886281904051e+16,9252721385370306.0,1.7636059957645e+16,1.7440824529390448e+16,1.6708494464079654e+16,1.4932984464429572e+16,1.0370884583900604e+16,1.7728793040669488e+16,1.7738385073468706e+16,1.7199031377019516e+16,1.601947638254987e+16,1.174512630192505e+16,2357777483706884.0,4781587054478757.0,9011043684701438.0,1.3897786656688e+30,5.7158936898897e+30,2.0299727071899e+31,2.115,385.651,328.639,744064130,8460289283,8205591222,9454666468,0.849,0.541,-0.408,61964,82803,87030,85019,84635,21.205,21.398,21.309,21.177,21.37,0.529
21.489,1716735233,1071094994,1997433934,1754370350,1202620876,2066802240,1876382675,1361906365,1.7628438788379426e+16,1.772275659297383e+16,1.673654301368869e+16,1.4996194930443412e+16,9400034008283410.0,1.7369449569951044e+16,1.7356328192607108e+16,1.6761073759836646e+16,1.5072975091386186e+16,1.0518839630018328e+16,1.738062713382087e+16,1.7596219690014004e+16,1.7248072687886356e+16,1.6169410341467068e+16,1.1917656363395088e+16,2358692670318251.0,4587728162641773.0,9085764282754394.0,1.3908577782533e+30,5.2618124235741e+30,2.0637778150444e+31,2.109,384.987,329.814,747352754,8541355518,8237479116,9480956602,0.833,0.537,-0.413,62136,83496,87473,85638,85397,21.211,21.406,21.321,21.184,21.372,0.514
21.485,1750499389,1091127428,2023622459,1782723738,1224406085,2096159641,1907164136,1386582253,1.806281752555873e+16,1.797986815926538e+16,1.706810485686827e+16,1.5281116126640846e+16,9574775960928848.0,1.863114744554835e+16,1.7990457474741748e+16,1.7178643301344516e+16,1.5383934461048088e+16,1.0724861733120028e+16,1.851283040020399e+16,1.8138741872056964e+16,1.7668912995547288e+16,1.6485323269899472e+16,1.2148267601040412e+16,2709153197475867.0,4705549348423998.0,9279263887666580.0,1.8348777618484e+30,5.5355486676134e+30,2.1526184574238e+31,2.102,384.411,330.982,749708487,8623928074,8272122112,9508920997,0.816,0.535,-0.418,62370,84670,88005,86329,86225,21.225,21.414,21.332,21.191,21.374,0.497
21.573,1776758597,1111159862,2046319180,1809247876,1245712498,2121666557,1935767263,1410817867,1.9347271402370828e+16,1.840335477538209e+16,1.755054751113168e+16,1.559090630390331e+16,9765863867012908.0,1.983863857462903e+16,1.8754375531983736e+16,1.7694308154993208e+16,1.5749237379929482e+16,1.0951702787418702e+16,2.0004486489279484e+16,1.8905307258168044e+16,1.819931630845948e+16,1.6857259629710364e+16,1.2400385265716914e+16,2954286224271156.0,4952724200581793.0,9505247185225348.0,2.1819517737296e+30,6.1323692517571e+30,2.2587431013059e+31,2.096,383.677,332.419,752560647,8707378905,8308539794,9537606679,0.8,0.529,-0.423,62580,84803,88442,86480,86484,21.242,21.422,21.347,21.199,21.377,0.483
21.587,1802604146,1131192297,2065989672,1834060779,1266550638,2143322988,1962676249,1434613207,2.0308731233862816e+16,1.8775220838815504e+16,1.786898000603821e+16,1.590703053745643e+16,9945087984016404.0,1.991292862568105e+16,1.9062586318171068e+16,1.8000029557891854e+16,1.6022655528110358e+16,1.115028555421682e+16,2.0324460126460604e+16,1.9301273233505788e+16,1.852420579720633e+16,1.7140892686021962e+16,1.2625030426370106e+16,2975092283343248.0,4822431149606181.0,9659859365277436.0,2.2127935236021e+30,5.813960548173e+30,2.3328220739235e+31,2.09,382.808,333.976,754865832,8789272114,8344049813,9564351004,0.783,0.519,-0.427,62657,84583,88668,86369,86481,21.259,21.425,21.363,21.208,21.381,0.484
21.582,1828449695,1150987181,2083037432,1857272849,1286930797,2161128935,1987917779,1457968275,2.0748967377372108e+16,1.928929483120004e+16,1.8247090072782456e+16,1.625360678828538e+16,1.013988653913496e+16,2.0563241188677296e+16,1.960032817654669e+16,1.842849945039608e+16,1.635755218769508e+16,1.1371456283831254e+16,2.077687138536597e+16,1.9910856461720296e+16,1.897014896329104e+16,1.7483249022423066e+16,1.2872689014670262e+16,3223364198714406.0,4803591307517779.0,9851954735011394.0,2.5975191893884e+30,5.7686223624151e+30,2.4265253025178e+31,2.085,381.678,336.089,756469234,8868012785,8377187846,9587703931,0.767,0.51,-0.432,62724,85359,88899,87060,87287,21.273,21.427,21.377,21.216,21.384,0.485
21.787,1854295244,1169686271,2097812157,1878987366,1306863040,2175084396,2011491855,1480888290,1.995246606515064e+16,1.929885435369112e+16,1.8403325356208064e+16,1.648108992066345e+16,1.0300726709059882e+16,1.9609933477861304e+16,1.9364402574171344e+16,1.8458916292615976e+16,1.6505879515395094e+16,1.1531569898846948e+16,1.973070058020257e+16,1.9752689195681616e+16,1.902475372252609e+16,1.7638282504923708e+16,1.305987009660236e+16,3072031954986406.0,4585938983591871.0,9929912509308546.0,2.3593450831144e+30,5.2577090903069e+30,2.4650790610631e+31,2.079,380.994,337.401,760904451,8945171066,8410924711,9610653434,0.75,0.476,-0.437,62888,86224,89288,88588,88925,21.296,21.431,21.403,21.229,21.392,0.49
21.227,1889302720,1191439337,2147264626,1917033709,1332398043,2221837079,2051131238,1509438167,2.044297695370812e+16,1.9908280534995696e+16,1.87898906255358e+16,1.675429727303753e+16,1.049400718454354e+16,2.05343424101334e+16,1.988798976622988e+16,1.8858894299254576e+16,1.6825419633266732e+16,1.174974971079329e+16,2.048384321883e+16,2.029266344286021e+16,1.943214385401908e+16,1.7959421951487712e+16,1.330510140722534e+16,3149665131336193.0,4759691799801927.0,1.0112275526966852e+16,2.4800976098888e+30,5.6636665072754e+30,2.5564529083323e+31,2.073,380.012,339.412,763649700,9017818586,8441782869,9629769914,0.734,0.441,-0.441,62966,86264,89436,89346,89836,21.299,21.429,21.392,21.229,21.388,0.492
21.216,1929400155,1214889056,2210483269,1962476983,1360727854,2282481422,2098363608,1540865972,2.059645778186509e+16,2.056130297126532e+16,1.914202978211958e+16,1.7038581268427416e+16,1.0695660321003706e+16,2.110416932313893e+16,2.033449138370853e+16,1.9234241224173228e+16,1.713823102700078e+16,1.1967865019042766e+16,2.109935286004818e+16,2.07340923681474e+16,1.98166912687669e+16,1.8276821884591384e+16,1.355081545231547e+16,3256550850413529.0,4880783040001065.0,1.0270942691221724e+16,2.6512808603323e+30,5.9555107708905e+30,2.637306594159e+31,2.067,378.637,341.816,766109048,9084225597,8465973442,9641300361,0.718,0.41,-0.445,63087,86979,89702,90466,91154,21.302,21.426,21.381,21.228,21.383,0.494
21.192,1969497591,1238338775,2265272761,2004988432,1388435032,2335203312,2143009046,1571778398,2.1709127081800256e+16,2.08615584492232e+16,1.942071330424429e+16,1.732985320511938e+16,1.0901397686542758e+16,2.1549401494994864e+16,2.0749526954494096e+16,1.960229354986357e+16,1.7451547326345942e+16,1.2188233560752832e+16,2.179844080254103e+16,2.109242504204377e+16,2.019703845339773e+16,1.85965672006187e+16,1.3799144536839582e+16,3507854428805000.0,4985021226646427.0,1.0425060647276244e+16,3.0762606734218e+30,6.2126091575289e+30,2.7170472374847e+31,2.061,376.048,345.795,769630915,9138851199,8476045279,9637784239,0.703,0.398,-0.449,63257,87868,90056,91749,92663,21.306,21.423,21.368,21.228,21.378,0.497
21.198,2009595026,1261788495,2312756986,2044757208,1415533261,2381449228,2185067553,1602175446,2.2068160734401696e+16,2.1074375963008924e+16,1.9738865369195508e+16,1.763696506739056e+16,1.110638605935344e+16,2.2042626897602336e+16,2.1196108290923024e+16,1.9993434716576404e+16,1.7779567002079094e+16,1.241565375282881e+16,2.221180341174581e+16,2.1510998504790428e+16,2.0612390319526464e+16,1.893243810997937e+16,1.4054846836041054e+16,3763044211956055.0,5093685792155494.0,1.0604996372006668e+16,3.540125435284e+30,6.4864087373017e+30,2.8116487012569e+31,2.055,374.186,349.017,771560537,9197461530,8482470196,9629641993,0.688,0.389,-0.453,63340,88263,90347,92004,93168,21.31,21.42,21.357,21.227,21.373,0.499
21.196,2049692461,1285238214,2353909982,2081960256,1442035925,2423623177,2224539129,1632057115,2.199472261368302e+16,2.1283870705473976e+16,2.0029545772144744e+16,1.7874180224330822e+16,1.129129314109371e+16,2.1748154385795384e+16,2.1260501686689376e+16,2.018813433756468e+16,1.8016606671234536e+16,1.2614291733513636e+16,2.1904563981539184e+16,2.1605824982535304e+16,2.0841032520165524e+16,1.9178677903953428e+16,1.4282259930868196e+16,3616421485721700.0,5119676918986567.0,1.073903465506516e+16,3.2696260905974e+30,6.5527729387009e+30,2.8831716330673e+31,2.049,371.964,353.17,772927765,9251873742,8486297348,9617755050,0.672,0.378,-0.457,63331,88282,90521,91193,92599,21.314,21.418,21.347,21.226,21.368,0.501
21.117,2089789897,1308687933,2389575911,2116763107,1467956112,2461725158,2261423774,1661423406,2.0869848856472016e+16,2.0913364797408868e+16,2.0101329814304456e+16,1.801519952704533e+16,1.1443703331113372e+16,2.0184083390506584e+16,2.060037936382148e+16,1.9979051411918424e+16,1.8055536072781844e+16,1.274628559421043e+16,2.021720887230657e+16,2.093986040497126e+16,2.065309473657526e+16,1.922679610852678e+16,1.444333068370609e+16,3458304702166024.0,4958486320715776.0,1.0761381418931264e+16,2.9899678532559e+30,6.1466466481814e+30,2.895183251093e+31,2.042,369.654,356.508,774924316,9298894546,8481406592,9596038439,0.658,0.377,-0.461,63426,88855,90781,91497,93090,21.315,21.414,21.332,21.224,21.362,0.505
21.133,2129887332,1332137652,2420486384,2149320614,1493306625,2495755172,2295721487,1690274319,2.0642134127608908e+16,2.1369947989776748e+16,2.033440117173394e+16,1.828247241440097e+16,1.1632640214788248e+16,2.1018395752063536e+16,2.091346155127123e+16,2.02288723054787e+16,1.830051491412627e+16,1.2946426748483178e+16,2.070863850088081e+16,2.1174696234024164e+16,2.088661184315073e+16,1.9474377307660664e+16,1.4672100019585366e+16,3459205818469767.0,4892235465623208.0,1.0887916618948714e+16,2.9915262236338e+30,5.9834919627754e+30,2.9636682075295e+31,2.035,367.465,360.065,775381367,9342744440,8478921695,9575586774,0.643,0.374,-0.465,63453,89736,90988,91794,93558,21.318,21.412,21.319,21.222,21.355,0.508
21.151,2159592004,1355587371,2447275460,2179777635,1518099984,2525713218,2327432269,1718609853,2.0662258373800384e+16,2.137784845694209e+16,2.06430644959689e+16,1.842281173573391e+16,1.1822938013208874e+16,2.12662251823132e+16,2.106360981659414e+16,2.0400229946423256e+16,1.850784005596089e+16,1.3134726261979434e+16,2.1144598743357788e+16,2.1210722889720696e+16,2.1043898968594588e+16,1.9682866481735624e+16,1.4889273962393598e+16,3026986628777878.0,5011977330092726.0,1.0973075949073094e+16,2.2906620127e+30,6.2799791893409e+30,3.0102098946032e+31,2.027,364.258,363.255,775188323,9378768982,8469466386,9547146350,0.628,0.373,-0.469,63372,90147,91033,91687,93583,21.321,21.41,21.308,21.22,21.35,0.511
21.17,2187320587,1379037090,2470492659,2208269688,1542348434,2551599297,2357226621,1746430009,2.2346514281151964e+16,2.166338901138896e+16,2.1112345991327144e+16,1.873243381843149e+16,1.2039348242416144e+16,2.2469502649792864e+16,2.1715902391763736e+16,2.083656996920316e+16,1.884106199540035e+16,1.3366331841216644e+16,2.2649859615093864e+16,2.1784455804803304e+16,2.144786105143507e+16,2.002157411925424e+16,1.51497100525928e+16,2706188566206200.0,5122167752506397.0,1.1129980196361164e+16,1.8308641389663e+30,6.5591506212041e+30,3.0969114792848e+31,2.019,360.919,367.055,768183842,9409051525,8451737322,9509432613,0.614,0.371,-0.472,63443,90783,91246,92053,94049,21.327,21.408,21.299,21.219,21.344,0.513
21.184,2215049171,1402486809,2490614231,2234923544,1566063951,2573413408,2385232032,1773734786,2.300544118565942e+16,2.1925511177144964e+16,2.139353481318409e+16,1.9026519426618696e+16,1.2249841950274654e+16,2.3149495738467856e+16,2.224429900060852e+16,2.123562581692845e+16,1.9162895984545028e+16,1.3596291335412824e+16,2.339134688808931e+16,2.2325980758741784e+16,2.181014676287717e+16,2.035041637788078e+16,1.5408834021487894e+16,2948163646439400.0,5244431321841151.0,1.1296127462662984e+16,2.1729172215468e+30,6.8760149723771e+30,3.1900623913182e+31,2.012,357.514,370.596,765826774,9435598376,8428783432,9465438851,0.599,0.372,-0.475,63751,91582,91708,93019,95097,21.33,21.406,21.292,21.218,21.339,0.515
21.155,2242777754,1425583292,2508052927,2259857796,1589258248,2591155552,2411448501,1800524185,2.3810581756147188e+16,2.2124600323404444e+16,2.159948814320669e+16,1.925478037404635e+16,1.245826178983498e+16,2.3539486031247016e+16,2.266559333146293e+16,2.159480588454148e+16,1.947041729676962e+16,1.3823394302195536e+16,2.385336445727269e+16,2.282697204546209e+16,2.214827229765611e+16,2.066673617771352e+16,1.5665529282449466e+16,3213245591072553.0,5476906894164960.0,1.1457089590511074e+16,2.5812368071368e+30,7.4991272818379e+30,3.2816225471249e+31,2.005,354.249,373.887,766591496,9462661484,8416606026,9431133643,0.585,0.371,-0.479,63868,92298,92034,93285,95455,21.33,21.404,21.283,21.217,21.334,0.518
21.186,2270506338,1447937978,2523166464,2283183387,1611942780,2604825728,2435876030,1826805968,2.4472925824338908e+16,2.272547610167005e+16,2.2004673403572024e+16,1.960174146755356e+16,1.2686630149339988e+16,2.459964917654735e+16,2.341414807905912e+16,2.213680674284897e+16,1.986973310483917e+16,1.4083535357572506e+16,2.4777979740122944e+16,2.37107750450729e+16,2.2689648854808244e+16,2.1079964045313604e+16,1.5955673250186008e+16,3692683250893627.0,5731275266924172.0,1.1679043891242454e+16,3.4089773978576e+30,8.2118790463142e+30,3.4100016553392e+31,1.998,350.886,376.772,759569085,9472779307,8396882450,9388419838,0.57,0.366,-0.482,63629,92277,91656,92245,94479,21.328,21.402,21.277,21.216,21.329,0.52
21.234,2314955311,1475866128,2603146423,2337366146,1645153184,2681305498,2490876664,1863620874,2.5583339870107588e+16,2.394557875441735e+16,2.242947177591312e+16,2.003070141490112e+16,1.293659584678877e+16,2.588019007049812e+16,2.4350793800406564e+16,2.280666330572896e+16,2.034012006352367e+16,1.4370946250031328e+16,2.612188231017794e+16,2.481958876076761e+16,2.3377123196258496e+16,2.1567640787048788e+16,1.6273785356012576e+16,4508987584732470.0,5997559767175683.0,1.1941546737802638e+16,5.0827422598179e+30,8.9926807902111e+30,3.5650134622781e+31,1.991,346.075,378.885,749319287,9477588848,8380689836,9348581139,0.556,0.364,-0.485,63273,93040,91177,92109,94340,21.327,21.399,21.274,21.217,21.325,0.521
21.358,2359622852,1503867133,2673336657,2388476277,1677777799,2749810315,2543432655,1899966083,2.5777882786567264e+16,2.4325635462958028e+16,2.28477917263674e+16,2.033016612574657e+16,1.3153683851234452e+16,2.5196647571951664e+16,2.4391371618656224e+16,2.303418887475246e+16,2.0609344902870868e+16,1.4593850839556028e+16,2.558676491182675e+16,2.496147034051458e+16,2.365494096925744e+16,2.18568281198555e+16,1.6528214130223926e+16,4099326433032849.0,5965658963397052.0,1.2064460509004886e+16,4.2011193011405e+30,8.8972717168899e+30,3.6387801843335e+31,1.985,342.681,381.986,743668388,9496376627,8364250533,9308034166,0.542,0.361,-0.488,63138,94017,91087,92504,94676,21.331,21.399,21.28,21.22,21.325,0.521
21.317,2404290393,1531868139,2734168193,2436288980,1709685390,2809403462,2593106870,1935695886,2.702024740436317e+16,2.545032854333982e+16,2.341408850014096e+16,2.0779062571012616e+16,1.3428059626303436e+16,2.7291776873593536e+16,2.564025525780102e+16,2.3881217848150184e+16,2.117563917850729e+16,1.4918972934845684e+16,2.739127660616082e+16,2.6226788018583924e+16,2.4526822895773176e+16,2.244113392949994e+16,1.6884988247234938e+16,5214172069583254.0,6567069352145131.0,1.240082896525812e+16,6.7968975928055e+30,1.0781599968971e+31,3.8445139756396e+31,1.979,338.501,384.006,733051800,9500293300,8346498057,9265399797,0.527,0.356,-0.49,63119,94799,91324,94259,96333,21.334,21.398,21.282,21.222,21.323,0.521
21.362,2448957933,1559869144,2786888857,2481016993,1740891714,2862702633,2639899307,1970810283,2.730402333024088e+16,2.607022548974118e+16,2.386680725056508e+16,2.116382013577913e+16,1.3684977301810022e+16,2.7651917807837776e+16,2.623320612887127e+16,2.4431996634007764e+16,2.161669850518953e+16,1.5206733062477252e+16,2.7887182275020244e+16,2.686722056826948e+16,2.513988559469865e+16,2.290777884376248e+16,1.7205515700328974e+16,5616318464211013.0,6858078466003832.0,1.2638402603232212e+16,7.8857582728594e+30,1.1758310061466e+31,3.9932305090347e+31,1.974,332.921,383.417,719308712,9489782398,8320608067,9214151670,0.513,0.354,-0.493,63054,95502,91547,96194,98233,21.338,21.39,21.287,21.225,21.322,0.501
21.367,2493625474,1587870150,2832580099,2522859327,1771412186,2911162102,2683809968,2005309273,2.7967459716453884e+16,2.645221483329852e+16,2.4188863005221748e+16,2.1512372691120024e+16,1.3921715307659398e+16,2.7077666019941e+16,2.6300758154664508e+16,2.470818564707929e+16,2.193197048756725e+16,1.5455011769500702e+16,2.7486877725921908e+16,2.697551775384524e+16,2.54914331922292e+16,2.3252268785457004e+16,1.748723958890555e+16,5666825756472091.0,6845264931633980.0,1.2790847210979244e+16,8.0282285385539e+30,1.1714412996064e+31,4.0901443093654e+31,1.968,327.079,382.552,710465181,9466933570,8287732596,9155580060,0.5,0.352,-0.495,63019,96469,91820,98012,100096,21.342,21.386,21.292,21.228,21.321,0.495
