bitcoin-marketcap_raw,bitcoin-price_raw,difficulty-btc-ema-3,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,hashrate-btc-sma-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,mining_profitability-btc-sma-90,transactionfees-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,size-btc-sma-90,transactions-btc-sma-30,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-30,transactions-btc-wma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-wma-90
3458714589,237.937,59334815028,54473566916,59274336110,55479551896,3.978962931501932e+17,4.312626740061552e+17,6.652365721560852e+16,1.1063492423349e+33,2.42,0.141,9.704,9.78,9.747,3434473367,3371623168,3648622489,3439571840,3393309947,3401045199,3505119851,3444281625,3422101688,3393107520,3507733353,-0.42,0.025,539176,137708,134088,127895,138505,129078,198368,194475,193079,194224,0.098,20.378,20.368,239325,236.157,234.351,233.313,255.439,236.626,233.781,235.219,244.663,236.912,235.44,233.448,244.343
3456025473,236.866,59335083131,54580419319,59316166066,55601412774,3.994330079952216e+17,4.34532557229993e+17,6.7456011225045736e+16,1.1375783625984e+33,2.408,0.138,9.723,9.779,9.747,3453193512,3377233093,3646289797,3447798656,3401672017,3404592313,3504040853,3455057678,3434727735,3403986031,3503500451,-0.41,0.024,539589,138128,134450,128155,138634,129283,199102,194350,193572,194687,0.098,20.379,20.376,239494,237.309,235.275,233.582,255.209,236.746,234.192,235.325,244.491,237.266,236.069,233.678,243.935
3437145919,236.899,59667490598,54699528742,59423957478,55735453353,4.0003880417268736e+17,4.359391337627892e+17,6.830166837917722e+16,1.1662794758448e+33,2.401,0.135,9.733,9.776,9.745,3450628660,3382709631,3644083996,3442472288,3406401871,3406692546,3502570635,3447033882,3438363546,3410991242,3498903882,-0.394,0.024,539889,138259,134432,128287,138379,129368,199197,194323,193838,194936,0.098,20.38,20.384,239364,237.234,235.94,233.872,254.996,236.822,234.553,235.426,244.325,237.061,236.475,233.892,243.533
3454290118,237.726,60240357319,54833895671,59614678168,55884781223,4.0031891468584486e+17,4.337316979614592e+17,6.803371469818595e+16,1.1571465839085e+33,2.395,0.131,9.781,9.791,9.759,3449153837,3389354524,3641837175,3448381203,3412786971,3409763357,3501509525,3448864611,3444614430,3419498449,3494732588,-0.372,0.025,541444,137916,134766,128536,138466,129570,199298,194709,194239,195326,0.098,20.38,20.391,239572,237.164,236.288,234.196,254.773,237.274,234.976,235.575,244.18,237.307,236.921,234.14,243.153
3456572479,238.381,60526790679,54965309482,59791323879,56031322473,4.010252616469248e+17,4.344295634359606e+17,6.836639954304763e+16,1.1684911466199e+33,2.389,0.128,9.783,9.794,9.763,3449336172,3395916974,3638430666,3452476841,3418625038,3412783300,3500521897,3452573932,3449902475,3427545202,3490660837,-0.355,0.025,540894,137612,133776,128335,137273,129321,198432,194483,193842,194919,0.098,20.377,20.394,239110,237.669,236.906,234.555,254.483,237.828,235.43,235.756,244.052,237.916,237.445,234.41,242.793
3468251089,238.794,60670007359,55093835076,59953894611,56175077103,4.017709837919456e+17,4.367387275206307e+17,6.972995755238327e+16,1.2155667450643e+33,2.376,0.125,9.789,9.786,9.755,3459704562,3402140380,3634253858,3460363965,3425241845,3416361867,3499812649,3462031390,3455984744,3436118520,3486920626,-0.342,0.025,539393,137597,131815,127787,135064,128718,198557,193694,193455,194517,0.097,20.373,20.398,239022,238.3,237.675,234.88,254.115,238.311,235.879,235.952,243.937,238.478,237.917,234.684,242.448
3480006668,238.724,60741615699,55219535933,60102390363,56316045113,4.028262093560709e+17,4.385473907138163e+17,7.034401381674686e+16,1.2370700699627e+33,2.371,0.122,9.777,9.777,9.746,3468276745,3407390041,3631035991,3470185316,3432543821,3420467983,3499377352,3472182443,3462563549,3445246127,3483530578,-0.325,0.025,535552,137641,131401,127734,134277,128615,198082,193045,193244,194301,0.097,20.37,20.401,238772,238.633,237.904,235.106,253.793,238.517,236.258,236.131,243.822,238.69,238.179,234.932,242.11
3538728877,243.136,60777419869,55342474133,60236811137,56454226503,4.036638873931028e+17,4.393510846910672e+17,7.054910587507944e+16,1.2442940849433e+33,2.36,0.118,9.781,9.785,9.754,3495662211,3411377027,3628030179,3504457097,3446701829,3428097719,3500242221,3507408509,3482566970,3460646350,3481501850,-0.303,0.026,533391,138915,132237,128100,134711,128946,198922,192546,193370,194432,0.096,20.367,20.405,238721,240.218,238.647,235.22,253.511,240.827,237.175,236.583,243.807,240.941,239.487,235.45,241.876
3571087743,245.262,60795321954,55462710394,60357156931,56589621273,4.0424970959364486e+17,4.382013490633996e+17,7.005644648527448e+16,1.226976423536e+33,2.354,0.115,9.826,9.808,9.777,3529941096,3415239507,3625005711,3537772420,3463286617,3437322881,3501799266,3545121275,3507802455,3478413577,3480250368,-0.278,0.028,532744,139231,132403,128247,134446,129081,199246,192328,193666,194746,0.096,20.363,20.409,238604,242.374,239.846,235.378,253.236,243.044,238.253,237.143,243.839,243.464,241.141,236.098,241.694
3548675896,243.701,60804272997,55580304101,60463427747,56722229422,4.049806087870205e+17,4.370658788725984e+17,6.916809140888434e+16,1.1960562172869e+33,2.342,0.112,9.816,9.819,9.788,3552830839,3415672851,3619978085,3543224158,3474671854,3444506947,3502829521,3554488675,3523325612,3490957967,3478572790,-0.243,0.029,532897,139730,132906,128510,134509,129348,199814,192277,194268,195378,0.096,20.361,20.414,238495,244.033,240.818,235.388,252.819,243.373,238.98,237.566,243.836,244.127,242.104,236.635,241.485
3540946181,243.629,60808748518,55695313330,60555623583,56852050952,4.053970897799126e+17,4.362480222840953e+17,6.910983201324677e+16,1.1940422202248e+33,2.331,0.108,9.875,9.854,9.824,3553569940,3418248763,3613118560,3542085169,3483508431,3450728833,3503667250,3548546346,3532933126,3500963944,3476835825,-0.206,0.031,531214,139337,131720,128203,132882,129063,199093,191817,193792,194945,0.095,20.359,20.419,237832,244.197,241.661,235.493,252.288,243.501,239.6,237.957,243.831,243.925,242.807,237.166,241.283
3560715912,244.579,60810986279,55807794884,60633744440,56979146640,4.0598782211337696e+17,4.347318831669217e+17,6.8395657322769336e+16,1.1694914851534e+33,2.325,0.105,9.894,9.835,9.806,3550112663,3422411142,3604650051,3551400541,3493802762,3457824774,3504921067,3552119332,3544388214,3512371675,3475684119,-0.175,0.032,529612,139406,131405,128173,132076,129066,199726,191812,194001,195198,0.095,20.356,20.424,237989,243.97,242.546,235.695,251.625,244.04,240.263,238.384,243.848,244.116,243.537,237.752,241.113
3571439433,245.811,60812105159,55917804316,60697790318,57103864586,4.074525142289453e+17,4.3789307311280864e+17,6.920108134338871e+16,1.1971974147736e+33,2.311,0.102,9.919,9.836,9.807,3557700509,3425962829,3598841032,3561419987,3504154318,3465154752,3506383009,3562782717,3554804773,3523650585,3474954215,-0.149,0.033,527648,136891,129663,127650,129818,128597,198673,191498,193430,194675,0.094,20.354,20.428,238142,244.673,243.549,235.891,251.092,244.925,241.003,238.863,243.891,245.037,244.353,238.405,240.986
3578629557,246.638,60812664599,56025395959,60747761217,57226204789,4.080779257544073e+17,4.378876507738492e+17,6.9100608316821736e+16,1.1937235174387e+33,2.303,0.099,9.902,9.843,9.815,3570261634,3430620778,3593056624,3570024772,3514084350,3472475707,3507970845,3573247242,3563333565,3534254137,3474510007,-0.125,0.035,526082,136780,129960,127796,129649,128797,199271,191528,193382,194669,0.094,20.35,20.432,238438,245.676,244.679,236.175,250.607,245.782,241.754,239.365,243.951,246.019,245.125,239.098,240.888
3598525575,247.404,60812944319,56130622949,60783657137,57346167248,4.085708310423757e+17,4.367809467860038e+17,6.870596723537604e+16,1.1801274834371e+33,2.292,0.096,9.934,9.857,9.83,3582864855,3438845975,3587519005,3584275173,3525343180,3480607956,3509961059,3587379212,3573314116,3546236310,3474630203,-0.096,0.036,524886,136408,130269,127948,129517,129005,199577,191659,193421,194749,0.093,20.346,20.436,238859,246.617,245.289,236.668,250.131,246.593,242.508,239.883,244.027,246.883,245.806,239.823,240.817
3659012906,251.284,60813084179,56233537259,60805478078,57463751965,4.094959849480037e+17,4.3777290887193926e+17,6.867225249264032e+16,1.1789695656032e+33,2.287,0.093,9.934,9.849,9.823,3612056013,3449647138,3583814647,3621644040,3543165810,3492117953,3513236924,3625453238,3596280904,3564951926,3476201498,-0.065,0.038,522962,135584,131015,128254,129867,129364,199757,192091,193840,195206,0.093,20.342,20.44,239200,248.442,246.149,237.37,249.787,248.938,243.678,240.619,244.187,249.216,247.305,240.766,240.843
3721793892,254.488,60831017125,56334974903,60817987510,57579744125,4.1081107940567136e+17,4.405509279146221e+17,6.928656151004425e+16,1.2001569014713e+33,2.28,0.09,9.923,9.823,9.798,3659777458,3462798690,3581409273,3671718966,3566982888,3506935756,3517820593,3680322177,3631802753,3590105128,3479234009,-0.029,0.04,521422,135267,132455,128805,131012,129968,201139,193192,195254,196659,0.092,20.339,20.445,240391,251.059,247.69,238.182,249.535,251.713,245.119,241.514,244.413,252.239,249.39,241.87,240.946
3807353510,259.868,60857421302,56434949641,60827060788,57694116312,4.117249782574141e+17,4.431428612640398e+17,7.052136291742148e+16,1.2433156569327e+33,2.273,0.087,9.919,9.827,9.803,3729386769,3479255715,3580381234,3739536238,3599032304,3526317546,3524183954,3754110203,3682531721,3623955345,3484199816,0.012,0.042,520570,134467,133144,129120,131520,130340,202059,194113,196059,197509,0.092,20.337,20.45,241100,255.213,250.01,239.22,249.339,255.791,247.086,242.698,244.753,256.644,252.434,243.269,241.173
3925410959,269.135,60870623391,56532727132,60835461670,57806093514,4.121236503836549e+17,4.418289278900613e+17,7.021764292244386e+16,1.232629344396e+33,2.267,0.085,9.938,9.844,9.82,3818186120,3498274856,3581230070,3832473599,3642549458,3552065508,3533002130,3852122298,3753260505,3670184047,3491782887,0.052,0.045,520124,130355,133314,129266,131604,130547,202966,194942,197014,198507,0.093,20.335,20.456,241903,261.164,253.518,240.502,249.276,262.463,250.026,244.404,245.289,263.605,257.215,245.199,241.608
3844391451,266.726,60877224436,56628355667,60843190159,57915675732,4.126173440288184e+17,4.4099603527409856e+17,6.994008886941987e+16,1.2229040077656e+33,2.26,0.082,9.943,9.846,9.823,3859051974,3513954924,3580630670,3838432525,3669461724,3570925247,3539845851,3865224964,3790709588,3701145020,3497566654,0.083,0.047,521165,128962,132427,129053,130908,130394,202821,195045,197168,198707,0.093,20.332,20.462,242455,265.243,256.506,241.625,249.172,264.594,252.252,245.844,245.76,266.386,260.517,246.891,241.992
3831569872,263.775,60880524958,56721882476,60850246252,58022862966,4.140126646280067e+17,4.440623420581522e+17,7.064299039619524e+16,1.2476080230292e+33,2.258,0.08,9.85,9.821,9.799,3867124094,3530061882,3579333219,3835001199,3691076144,3587741029,3546257368,3851483913,3815204990,3726814159,3503081801,0.111,0.049,520888,129931,133161,129377,131865,130775,204562,195320,197958,199544,0.093,20.329,20.467,243299,266.545,258.954,242.698,249.007,264.185,253.789,247.001,246.156,265.652,262.334,248.32,242.313
3902639410,267.214,60882175219,56813353751,60856629951,58127655217,4.147677830461088e+17,4.43265455913852e+17,6.97583960884083e+16,1.2165584562068e+33,2.247,0.078,9.85,9.852,9.831,3859533578,3548087414,3579143418,3868820304,3719284579,3608057053,3554089941,3869241571,3848434193,3758611016,3510187432,0.138,0.052,523402,131171,134003,129747,132916,131207,206648,195830,199059,200702,0.094,20.326,20.472,247222,265.905,261.784,243.907,248.904,265.699,255.579,248.305,246.618,265.986,264.399,249.902,242.713
3893336454,268.111,60883000350,56902814668,60862341255,58230052483,4.150948385770435e+17,4.413327823730868e+17,6.943306136517305e+16,1.205237502635e+33,2.245,0.076,9.819,9.856,9.836,3875848579,3567314614,3578746421,3881078379,3742491496,3626462176,3561545908,3886143009,3868476450,3785701664,3517092773,0.159,0.055,525223,131788,135039,130193,134135,131720,207827,196559,200040,201754,0.094,20.323,20.473,250754,266.367,264.188,245.243,248.804,266.905,257.25,249.583,247.091,267.089,265.981,251.464,243.135
3942395393,271.908,60883412915,56990309411,60867380165,58330054766,4.160283529211685e+17,4.4354580283494266e+17,7.048274884192178e+16,1.2419544710784e+33,2.235,0.074,9.838,9.853,9.834,3912790419,3587586459,3577785512,3911736886,3769145349,3646844964,3569916226,3919416416,3892414743,3816264469,3525085058,0.179,0.058,527117,132142,135827,130568,135133,132160,208464,197219,200941,202731,0.095,20.318,20.466,254229,269.078,266.677,246.684,248.684,269.407,259.204,251.023,247.636,269.86,267.911,253.184,243.643
3995109118,276.61,60883619197,57075881193,60871746679,58427662064,4.163508712233527e+17,4.434320878155913e+17,7.069694018943888e+16,1.2495143380373e+33,2.231,0.072,9.856,9.849,9.831,3943613655,3609541571,3576642836,3953423002,3799273851,3669313619,3579261125,3960575766,3921652842,3850106061,3534257005,0.196,0.061,529350,132545,136310,130849,135854,132506,209584,198111,201720,203593,0.096,20.313,20.454,257733,272.21,269.068,248.224,248.551,273.008,261.525,252.674,248.273,273.626,270.394,255.115,244.256
4028102405,279.731,60883722339,57159572276,60875440800,58523003982,4.1706947605344576e+17,4.433343924726112e+17,7.042229671121271e+16,1.2398249685205e+33,2.225,0.071,9.845,9.851,9.833,3988535639,3630799699,3575579176,3990762704,3829784325,3692461283,3589125769,4002820141,3952433706,3884021396,3544179194,0.21,0.063,530368,133037,136547,131049,136333,132767,211127,198957,202728,204680,0.098,20.306,20.441,261541,276.083,270.582,249.807,248.428,276.37,263.952,254.419,248.964,277.387,273.06,257.147,244.942
4163672527,289.505,60883773909,57241423995,60878462525,58616244430,4.179069037461101e+17,4.447969543547781e+17,7.097105572784409e+16,1.2592226877812e+33,2.221,0.069,9.862,9.838,9.822,4062294684,3655876980,3576276153,4077217615,3874302752,3722862008,3601753170,4090388585,4013439548,3931561448,3557104322,0.225,0.066,530314,133148,136211,131056,136224,132827,211879,199384,203263,205298,0.099,20.3,20.428,265265,281.949,273.836,251.614,248.408,282.938,267.36,256.683,249.855,284.098,277.791,259.708,245.845
4109802603,284.408,60883799695,57321476775,60880811856,58707383408,4.187765049729276e+17,4.460077459940941e+17,7.124647847030626e+16,1.269015173605e+33,2.22,0.068,9.828,9.815,9.799,4100525845,3679635051,3575994313,4093510109,3905702732,3747825918,3612919091,4114142545,4049575014,3966278528,3568830178,0.249,0.069,529236,133173,134922,130730,135132,132551,212934,199645,203572,205692,0.1,20.295,20.416,266229,284.548,276.784,253.293,248.301,283.673,269.633,258.472,250.615,285.328,280.434,261.824,246.636
4229333126,292.005,60883812587,57399770153,60882488792,58796420915,4.200379928552378e+17,4.482483481541528e+17,7.143005394430256e+16,1.2755631516215e+33,2.211,0.067,9.832,9.815,9.799,4167602752,3707283987,3577248678,4161421618,3948853451,3778890899,3626466653,4178546185,4105656227,4011874220,3583189273,0.276,0.071,525974,134673,136127,131232,136450,133096,214847,199856,204439,206646,0.101,20.29,20.405,266745,288.64,280.326,255.246,248.314,287.839,272.616,260.635,251.525,289.056,284.239,264.322,247.596
4372208204,301.252,60883819034,57476342798,60883493333,58883356952,4.207299649809965e+17,4.4751062969465126e+17,7.075791359969642e+16,1.2516705842455e+33,2.209,0.067,9.842,9.827,9.811,4237114644,3738196245,3580409937,4266814911,4005300752,3817169435,3642856577,4280848911,4185788577,4070512232,3600660911,0.308,0.074,523926,135393,137669,131865,138086,133781,215953,200400,205237,207544,0.103,20.282,20.391,267397,292.555,285.06,257.384,248.464,294.546,276.434,263.256,252.617,295.363,289.471,267.29,248.76
4461346294,309.563,61464551039,57576759067,61038686489,58993718059,4.2149232197139686e+17,4.466250240209037e+17,6.97782211102789e+16,1.2172500353287e+33,2.206,0.066,9.884,9.82,9.806,4354295874,3771617301,3585125674,4364080602,4066106824,3858729232,3660845362,4392964736,4271102887,4134242986,3620022150,0.351,0.078,522099,136074,139169,132504,139733,134476,216475,200795,206075,208489,0.104,20.275,20.377,268213,300.94,290.439,259.771,248.741,302.054,280.851,266.243,253.869,303.866,295.596,270.656,250.103
4632047440,324.762,61859266744,57679555185,61210312584,59106280868,4.223903662694029e+17,4.501288259138508e+17,7.164148099906391e+16,1.2831254499348e+33,2.208,0.066,9.84,9.789,9.776,4488533979,3810818034,3592077766,4498064021,4141565573,3908620729,3682190462,4531840519,4380558523,4213690537,3643031419,0.407,0.081,519740,136968,140934,133252,141697,135290,217880,201486,207210,209740,0.106,20.265,20.362,269047,311.859,297.318,262.701,249.227,313.408,286.706,270.019,255.427,315.777,304.177,274.849,251.773
4574466454,321.941,62056624597,57780092048,61368889565,59216407613,4.2351691801376486e+17,4.542187069879852e+17,7.38203927892364e+16,1.3623625978893e+33,2.205,0.066,9.845,9.79,9.776,4555953396,3848728718,3598357516,4536265238,4199285690,3951578518,3701800924,4574806756,4452871115,4277606395,3664622380,0.46,0.084,520985,137671,141857,133735,142877,135853,219517,202437,208255,210910,0.108,20.256,20.346,269790,318.755,303.348,265.536,249.69,317.674,291.404,273.368,256.889,320.818,310.333,278.671,253.371
4504972110,316.359,62155303523,57878419310,61514417433,59324098296,4.244994903648458e+17,4.5556950122138016e+17,7.38243520257558e+16,1.3625087380057e+33,2.202,0.066,9.81,9.781,9.768,4570495335,3883751451,3603516280,4520618674,4240043880,3987281330,3719453038,4549316113,4488297119,4326074860,3684547975,0.508,0.088,521952,138095,142533,134144,143823,136338,220745,203117,209148,211931,0.11,20.246,20.33,270739,321.021,307.184,268.157,250.065,317.017,294.731,276.142,258.196,319.62,313.586,281.95,254.837
4716680705,335.738,62204642987,57974585533,61646896186,59429352916,4.25269411744449e+17,4.5710252838156416e+17,7.440550652198603e+16,1.3840448501983e+33,2.205,0.066,9.793,9.773,9.759,4598706423,3925755059,3610984697,4618649689,4303595456,4034339355,3741370129,4622408798,4564461001,4396479893,3709013127,0.564,0.091,520043,139846,144432,134975,146007,137247,223607,203721,210312,213227,0.112,20.237,20.316,271645,324.679,314.517,271.402,250.644,326.377,300.199,279.987,259.9,326.979,320.724,286.31,256.72
5264771112,384.145,62229312718,58068638212,61766325825,59532171472,4.272002531579164e+17,4.5976326942514726e+17,7.219007232823979e+16,1.3028516356891e+33,2.206,0.067,9.789,9.763,9.749,4828807976,3985639060,3624790535,4941710401,4431752210,4113722049,3774851470,4955441143,4755973268,4531534020,3745360081,0.649,0.096,518739,142607,147127,136101,148998,138459,228025,204786,212475,215535,0.114,20.231,20.304,272859,345.414,327.68,276.247,251.773,355.261,311.392,286.707,262.631,356.712,338.131,293.584,259.654
6216147947,449.287,62241647584,58160623800,61872706351,59632553966,4.2831376043478086e+17,4.610098256007532e+17,7.17671386629573e+16,1.287630547967e+33,2.217,0.069,9.785,9.752,9.738,5399199921,4076843769,3649516188,5578929174,4669671642,4249362429,3828506337,5649111129,5148349815,4780465709,3802312992,0.924,0.101,518728,145228,150799,137594,152962,140051,233178,206319,215243,218473,0.117,20.226,20.294,274789,389.723,348.828,283.266,253.663,402.274,329.778,297.196,266.733,408.648,368.532,304.748,263.995
5833252888,401.566,62247815017,58250587726,61966037762,59730500397,4.292049051635097e+17,4.616075600642049e+17,7.13927071322018e+16,1.2742296579161e+33,2.225,0.071,9.776,9.755,9.741,5771390649,4153327903,3670378736,5706091031,4824815808,4351548910,3872566701,5866137612,5379147606,4956222708,3850307205,1.188,0.107,521303,146505,152854,138585,155377,141156,236291,207538,216939,220365,0.121,20.223,20.284,276264,411.666,361.971,288.547,255.035,401.92,339.349,303.929,269.697,414.57,381.717,312.38,267.245
5357816815,372.194,62250898733,58338574423,62046320059,59826010765,4.299264091739056e+17,4.6149118976994624e+17,7.093754266091818e+16,1.2580337396924e+33,2.227,0.073,9.746,9.758,9.745,5802405883,4212885538,3687092922,5531953923,4895882609,4416469420,3905209561,5659350695,5442089715,5050580065,3887393756,1.416,0.113,524721,147570,153751,139204,156683,141893,238983,208788,218492,222124,0.124,20.22,20.276,277663,407.682,368.747,292.778,256.143,387.057,343.729,308.333,271.949,394.833,384.273,317.777,269.82
5510551675,383.625,62252440592,58424627347,62113553243,59919143254,4.3102365134416205e+17,4.628720795379071e+17,7.064875628923779e+16,1.247811691304e+33,2.233,0.076,9.719,9.752,9.739,5567207126,4278281398,3706598447,5521252799,4977838485,4487055372,3940491805,5513423591,5517295204,5152323902,3927469772,1.606,0.119,526583,147941,153596,139470,156927,142276,239908,209851,219159,223004,0.127,20.217,20.267,278472,385.795,377.559,297.442,257.479,385.341,349.048,313.191,274.404,382.805,387.992,323.638,272.622
5480703241,382.2,62253211521,58508788998,62167737312,60009942619,4.314248028705504e+17,4.62695615196169e+17,7.0733630396341176e+16,1.2508116172616e+33,2.237,0.078,9.683,9.766,9.753,5449690577,4342939966,3725700978,5500978020,5044887119,4551161686,3974342606,5470171648,5551606969,5235969382,3966461087,1.759,0.124,527668,148538,152229,139315,155925,142228,241529,210225,219204,223254,0.131,20.212,20.257,279508,379.34,386.965,302.061,258.787,383.771,353.468,317.643,276.773,381.007,389.153,329.106,275.363
5420700157,374.932,62253596985,58591100942,62208872268,60098408861,4.31145504922767e+17,4.60853520201526e+17,7.058292990077483e+16,1.2454874983444e+33,2.247,0.081,9.705,9.763,9.75,5470651691,4404939441,3743994361,5460839089,5094995524,4607260943,4006130684,5455676438,5536070423,5299071302,4003713816,1.894,0.129,530036,149632,152710,139763,156644,142775,243474,211085,220137,224384,0.134,20.205,20.245,280950,380.252,392.564,306.406,260.003,379.351,356.33,321.339,278.93,378.804,386.144,333.807,277.916
5330899658,365.764,62253789717,58671603832,62236958109,60184541979,4.323956199289768e+17,4.618901620027656e+17,6.9540977489445816e+16,1.2089868875469e+33,2.252,0.084,9.705,9.766,9.752,5410767686,4463588115,3760949784,5395869373,5126449408,4653947311,4035246485,5385800422,5472940201,5337715084,4038590855,2.007,0.134,531187,151546,153298,140248,157430,143359,246392,211775,220915,225362,0.137,20.197,20.231,281947,374.299,389.938,310.405,261.093,372.558,357.588,324.205,280.839,371.56,379.444,337.637,280.24
4678497060,315.768,63227334948,58793126389,62511581200,60311130935,4.340317499860845e+17,4.657215014378732e+17,7.044016286173842e+16,1.2404541359971e+33,2.251,0.086,9.653,9.739,9.726,5143365625,4500250365,3771081477,5037183217,5066722429,4655531166,4049383861,5019665109,5244347595,5278880742,4058756730,2.103,0.139,532081,152362,153650,140655,157896,143864,248578,212551,221705,226352,0.14,20.188,20.217,283105,352.155,370.864,312.709,261.668,344.163,352.012,323.661,281.606,342.294,360.902,337.983,281.442
4832205465,327.694,64537795064,58948184165,62974263294,60471117379,4.3554821734886016e+17,4.693354658433165e+17,7.1536730677367256e+16,1.2793759590015e+33,2.252,0.089,9.601,9.722,9.709,4947200728,4541373028,3782568917,4934694341,5035453500,4666929508,4066588731,4864085029,5109098194,5237623818,4082078136,2.174,0.145,533095,153127,153910,141029,158239,144336,250656,213356,222491,227339,0.143,20.177,20.202,284163,336.409,360.311,315.385,262.366,335.929,348.77,323.921,282.619,330.064,350.109,338.95,282.893
4903146805,333.683,65193025122,59099834077,63400726606,60627892978,4.374144098530108e+17,4.734164289362057e+17,7.215468616712283e+16,1.301574683969e+33,2.252,0.091,9.585,9.706,9.693,4804616443,4582844158,3795037894,4918920573,5017812607,4682169334,4084974623,4842058068,5027335821,5202293747,4106706221,2.223,0.15,534226,153555,153959,141329,158338,144730,251850,214245,223058,228107,0.146,20.166,20.186,285013,325.715,354.81,318.132,263.132,334.806,346.758,324.551,283.741,328.701,343.452,340.13,284.46
4888532096,333.448,65520640151,59248151024,63792958750,60781457730,4.3887039748953696e+17,4.756858666546419e+17,7.19293567578416e+16,1.2934580908992e+33,2.252,0.093,9.634,9.716,9.702,4874628122,4621735432,3808189996,4903726334,5000575206,4695483060,4102635227,4884015894,4958157986,5162433149,4130739061,2.259,0.155,536040,153455,153725,141527,158130,145014,251847,215314,223829,229072,0.149,20.156,20.171,286220,331.609,347.642,320.764,263.96,334.127,344.984,325.125,284.834,332.568,338.112,341.118,286.006
4763559221,328.106,65684447665,59393208258,64150959724,60931811637,4.402713218306397e+17,4.768841986198881e+17,7.054829592884628e+16,1.244265514616e+33,2.252,0.095,9.601,9.7,9.687,4851746041,4653608956,3819936960,4833642778,4968973075,4699875071,4117161029,4828481443,4879951917,5102918400,4151736187,2.266,0.159,536851,153457,153047,141563,157469,145127,252445,215970,224400,229830,0.152,20.145,20.156,287676,331.746,339.914,323.039,264.741,331.117,342.733,325.317,285.785,330.816,333.228,341.592,287.416
4744168818,322.131,65766351422,59535077422,64474729529,61078954699,4.423131493647655e+17,4.8327757912233536e+17,7.423811103286864e+16,1.3778242824321e+33,2.254,0.097,9.525,9.67,9.656,4798753378,4680900884,3832594733,4788905798,4938999174,4702732732,4130941420,4774692832,4822510533,5038355530,4172048975,2.254,0.164,537319,154203,153376,141928,157772,145561,252996,216571,225095,230710,0.155,20.141,20.147,288395,327.895,332.371,324.805,265.5,326.624,339.986,325.112,286.584,326.009,328.782,341.533,288.677
4896263552,334.502,65807303301,59673828581,64764268166,61222886915,4.44072332437536e+17,4.888385210167944e+17,7.753928337738472e+16,1.5030851166696e+33,2.254,0.099,9.516,9.669,9.656,4801330530,4715963288,3850611787,4842584675,4933301091,4715218591,4147761686,4823447919,4827254667,4993810166,4195426312,2.215,0.169,538910,155436,153580,142249,157922,145950,254378,217103,225543,231346,0.158,20.134,20.136,289064,328.246,327.905,327.064,266.642,330.563,339.255,325.718,287.637,329.312,329.315,342.159,290.193
4901798976,333.66,65827779240,59809530265,65019575634,61363608285,4.4442800395156666e+17,4.8683366863796966e+17,7.726124414115618e+16,1.4923249615598e+33,2.262,0.1,9.539,9.664,9.65,4847410448,4751637591,3868099997,4872191825,4929100809,4727256035,4164333935,4873682142,4848905374,4953512454,4218529327,2.153,0.173,541032,156146,154324,142752,158547,146519,255351,217927,226352,232340,0.161,20.128,20.126,290440,330.098,330.461,329.394,267.761,332.111,338.509,326.23,288.648,332.019,330.754,342.585,291.666
4838504452,330.832,65838017210,59942249493,65240651932,61501118810,4.455461845582381e+17,4.88011136474624e+17,7.713505427313107e+16,1.4874541494297e+33,2.26,0.102,9.517,9.684,9.67,4878855660,4782833092,3884845754,4855348139,4917021295,4734433352,4179150869,4869229143,4846757383,4917293082,4239856897,2.079,0.177,543741,156417,154325,143006,158431,146840,255433,218507,226882,233056,0.164,20.124,20.117,291236,332.998,330.909,331.514,268.843,331.472,337.485,326.527,289.576,332.386,330.847,342.677,293.053
4724247921,319.889,65843136195,60072051816,65427497063,61635418489,4.4629370769888026e+17,4.895638243687548e+17,7.796640551225386e+16,1.5196900971253e+33,2.266,0.103,9.471,9.661,9.646,4821517116,4810530141,3900973104,4789798030,4891318178,4733776228,4191131024,4791925274,4815820294,4875313300,4258305296,1.997,0.181,545153,156602,154408,143283,158379,147178,255697,219092,227426,233783,0.166,20.119,20.109,291839,328.127,328.938,333.24,269.844,325.68,335.139,326.099,290.242,325.832,328.092,341.927,294.174
