bitcoin-marketcap_raw,bitcoin-price_raw,difficulty-btc-ema-3,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,hashrate-btc-sma-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,mining_profitability-btc-sma-90,transactionfees-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,size-btc-sma-90,transactions-btc-sma-30,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-30,transactions-btc-wma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-wma-90
113932990812,6581.0,7451897933921,6505452316760,7367435381509,6848941663911,4.8341138133027e+19,5.2179039233299e+19,1.0676593881929e+19,2.8497414229908e+37,0.273,-1.018,9.944,9.77,9.778,114543710293,112914770591,117458692156,114284964391,113949677939,113925072215,116920991034,114404307447,114315925205,114091583281,115062285457,-0.459,-0.545,645752,234897,233658,223243,236348,227583,368573,349512,350501,360471,0.057,19.218,19.258,530071,6616.0,6599.0,6532.0,6819.0,6602.0,6586.0,6590.0,6789.0,6608.0,6604.0,6570.0,6668.0
108816571811,6284.0,7453433291092,6526320807562,7388454883065,6870968184926,4.8524523508424e+19,5.2397137517078e+19,1.0589676367761e+19,2.8035311393477e+37,0.272,-1.017,9.906,9.755,9.765,112559431601,112910205991,117476749760,111550768101,113265263788,113595491544,116742871930,111540738206,112964787105,113398278404,114872348746,-0.462,-0.544,643926,235726,235506,224101,238117,228457,369413,350228,351526,361518,0.059,19.217,19.258,529296,6501.0,6557.0,6531.0,6820.0,6443.0,6546.0,6571.0,6778.0,6442.0,6525.0,6554.0,6656.0
108719826369,6278.0,7454200969678,6546730650215,7406595000846,6892484012366,4.8742791629481e+19,5.256338106132e+19,1.0283307252317e+19,2.6436602011391e+37,0.271,-1.016,9.984,9.78,9.793,110489796331,112916454262,117494219884,110135297235,112659205466,113280932500,116566541258,109620935590,111771084493,112730650779,114679888891,-0.459,-0.544,642899,236057,235992,224518,238589,228894,370426,351744,352481,362501,0.061,19.215,19.256,529701,6381.0,6513.0,6530.0,6820.0,6361.0,6510.0,6552.0,6767.0,6331.0,6456.0,6537.0,6644.0
108906578216,6288.0,7454584808971,6566691924897,7421855734853,6913489146232,4.8918611783101e+19,5.2515843415173e+19,9.9238210268867e+18,2.462055594342e+37,0.27,-1.016,10.0,9.79,9.806,108814325465,112834685847,117496781844,109520937725,112158855166,112998716095,116398190422,108829326533,110810435735,112153137095,114491149514,-0.458,-0.543,642818,235087,233990,224088,236582,228478,368824,352587,351781,361818,0.063,19.213,19.254,530857,6284.0,6469.0,6525.0,6819.0,6324.0,6480.0,6535.0,6756.0,6284.0,6400.0,6522.0,6632.0
109727459372,6335.0,7454776728617,6586214490246,7434237085085,6933983586524,4.9027473051811e+19,5.2055973978931e+19,9.5306385233885e+18,2.2708267665874e+37,0.269,-1.015,10.057,9.852,9.872,109117954653,112747339985,117471236064,109624198549,111834669060,112787667274,116251580949,109285893486,110243676738,111729593925,114320395174,-0.458,-0.542,642431,234021,231226,223364,233747,227748,366392,352463,350570,360589,0.064,19.21,19.252,530508,6300.0,6434.0,6519.0,6817.0,6330.0,6461.0,6522.0,6747.0,6310.0,6366.0,6510.0,6622.0
114567885234,6614.0,7454872688440,6605307988224,7443739051542,6953967333242,4.922511331355e+19,5.2127296503724e+19,9.121082508775092e+18,2.0798536532971e+37,0.268,-1.014,10.01,9.831,9.856,111067307607,112811374078,117432284237,112096041891,112199097883,112902520045,116214576647,112010858777,111035592095,111995215184,114256585266,-0.448,-0.541,642487,235883,233520,224318,235861,228684,368420,352996,351554,361532,0.066,19.208,19.25,531258,6412.0,6431.0,6522.0,6814.0,6472.0,6481.0,6528.0,6744.0,6467.0,6411.0,6516.0,6617.0
115059045481,6642.0,7454920668352,6623981848884,7450361634224,6973400322121,4.9350208601697e+19,5.2257701461784e+19,9.08778263048612e+18,2.0646948284741e+37,0.266,-1.014,10.021,9.849,9.879,113118130029,112910024224,117298878102,113577543686,112580424230,113041650719,116189180358,114006727714,111957494751,112324168370,114204426172,-0.442,-0.54,641404,238499,235088,225055,237277,229415,371661,353342,352301,362247,0.068,19.206,19.247,530830,6530.0,6432.0,6527.0,6805.0,6557.0,6503.0,6535.0,6742.0,6581.0,6464.0,6523.0,6613.0
114509420529,6609.0,7454944658307,6642245295025,7454104833131,6992277438576,4.9420945636057e+19,5.2143486616045e+19,9.028336109032216e+18,2.0377713224414e+37,0.265,-1.013,10.013,9.862,9.896,114712117081,113037631177,117161794015,114043482108,112837623736,113136345545,116152262559,114702372964,112737337123,112567989088,114143119412,-0.436,-0.539,643766,239173,236710,225828,238679,230195,372144,353926,353062,362985,0.069,19.203,19.245,531101,6622.0,6436.0,6534.0,6797.0,6583.0,6517.0,6540.0,6739.0,6621.0,6508.0,6529.0,6609.0
114269157890,6595.0,7441153650820,6659500621361,7451287847606,7009991957223,4.9525089176221e+19,5.2159119497101e+19,8.966326168144936e+18,2.0098751238390002e+37,0.263,-1.012,10.023,9.875,9.912,114612541300,113215012072,117015966841,114156319999,113028494957,113209430213,116110875644,114480893368,113436527059,112757641983,114079544992,-0.428,-0.538,644950,239479,237781,226432,239591,230813,372283,354256,353632,363536,0.071,19.2,19.242,531879,6615.0,6480.0,6544.0,6787.0,6589.0,6527.0,6543.0,6736.0,6607.0,6548.0,6533.0,6605.0
112877039481,6514.0,7312002982379,6671002856363,7415268584029,7021783491446,4.9622320975814e+19,5.1860217610181e+19,8.704373514177443e+18,1.8941529568578e+37,0.262,-1.011,10.053,9.881,9.922,113885205967,113320129542,116869168166,113516679740,113008300893,113187985649,116039802321,113613142459,113592952176,112758182192,113988579555,-0.419,-0.537,647240,239573,238807,227031,240507,231433,372808,355529,354495,364385,0.073,19.196,19.237,534153,6572.0,6514.0,6549.0,6778.0,6551.0,6526.0,6541.0,6731.0,6557.0,6556.0,6531.0,6599.0
113109956314,6526.0,7247427648159,6682252294991,7381840904588,7033085604119,4.976198608438e+19,5.1808002637036e+19,8.423902088121011e+18,1.7740531597562e+37,0.26,-1.011,10.077,9.885,9.931,113418717895,113391702827,116705340080,113313318027,113021854949,113182951499,115975410101,113225517632,113659134605,112799883044,113905959515,-0.415,-0.536,650653,238711,238089,227045,239740,231465,371021,356442,354209,364076,0.074,19.191,19.232,535621,6545.0,6548.0,6552.0,6768.0,6539.0,6526.0,6541.0,6727.0,6534.0,6559.0,6529.0,6593.0
113954176179,6574.0,7215139981049,6693254493209,7351004809283,7043898295242,4.9819368013784e+19,5.1681217333678e+19,8.371253800718396e+18,1.7519472549010999e+37,0.259,-1.01,10.092,9.897,9.947,113313723991,113350440623,116507683887,113633747103,113146164447,113232707930,115930987378,113493246774,113786251353,112964426231,113845494374,-0.417,-0.535,650060,236660,236365,226700,237976,231123,366524,356155,353272,363090,0.075,19.186,19.226,534459,6538.0,6582.0,6549.0,6755.0,6557.0,6532.0,6543.0,6723.0,6548.0,6566.0,6531.0,6589.0
113315876423,6537.0,7198996147493,6704014884874,7322760298115,7054221564816,4.993916941138e+19,5.1756474938152e+19,8.274584623311047e+18,1.7117187672084e+37,0.257,-1.009,10.092,9.883,9.937,113460002972,113260486791,116228923336,113474811763,113168792710,113238073639,115873512412,113494322990,113602838991,113043226443,113775344759,-0.419,-0.534,649553,237653,237578,227326,239170,231749,367248,356226,353849,363604,0.076,19.18,19.221,534327,6546.0,6571.0,6543.0,6738.0,6547.0,6533.0,6542.0,6719.0,6548.0,6555.0,6530.0,6584.0
112879691779,6511.0,7190924230716,6714538784414,7297107371084,7064055412841,5.0099422105242e+19,5.2041401709426e+19,8.238674946043102e+18,1.6968941216640002e+37,0.255,-1.008,10.083,9.872,9.929,113383248127,113156404124,115909686391,113177251771,113130245919,113214952229,115807714156,113204167393,113355095068,113077711858,113701735275,-0.416,-0.533,648505,239424,238593,227897,240180,232334,369255,356309,354301,364004,0.078,19.176,19.216,533907,6541.0,6552.0,6537.0,6719.0,6529.0,6530.0,6540.0,6715.0,6530.0,6540.0,6528.0,6579.0
113222111710,6530.0,7186888272327,6724831389458,7274046028188,7073399839316,5.008211359131e+19,5.1435660541977e+19,8.290873300714846e+18,1.7184645022127e+37,0.253,-1.008,10.184,9.935,9.994,113139226637,113101865365,115604527007,113199681740,113142494691,113215414131,115750887729,113123599185,113270790188,113177367935,113642667699,-0.41,-0.532,651289,239973,239586,228470,241119,232933,369419,356704,354683,364341,0.079,19.171,19.211,534293,6526.0,6541.0,6533.0,6700.0,6530.0,6530.0,6540.0,6711.0,6525.0,6534.0,6527.0,6575.0
112742554081,6502.0,7184870293133,6734897783403,7253576269430,7082254844242,5.0121416959295e+19,5.0915354563381e+19,8.140850323221416e+18,1.6568360996274e+37,0.251,-1.007,10.25,9.948,10.01,112948119190,113158509252,115327814775,112971117911,113089169277,113184907031,115684770506,112925262907,113112571216,113219853271,113579767195,-0.401,-0.531,651781,240057,240545,229041,242054,233538,368944,356892,355043,364658,0.08,19.167,19.206,534084,6514.0,6528.0,6536.0,6684.0,6516.0,6526.0,6537.0,6706.0,6513.0,6525.0,6525.0,6571.0
112595517786,6493.0,7183861303536,6744742937920,7235698094807,7090620427618,5.0241786366364e+19,5.0940299925616e+19,7.927539994512628e+18,1.5711472591149e+37,0.249,-1.006,10.24,9.95,10.016,112853394526,113183396201,115019006274,112783317848,113023349078,113146881918,115616874842,112748962205,112972114736,113205343461,113519716712,-0.394,-0.53,653823,240359,241340,229565,242880,234101,369462,358149,355822,365396,0.081,19.163,19.201,535560,6508.0,6525.0,6536.0,6665.0,6504.0,6522.0,6534.0,6701.0,6502.0,6516.0,6523.0,6566.0
112581625343,6491.0,7183356808737,6754371715415,7220411504321,7098496589445,5.0292263497936e+19,5.0996116232801e+19,7.923690429792322e+18,1.5696217506796e+37,0.248,-1.005,10.258,9.964,10.033,112639899070,113173879735,114705005446,112682471596,112964452580,113110413752,115550166061,112613077614,112838239490,113152069979,113466147900,-0.395,-0.529,656906,239861,240841,229654,242444,234225,367973,359026,355409,364932,0.082,19.158,19.196,536499,6495.0,6520.0,6535.0,6646.0,6498.0,6518.0,6532.0,6697.0,6494.0,6507.0,6520.0,6563.0
112455442321,6483.0,7183104561338,6763788871427,7207716497972,7105985190672,5.0368914100358e+19,5.0682293680306e+19,7.648482803254387e+18,1.4624822297920001e+37,0.247,-1.004,10.289,9.971,10.043,112544195150,113070152330,114401537736,112568956958,112896584545,113068157531,115482150155,112520849239,112691687453,113046971644,113416706953,-0.402,-0.528,656136,238716,239479,229436,241145,234028,364934,358811,354618,364062,0.083,19.154,19.19,536060,6489.0,6507.0,6528.0,6627.0,6491.0,6513.0,6528.0,6692.0,6488.0,6498.0,6516.0,6559.0
111126761641,6406.0,7182978437638,6772999056976,7197613075759,7113172591669,5.0486592892946e+19,5.0823992911775e+19,7.516630485440557e+18,1.4124933463664e+37,0.245,-1.003,10.302,9.969,10.044,112054609769,112988339523,114123778010,111847859300,112660608158,112942906183,115386427330,111812132485,112266491454,112738735096,113344733852,-0.411,-0.527,656026,240430,241423,230318,243138,234931,366475,359223,355341,364692,0.084,19.149,19.185,536511,6460.0,6488.0,6523.0,6610.0,6448.0,6499.0,6521.0,6686.0,6446.0,6473.0,6508.0,6554.0
109832961515,6331.0,7182915375788,6782006820865,7190101237682,7120058792435,5.0551860601202e+19,5.0774993490711e+19,7.416839084571449e+18,1.3752375501607e+37,0.244,-1.003,10.319,9.955,10.033,111138388492,112838646159,113898123964,110840410407,112283588606,112742264591,115264373137,110701308358,111596028095,112290764470,113250430192,-0.421,-0.526,655072,242934,244116,231480,245896,236124,369119,359816,356315,365581,0.084,19.144,19.179,536783,6407.0,6462.0,6514.0,6596.0,6390.0,6476.0,6508.0,6678.0,6381.0,6434.0,6496.0,6548.0
109828814106,6330.0,7182883844863,6790816611922,7185180983742,7126643792972,5.0687075042879e+19,5.1186439582348e+19,7.481035534994097e+18,1.3991473168960999e+37,0.243,-1.002,10.31,9.931,10.011,110262845754,112688223492,113668811195,110334612257,111956285339,112554300044,115144910301,110046521165,111033339679,111892013084,113160994811,-0.43,-0.525,655884,244449,246955,232725,248811,237417,370047,360617,357371,366560,0.085,19.138,19.172,537690,6356.0,6434.0,6504.0,6582.0,6360.0,6457.0,6497.0,6670.0,6343.0,6401.0,6484.0,6542.0
110385638413,6361.0,7182948735440,6799436326518,7182873822216,7132931138599,5.083302470531e+19,5.1780182132284e+19,7.718761739382198e+18,1.4894820697337999e+37,0.242,-1.001,10.271,9.918,10.001,110015804678,112573915251,113482732123,110360125335,111746865749,112414386390,115040310919,110107917494,110731046539,111612082143,113088837167,-0.437,-0.525,656821,245688,249202,233803,251220,238554,370801,361007,358329,367446,0.086,19.132,19.164,537869,6341.0,6414.0,6497.0,6571.0,6361.0,6444.0,6488.0,6663.0,6346.0,6383.0,6475.0,6537.0
111241046314,6410.0,7183676839071,6807897175225,7183079303079,7138947822991,5.0840423750196e+19,5.1760339760639e+19,7.718690742992771e+18,1.4894546696491e+37,0.241,-1.0,10.276,9.921,10.006,110485166278,112542434260,113333162108,110800585824,111679423158,112338687031,114956810598,110720538312,110726780935,111483191489,113039569347,-0.437,-0.524,661027,247368,252000,235095,254244,239916,372978,362635,360141,369199,0.088,19.126,19.156,539728,6367.0,6402.0,6495.0,6561.0,6385.0,6440.0,6483.0,6658.0,6380.0,6382.0,6469.0,6534.0
110815679543,6385.0,7184040890886,6816172071213,7183269997001,7144662928002,5.0889374157394e+19,5.1932717508421e+19,7.745161062189014e+18,1.4996879969811999e+37,0.24,-0.999,10.254,9.9,9.986,110814121423,112439557458,113226738591,110808132684,111564257342,112240428483,114865796728,110885794945,110664547619,111313166153,112984240060,-0.442,-0.523,663191,247581,251832,235409,254375,240304,372220,363795,360232,369235,0.089,19.119,19.148,541527,6385.0,6387.0,6488.0,6554.0,6385.0,6432.0,6477.0,6652.0,6389.0,6377.0,6462.0,6530.0
111333257632,6414.0,7184222916794,6824265101356,7183445903983,7150076453630,5.0971232783204e+19,5.1856589682664e+19,7.563083122583415e+18,1.4300056579777e+37,0.24,-0.998,10.275,9.94,10.027,111129994496,112352730335,113126374521,111070695158,111533457381,112181901331,114788158507,111145363049,110794778317,111234001483,112942625094,-0.451,-0.523,662763,246965,250174,235205,252991,240162,369423,363876,359499,368424,0.09,19.112,19.14,541736,6403.0,6377.0,6482.0,6548.0,6399.0,6430.0,6473.0,6647.0,6403.0,6384.0,6457.0,6527.0
111982563789,6451.0,7184313929748,6832180262704,7183607024024,7155188399875,5.1048950662164e+19,5.1623830614695e+19,7.284500415226942e+18,1.3265986574860001e+37,0.239,-0.997,10.224,9.941,10.03,111377166988,112279171680,113034348343,111526629474,111593338235,112169040845,114726497084,111571647696,111127413580,111266372097,112917486397,-0.46,-0.522,662536,249679,253139,236544,256163,241557,371797,364818,360859,369688,0.091,19.105,19.132,541979,6416.0,6383.0,6477.0,6542.0,6425.0,6433.0,6471.0,6642.0,6427.0,6403.0,6455.0,6525.0
112056481316,6454.0,7184359436225,6839921464462,7183753357124,7159998766739,5.109146409336e+19,5.1544737350545e+19,7.220984461719982e+18,1.30356541491e+37,0.238,-0.996,10.261,9.97,10.061,111790767579,112218142382,113047272065,111791555395,111655090646,112161778940,114667815419,111911304860,111447963863,111321296596,112895994814,-0.467,-0.521,664563,251871,255215,237616,258463,242698,373699,365510,361926,370668,0.092,19.098,19.123,542311,6440.0,6401.0,6473.0,6542.0,6440.0,6436.0,6470.0,6638.0,6446.0,6421.0,6454.0,6523.0
113680409666,6547.0,7184382189463,6847492529918,7183884903284,7164507554219,5.110748240941e+19,5.1257870942921e+19,7.177516932293263e+18,1.2879187328339e+37,0.238,-0.995,10.275,9.994,10.087,112573151590,112181842442,113088653975,112735982530,111925133182,112259755115,114646114194,112856125903,112095084811,111600584975,112909909926,-0.474,-0.521,666765,253394,257692,238847,261155,244009,374935,366433,362946,371609,0.093,19.092,19.115,543342,6484.0,6432.0,6471.0,6543.0,6493.0,6450.0,6475.0,6636.0,6500.0,6457.0,6459.0,6523.0
112926055072,6503.0,7184393566083,6854897198331,7184001662504,7168714762317,5.1074357324998e+19,5.0839146210747e+19,7.264943682193589e+18,1.3194851676361e+37,0.237,-0.994,10.302,10.036,10.131,112887648684,112115086538,113117696269,112831018801,112058589434,112302742209,114608310696,113032577644,112416060126,111774927999,112906336324,-0.482,-0.52,669261,254785,258968,239696,262709,244949,375942,366444,363534,372121,0.094,19.086,19.107,543930,6502.0,6452.0,6466.0,6544.0,6498.0,6457.0,6477.0,6633.0,6510.0,6475.0,6461.0,6522.0
111650038178,6429.0,7184399254392,6862139126779,7184103634782,7172620391033,5.094818959363e+19,5.0388571941334e+19,7.337591692032141e+18,1.3460062959745e+37,0.237,-0.993,10.347,10.065,10.161,112752167638,112038988117,113174089150,112240528490,112004115933,112260632272,114543293718,112413772391,112327302052,111777387809,112874080102,-0.489,-0.519,673212,256084,260569,240664,264579,246014,377284,367678,364763,373286,0.095,19.081,19.1,545874,6493.0,6455.0,6461.0,6547.0,6464.0,6454.0,6474.0,6629.0,6473.0,6469.0,6458.0,6519.0
111574005829,6424.0,7184402098547,6869221891964,7184190820120,7176285100329,5.0853496898987e+19,4.9910805618051e+19,7.495322049817531e+18,1.4044963157620001e+37,0.237,-0.992,10.411,10.085,10.184,112050033026,112130902584,113206427620,111907267159,111946767919,112216333792,114478034643,111824691486,112204929037,111778714540,112838913435,-0.5,-0.518,675980,255753,260039,240922,264339,246367,375736,368523,364453,372912,0.096,19.075,19.092,547140,6452.0,6460.0,6466.0,6548.0,6444.0,6450.0,6471.0,6624.0,6439.0,6462.0,6456.0,6517.0
111364281386,6411.0,7184403520624,6876148991980,7184263218518,7179755648927,5.0915341654858e+19,5.0005384817492e+19,7.440977338146483e+18,1.3842035936702e+37,0.236,-0.991,10.377,10.08,10.181,111529441798,112219051085,113228715500,111635774272,111869103048,112161362669,114409600506,111481815665,112003041831,111761674389,112798426705,-0.515,-0.517,675513,255880,259188,241052,263764,246577,373489,368234,363643,372012,0.097,19.069,19.084,547507,6422.0,6460.0,6470.0,6549.0,6428.0,6445.0,6467.0,6620.0,6419.0,6449.0,6453.0,6514.0
111627827202,6426.0,7184404231663,6882923848040,7184320829975,7183032036827,5.095587694278e+19,4.9961310914889e+19,7.375883319058403e+18,1.3600913684091e+37,0.236,-0.99,10.379,10.085,10.187,111522038139,112309759384,113309658126,111631800737,111836932935,112126941026,114348462631,111531008368,111865933087,111790165688,112763242347,-0.528,-0.517,675813,259043,261813,242344,266602,247946,375974,368169,364336,372605,0.098,19.065,19.077,548126,6421.0,6456.0,6475.0,6553.0,6427.0,6442.0,6464.0,6615.0,6421.0,6441.0,6450.0,6511.0
111278849483,6405.0,7184404587182,6889549806164,7184363654491,7186114264029,5.0939760619957e+19,4.9708458195678e+19,7.408437408318851e+18,1.3721236208244999e+37,0.236,-0.989,10.358,10.127,10.231,111423652690,112361472388,113326666823,111455325110,111762521808,112072225442,114280998606,111409414040,111654249078,111767354572,112718609190,-0.538,-0.516,678353,261973,262924,243151,267892,248845,378824,367982,364729,372913,0.098,19.06,19.07,549116,6414.0,6449.0,6477.0,6553.0,6416.0,6437.0,6460.0,6611.0,6413.0,6428.0,6445.0,6508.0
106985772429,6158.0,7184404764942,6896030138836,7184391692067,7189002330532,5.090809739569e+19,4.9510076103455e+19,7.444565752662032e+18,1.3855389811427e+37,0.235,-0.987,10.417,10.139,10.245,109964149705,112108735294,113300733995,109220548769,111125621891,111744067183,114120663965,109190473909,110397068370,111158362820,112579248873,-0.54,-0.515,680852,262834,264840,244238,269870,250034,379174,368315,365632,373745,0.099,19.055,19.063,549270,6330.0,6394.0,6462.0,6551.0,6287.0,6400.0,6441.0,6601.0,6285.0,6355.0,6425.0,6499.0
97395553276,5605.0,7184404853822,6902368046613,7184404942702,7191696236337,5.0877228445869e+19,4.9249493599395e+19,7.498781008737246e+18,1.405792915425e+37,0.235,-0.986,10.44,10.165,10.274,105220058396,111519952221,113144622580,103308051023,109294946076,110818356609,113753079114,102906175695,106981427061,109297751769,112229684462,-0.522,-0.514,683751,263953,266553,245275,271712,251181,379873,368401,366531,374585,0.1,19.049,19.055,549673,6056.0,6265.0,6427.0,6541.0,5946.0,6294.0,6387.0,6579.0,5923.0,6158.0,6369.0,6478.0
97518484653,5612.0,7180189804601,6908381380871,7183280917726,7194010702602,5.0787764419241e+19,4.87849160184e+19,7.688007234850318e+18,1.4776363810778e+37,0.234,-0.984,10.473,10.193,10.304,100633270119,110953587692,112992615976,100413267838,107724751219,109960300354,113396274840,99055388823,104151179375,107577246664,111886252859,-0.503,-0.513,688116,264712,267614,246104,272941,252130,380648,369502,367490,375502,0.101,19.043,19.046,551513,5791.0,6149.0,6394.0,6532.0,5779.0,6203.0,6337.0,6558.0,5700.0,5994.0,6317.0,6458.0
96822469696,5571.0,6916746473003,6902775265718,7112547631718,7184645778603,5.0763674139535e+19,4.8592592018018e+19,7.724804116503982e+18,1.4918149659589e+37,0.234,-0.982,10.456,10.187,10.3,97245502541,110372031418,112841774795,98617868767,106271113683,109112698376,113032015387,97149988611,101651626290,105894630629,111530865029,-0.492,-0.512,690518,265019,267285,246464,272799,252606,379170,370002,366768,374737,0.102,19.037,19.038,552645,5596.0,6027.0,6360.0,6523.0,5675.0,6119.0,6287.0,6536.0,5590.0,5850.0,6264.0,6437.0
97915600891,5633.0,6785024807205,6897292361887,7046872458103,7175216389095,5.0766544998883e+19,4.8404922928508e+19,7.718445431241565e+18,1.4893599968763e+37,0.233,-0.981,10.508,10.22,10.336,97418851747,109873316799,112693453946,98266734829,105157045311,108390304989,112699786497,97485037786,99952196580,104491034085,111202817251,-0.489,-0.511,691839,264552,265504,246315,271164,252557,376143,369350,365346,373244,0.102,19.031,19.03,551876,5605.0,5916.0,6331.0,6513.0,5654.0,6054.0,6245.0,6516.0,5609.0,5752.0,6217.0,6417.0
91876473627,5285.0,6719163974305,6891929961437,6986255396882,7165722534079,5.0687021901973e+19,4.7861168828092e+19,7.965669861662432e+18,1.5862974086249e+37,0.233,-0.979,10.553,10.247,10.365,95538181404,109165534043,112487572678,95071604228,103386302419,107324896514,112242131269,94713848726,97223295071,102410007779,110745301200,-0.484,-0.51,694535,265891,265655,246788,271376,253120,376961,369524,365361,373171,0.103,19.026,19.022,552201,5497.0,5753.0,6289.0,6501.0,5470.0,5952.0,6183.0,6489.0,5449.0,5594.0,6149.0,6390.0
80519311107,4632.0,6686233557856,6886685415942,6930696448054,7156164213554,5.0607714283607e+19,4.7362284743931e+19,8.188899930177169e+18,1.6764520516614e+37,0.232,-0.976,10.569,10.261,10.382,90103795208,108051038540,112120819046,87795457667,100337370244,105595503908,111544926430,87204413577,92360508417,99006179711,110042702044,-0.462,-0.509,697794,268456,267117,247701,272823,254122,380796,369992,366708,374425,0.103,19.022,19.016,553085,5184.0,5499.0,6224.0,6479.0,5051.0,5776.0,6083.0,6448.0,5017.0,5314.0,6042.0,6349.0
78726938509,4528.0,6669768349631,6881556135183,6880195611620,7146541427521,5.0509751837902e+19,4.6818977023022e+19,8.459389024054579e+18,1.7890315665074e+37,0.231,-0.973,10.717,10.337,10.46,83707574414,106898073943,111762124805,83261198088,97455979346,103862048075,110823651970,81515985228,88148183556,95663722631,109308770604,-0.439,-0.508,701474,268445,266325,247858,271945,254373,380372,370192,366710,374356,0.104,19.017,19.009,553572,4815.0,5267.0,6157.0,6458.0,4789.0,5609.0,5983.0,6406.0,4689.0,5071.0,5933.0,6306.0
78959007503,4541.0,6661535745518,6876539585869,6834752887578,7136854175979,5.0416994490862e+19,4.6187606351699e+19,8.790181956488881e+18,1.9316824707046e+37,0.23,-0.971,10.798,10.37,10.495,79401752373,105767384467,111382670476,81110102795,94989716434,102255400296,110123330114,79141701772,85003120012,92685098285,108587822971,-0.422,-0.506,704506,268868,266303,248256,271786,254861,379717,369944,366448,374017,0.104,19.013,19.002,553774,4567.0,5115.0,6092.0,6435.0,4665.0,5467.0,5890.0,6365.0,4552.0,4890.0,5829.0,6264.0
75205987265,4325.0,6657419443462,6871633290386,6794368275930,7127130718297,5.0308401145749e+19,4.5615183103897e+19,9.108968724473292e+18,2.0743327805858e+37,0.229,-0.968,10.758,10.395,10.524,77630644425,104500180319,110929702881,78158045030,92351885878,100510276875,109355915985,77043819218,81578249471,89529566932,107792731032,-0.409,-0.505,707581,269573,266873,248847,272191,255538,379542,370356,366447,373939,0.104,19.011,18.998,554679,4465.0,4931.0,6018.0,6409.0,4495.0,5315.0,5789.0,6320.0,4431.0,4692.0,5715.0,6218.0
74946643919,4310.0,6655361292434,6866834825574,6759041776675,7117425312467,5.0223033869694e+19,4.5454019757698e+19,9.156858422091998e+18,2.0962014040559e+37,0.228,-0.964,10.743,10.388,10.52,76370546229,103240316647,110481389465,76552344475,90031186950,98861010233,108599668248,75701818965,78885418001,86686542666,107001894572,-0.402,-0.504,710938,269420,265776,248870,270920,255641,377673,370637,365316,372723,0.104,19.009,18.993,555395,4392.0,4751.0,5945.0,6382.0,4402.0,5181.0,5693.0,6276.0,4353.0,4537.0,5604.0,6172.0
66962119438,3850.0,6654332216920,6862141821526,6728773389814,7107737958487,5.0082348794081e+19,4.5273593915375e+19,9.091481873008076e+18,2.0663760661809e+37,0.227,-0.961,10.785,10.409,10.544,72371583541,101719203369,109936204171,71757231957,86955311282,96803017278,107684557285,70997605570,74977734903,83127747153,106045427098,-0.399,-0.504,713626,268962,264057,248656,268966,255488,375121,370077,364187,371476,0.104,19.007,18.989,553982,4162.0,4496.0,5857.0,6350.0,4126.0,5003.0,5575.0,6223.0,4082.0,4312.0,5469.0,6116.0
68402836685,3933.0,6653817679163,6857551960425,6703563115346,7098068656358,4.9859265615663e+19,4.4590732503567e+19,9.3885883166623e+18,2.2036397644942e+37,0.226,-0.958,10.865,10.465,10.603,70103866681,100246577080,109356270007,70080034321,84481648002,94970747563,106821222766,69013232142,72535712597,80183925007,105132605835,-0.396,-0.503,715896,269740,263599,248838,268191,255724,375795,369754,364034,371194,0.104,19.005,18.985,553174,4031.0,4303.0,5772.0,6316.0,4029.0,4860.0,5469.0,6172.0,3968.0,4171.0,5345.0,6063.0
65676241094,3776.0,6653560410284,6853062975391,6683410953271,7088417406079,4.9790687686557e+19,4.4308590985341e+19,9.5102216991317e+18,2.2611079191659e+37,0.224,-0.955,10.888,10.477,10.617,67013732406,98687270372,108732522395,67878137708,81974260415,93080779403,105916937455,66799419349,70250385570,77288223357,104172605200,-0.395,-0.502,717308,271363,263909,249268,268104,256206,376880,369224,363770,370804,0.103,19.004,18.981,552767,3853.0,4180.0,5682.0,6279.0,3902.0,4716.0,5359.0,6120.0,3840.0,4039.0,5216.0,6007.0
