Date,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-3,difficulty-btc-sma-7,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-3,difficulty-btc-mom-90,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,difficulty-btc-roc-14,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-7,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-30,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-mom-7,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-ema-7,sentinusd-btc-wma-3,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-30,transactionfees-btc-ema-90,transactionfees-btc-wma-7,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-trx-7,confirmationtime-btc-sma-7,confirmationtime-btc-sma-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-wma-14,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-std-90,confirmationtime-btc-var-14,confirmationtime-btc-var-90,confirmationtime-btc-trx-30,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-90,marketcap-btc-std-90,marketcap-btc-mom-14,marketcap-btc-var-90,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-ema-3,transactionvalue-btc-wma-3,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-wma-30,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-3,size-btc-sma-7,size-btc-sma-90,size-btc-ema-3,size-btc-std-7,size-btc-std-90,size-btc-mom-30,size-btc-var-7,size-btc-var-90,size-btc-trx-30,transactions-btc-sma-90,transactions-btc-wma-30,transactions-btc-std-14,transactions-btc-std-90,transactions-btc-var-90,transactions-btc-trx-7,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-14,sentbyaddress-btc-wma-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,sentbyaddress-btc-rsi-90,top100cap-btc-sma-90,top100cap-btc-wma-14,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-90,top100cap-btc-roc-14,activeaddresses-btc-sma-90,activeaddresses-btc-std-14,activeaddresses-btc-var-14,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,price-btc-sma-90,price-btc-ema-90,price-btc-trx-3,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-14,price-btc-roc-90,bitcoin-price_raw_30d
2013-11-05,3681683791003459.0,276.38,21.381,398055281,393982999,287900770,154902579,401549719,390591324,362801920,303484880,189297770,401618527,396273658,386069063,332592095,213137868,102457281,168967036,220640816,21379480.0,374915501,7137464822459696.0,2.586,3.299,2.994,2.398,100.0,100.0,99.991,5.469,54.001,3795650031188740.0,3849260023878500.0,3568613767028296.0,2852913056567800.0,1503590800452600.0,3782880800539924.0,3758914361134551.0,3531133012206502.0,2978180606551600.0,1849290309072100.0,3767894303665300.0,3853487358062437.0,3722812147835211.0,3287618023840500.0,2085197387952400.0,370214850729290.0,809650438148500.0,1621559367531652.0,2203103340884000.0,6.5736369560741e+29,2.306,3.146,3.142,2.56,114.424,948.908,268.099,263.825,271.512,298.352,607.462,270.011,265.864,273.788,318.699,771.159,271.694,264.917,261.837,282.565,438.042,88.269,625.965,30.793,1948.0,97958.0,-1.071,-0.85,133584573,170119683,158270093,183661676,155231010,113386730,6360268021874680.0,3214137607947172.0,1.579,1.538,0.19,53.721,0.108,0.192,0.103,0.022,4.115,0.833,0.205,52.217,0.023,0.026,0.054,0.041,0.05,0.022,0.013,0.051,-0.067,-6.196,7.346,7.425,7.312,7.572,7.548,7.496,1.532,1.77,0.587,0.783,-0.143,1948622693,2054206394,1642334313,1722570797,772176770,623152086,1.4906424097035213e+17,3.046,1.991,1.855,82.161,71.713,29.092,146.56,4532,4681,2897.0,2098104,2.36,1.478,0.15,100.48,77.532,2680.0,2.611,1.017,0.018,0.825,0.736,0.78,0.384,1.665,0.037,0.693,0.177,-0.402,-0.138,126878,121755,131341,135404,35682,40111,43800.0,318305407,402230290,-0.039,53377,50429,14530,14662,53747020,-1.548,-0.042,0.044,56545,52858,50113,53933,50452,57408,55001,50531,66071475,0.214,0.044,52.646,20.043,20.887,0.928,1.071,1.016,1.689,1.553,0.215,0.258,0.216,0.036,-0.004,61.481,8.575,78757,28935,209314036,0.441,0.402,130.495,139.421,3.002,1.948,1.81,0.922,0.324,81.68,70.751,28.332,137.605,991.025
2013-11-06,4181010473802284.0,250.637,21.43,438055598,411125992,298622386,160164101,456239728,420675927,382552296,316868420,196366605,458055756,425510342,405553121,346981060,220962641,112692310,182826498,231498364,120000950.0,473536972,8356382130093520.0,2.798,3.285,3.01,2.416,100.0,100.0,99.993,30.696,90.837,3906580803741408.0,3939389719583800.0,3657434130277793.0,2941938924424600.0,1546074368100600.0,3981945637171104.0,3864438389301484.0,3617783340419273.0,3055782533470988.0,1900536906099200.0,3960574524972000.0,3936424970543388.0,3804465042071743.0,3373301728178200.0,2144041776377700.0,341051296699500.0,785707833685910.0,1610142833869609.0,2259793877285200.0,6.4813998636541e+29,2.143,3.038,3.125,2.574,176.845,1070.0,266.708,261.031,263.484,296.255,594.82,260.324,262.057,270.701,314.308,759.719,262.963,261.62,259.053,279.487,430.2,72.563,608.065,-19.557,1316.0,92436.0,-0.922,-0.855,143446140,170333420,167769185,199938588,158717247,114979655,6338252308963376.0,3305080264742796.0,1.527,1.545,0.202,52.922,0.12,0.315,0.218,0.041,9.442,1.058,0.22,59.018,0.024,0.021,0.054,0.04,0.05,0.023,0.013,0.052,-0.071,-5.635,7.553,7.59,7.299,7.592,7.736,7.524,1.603,1.786,0.643,0.797,-0.131,2000180683,2113158885,1671469163,1754079179,823227311,692798848,1.6942580135305165e+17,4.304,2.28,1.926,84.28,73.403,30.45,168.558,4350,4566,2896.0,2096980,2.372,1.529,0.163,108.017,80.604,3409.0,3.266,1.171,0.029,1.013,0.823,0.955,1.052,1.751,0.276,0.767,1.117,-0.295,-0.135,153925,130402,131993,160249,57115,41648,39576.0,815533818,433638328,-0.029,53344,50660,14502,14636,53550819,-1.093,-0.053,0.044,57685,53862,50357,55338,51008,59964,56476,51094,80721082,0.245,0.046,52.586,20.052,20.986,0.822,1.143,1.05,1.74,1.611,0.169,0.276,0.231,0.044,-0.003,61.814,8.835,79413,34530,298078470,0.578,0.423,132.187,141.814,4.259,2.236,1.88,0.968,0.332,83.852,72.458,29.702,158.814,916.265
2013-11-07,4063508548876500.0,251.434,21.453,478055914,428268985,309344002,165425623,483584733,443239380,399669288,329388505,203280080,494492826,450461279,422721003,360678309,228671776,111747558,193343149,241410741,120000950.0,473536972,9345393325937200.0,3.101,3.305,3.032,2.435,100.0,100.0,99.993,30.696,90.837,3975400937894100.0,3948891688482733.0,3742044300332700.0,3027480801451200.0,1586854071859000.0,4022727093023783.0,3914205929195200.0,3677213368213565.0,3120797115110051.0,1948074744402000.0,4039038397539600.0,3967454677866543.0,3858608297884900.0,3445661058787984.0,2199370000131000.0,350516441570848.0,680197142167700.0,1566119450957000.0,2307081243897418.0,6.1318253366643e+29,1.996,2.927,3.102,2.586,171.398,933.09,259.483,259.838,256.458,293.692,584.527,255.879,259.401,268.132,310.251,748.548,255.326,259.221,257.447,276.595,422.653,54.599,599.547,-8.348,745.251,89864.0,-0.843,-0.859,167862044,178222480,197544411,244767257,174255470,121051114,6848092885487092.0,3663343027579903.0,1.679,1.581,0.216,56.111,0.13,0.399,0.267,0.038,13.714,1.361,0.24,57.603,0.022,0.022,0.053,0.039,0.049,0.024,0.005,0.052,0.008,-4.847,8.007,7.826,7.334,7.621,8.057,7.577,1.944,1.855,0.945,0.86,-0.111,2061537776,2188225667,1706748830,1791917804,892899228,1069682793,1.993172579725691e+17,5.789,2.743,2.044,86.758,75.643,48.467,201.877,5036,5092,3017.0,2275575,2.492,1.594,0.177,118.781,84.874,5005.0,4.036,1.364,0.043,1.193,0.924,1.125,1.403,1.831,0.492,0.838,2.499,-0.121,-0.13,187029,142418,133185,189806,84815,45283,92012.0,1798386007,512629863,-0.001,53465,51226,13723,14686,53920560,-0.393,-0.058,0.043,58958,55161,50793,57384,51799,63878,58616,51900,114595868,0.288,0.049,53.595,20.062,21.072,0.582,1.205,1.085,1.809,1.635,0.085,0.294,0.246,0.052,-0.003,61.973,9.21,80144,38374,368138314,0.758,0.452,134.186,144.72,5.745,2.698,1.998,1.023,0.34,86.397,74.731,47.639,190.963,720.715
2013-11-08,3525213954729477.0,292.331,21.453,510929738,445411978,320065619,170687145,497257236,460161969,414504015,341100842,210041611,510929738,471126467,437572709,373683840,236265273,99304454,201042268,250490181,98621471.0,473536972,1.0104498409990608e+16,3.317,3.331,3.054,2.455,100.0,100.0,99.993,23.919,90.837,3923244325802740.0,3903250379147251.0,3773313084664200.0,3088347378459400.0,1621939240416300.0,3773970523876631.0,3816957935578800.0,3656946779749020.0,3146888524117756.0,1982737144628900.0,3813944905957257.5,3861535244428200.0,3829697585137808.0,3477772875128518.0,2241971316238043.2,459237733726630.0,591408293223290.0,1495227359535600.0,2327791355874551.0,5.5892621417595e+29,1.606,2.764,3.064,2.596,107.461,859.115,264.8,263.111,254.105,292.575,572.871,274.105,267.634,271.359,309.095,738.522,271.749,267.344,262.23,276.507,416.231,44.421,580.732,22.908,493.312,84312.0,-0.557,-0.864,192485596,164861851,217627310,267272443,187542607,125870365,7275342517941048.0,3960837180457320.0,1.926,1.636,0.232,55.724,0.139,0.455,0.297,0.002,15.281,1.702,0.264,56.805,0.024,0.023,0.053,0.038,0.049,0.026,0.007,0.052,0.012,-3.853,8.553,8.156,7.424,7.664,8.447,7.645,2.226,1.96,1.239,0.96,-0.082,2132014542,2277102911,1747607602,1835575805,978955534,1549772986,2.3958848438650112e+17,6.957,3.326,2.212,88.512,77.442,76.872,231.18,5312,5396,3112.0,2420703,2.647,1.668,0.192,131.042,89.796,6771.0,4.872,1.597,0.059,1.352,1.005,1.265,1.601,1.885,0.641,0.888,3.912,0.096,-0.123,211393,160058,134487,209764,97758,49387,96785.0,2389147885,609763888,0.042,53550,51675,14066,14727,54221271,0.27,-0.058,0.043,60455,56226,51207,59017,52478,67043,60393,52601,138090592,0.338,0.052,53.157,20.072,21.141,0.621,1.25,1.12,0.759,1.682,0.096,0.313,0.259,0.06,-0.003,61.968,3.67,80938,42475,451023763,0.952,0.488,136.46,148.091,6.916,3.28,2.166,1.087,0.349,88.197,76.562,75.911,219.246,733.548
2013-11-09,3478270768336200.0,361.736,21.443,510929738,462554971,330787235,175948667,504093487,472853912,427360778,352057545,216654537,510929738,487505907,450108238,385997654,243743132,107040592,206239641,258824355,91195893.33333331,473536972,1.063369738225392e+16,3.388,3.342,3.074,2.474,100.0,100.0,99.993,21.952666666666666,36.858,3688997757314000.0,3804993405615805.0,3734612887365500.0,3147052516241387.0,1656156730353100.0,3626120646106409.0,3732286143768140.0,3633123311560600.0,3168268023744800.0,2015606015479600.0,3591458127223980.0,3755290341725463.0,3790358609627409.0,3502929222862500.0,2282769811357200.0,485813881978890.0,592660965361012.0,1411201101995313.0,2345331556666286.0,4.978721375682e+29,1.14,2.568,3.013,2.603,102.565,772.41,301.834,280.062,265.851,293.051,562.804,317.92,291.159,283.409,312.491,730.241,320.217,292.001,276.58,280.969,411.591,61.717,563.35,118.659,952.255,79341.0,0.186,-0.869,216252448,175811524,228624652,271245356,200443250,129227034,7435502988641720.0,4174906549515527.0,2.179,1.698,0.248,55.013,0.144,0.448,0.301,0.011,13.425,2.01,0.29,53.45,0.026,0.024,0.053,0.038,0.048,0.028,0.009,0.052,0.016,-2.635,8.924,8.286,7.499,7.698,8.656,7.691,2.362,1.996,1.394,0.996,-0.05,2216968148,2388769685,1797285191,1888342776,1094361898,1949225001,2.9940699067751475e+17,8.292,4.059,2.444,90.503,79.755,94.682,273.444,5411,5572,3146.0,2474648,2.795,1.744,0.209,144.856,95.408,8463.0,5.73,1.868,0.08,1.404,1.033,1.297,1.604,1.887,0.644,0.89,4.707,0.293,-0.115,216212,173481,135806,204658,89620,49924,61920.0,2007936208,623109869,0.091,53737,51846,14342,14366,51595567,0.677,-0.056,0.043,62922,57131,51662,60275,53051,69453,61832,53202,153067919,0.391,0.056,52.737,20.081,21.201,0.645,1.283,1.15,0.701,1.677,0.104,0.331,0.269,0.067,-0.002,61.857,3.377,81779,43403,470946692,1.14,0.528,139.149,152.199,8.252,4.013,2.397,1.165,0.36,90.242,78.926,93.666,260.05,856.334
2013-11-10,4086898747248503.0,308.6,21.464,510929738,479697964,341508851,181210189,507511612,482372868,438503306,362307364,223122124,510929738,499599599,461333286,397619751,251105353,113235960,209121881,266483195,83770315.66666667,473536972,1.0932990242726992e+16,3.321,3.331,3.089,2.493,100.0,100.0,99.993,19.98633333333333,30.696,3696794490104700.0,3839090632916400.0,3785283387746600.0,3225059810403227.0,1696976827813754.0,3856509696677456.0,3820939294638231.0,3693626702985700.0,3227534522035316.0,2061128932661372.0,3790408622191200.0,3825766677133600.0,3837330057611813.0,3563564463572600.0,2336192712827390.0,525079787178850.0,583096089602720.0,1350351930676300.0,2384919090683800.0,4.5586258417033e+29,0.964,2.408,2.962,2.608,133.981,889.348,320.889,287.746,270.789,292.354,552.517,313.26,295.52,286.768,312.24,720.974,323.601,299.135,282.28,281.972,406.004,63.518,547.507,53.789,1009.0,74941.0,0.694,-0.873,230434374,183989014,220228386,231038021,203006992,130313285,7280723351769368.0,4245388033567420.0,2.3,1.747,0.265,52.193,0.146,0.405,0.297,0.016,10.069,2.252,0.315,51.765,0.027,0.025,0.053,0.038,0.048,0.029,0.008,0.051,0.011,-1.673,9.056,8.313,7.52,7.718,8.674,7.707,2.359,1.989,1.391,0.989,-0.02,2284622932,2460039333,1834563522,1929085648,1154908114,1368955839,3.3345318790596454e+17,5.512,4.278,2.627,74.884,71.169,64.437,222.062,4745,4808,3106.0,2412080,2.804,1.801,0.225,143.709,96.104,7621.0,5.911,2.073,0.099,1.388,1.052,1.299,1.592,1.884,0.633,0.887,4.924,0.457,-0.108,201093,183488,136249,189331,69779,50561,46400.0,1217267756,639092406,0.139,53819,52169,14397,14364,51581145,0.968,-0.052,0.043,65011,57809,51541,60868,53412,70325,62627,53593,155544535,0.44,0.06,51.838,20.088,21.257,0.655,1.314,1.175,0.721,1.599,0.107,0.345,0.277,0.075,-0.002,62.002,3.474,81930,39080,381815250,1.273,0.566,141.348,155.269,5.479,4.234,2.579,1.243,0.371,74.613,70.521,63.591,210.56,916.819
2013-11-11,4812044517364149.0,309.128,21.431,510929738,496840956,352230467,186444826,509220675,489512086,448160164,371895904,229447566,510929738,507407543,471415468,408550131,258351937,116616091,209784432,273581562,76344738.0,471117410,1.1002376991409888e+16,3.149,3.294,3.097,2.51,100.0,100.0,99.993,18.02,30.696,4125738010982900.0,3975518685908600.0,3876037386865861.0,3324589673038885.0,1746151217916900.0,4334277107020800.0,4068715600319700.0,3842749078236200.0,3329760973346900.0,2121588615841700.0,4348033635820900.0,4069005148245573.0,3974231541560821.0,3665950573699200.0,2404655738971355.0,861400475488150.0,768950699047510.0,1363341958135700.0,2456236060626764.0,4.6467532370329e+29,1.227,2.331,2.922,2.613,163.508,1146.0,326.488,292.892,276.159,290.461,543.379,311.194,298.922,289.749,312.04,711.922,317.72,304.48,287.392,283.054,400.655,62.861,535.876,36.021,987.885,71791.0,1.008,-0.878,231091371,189443884,211298894,200871184,203076513,131258786,7015263608053660.0,4307217249246692.0,2.307,1.779,0.281,51.759,0.15,0.39,0.299,0.003,7.584,2.464,0.342,53.261,0.028,0.026,0.053,0.037,0.048,0.03,0.007,0.051,0.013,-0.827,9.101,8.275,7.552,7.716,8.593,7.706,2.38,1.989,1.416,0.989,0.006,2361002243,2543875923,1876869960,1975087718,1229052798,1519709169,3.7764269492457165e+17,4.114,4.332,2.787,77.007,72.706,67.85,242.967,4433,4338,3043.0,2314626,2.725,1.842,0.241,140.914,96.198,7328.0,5.616,2.211,0.118,1.432,1.076,1.316,1.585,1.884,0.628,0.887,4.845,0.598,-0.1,174735,187859,136382,169989,55762,50648,43224.0,777336679,641310521,0.181,53867,52470,14780,14380,51697802,1.14,-0.045,0.043,65841,58554,51676,61058,53640,70165,63015,53862,147276340,0.482,0.064,51.286,20.093,21.302,0.641,1.335,1.194,0.711,1.551,0.103,0.357,0.281,0.083,-0.001,61.63,3.433,82389,38047,361892724,1.359,0.601,143.782,158.758,4.082,4.29,2.739,1.324,0.383,76.751,72.065,66.99,230.755,887.697
2013-11-12,4903095293448137.0,346.545,21.412,510929738,510929738,362952084,191557264,510075207,494866499,456529440,380865829,235633987,510929738,510929738,480354783,418788794,265483473,117424351,208248483,280364526,68919160.33333333,460119399,1.0841857628302624e+16,2.906,3.232,3.098,2.527,100.0,100.0,99.993,16.05366666666667,30.696,4600679519353595.0,4150006043400743.0,3999633033639600.0,3417258265539300.0,1795830466320200.0,4618686200234470.0,4277310523601817.0,3984128573597700.0,3431266413353388.0,2182720630734103.2,4736712277053515.0,4300899300130400.0,4111172595771791.0,3767789645983600.0,2474039125246767.0,1030799250365100.0,830813597255992.0,1401455818471000.0,2527728301486200.0,4.9101960278158e+29,1.639,2.306,2.89,2.619,130.947,1035.0,321.424,302.916,283.37,290.95,536.717,328.87,310.827,297.322,314.266,703.892,327.748,317.894,296.777,286.673,396.329,69.943,530.565,70.165,1223.0,70375.0,1.384,-0.882,245345425,189464999,237283855,251629440,219849160,138123789,7404716237890232.0,4769545270669448.0,2.445,1.832,0.299,56.414,0.149,0.319,0.297,0.007,4.519,2.592,0.366,50.192,0.03,0.027,0.053,0.037,0.047,0.031,0.006,0.05,0.014,-0.027,8.942,8.144,7.574,7.7,8.445,7.694,2.408,1.984,1.449,0.984,0.025,2445384720,2639877194,1924233162,2026425976,1316708934,1730604026,4.3343060423299686e+17,4.027,4.378,2.942,78.896,74.133,75.201,262.496,5469,5306,3141.0,2466321,2.765,1.898,0.259,142.854,97.842,6767.0,5.234,2.32,0.138,1.402,1.073,1.276,1.591,1.887,0.633,0.89,4.368,0.691,-0.093,155377,185695,136338,155735,61339,50623,23150.0,940617379,640681655,0.216,53940,52812,15170,14399,51829442,1.243,-0.036,0.043,67209,59581,51866,61796,54055,71053,63914,54320,143199108,0.522,0.068,52.079,20.099,21.337,0.608,1.346,1.215,0.693,1.519,0.092,0.369,0.283,0.09,-0.0003333333333333,61.408,3.346,82813,36296,329358636,1.406,0.634,146.452,162.667,3.994,4.337,2.894,1.408,0.396,78.653,73.5,74.299,249.591,853.621
2013-11-13,4848388582881698.0,321.435,21.349,510929738,510929738,373673700,196669702,510502472,498882309,463782813,389257049,241684443,510929738,510929738,488151232,428335739,272502649,115714646,204464492,286622691,61493582.66666666,460119399,1.045143215340512e+16,2.626,3.146,3.091,2.542,100.0,100.0,99.993,14.087333333333332,30.696,4854509464564659.0,4245345773269231.0,4092367746426500.0,3503384187481470.0,1845006080947700.0,4733537391558084.0,4420080038421787.0,4099363241502276.0,3522693650097150.0,2241306739572500.0,4860566808817565.0,4475494935000700.0,4224340002337403.0,3860120634199300.0,2541128314621744.0,1142079973075613.0,896627254062260.0,1424902146030600.0,2590378734422009.0,5.0758653144062e+29,1.985,2.302,2.861,2.624,114.094,1047.0,325.703,313.03,287.03,289.631,529.294,325.152,313.479,300.537,314.728,695.486,327.754,322.524,301.852,288.639,391.597,72.13,523.664,70.799,1301.0,68556.0,1.554,-0.886,273029276,208237708,275476245,330858024,246594282,149667081,8676237091206589.0,5600058796566768.0,2.757,1.917,0.319,58.77,0.149,0.251,0.294,0.01,1.784,2.651,0.389,50.206,0.032,0.028,0.052,0.037,0.047,0.033,0.006,0.05,0.017,0.802,8.905,8.229,7.668,7.701,8.502,7.713,2.378,1.986,1.414,0.986,0.044,2541442592,2754843395,1979125912,2085621757,1426296186,2090750264,5.085802025149676e+17,4.927,4.53,3.113,81.185,75.953,89.689,294.71,6363,6483,3320.0,2755722,2.916,1.971,0.278,144.5,99.392,6508.0,4.807,2.402,0.157,1.398,1.073,1.242,1.59,1.886,0.632,0.889,3.721,0.747,-0.088,159051,185685,136581,170381,61339,51342,71702.0,940629539,659003567,0.252,54015,53564,16394,14551,52931239,1.477,-0.022,0.044,68543,60481,52122,62806,54569,72418,65067,54882,150265542,0.562,0.072,52.524,20.105,21.358,0.56,1.343,1.235,0.596,1.495,0.078,0.381,0.28,0.096,0.0003333333333333,60.688,2.871,83338,36106,325915865,1.439,0.666,149.475,167.202,4.889,4.489,3.065,1.499,0.41,80.961,75.336,88.697,280.637,870.134
2013-11-14,4387252754706400.0,420.269,21.361,510929738,510929738,384395316,201782140,510716105,501894166,470069070,397106900,247601922,510929738,510929738,494804816,437190967,279409463,111371074,198303813,292389759,54068005.0,460119399,9831100566717504.0,2.334,3.041,3.077,2.556,100.0,100.0,99.993,12.121,30.696,4712912210345404.0,4291594945530600.0,4120243317006700.0,3570006388296840.0,1888978357073719.2,4560395073132234.0,4411873217492900.0,4137748509929500.0,3578471656846133.0,2288470388256800.0,4626938453888425.0,4510971680359973.0,4263658003441400.0,3917144412729895.0,2597001867891165.0,1135078745471586.0,907236622666740.0,1396800662821600.0,2626890317629200.0,4.8776302291474e+29,2.017,2.267,2.827,2.628,83.676,920.89,362.75,337.149,298.494,291.346,523.362,372.711,340.177,316.501,321.537,689.438,375.037,349.333,319.617,297.068,389.201,97.658,516.325,168.835,2384.0,66648.0,2.129,-0.891,285927189,226894617,300896054,371135335,269116652,159358594,9634884697668968.0,6348790400450534.0,3.118,2.019,0.342,58.209,0.149,0.202,0.293,0.0082,-0.414,2.657,0.41,50.242,0.034,0.028,0.052,0.037,0.047,0.035,0.007,0.049,0.001,1.663,8.6,8.303,7.745,7.693,8.454,7.717,2.26,1.977,1.277,0.978,0.06,2648470029,2887208103,2041265922,2152464985,1555626163,2472527960,6.049931898320174e+17,6.012,4.79,3.307,83.06,77.531,105.937,330.702,6522,6844,3405.0,2897933,3.067,2.048,0.298,148.11,101.613,5323.0,4.438,2.471,0.177,1.394,1.07,1.205,1.594,1.888,0.635,0.891,3.003,0.771,-0.082,170025,180571,136594,176974,54885,51387,82819.0,753086502,660146427,0.29,53996,54592,18293,14466,52316075,1.831,-0.002,0.044,70477,61575,52395,64312,55263,74766,66723,55630,169319304,0.606,0.077,53.295,20.112,21.374,0.499,1.331,1.256,0.589,1.522,0.062,0.394,0.275,0.102,0.001,60.778,2.836,83904,36837,339232779,1.483,0.701,152.858,172.341,5.972,4.75,3.259,1.6,0.426,82.853,76.93,104.871,315.353,854.784
